CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336772;100;23-feb-10;17:52:02;32.3696;3.2839;6.04196;0.058382687368421;1;NaN;9;NaN;9;0.1155;1;7.113;1;0.9615;1;8.5215;1;0;7.40;0.83
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336771;157;23-feb-10;17:52:02;33.3584;5.8904;4.83606;0.0139006398496241;1;33.353084564209;1;4.7185;1;0.142;1;11.651;1;1.1605;1;13.155;1;0;10.04;0.89
NED2010001_1;MFD_SETNO1;42.2568;-66.0787;336782;5;27-feb-10;02:08:42;32.1209;3.9183;7.09671;0.621641779661017;1;NaN;9;7.1885;1;0.2365;1;5.9205;1;0.662;1;5.481;1;0;8.94;1.08
NED2010001_1;MFD_SETNO1;42.2568;-66.0787;336781;257;27-feb-10;02:08:42;35.0503;8.801;4.08305;0;1;35.0403633117676;1;4.175;1;0.1305;1;19.0335;1;1.1555;1;11.6525;1;0;16.47;1.63
NED2010001_2;MFD_SETNO2;42.1438;-66.0342;336784;5;27-feb-10;04:48:47;32.5707;4.8675;6.82975;0.596776108474576;1;NaN;9;6.932;1;0.2;1;7.393;1;0.746;1;6.4085;1;0;9.91;1.15
NED2010001_2;MFD_SETNO2;42.1438;-66.0342;336783;215;27-feb-10;04:48:47;34.9803;9.004;4.13475;0.00782084237288136;1;34.9706115722656;1;4.262;1;0.125;1;18.6285;1;1.195;1;11.594;1;0;15.59;1.61
NED2010001_3;MFD_SETNO3;42.0707;-66.3157;336786;5;27-feb-10;07:23:42;32.714;5.2094;6.61682;0.374720153813559;1;NaN;9;6.7255;1;0.2145;1;8.63;1;0.8035;1;7.336;1;0;10.74;1.18
NED2010001_3;MFD_SETNO3;42.0707;-66.3157;336785;84;27-feb-10;07:23:42;33.1875;6.3245;5.82135;0.138246270338983;1;33.1941108703613;1;5.963;1;0.18;1;11.8085;1;1.027;1;9.9565;1;0;11.50;1.19
NED2010001_6;MFD_SETNO6;42.0215;-66.1823;336788;5;27-feb-10;12:59:48;32.2731;4.3063;7.04341;0.671373122033898;1;NaN;9;7.058;1;0.2195;1;6.8875;1;0.749;1;6.203;1;0;9.20;1.11
NED2010001_6;MFD_SETNO6;42.0215;-66.1823;336787;87;27-feb-10;12:59:48;33.1631;6.2619;5.84461;0.141884330084746;1;33.1651000976562;1;5.8595;1;0.1465;1;11.6995;1;0.9795;1;9.793;1;0;11.94;1.19
NED2010001_7;MFD_SETNO7;42.0555;-66.469;336790;5;27-feb-10;16:34:29;32.926;5.7504;6.29707;0.221921644491525;1;NaN;9;6.2555;1;0.186;1;10.351;1;0.9285;1;8.669;1;0;11.15;1.19
NED2010001_7;MFD_SETNO7;42.0555;-66.469;336789;88;27-feb-10;16:34:29;32.9417;5.7144;6.28032;0.225559704237288;1;32.9363861083984;1;6.3005;1;0.1965;1;10.352;1;0.9435;1;8.81;1;0;10.97;1.18
NED2010001_8;MFD_SETNO8;42.0442;-66.6823;336792;5;27-feb-10;18:33:35;32.7525;5.3113;6.55178;0.327425377118644;1;NaN;9;6.474;1;0.2695;1;9.456;1;0.9005;1;8.006;1;0;10.50;1.18
NED2010001_8;MFD_SETNO8;42.0442;-66.6823;336791;67;27-feb-10;18:33:35;32.7924;5.3624;6.46968;0.276492540677966;1;32.7873764038086;1;6.5015;1;0.192;1;9.6335;1;0.9;1;8.269;1;0;10.70;1.17
NED2010001_10;MFD_SETNO10;42.114;-66.9248;336794;5;27-feb-10;22:27:54;32.8017;5.316;6.71409;0.491138065677966;1;NaN;9;6.846;1;0.1935;1;9.04;1;0.8895;1;7.602;1;0;10.16;1.19
NED2010001_10;MFD_SETNO10;42.114;-66.9248;336793;62;27-feb-10;22:27:54;32.9316;5.6321;6.43281;0.261940301694915;1;32.9264488220215;1;6.5135;1;0.185;1;10.028;1;0.9115;1;8.398;1;0;11.00;1.19
NED2010001_13;MFD_SETNO13;42.1048;-67.5823;336796;6;28-feb-10;05:55:08;32.952;5.7509;6.61093;0.392910452542373;1;NaN;9;6.6235;1;0.1865;1;10.0975;1;0.9745;1;8.8625;1;0;10.36;1.14
NED2010001_13;MFD_SETNO13;42.1048;-67.5823;336795;171;28-feb-10;05:55:08;33.1622;6.083;6.03985;0.17462686779661;1;33.1496353149414;1;6.0795;1;0.1895;1;11.4635;1;1.043;1;10.491;1;0;10.99;1.09
NED2010001_16;MFD_SETNO16;41.8972;-67.2505;336798;5;28-feb-10;12:35:55;32.6623;4.7474;6.93636;0.907596998305085;1;NaN;9;6.9895;1;0.3005;1;7.958;1;0.7865;1;6.3545;1;0;10.12;1.25
NED2010001_16;MFD_SETNO16;41.8972;-67.2505;336797;52;28-feb-10;12:35:55;32.66;4.755;6.96641;0.994626847457627;1;32.6574401855469;1;6.945;1;0.227;1;7.9685;1;0.805;1;6.3325;1;0;9.90;1.26
NED2010001_18;MFD_SETNO18;41.5743;-67.031;336800;5;28-feb-10;17:49:07;32.6901;4.7819;6.966;0.832999984745763;1;NaN;9;7.116;1;0.2215;1;7.864;1;0.8525;1;6.059;1;0;9.22;1.30
NED2010001_18;MFD_SETNO18;41.5743;-67.031;336799;56;28-feb-10;17:49:07;32.6895;4.7856;6.95123;0.857865655932203;1;32.6860084533691;1;7.086;1;0.2385;1;7.8825;1;0.826;1;6.021;1;0;9.54;1.31
NED2010001_23;MFD_SETNO23;41.5567;-66.283;336802;5;01-mar-10;05:26:35;31.9667;3.8732;7.13082;0.895164162711864;1;NaN;9;7.332;1;0.208;1;5.647;1;0.705;1;5.3035;1;0;8.01;1.06
NED2010001_23;MFD_SETNO23;41.5567;-66.283;336801;83;01-mar-10;05:26:35;32.9614;5.8632;6.12533;0.160074628813559;1;32.952693939209;1;6.313;1;0.204;1;10.199;1;0.975;1;8.447;1;0;10.46;1.21
NED2010001_26;MFD_SETNO26;41.6457;-65.8512;336804;5;01-mar-10;13:08:27;32.4691;4.924;6.77021;0.671373122033898;1;NaN;9;7.0445;1;0.2085;1;7.7765;1;0.7805;1;6.679;1;0;9.96;1.16
NED2010001_26;MFD_SETNO26;41.6457;-65.8512;336803;184;01-mar-10;13:08:27;35.5074;11.7398;3.99162;0.0560493703389831;1;35.4981880187988;1;4.232;1;0.1515;1;16.853;1;1.106;1;8.547;1;0;15.24;1.97
NED2010001_27;MFD_SETNO27;41.8163;-65.769;336807;5;01-mar-10;16:16:29;32.478;4.9789;6.7947;0.895164162711864;1;NaN;9;7.0155;1;0.1815;1;7.6605;1;0.786;1;6.52;1;0;9.75;1.17
NED2010001_27;MFD_SETNO27;41.8163;-65.769;336805;142;01-mar-10;16:16:29;33.8802;7.926;5.12414;0.0727611949152542;1;33.879508972168;1;5.3415;1;0.137;1;13.3175;1;1.061;1;10.269;1;0;12.55;1.30
NED2010001_27;MFD_SETNO27;41.8163;-65.769;336806;143;01-mar-10;16:16:29;33.8875;7.9378;5.12001;0.0836753741525424;1;NaN;9;NaN;9;0.1425;1;13.487;1;1.056;1;10.276;1;0;12.77;1.31
NED2010001_29;MFD_SETNO29;40.9757;-66.5945;336809;5;02-mar-10;12:52:46;33.4456;7.3116;6.07652;0.38927239279661;1;NaN;9;6.118;1;0.2235;1;9.032;1;0.8555;1;6.793;1;0;10.56;1.33
NED2010001_29;MFD_SETNO29;40.9757;-66.5945;336808;93;02-mar-10;12:52:46;34.9711;11.4522;5.24205;0.232835823728814;1;34.9650459289551;1;5.2945;1;0.2;1;8.579;1;0.695;1;5.0345;1;0;12.34;1.70
NED2010001_31;MFD_SETNO31;41.3057;-66.8305;336811;5;02-mar-10;18:54:18;32.3766;4.4653;6.962;0.596776108474576;1;NaN;9;6.978;1;0.263;1;7.2105;1;0.8235;1;5.9115;1;0;8.76;1.22
NED2010001_31;MFD_SETNO31;41.3057;-66.8305;336810;71;02-mar-10;18:54:18;32.3729;4.4358;6.96581;0.609208944067797;1;32.3789863586426;1;7.017;1;0.251;1;7.2695;1;0.8255;1;5.9605;1;0;8.81;1.22
NED2010001_34;MFD_SETNO34;41.379;-67.2995;336813;5;03-mar-10;00:14:43;32.6728;4.7785;6.92112;1.06922386101695;1;NaN;9;7.059;1;0.2025;1;7.5895;1;0.8175;1;5.8305;1;0;9.28;1.30
NED2010001_34;MFD_SETNO34;41.379;-67.2995;336812;42;03-mar-10;00:14:43;32.6681;4.7853;6.94813;1.05679102542373;1;32.6660919189453;1;7.049;1;0.1965;1;7.334;1;0.806;1;5.596;1;0;9.10;1.31
NED2010001_35;MFD_SETNO35;41.3932;-67.65;336815;6;03-mar-10;02:34:06;32.7923;4.8031;6.96269;1.42977609322034;1;NaN;9;7.044;1;0.166;1;7.5175;1;0.786;1;4.84;1;0;9.56;1.55
NED2010001_35;MFD_SETNO35;41.3932;-67.65;336814;36;03-mar-10;02:34:06;32.7918;4.8127;6.97954;1.3427462440678;1;32.7900199890137;1;7.024;1;0.189;1;6.8685;1;0.7575;1;4.46;1;0;9.07;1.54
NED2010001_38;MFD_SETNO38;41.0828;-67.7733;336817;5;03-mar-10;07:10:58;32.7937;4.7511;6.93663;1.39247758644068;1;NaN;9;7.013;1;0.1895;1;7.6695;1;0.791;1;4.4145;1;0;9.70;1.74
NED2010001_38;MFD_SETNO38;41.0828;-67.7733;336816;50;03-mar-10;07:10:58;32.7906;4.7646;6.97382;1.64113429830508;1;32.7892303466797;1;6.956;1;0.2465;1;7.1805;1;0.733;1;4.1955;1;0;9.80;1.71
NED2010001_39;MFD_SETNO39;40.855;-67.2178;336819;4;03-mar-10;10:56:02;32.4656;4.7226;6.35949;0.72110446440678;1;NaN;9;6.878;1;0.258;1;7.3255;1;0.8115;1;6.0535;1;0;9.03;1.21
NED2010001_39;MFD_SETNO39;40.855;-67.2178;336818;87;03-mar-10;10:56:02;32.5266;4.8954;6.8014;0.621641779661017;1;32.523120880127;1;6.7805;1;0.2905;1;7.524;1;0.82;1;6.2385;1;0;9.18;1.21
NED2010001_40;MFD_SETNO40;40.7193;-67.5563;336821;5;03-mar-10;13:18:29;32.5968;5.0764;6.73355;0.584343272881356;1;NaN;9;6.846;1;0.2295;1;7.5555;1;0.8155;1;6.3055;1;0;9.26;1.20
NED2010001_40;MFD_SETNO40;40.7193;-67.5563;336820;82;03-mar-10;13:18:29;32.6432;5.2217;6.70362;0.571910437288136;1;32.6416893005371;1;6.7855;1;0.212;1;7.7285;1;1.69;2;6.361;1;2048;4.57;1.21
NED2010001_45;MFD_SETNO45;41.7522;-68.7083;336823;7;06-mar-10;05:30:20;32.7892;5.1678;6.57633;0.34925373559322;1;NaN;9;6.5095;1;0.1845;1;9.8005;1;0.994;1;8.6515;1;0;9.86;1.13
NED2010001_45;MFD_SETNO45;41.7522;-68.7083;336822;167;06-mar-10;05:30:20;33.047;5.9208;5.79708;0.105503732627119;1;33.0409393310547;1;5.7565;1;0.154;1;11.948;1;1.081;1;11.501;1;0;11.05;1.04
NED2010001_46;MFD_SETNO46;41.7752;-68.1;336825;5;06-mar-10;10:25:16;32.9019;5.2386;6.77092;0.969761176271187;1;NaN;9;6.6975;1;0.2005;1;9.3115;1;0.959;1;8.133;1;0;9.71;1.14
NED2010001_46;MFD_SETNO46;41.7752;-68.1;336824;36;06-mar-10;10:25:16;32.9046;5.2567;6.78226;1.08165669661017;1;32.8971672058105;1;6.6915;1;0.213;1;9.7735;1;1.027;1;8.5055;1;0;9.52;1.15
NED2010001_49;MFD_SETNO49;41.69;-67.5152;336827;5;06-mar-10;16:14:00;32.4968;4.4056;6.99015;1.05679102542373;1;NaN;9;7.055;1;0.2125;1;7.16;1;0.8065;1;5.6635;1;0;8.88;1.26
NED2010001_49;MFD_SETNO49;41.69;-67.5152;336826;45;06-mar-10;16:14:00;32.4956;4.375;7.00355;1.03192535423729;1;32.4892234802246;1;7.0185;1;0.237;1;7.535;1;0.8315;1;5.89;1;0;9.06;1.28
NED2010001_50;MFD_SETNO50;41.7152;-66.6257;336829;5;06-mar-10;22:04:01;32.7965;5.2897;6.61177;0.534611930508475;1;NaN;9;6.7015;1;0.193;1;9.438;1;0.8995;1;7.99;1;0;10.49;1.18
NED2010001_50;MFD_SETNO50;41.7152;-66.6257;336828;62;06-mar-10;22:04:01;32.7931;5.3024;6.61525;0.584343272881356;1;32.7890205383301;1;6.7235;1;0.1935;1;9.668;1;0.9135;1;8.2015;1;0;10.58;1.18
NED2010001_51;MFD_SETNO51;41.8298;-66.6982;336831;5;07-mar-10;01:14:30;32.813;5.2814;6.64263;0.584343272881356;1;NaN;9;6.7535;1;0.208;1;9.7815;1;0.9245;1;8.184;1;0;10.58;1.20
NED2010001_51;MFD_SETNO51;41.8298;-66.6982;336830;66;07-mar-10;01:14:30;32.8073;5.287;6.65849;0.621641779661017;1;32.8050651550293;1;6.7725;1;0.1915;1;8.764;1;0.8365;1;7.5075;1;0;10.48;1.17
NED2010001_52;MFD_SETNO52;41.884;-66.5557;336833;4;07-mar-10;03:10:52;32.929;5.4201;6.57836;0.559477601694915;1;NaN;9;6.624;1;0.208;1;9.957;1;0.8945;1;8.121;1;0;11.13;1.23
NED2010001_52;MFD_SETNO52;41.884;-66.5557;336832;71;07-mar-10;03:10:52;32.9277;5.4293;6.60375;0.571910437288136;1;32.9245872497559;1;6.6335;1;0.1895;1;8.8125;1;0.833;1;7.3045;1;0;10.58;1.21
NED2010001_54;MFD_SETNO54;41.908;-66.364;336835;5;07-mar-10;06:41:34;32.8405;5.2428;6.54339;0.658940286440678;1;NaN;9;6.624;1;0.1935;1;9.116;1;0.892;1;7.793;1;0;10.22;1.17
NED2010001_54;MFD_SETNO54;41.908;-66.364;336834;82;07-mar-10;06:41:34;32.8548;5.3149;6.57906;0.571910437288136;1;32.8555870056152;1;6.616;1;0.1875;1;9.346;1;0.8185;1;8.027;1;0;11.42;1.16
NED2010001_55;MFD_SETNO55;41.824;-66.3957;336837;4;07-mar-10;09:54:42;32.8094;5.2228;6.63382;0.621641779661017;1;NaN;9;6.5865;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_55;MFD_SETNO55;41.824;-66.3957;336836;81;07-mar-10;09:54:42;32.8051;5.2347;6.68501;0.596776108474576;1;32.8021278381348;1;6.642;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_58;MFD_SETNO58;41.5772;-66.5795;336839;5;07-mar-10;15:14:51;32.7666;5.2817;6.6194;0.634074615254237;1;NaN;9;6.7;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_58;MFD_SETNO58;41.5772;-66.5795;336838;81;07-mar-10;15:14:51;32.771;5.2714;6.62879;0.621641779661017;1;32.7678489685059;1;6.584;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_59;MFD_SETNO59;41.3725;-66.4487;336841;5;07-mar-10;17:22:57;32.8541;5.6205;6.5471;0.385634333050847;1;NaN;9;6.645;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_59;MFD_SETNO59;41.3725;-66.4487;336840;92;07-mar-10;17:22:57;32.9136;5.51;6.45919;0.374720153813559;1;NaN;9;6.5835;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_62;MFD_SETNO62;41.5628;-66.1002;336843;6;07-mar-10;22:01:08;33.3029;6.5494;6.24814;0.7335373;1;NaN;9;6.4035;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_62;MFD_SETNO62;41.5628;-66.1002;336842;97;07-mar-10;22:01:08;33.6683;7.4455;5.60461;0.338339556355932;1;33.6669540405273;1;5.755;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_65;MFD_SETNO65;41.7575;-65.9898;336845;4;08-mar-10;02:24:55;32.86;5.3881;6.59851;0.547044766101695;1;NaN;9;6.704;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_65;MFD_SETNO65;41.7575;-65.9898;336844;101;08-mar-10;02:24:55;33.4586;6.669;5.77917;0.497313423728814;1;33.4460830688477;1;5.905;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_67;MFD_SETNO67;41.895;-65.992;336848;5;08-mar-10;06:34:01;32.0818;3.7633;6.81875;0.547044766101695;1;NaN;9;6.8845;1;0.1795;1;6.401;1;0.7235;1;6.4245;1;0;8.85;1.00
NED2010001_67;MFD_SETNO67;41.895;-65.992;336847;29;08-mar-10;06:34:01;32.9304;5.4876;6.35685;0.783268642372881;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_67;MFD_SETNO67;41.895;-65.992;336846;91;08-mar-10;06:34:01;33.3659;6.5343;5.93978;0.571910437288136;1;33.3611526489258;1;6.1165;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336858;2;09-mar-10;04:59:01;31.4356;1.1614;7.57662;0.614619715714286;1;31.4575214385986;1;7.7315;1;0.194;1;4.884;1;0.7705;1;5.867;1;0;6.34;0.83
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336857;5;09-mar-10;04:59:01;31.4373;1.1709;7.65093;0.727839137030075;1;NaN;9;NaN;9;0.256;1;5.017;1;0.7525;1;5.66;1;0;6.67;0.89
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336856;10;09-mar-10;04:59:01;31.4762;1.2368;7.66251;0.67122942637218;1;NaN;9;NaN;9;0.204;1;4.999;1;0.787;1;5.721;1;0;6.35;0.87
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336855;20;09-mar-10;04:59:01;31.6445;1.5583;7.71275;1.60455923007519;1;NaN;9;NaN;9;0.1915;1;4.046;1;0.701;1;4.862;1;0;5.77;0.83
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336854;30;09-mar-10;04:59:01;32.285;3.1892;7.26689;3.49846482387218;1;NaN;9;NaN;9;0.215;1;2.75;1;0.6095;1;4.129;1;0;4.51;0.67
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336853;41;09-mar-10;04:59:01;32.3618;3.5149;7.16365;3.92510687556391;1;32.3538818359375;1;7.289;1;0.2315;1;2.663;1;0.5835;1;3.867;1;0;4.56;0.69
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336852;51;09-mar-10;04:59:01;32.3893;3.5092;7.21212;4.77839097894737;1;NaN;9;NaN;9;0.2245;1;2.9645;1;0.624;1;4.0685;1;0;4.75;0.73
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336851;76;09-mar-10;04:59:01;32.4623;3.8359;7.08079;4.52240574793233;1;NaN;9;NaN;9;0.2135;1;3.003;1;0.5985;1;3.7625;1;0;5.02;0.80
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336850;101;09-mar-10;04:59:01;32.9281;4.5587;5.67409;0.598445512669173;1;NaN;9;NaN;9;0.1375;1;9.7925;1;1.0415;1;9.8545;1;0;9.40;0.99
NED2010001_69;MFD_SETNO69;44.2662;-63.3168;336849;152;09-mar-10;04:59:01;34.0508;7.6908;4.11975;0.0502239383458647;1;33.9679298400879;7;4.3155;1;0.149;1;14.402;1;1.2425;1;13.4155;1;256;11.59;1.07
