CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_03;Q_OXY;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));((none));((none));((none))
NED2003036_134;MFD_SETNO134;43.565;60.407667;257490;25;16-jul-03;00:58:09;2.80631511627907;7.235;31.943;32.017;1;5.8032;7;14.681;4;262;NaN;NaN
NED2003036_134;MFD_SETNO134;43.565;60.407667;257489;50;16-jul-03;00:58:09;0.307552325581395;6.075;NaN;32.237;1;4.6308;7;6.066;1;256;NaN;NaN
NED2003036_134;MFD_SETNO134;43.565;60.407667;257488;74;16-jul-03;00:58:09;0.728805813953488;NaN;32.444;32.438;1;5.2647;7;3.987;7;256;NaN;NaN
NED2003036_135;MFD_SETNO135;43.792667;60.127667;257494;5;16-jul-03;03:34:42;2.238475;NaN;32.459;32.439;1;5.3414;7;4.527;7;256;NaN;NaN
NED2003036_135;MFD_SETNO135;43.792667;60.127667;257493;25;16-jul-03;03:34:42;1.8914246124031;7.187;31.927;31.862;1;6.1246;7;15.445;4;262;NaN;NaN
NED2003036_135;MFD_SETNO135;43.792667;60.127667;257492;57;16-jul-03;03:34:42;0.331961240310078;6.369;NaN;32.202;1;4.6179;7;6.779;1;256;NaN;NaN
NED2003036_136;MFD_SETNO136;44.105667;60.271167;257498;5;16-jul-03;07:24:25;1.07585620155039;NaN;NaN;32.589;1;5.4553;7;3.739;1;256;NaN;NaN
NED2003036_136;MFD_SETNO136;44.105667;60.271167;257497;25;16-jul-03;07:24:25;1.96083468992248;NaN;32.599;32.581;1;5.5304;7;3.708;7;256;NaN;NaN
NED2003036_136;MFD_SETNO136;44.105667;60.271167;257496;50;16-jul-03;07:24:25;2.18641744186047;6.9005;32.276;32.216;1;5.655;7;14.816;4;262;NaN;NaN
NED2003036_136;MFD_SETNO136;44.105667;60.271167;257495;67;16-jul-03;07:24:25;0.327079457364341;6.066;NaN;32.327;1;4.5239;7;7.122;1;256;NaN;NaN
NED2003036_137;MFD_SETNO137;44.072167;59.699833;257703;5;16-jul-03;10:14:09;0.414951550387597;NaN;34.978;34.96;1;4.8825;7;6.229;7;256;NaN;NaN
NED2003036_137;MFD_SETNO137;44.072167;59.699833;257702;25;16-jul-03;10:14:09;NaN;4.361;31.644;31.856;1;3.7702;1;14.485;4;6;NaN;NaN
NED2003036_137;MFD_SETNO137;44.072167;59.699833;257701;53;16-jul-03;10:14:09;0.385660852713178;6.171;NaN;32.17;1;3.8671;7;6.828;1;256;NaN;NaN
NED2003036_138;MFD_SETNO138;44.3575;59.2195;257707;5;16-jul-03;13:40:30;0.919683527131783;NaN;32.932;32.911;1;5.5522;7;2.036;7;256;NaN;NaN
NED2003036_138;MFD_SETNO138;44.3575;59.2195;257706;25;16-jul-03;13:40:30;1.35349651162791;6.8745;32.3;32.337;1;5.7584;7;18.424;4;262;NaN;NaN
NED2003036_138;MFD_SETNO138;44.3575;59.2195;257705;50;16-jul-03;13:40:30;0.307552325581395;5.664;NaN;33.402;1;4.0541;7;11.149;4;262;NaN;NaN
NED2003036_138;MFD_SETNO138;44.3575;59.2195;257704;183;16-jul-03;13:40:30;0.654158914728682;NaN;NaN;33.732;1;5.3673;7;7.078;1;256;NaN;NaN
NED2003036_139;MFD_SETNO139;44.382167;59.331333;257711;5;16-jul-03;16:19:58;3.53387829457364;NaN;32.259;32.259;1;5.706;7;5.411;7;256;NaN;NaN
NED2003036_139;MFD_SETNO139;44.382167;59.331333;257710;25;16-jul-03;16:19:58;2.88051821705426;6.7995;31.938;32.451;1;5.7091;7;14.856;4;262;NaN;NaN
NED2003036_139;MFD_SETNO139;44.382167;59.331333;257709;50;16-jul-03;16:19:58;0.35637015503876;6.1345;NaN;32.767;1;4.9899;7;3.656;1;256;NaN;NaN
NED2003036_139;MFD_SETNO139;44.382167;59.331333;257708;189;16-jul-03;16:19:58;3.68978468992248;NaN;NaN;32.855;1;5.4472;7;2.276;1;256;NaN;NaN
NED2003036_140;MFD_SETNO140;44.644;59.644333;257715;5;16-jul-03;19:16:34;1.09320872093023;NaN;NaN;32.5;1;5.4763;7;3.851;1;256;NaN;NaN
NED2003036_140;MFD_SETNO140;44.644;59.644333;257714;25;16-jul-03;19:16:34;0.954388565891473;NaN;32.79;32.793;1;5.3838;7;1.983;7;256;NaN;NaN
NED2003036_140;MFD_SETNO140;44.644;59.644333;257713;50;16-jul-03;19:16:34;0.607338178294573;6.755;31.825;32.769;1;5.5175;7;10.509;4;260;NaN;NaN
NED2003036_140;MFD_SETNO140;44.644;59.644333;257712;76;16-jul-03;19:16:34;1.42290658914729;6.707;NaN;32.05;1;4.6582;7;7.961;1;256;NaN;NaN
NED2003036_141;MFD_SETNO141;44.459333;59.787167;257718;5;16-jul-03;21:30:30;1.64848934108527;NaN;32.218;32.259;1;5.3921;7;4.366;7;256;NaN;NaN
NED2003036_141;MFD_SETNO141;44.459333;59.787167;257717;25;16-jul-03;21:30:30;1.40555406976744;6.652;31.772;31.649;1;5.3668;7;12.545;4;262;NaN;NaN
NED2003036_141;MFD_SETNO141;44.459333;59.787167;257716;50;16-jul-03;21:30:30;0.676748255813953;6.3835;NaN;31.967;1;4.5735;7;10.083;4;260;NaN;NaN
NED2003036_142;MFD_SETNO142;44.516667;59.900833;257722;5;16-jul-03;23:00:19;1.52702170542636;NaN;NaN;32.71;1;5.5789;7;2.248;1;256;NaN;NaN
NED2003036_142;MFD_SETNO142;44.516667;59.900833;257721;25;16-jul-03;23:00:19;1.0411511627907;NaN;34.13;34.119;1;5.5592;7;4.567;7;256;NaN;NaN
NED2003036_142;MFD_SETNO142;44.516667;59.900833;257720;50;16-jul-03;23:00:19;NaN;5.4515;31.658;31.715;1;5.1348;1;13.783;4;6;NaN;NaN
NED2003036_142;MFD_SETNO142;44.516667;59.900833;257719;72;16-jul-03;23:00:19;0.454005813953488;6.0815;NaN;31.974;1;4.4499;7;9.724;3;272;NaN;NaN
NED2003036_143;MFD_SETNO143;44.46;60.1015;257726;5;17-jul-03;01:09:00;1.09320872093023;NaN;NaN;32.62;1;5.2688;7;2.212;1;256;NaN;NaN
NED2003036_143;MFD_SETNO143;44.46;60.1015;257725;25;17-jul-03;01:09:00;NaN;NaN;34.299;34.295;1;5.2895;1;4.494;7;256;NaN;NaN
NED2003036_143;MFD_SETNO143;44.46;60.1015;257724;50;17-jul-03;01:09:00;0.0829903100775194;5.4185;31.47;31.654;1;5.0356;7;12.422;4;262;NaN;NaN
NED2003036_143;MFD_SETNO143;44.46;60.1015;257723;118;17-jul-03;01:09:00;0.405187984496124;6.277;NaN;32.058;1;4.532;7;5.761;1;256;NaN;NaN
NED2003036_144;MFD_SETNO144;44.337167;60.105667;257730;5;17-jul-03;02:47:41;0.746158333333333;NaN;NaN;32.29;1;5.5134;7;2.354;1;256;NaN;NaN
NED2003036_144;MFD_SETNO144;44.337167;60.105667;257729;25;17-jul-03;02:47:41;2.65040872093023;NaN;32.66;32.643;1;5.8522;7;1.556;7;256;NaN;NaN
NED2003036_144;MFD_SETNO144;44.337167;60.105667;257728;50;17-jul-03;02:47:41;0.122044573643411;6.491;31.486;31.515;1;5.755;7;13.639;4;262;NaN;NaN
NED2003036_144;MFD_SETNO144;44.337167;60.105667;257727;112;17-jul-03;02:47:41;0.346606589147287;6.105;NaN;31.826;1;4.1291;7;7.209;1;256;NaN;NaN
NED2003036_145;MFD_SETNO145;44.413333;60.2755;257734;5;17-jul-03;04:43:11;0.454005813953488;6.1035;NaN;32.01;1;4.1039;7;5.059;1;256;NaN;NaN
NED2003036_145;MFD_SETNO145;44.413333;60.2755;257733;25;17-jul-03;04:43:11;1.0411511627907;NaN;32.295;32.315;1;5.2993;7;2.37;7;256;NaN;NaN
NED2003036_145;MFD_SETNO145;44.413333;60.2755;257732;50;17-jul-03;04:43:11;1.47496414728682;6.985;31.145;31.152;1;5.6229;7;15.549;4;262;NaN;NaN
NED2003036_145;MFD_SETNO145;44.413333;60.2755;257731;65;17-jul-03;04:43:11;0.419833333333333;5.945;NaN;32.249;1;4.712;7;5.46;1;256;NaN;NaN
NED2003036_146;MFD_SETNO146;44.4975;60.378833;257737;5;17-jul-03;06:26:54;1.33614399224806;NaN;NaN;32.324;1;5.7668;7;2.331;1;256;NaN;NaN
NED2003036_146;MFD_SETNO146;44.4975;60.378833;257736;25;17-jul-03;06:26:54;2.18641744186047;NaN;32.47;32.462;1;6.0211;7;2.255;7;256;NaN;NaN
NED2003036_146;MFD_SETNO146;44.4975;60.378833;257735;48;17-jul-03;06:26:54;1.33614399224806;6.864;31.638;31.8;1;6.0795;7;13.943;4;262;NaN;NaN
NED2003036_147;MFD_SETNO147;44.529167;60.637333;257740;5;17-jul-03;08:20:59;1.1973238372093;NaN;33.402;33.378;1;5.444;7;2.911;7;256;NaN;NaN
NED2003036_147;MFD_SETNO147;44.529167;60.637333;257739;25;17-jul-03;08:20:59;0.122044573643411;6.017;31.616;31.99;1;5.5476;7;13.703;4;262;NaN;NaN
NED2003036_147;MFD_SETNO147;44.529167;60.637333;257738;45;17-jul-03;08:20:59;0.414951550387597;6.2005;NaN;32.123;1;4.3965;7;4.847;1;256;NaN;NaN
NED2003036_148;MFD_SETNO148;44.419667;60.654333;257743;5;17-jul-03;09:56:45;0.0761558139534884;5.7685;31.065;31.045;1;5.3919;7;15.128;4;262;NaN;NaN
NED2003036_148;MFD_SETNO148;44.419667;60.654333;257742;25;17-jul-03;09:56:45;0.346606589147287;5.9315;NaN;32.298;1;4.9411;7;6.224;1;256;NaN;NaN
NED2003036_148;MFD_SETNO148;44.419667;60.654333;257741;53;17-jul-03;09:56:45;0.798215891472868;NaN;NaN;32.447;1;5.3182;7;2.054;1;256;NaN;NaN
NED2003036_150;MFD_SETNO150;44.4775;60.959;257747;5;17-jul-03;12:49:51;0.385660852713178;7.058;31.1;31.155;1;5.8116;7;14.282;4;262;NaN;NaN
NED2003036_150;MFD_SETNO150;44.4775;60.959;257746;25;17-jul-03;12:49:51;0.253852713178295;6.0795;NaN;32.018;1;4.8197;7;4.43;1;256;NaN;NaN
NED2003036_150;MFD_SETNO150;44.4775;60.959;257745;50;17-jul-03;12:49:51;0.639513565891473;NaN;NaN;32.63;1;5.3419;7;1.241;1;256;NaN;NaN
NED2003036_150;MFD_SETNO150;44.4775;60.959;257744;89;17-jul-03;12:49:51;0.166158139534884;NaN;32.672;32.666;1;5.2322;7;1.28;7;256;NaN;NaN
NED2003036_151;MFD_SETNO151;44.603833;60.852333;257751;5;17-jul-03;14:24:07;1.30143895348837;NaN;32.023;32.035;1;5.4311;7;3.174;7;256;NaN;NaN
NED2003036_151;MFD_SETNO151;44.603833;60.852333;257750;35;17-jul-03;14:24:07;1.11056124031008;7.0145;31.082;31.086;1;6.0197;7;14.103;4;262;NaN;NaN
NED2003036_151;MFD_SETNO151;44.603833;60.852333;257749;50;17-jul-03;14:24:07;0.027337984496124;6.0855;NaN;31.678;1;4.921;7;8.32;1;256;NaN;NaN
NED2003036_151;MFD_SETNO151;44.603833;60.852333;257748;73;17-jul-03;14:24:07;0.595577519379845;NaN;32.186;32.186;1;5.2371;7;2.41;7;256;NaN;NaN
NED2003036_153;MFD_SETNO153;44.742;61.006167;257755;5;17-jul-03;18:04:16;0.429596899224806;5.9955;NaN;32.273;1;5.3177;7;4.893;1;256;NaN;NaN
NED2003036_153;MFD_SETNO153;44.742;61.006167;257754;36;17-jul-03;18:04:16;1.28408643410853;NaN;32.609;32.594;1;5.575;7;1.549;7;256;NaN;NaN
NED2003036_153;MFD_SETNO153;44.742;61.006167;257753;50;17-jul-03;18:04:16;0.41006976744186;6.527;31.354;31.406;1;5.5901;7;13.969;4;262;NaN;NaN
NED2003036_153;MFD_SETNO153;44.742;61.006167;257752;154;17-jul-03;18:04:16;0.346606589147287;6.0695;NaN;32.052;1;4.5024;7;3.767;1;256;NaN;NaN
NED2003036_154;MFD_SETNO154;44.773833;61.280833;257759;5;17-jul-03;20:07:48;0.954388565891473;6.9415;NaN;32.213;1;2.8742;7;7.005;1;256;NaN;NaN
NED2003036_154;MFD_SETNO154;44.773833;61.280833;257758;40;17-jul-03;20:07:48;3.17009670542636;NaN;NaN;32.794;1;3.0275;7;5.195;1;256;NaN;NaN
NED2003036_154;MFD_SETNO154;44.773833;61.280833;257757;50;17-jul-03;20:07:48;0.146453488372093;NaN;32.989;32.995;1;2.8533;7;5.315;7;256;NaN;NaN
NED2003036_154;MFD_SETNO154;44.773833;61.280833;257756;88;17-jul-03;20:07:48;0.146453488372093;5.9885;31.301;31.806;1;2.7764;7;13.515;4;262;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257769;1;18-jul-03;04:52:38;32.884;1.14526627906977;5.9105;5.385;1;1.804;7;32.889;4;262;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257768;5;18-jul-03;04:52:38;31.604;NaN;31.857;NaN;9;16.025;7;31.604;4;774;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257767;10;18-jul-03;04:52:38;0.41006976744186;4.6227;NaN;32.139;1;0.41006976744186;7;2.498;1;512;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257766;20;18-jul-03;04:52:38;13.3295751937985;NaN;NaN;32.303;1;5.282;7;1.582;1;256;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257765;30;18-jul-03;04:52:38;0.810375968992248;NaN;32.38;32.367;1;5.3726;7;1.357;7;256;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257764;40;18-jul-03;04:52:38;0.439360465116279;6.657;31.704;31.682;1;5.5823;7;16.824;4;262;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257763;50;18-jul-03;04:52:38;0.366133720930233;5.652;NaN;31.848;1;4.5826;7;4.955;1;256;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257762;75;18-jul-03;04:52:38;1.17997131782946;NaN;NaN;32.262;1;5.2216;7;1.627;1;256;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257761;100;18-jul-03;04:52:38;0.322197674418605;NaN;32.898;32.883;1;5.5703;7;1.873;7;256;NaN;NaN
NED2003036_155;MFD_SETNO155;44.2655;63.318167;257760;156;18-jul-03;04:52:38;0.161098837209302;6.2455;31.835;32.157;1;5.5158;7;11.161;4;262;NaN;NaN
