Filename; Pressure; Uniqueno; Variable; Values; Test failed
TEL2005546_1; 148.00; 272753; doxy; 4.39; Bottle-CTD Difference Problem
TEL2005546_2; 5.00; 272760; doxy; 8.37; Bottle-CTD Difference Problem
TEL2005546_2; 96.00; 272757; doxy; 7.23; Bottle-CTD Difference Problem
TEL2005546_3; 5.00; 272764; doxy; 8.47; Bottle-CTD Difference Problem
TEL2005546_3; 149.00; 272761; doxy; 6.82; Bottle-CTD Difference Problem
TEL2005546_4; 5.00; 272768; doxy; 8.59; Bottle-CTD Difference Problem
TEL2005546_4; 91.00; 272765; doxy; 7.15; Bottle-CTD Difference Problem
TEL2005546_5; 5.00; 272772; doxy; 8.95; Bottle-CTD Difference Problem
TEL2005546_5; 155.00; 272769; doxy; 6.49; Bottle-CTD Difference Problem
TEL2005546_6; 5.00; 272776; doxy; 8.33; Bottle-CTD Difference Problem
TEL2005546_6; 88.00; 272773; doxy; 7.92; Bottle-CTD Difference Problem
TEL2005546_7; 5.00; 272780; doxy; 8.48; Bottle-CTD Difference Problem
TEL2005546_7; 83.00; 272777; doxy; 7.54; Bottle-CTD Difference Problem
TEL2005546_8; 5.00; 272784; doxy; 8.25; Bottle-CTD Difference Problem
TEL2005546_8; 78.00; 272781; doxy; 7.60; Bottle-CTD Difference Problem
TEL2005546_9; 5.00; 272788; psal; 32.13; Bottle-CTD Difference Problem
TEL2005546_9; 74.00; 272785; psal; 31.50; Bottle-CTD Difference Problem
TEL2005546_9; 25.00; 272787; doxy; 7.51; Bottle-CTD Difference Problem
TEL2005546_9; 74.00; 272785; doxy; 8.21; Bottle-CTD Difference Problem
TEL2005546_10; 5.00; 272792; doxy; 8.20; Bottle-CTD Difference Problem
TEL2005546_10; 186.00; 272789; doxy; 6.19; Bottle-CTD Difference Problem
TEL2005546_11; 2.00; 272797; doxy; 7.88; Bottle-CTD Difference Problem
TEL2005546_11; 154.00; 272793; doxy; 6.14; Bottle-CTD Difference Problem
TEL2005546_12; 5.00; 273704; doxy; 8.16; Bottle-CTD Difference Problem
TEL2005546_12; 151.00; 273701; doxy; 5.86; Bottle-CTD Difference Problem
TEL2005546_13; 329.00; 273705; doxy; 4.32; Bottle-CTD Difference Problem
TEL2005546_14; 5.00; 273711; doxy; 8.52; Bottle-CTD Difference Problem
TEL2005546_14; 41.00; 273709; doxy; 8.45; Bottle-CTD Difference Problem
TEL2005546_15; 5.00; 273714; doxy; 8.51; Bottle-CTD Difference Problem
TEL2005546_15; 38.00; 273712; doxy; 8.44; Bottle-CTD Difference Problem
TEL2005546_16; 5.00; 273718; psal; 32.30; Bottle-CTD Difference Problem
TEL2005546_16; 5.00; 273718; doxy; 8.03; Bottle-CTD Difference Problem
TEL2005546_16; 386.00; 273715; doxy; 5.74; Bottle-CTD Difference Problem
TEL2005546_17; 96.00; 273719; psal; 32.94; Bottle-CTD Difference Problem
TEL2005546_17; 5.00; 273722; doxy; 8.23; Bottle-CTD Difference Problem
TEL2005546_17; 96.00; 273719; doxy; 7.19; Bottle-CTD Difference Problem
TEL2005546_18; 5.00; 273726; doxy; 8.41; Bottle-CTD Difference Problem
TEL2005546_18; 174.00; 273723; doxy; 5.44; Bottle-CTD Difference Problem
TEL2005546_19; 5.00; 273730; doxy; 7.95; Bottle-CTD Difference Problem
TEL2005546_19; 258.00; 273727; doxy; 5.13; Bottle-CTD Difference Problem
TEL2005546_22; 63.00; 273731; psal; 32.67; Bottle-CTD Difference Problem
TEL2005546_22; 63.00; 273731; doxy; 7.59; Bottle-CTD Difference Problem
TEL2005546_23; 5.00; 273738; psal; 32.53; Bottle-CTD Difference Problem
TEL2005546_23; 5.00; 273738; doxy; 8.01; Bottle-CTD Difference Problem
TEL2005546_23; 157.00; 273735; doxy; 5.87; Bottle-CTD Difference Problem
TEL2005546_21; 5.00; 273742; psal; 32.52; Bottle-CTD Difference Problem
TEL2005546_21; 230.00; 273739; psal; 34.42; Bottle-CTD Difference Problem
TEL2005546_21; 5.00; 273742; doxy; 8.02; Bottle-CTD Difference Problem
TEL2005546_21; 230.00; 273739; doxy; 5.65; Bottle-CTD Difference Problem
TEL2005546_24; 5.00; 273746; psal; 32.58; Bottle-CTD Difference Problem
TEL2005546_24; 5.00; 273746; doxy; 8.08; Bottle-CTD Difference Problem
TEL2005546_24; 193.00; 273743; doxy; 5.91; Bottle-CTD Difference Problem
TEL2005546_28; 5.00; 273750; psal; 32.17; Bottle-CTD Difference Problem
TEL2005546_28; 49.00; 273747; psal; 32.26; Bottle-CTD Difference Problem
TEL2005546_28; 5.00; 273750; doxy; 8.24; Bottle-CTD Difference Problem
TEL2005546_28; 49.00; 273747; doxy; 8.17; Bottle-CTD Difference Problem
TEL2005546_29; 50.00; 273751; psal; 32.17; Bottle-CTD Difference Problem
TEL2005546_29; 5.00; 273754; doxy; 8.32; Bottle-CTD Difference Problem
TEL2005546_29; 50.00; 273751; doxy; 8.36; Bottle-CTD Difference Problem
TEL2005546_30; 5.00; 273757; doxy; 8.22; Bottle-CTD Difference Problem
TEL2005546_30; 51.00; 273755; doxy; 8.16; Bottle-CTD Difference Problem
TEL2005546_31; 62.00; 273758; psal; 32.52; Bottle-CTD Difference Problem
TEL2005546_31; 5.00; 273761; doxy; 8.30; Bottle-CTD Difference Problem
TEL2005546_31; 62.00; 273758; doxy; 7.86; Bottle-CTD Difference Problem
TEL2005546_32; 5.00; 273765; doxy; 8.10; Bottle-CTD Difference Problem
