CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
TEM2004004_6;MFD_SETNO6;41.9252;66.012517;263508;88;07-feb-04;03:37:56;33.292;5.163;5.8467;0.242935271;1;33.288;1;6.467;1;9.1915;1;0.855;1;7.8485;1;0;10.75;1.17
TEM2004004_7;MFD_SETNO7;41.7612;65.8913;263511;1;07-feb-04;06:55:00;NaN;NaN;NaN;NaN;9;32.444;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_8;MFD_SETNO8;41.696033;65.819733;263514;1;07-feb-04;09:07:11;32.471;3.285;7.2193;NaN;9;32.486;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_8;MFD_SETNO8;41.696033;65.819733;263513;5;07-feb-04;09:07:11;32.486;3.281;6.2864;0.683449612;1;32.513;1;7.2075;1;6.6905;1;0.726;1;6.2375;1;0;9.22;1.07
TEM2004004_8;MFD_SETNO8;41.696033;65.819733;263512;111;07-feb-04;09:07:11;33.703;6.461;5.3165;0.122044574;1;33.624;1;6.024;1;13.0165;1;1.029;1;10.348;1;0;12.65;1.26
TEM2004004_9;MFD_SETNO9;41.7052;65.8238;263515;1;07-feb-04;12:16:00;NaN;NaN;NaN;NaN;9;32.537;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_10;MFD_SETNO10;41.8049;66.1227;263516;1;07-feb-04;14:26:59;NaN;NaN;NaN;NaN;9;32.797;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_11;MFD_SETNO11;41.8633;66.1941;263517;1;07-feb-04;15:51:00;NaN;NaN;NaN;NaN;9;32.889;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_12;MFD_SETNO12;41.9258;66.1973;263518;1;07-feb-04;17:18:00;NaN;NaN;NaN;NaN;9;32.867;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_13;MFD_SETNO13;41.9504;66.2147;263519;1;07-feb-04;18:36:59;NaN;NaN;NaN;NaN;9;32.782;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_14;MFD_SETNO14;42.0293;66.2903;263520;1;07-feb-04;20:31:00;NaN;NaN;NaN;NaN;9;32.885;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_15;MFD_SETNO15;42.137583;66.357117;263523;1;07-feb-04;23:53:20;32.761;3.637;6.3803;NaN;9;32.846;7;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
TEM2004004_15;MFD_SETNO15;42.137583;66.357117;263522;5;07-feb-04;23:53:20;32.759;3.635;6.3923;0.46376938;1;32.806;1;7.1895;1;8.9635;1;0.827;1;7.663;1;0;10.84;1.17
TEM2004004_15;MFD_SETNO15;42.137583;66.357117;263521;113;07-feb-04;23:53:20;33.353;4.815;5.8651;0.273379845;1;33.383;1;6.5985;1;11.936;1;0.9775;1;9.684;1;0;12.21;1.23
TEM2004004_16;MFD_SETNO16;42.103;66.4452;263524;1;08-feb-04;02:22:00;NaN;NaN;NaN;NaN;9;32.948;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_17;MFD_SETNO17;42.060367;66.511117;263527;1;08-feb-04;04:13:10;32.799;3.511;6.3595;NaN;9;32.808;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_17;MFD_SETNO17;42.060367;66.511117;263526;5;08-feb-04;04:13:10;32.799;3.512;6.3613;0.395424419;1;32.804;1;7.17;1;8.879;1;0.829;1;7.4365;1;0;10.71;1.19
TEM2004004_17;MFD_SETNO17;42.060367;66.511117;263525;89;08-feb-04;04:13:10;32.802;3.525;6.3588;0.419833333;1;32.803;1;7.271;1;8.726;1;0.8425;1;7.4755;1;0;10.36;1.17
TEM2004004_18;MFD_SETNO18;41.9575;66.3432;263528;1;08-feb-04;06:48:00;NaN;NaN;NaN;NaN;9;32.748;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_19;MFD_SETNO19;41.8352;66.3435;263529;1;08-feb-04;09:26:00;NaN;NaN;NaN;NaN;9;32.73;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_20;MFD_SETNO20;41.835767;66.504717;263532;1;08-feb-04;11:25:03;32.71;3.429;6.3826;NaN;9;32.729;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_20;MFD_SETNO20;41.835767;66.504717;263531;5;08-feb-04;11:25:03;32.711;3.427;6.3801;0.410069767;1;32.714;1;7.258;1;8.018;1;0.8105;1;6.9055;1;0;9.89;1.16
TEM2004004_20;MFD_SETNO20;41.835767;66.504717;263530;75;08-feb-04;11:25:03;31.316;3.439;6.4092;0.41495155;1;32.71;7;7.2045;1;8.519;1;0.83;1;7.31;1;256;10.26;1.17
TEM2004004_21;MFD_SETNO21;41.817667;66.582817;263535;2;08-feb-04;14:13:23;32.732;3.431;6.3906;NaN;9;32.791;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_21;MFD_SETNO21;41.817667;66.582817;263534;5;08-feb-04;14:13:23;32.731;3.426;6.389;0.502823643;1;32.732;1;7.2;1;7.854;1;0.7795;1;6.5805;1;0;10.08;1.19
TEM2004004_21;MFD_SETNO21;41.817667;66.582817;263533;73;08-feb-04;14:13:23;32.739;3.464;6.3874;0.473532946;1;32.745;1;7.142;1;8.1195;1;0.782;1;6.857;1;0;10.38;1.18
TEM2004004_22;MFD_SETNO22;41.8112;66.6388;263536;1;08-feb-04;15:39:00;NaN;NaN;NaN;NaN;9;32.813;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_23;MFD_SETNO23;42.157133;66.93805;263539;1;09-feb-04;12:05:39;32.665;3.358;6.4661;NaN;9;32.822;7;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
TEM2004004_23;MFD_SETNO23;42.157133;66.93805;263538;5;09-feb-04;12:05:39;32.663;3.369;6.468;0.556523256;1;32.689;1;7.099;1;6.5285;1;0.706;1;5.694;1;0;9.25;1.15
TEM2004004_23;MFD_SETNO23;42.157133;66.93805;263537;89;09-feb-04;12:05:39;33.787;6.152;5.3407;0.156217054;1;33.699;7;5.9705;1;13.5115;1;1.0655;1;10.826;1;256;12.68;1.25
TEM2004004_24;MFD_SETNO24;42.1115;66.9859;263540;1;09-feb-04;14:29:00;NaN;NaN;NaN;NaN;9;32.837;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_25;MFD_SETNO25;42.1073;66.821;263541;1;09-feb-04;15:55:00;NaN;NaN;NaN;NaN;9;32.975;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_26;MFD_SETNO26;42.0653;66.8686;263542;1;09-feb-04;17:54:00;NaN;NaN;NaN;NaN;9;32.988;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_27;MFD_SETNO27;42.031383;66.826217;263545;1;09-feb-04;18:56:21;32.974;3.73;6.3614;NaN;9;33.002;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_27;MFD_SETNO27;42.031383;66.826217;263544;5;09-feb-04;18:56:21;32.974;3.73;6.3611;0.522350775;1;32.976;1;NaN;9;9.1185;1;0.8515;1;7.571;1;0;10.71;1.20
TEM2004004_27;MFD_SETNO27;42.031383;66.826217;263543;72;09-feb-04;18:56:21;32.98;3.711;6.3652;0.527232558;1;32.982;1;NaN;9;9.618;1;0.866;1;7.9955;1;0;11.11;1.20
TEM2004004_28;MFD_SETNO28;41.8735;66.7485;263546;1;09-feb-04;20:51:59;NaN;NaN;NaN;NaN;9;32.949;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_29;MFD_SETNO29;41.825283;66.705883;263549;1;09-feb-04;22:09:35;32.932;3.455;6.4252;NaN;9;32.966;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_29;MFD_SETNO29;41.825283;66.705883;263548;5;09-feb-04;22:09:35;32.933;3.461;6.4275;0.536996124;1;32.934;1;7.0575;1;9.2375;1;0.881;1;7.879;1;0;10.49;1.17
TEM2004004_29;MFD_SETNO29;41.825283;66.705883;263547;64;09-feb-04;22:09:35;32.933;3.452;6.4425;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_30;MFD_SETNO30;41.8594;66.7764;263550;1;09-feb-04;23:44:00;NaN;NaN;NaN;NaN;9;32.996;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_31;MFD_SETNO31;41.7568;66.7048;263551;1;10-feb-04;01:21:00;NaN;NaN;NaN;NaN;9;32.929;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_32;MFD_SETNO32;41.5506;66.36185;263552;1;10-feb-04;03:30:00;NaN;NaN;NaN;NaN;9;32.813;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_33;MFD_SETNO33;41.677817;66.43865;263555;1;10-feb-04;07:38:15;32.736;3.436;6.3593;NaN;9;32.762;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_33;MFD_SETNO33;41.677817;66.43865;263554;5;10-feb-04;07:38:15;32.736;3.436;6.3631;0.419833333;1;32.717;1;7.181;1;8.375;1;0.7855;1;7.031;1;0;10.66;1.19
TEM2004004_33;MFD_SETNO33;41.677817;66.43865;263553;81;10-feb-04;07:38:15;32.734;3.442;6.3654;0.439360465;1;32.715;1;7.0755;1;8.3465;1;0.7935;1;7.1095;1;0;10.52;1.17
TEM2004004_34;MFD_SETNO34;41.7573;66.4543;263556;1;10-feb-04;09:55:00;NaN;NaN;NaN;NaN;9;32.741;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_35;MFD_SETNO35;41.7564;66.3774;263557;1;10-feb-04;11:18:00;NaN;NaN;NaN;NaN;9;32.732;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_36;MFD_SETNO36;41.671033;66.1805;263560;1;10-feb-04;13:17:35;32.857;3.7;6.2466;NaN;9;32.877;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_36;MFD_SETNO36;41.671033;66.1805;263559;5;10-feb-04;13:17:35;32.858;3.703;6.2526;0.395424419;1;32.856;1;6.92;1;8.119;1;0.8405;1;6.8945;1;0;9.66;1.18
TEM2004004_36;MFD_SETNO36;41.671033;66.1805;263558;92;10-feb-04;13:17:35;32.902;3.85;6.2213;0.341724806;1;32.899;1;6.9605;1;8.7585;1;0.8235;1;7.4165;1;0;10.64;1.18
TEM2004004_37;MFD_SETNO37;41.6323;66.2085;263561;1;10-feb-04;14:44:00;NaN;NaN;NaN;NaN;9;32.9;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_38;MFD_SETNO38;41.6135;66.2419;263562;1;10-feb-04;16:44:00;NaN;NaN;NaN;NaN;9;32.989;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_39;MFD_SETNO39;41.5815;66.2435;263563;1;10-feb-04;19:17:00;NaN;NaN;NaN;NaN;9;32.98;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_40;MFD_SETNO40;41.595083;66.3022;263566;1;10-feb-04;21:18:20;32.805;3.768;6.2436;NaN;9;32.835;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_40;MFD_SETNO40;41.595083;66.3022;263565;5;10-feb-04;21:18:20;32.804;3.769;6.2518;0.478414729;1;32.802;1;6.978;1;8.7115;1;0.8255;1;7.1815;1;0;10.55;1.21
TEM2004004_40;MFD_SETNO40;41.595083;66.3022;263564;84;10-feb-04;21:18:20;32.824;3.803;6.2521;0.400306202;1;32.82;1;6.9815;1;9.209;1;0.8435;1;7.665;1;0;10.92;1.20
TEM2004004_41;MFD_SETNO41;41.5761;66.375;263567;1;10-feb-04;23:06:00;NaN;NaN;NaN;NaN;9;32.745;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_42;MFD_SETNO42;41.593;66.3807;263568;1;11-feb-04;01:20:00;NaN;NaN;NaN;NaN;9;32.769;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_42b;MFD_SETNO42b;41.563;66.3769;263569;1;11-feb-04;05:18:00;NaN;NaN;NaN;NaN;9;32.835;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_43;MFD_SETNO43;41.5655;66.302;263570;1;11-feb-04;07:56:00;NaN;NaN;NaN;NaN;9;32.893;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_44;MFD_SETNO44;41.5255;66.3021;263571;1;11-feb-04;10:17:00;NaN;NaN;NaN;NaN;9;32.819;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_45;MFD_SETNO45;41.521;66.3777;263572;1;11-feb-04;12:03:00;NaN;NaN;NaN;NaN;9;32.753;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_46;MFD_SETNO46;41.47875;66.388867;263575;1;11-feb-04;13:54:56;32.744;3.545;6.2837;NaN;9;32.764;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_46;MFD_SETNO46;41.47875;66.388867;263574;5;11-feb-04;13:54:56;32.744;3.544;6.2871;0.41495155;1;32.811;1;6.9735;1;7.674;1;0.772;1;6.573;1;0;9.94;1.17
TEM2004004_46;MFD_SETNO46;41.47875;66.388867;263573;92;11-feb-04;13:54:56;32.744;3.547;6.2888;0.356370155;1;32.752;1;7.0925;1;7.5035;1;0.752;1;6.3935;1;0;9.98;1.17
TEM2004004_47;MFD_SETNO47;41.313367;66.2852;263578;1;11-feb-04;17:01:53;32.904;4.256;6.0908;NaN;9;32.932;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_47;MFD_SETNO47;41.313367;66.2852;263577;5;11-feb-04;17:01:53;32.917;4.253;6.0971;0;1;32.906;1;NaN;9;6.4665;1;0.6845;1;5.4515;1;0;9.45;1.19
TEM2004004_47;MFD_SETNO47;41.313367;66.2852;263576;107;11-feb-04;17:01:53;34.552;8.714;4.3812;0.073226744;1;34.523;1;NaN;9;14.96;1;1.0405;1;9.1785;1;0;14.38;1.63
TEM2004004_48;MFD_SETNO48;41.181633;66.461667;263581;1;11-feb-04;19:59:22;32.887;4.147;6.1345;NaN;9;32.925;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_48;MFD_SETNO48;41.181633;66.461667;263580;5;11-feb-04;19:59:22;32.886;4.147;6.1429;0.395424419;1;32.875;1;NaN;9;8.1815;1;0.776;1;6.8415;1;0;10.54;1.20
TEM2004004_48;MFD_SETNO48;41.181633;66.461667;263579;83;11-feb-04;19:59:22;33.277;5.31;5.6911;0.615104651;1;33.252;1;NaN;9;10.6105;1;0.9595;1;8.498;1;0;11.06;1.25
TEM2004004_49;MFD_SETNO49;41.0327;66.6832;263582;1;11-feb-04;23:10:59;NaN;NaN;NaN;NaN;9;32.931;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_50;MFD_SETNO50;40.733233;66.839917;263585;1;12-feb-04;01:43:43;32.863;4.145;6.1942;NaN;9;32.942;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_50;MFD_SETNO50;40.733233;66.839917;263584;5;12-feb-04;01:43:43;32.864;4.145;6.21;0.615104651;1;32.898;1;6.8475;1;6.6905;1;0.71;1;5.681;1;0;9.42;1.18
TEM2004004_50;MFD_SETNO50;40.733233;66.839917;263583;156;12-feb-04;01:43:43;35.387;12.292;4.5746;0.62975;1;32.921;7;6.8895;7;7.4055;1;0.755;1;6.153;1;256;9.81;1.20
TEM2004004_50;MFD_SETNO50;40.733233;66.839917;999999;176;12-feb-04;01:43:43;35.563;12.665;4.3791;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_51;MFD_SETNO51;40.8521;67.1135;263586;1;12-feb-04;09:01:00;NaN;NaN;NaN;NaN;9;33.09;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_52;MFD_SETNO52;40.808633;67.22255;263589;1;12-feb-04;11:09:53;33.068;4.392;6.165;NaN;9;33.132;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_52;MFD_SETNO52;40.808633;67.22255;263588;5;12-feb-04;11:09:53;33.068;4.392;6.1677;0.385660853;1;33.079;1;7.9115;7;8.751;1;0.806;1;6.915;1;256;10.86;1.27
TEM2004004_52;MFD_SETNO52;40.808633;67.22255;263587;94;12-feb-04;11:09:53;33.101;4.42;6.1543;0.361251938;1;33.124;1;7.907;7;8.994;1;0.8215;1;7.1885;1;256;10.95;1.25
TEM2004004_53;MFD_SETNO53;41.0821;67.1849;263590;1;12-feb-04;14:41:00;NaN;NaN;NaN;NaN;9;33.236;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_54;MFD_SETNO54;41.1345;67.1166;263591;1;12-feb-04;15:49:59;NaN;NaN;NaN;NaN;9;33.228;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_55;MFD_SETNO55;41.181883;67.15075;263594;1;12-feb-04;17:00:00;33.194;3.553;6.3923;NaN;9;33.226;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_55;MFD_SETNO55;41.181883;67.15075;263593;5;12-feb-04;17:00:00;33.193;3.555;6.3902;0.307552326;1;33.23;1;8.2;7;10.164;1;0.8895;1;7.891;1;256;11.43;1.29
TEM2004004_55;MFD_SETNO55;41.181883;67.15075;263592;58;12-feb-04;17:00:00;33.212;3.537;6.391;0.239207364;1;33.208;1;8.1595;7;10.376;1;0.8965;1;8.088;1;256;11.57;1.28
TEM2004004_56;MFD_SETNO56;41.486983;67.166017;263597;1;12-feb-04;19:45:49;33.312;3.735;6.387;NaN;9;33.308;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_56;MFD_SETNO56;41.486983;67.166017;263596;5;12-feb-04;19:45:49;33.312;3.735;6.3813;0.727385659;1;33.305;1;8.0645;7;9.69;1;0.9095;1;8.257;1;256;10.65;1.17
TEM2004004_56;MFD_SETNO56;41.486983;67.166017;263595;55;12-feb-04;19:45:49;33.312;3.738;6.3875;0.76155814;1;32.219;7;8.2545;7;11.4465;1;0.948;1;9.5285;1;256;12.07;1.20
TEM2004004_57;MFD_SETNO57;41.5255;67.2294;263598;1;12-feb-04;21:43:59;NaN;NaN;NaN;NaN;9;33.355;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_58;MFD_SETNO58;41.6601;67.327367;263601;1;13-feb-04;00:17:03;33.255;4.045;6.3279;NaN;9;33.344;7;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
TEM2004004_58;MFD_SETNO58;41.6601;67.327367;263600;5;13-feb-04;00:17:03;33.253;4.045;6.3309;0.785967054;1;33.235;1;8.068;7;10.3765;1;0.913;1;9.194;1;256;11.37;1.13
TEM2004004_58;MFD_SETNO58;41.6601;67.327367;263599;47;13-feb-04;00:17:03;33.266;4.054;6.3459;0.820139535;1;33.272;1;8.1375;7;10.5105;1;0.9165;1;9.1935;1;256;11.47;1.14
TEM2004004_59;MFD_SETNO59;41.675267;66.960883;263604;1;13-feb-04;03:11:51;33.162;3.655;6.3586;NaN;9;33.2;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_59;MFD_SETNO59;41.675267;66.960883;263603;5;13-feb-04;03:11:51;33.162;3.652;6.363;0.702976744;1;33.152;1;8.2265;7;10.263;1;0.788;1;8.622;1;256;13.02;1.19
TEM2004004_59;MFD_SETNO59;41.675267;66.960883;263602;60;13-feb-04;03:11:51;33.183;3.693;6.3783;0.76155814;1;33.176;1;8.0805;7;10.2835;1;0.8995;1;8.751;1;256;11.43;1.18
TEM2004004_60;MFD_SETNO60;42.0997;67.2036;263605;1;13-feb-04;06:40:59;NaN;NaN;NaN;NaN;9;32.893;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_61;MFD_SETNO61;42.057517;67.31055;263608;1;13-feb-04;08:18:55;32.924;3.948;6.2107;NaN;9;32.972;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_61;MFD_SETNO61;42.057517;67.31055;263607;5;13-feb-04;08:18:55;32.924;3.951;6.215;0.458887597;1;32.916;1;8.047;7;9.0105;1;0.786;1;7.7385;1;256;11.46;1.16
TEM2004004_61;MFD_SETNO61;42.057517;67.31055;263606;51;13-feb-04;08:18:55;32.918;3.954;6.2285;0.449124031;1;32.917;1;8.0035;7;9.1005;1;0.7355;1;7.6135;1;256;12.37;1.20
TEM2004004_62;MFD_SETNO62;42.0468;67.3964;263609;1;13-feb-04;10:01:00;NaN;NaN;NaN;NaN;9;32.985;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_63;MFD_SETNO63;41.9891;67.5368;263610;1;13-feb-04;11:23:59;NaN;NaN;NaN;NaN;9;33.026;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_64;MFD_SETNO64;41.9966;67.577383;263613;1;13-feb-04;12:33:27;33.06;4.078;6.2132;NaN;9;33.111;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_64;MFD_SETNO64;41.9966;67.577383;263612;5;13-feb-04;12:33:27;33.055;4.068;6.2161;0.434478682;1;33.073;1;7.9885;7;10.252;1;0.8735;1;8.4385;1;256;11.74;1.21
TEM2004004_64;MFD_SETNO64;41.9966;67.577383;263611;44;13-feb-04;12:33:27;33.184;4.366;6.1499;0.429596899;1;33.179;1;7.9525;7;10.792;1;0.846;1;8.865;1;256;12.76;1.22
TEM2004004_65;MFD_SETNO65;42.071533;67.561133;263616;1;13-feb-04;14:30:12;33.015;4.071;6.242;NaN;9;33.018;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_65;MFD_SETNO65;42.071533;67.561133;263615;5;13-feb-04;14:30:12;33.018;4.077;6.2461;0.41495155;1;33.072;1;8.026;7;9.767;1;0.8525;1;8.0665;1;256;11.46;1.21
TEM2004004_65;MFD_SETNO65;42.071533;67.561133;263614;97;13-feb-04;14:30:12;33.736;5.902;5.4223;0.146453488;1;33.737;1;6.8495;7;12.7025;1;1.03;1;10.1375;1;256;12.33;1.25
TEM2004004_66;MFD_SETNO66;41.9585;67.8292;263617;1;13-feb-04;17:32:00;NaN;NaN;NaN;NaN;9;33.325;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_67;MFD_SETNO67;41.7625;68.0955;263618;1;13-feb-04;20:19:59;NaN;NaN;NaN;NaN;9;33.301;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_68;MFD_SETNO68;41.7414;68.1963;263619;1;13-feb-04;21:39:00;NaN;NaN;NaN;NaN;9;33.282;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_69;MFD_SETNO69;41.6619;68.299;263620;1;13-feb-04;23:19:59;NaN;NaN;NaN;NaN;9;33.274;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_70;MFD_SETNO70;41.590517;68.241067;263623;1;14-feb-04;01:14:09;33.238;3.789;6.5746;NaN;9;33.283;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_70;MFD_SETNO70;41.590517;68.241067;263622;5;14-feb-04;01:14:09;33.238;3.794;6.5759;3.949628682;1;33.245;1;8.3835;7;10.456;1;0.873;1;6.7645;1;256;11.98;1.55
TEM2004004_70;MFD_SETNO70;41.590517;68.241067;263621;35;14-feb-04;01:14:09;33.238;3.819;6.5817;3.741753488;1;33.238;1;8.42;7;9.5665;1;0.8645;1;6.0105;1;256;11.07;1.59
TEM2004004_71;MFD_SETNO71;41.5202;68.3722;263624;1;14-feb-04;03:36:00;NaN;NaN;NaN;NaN;9;33.253;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_72;MFD_SETNO72;41.4744;68.4059;263625;1;14-feb-04;05:03:59;NaN;NaN;NaN;NaN;9;33.235;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEM2004004_73;MFD_SETNO73;41.6517;68.7067;263626;1;14-feb-04;11:12:00;NaN;NaN;NaN;NaN;9;33.422;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
