Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2009841_1; 40.00; 326505; psal; 31.11; Bottle-CTD Difference Problem
NED2009841_1; 127.00; 326501; psal; 33.72; Bottle-CTD Difference Problem
NED2009841_1; 2.00; 326510; doxy; 8.04; Bottle-CTD Difference Problem
NED2009841_1; 40.00; 326505; doxy; 7.45; Bottle-CTD Difference Problem
NED2009841_1; 127.00; 326501; doxy; 4.74; Bottle-CTD Difference Problem
NED2009841_3; 4.00; 326512; doxy; 7.34; Bottle-CTD Difference Problem
NED2009841_3; 85.00; 326511; doxy; 6.55; Bottle-CTD Difference Problem
NED2009841_5; 83.00; 326513; psal; 33.84; Bottle-CTD Difference Problem
NED2009841_5; 6.00; 326514; doxy; 6.98; Bottle-CTD Difference Problem
NED2009841_5; 83.00; 326513; doxy; 5.72; Bottle-CTD Difference Problem
NED2009841_7; 6.00; 326516; doxy; 6.97; Bottle-CTD Difference Problem
NED2009841_7; 76.00; 326515; doxy; 6.96; Bottle-CTD Difference Problem
NED2009841_8; 6.00; 326518; doxy; 7.12; Bottle-CTD Difference Problem
NED2009841_8; 83.00; 326517; doxy; 6.70; Bottle-CTD Difference Problem
NED2009841_10; 6.00; 326520; doxy; 7.09; Bottle-CTD Difference Problem
NED2009841_10; 74.00; 326519; doxy; 6.86; Bottle-CTD Difference Problem
NED2009841_11; 5.00; 326522; doxy; 6.86; Bottle-CTD Difference Problem
NED2009841_11; 63.00; 326521; doxy; 6.79; Bottle-CTD Difference Problem
NED2009841_14; 6.00; 326524; doxy; 6.76; Bottle-CTD Difference Problem
NED2009841_14; 105.00; 326523; doxy; 5.65; Bottle-CTD Difference Problem
NED2009841_15; 6.00; 326526; doxy; 6.73; Bottle-CTD Difference Problem
NED2009841_15; 63.00; 326525; doxy; 6.74; Bottle-CTD Difference Problem
NED2009841_18; 6.00; 326529; doxy; 6.69; Bottle-CTD Difference Problem
NED2009841_18; 115.00; 326527; doxy; 6.17; Bottle-CTD Difference Problem
NED2009841_20; 5.00; 326531; doxy; 6.89; Bottle-CTD Difference Problem
NED2009841_20; 47.00; 326530; doxy; 6.89; Bottle-CTD Difference Problem
NED2009841_23; 5.00; 326533; doxy; 7.05; Bottle-CTD Difference Problem
NED2009841_23; 48.00; 326532; doxy; 7.06; Bottle-CTD Difference Problem
NED2009841_26; 4.00; 326535; doxy; 6.91; Bottle-CTD Difference Problem
NED2009841_26; 58.00; 326534; doxy; 6.87; Bottle-CTD Difference Problem
NED2009841_28; 5.00; 326537; doxy; 7.69; Bottle-CTD Difference Problem
NED2009841_28; 65.00; 326536; doxy; 7.69; Bottle-CTD Difference Problem
NED2009841_29; 7.00; 326539; doxy; 6.95; Bottle-CTD Difference Problem
NED2009841_29; 78.00; 326538; doxy; 6.72; Bottle-CTD Difference Problem
NED2009841_30; 5.00; 326541; doxy; 6.81; Bottle-CTD Difference Problem
NED2009841_30; 85.00; 326540; doxy; 6.67; Bottle-CTD Difference Problem
NED2009841_32; 6.00; 326544; doxy; 7.18; Bottle-CTD Difference Problem
NED2009841_32; 84.00; 326542; doxy; 6.61; Bottle-CTD Difference Problem
NED2009841_33; 6.00; 326546; doxy; 6.87; Bottle-CTD Difference Problem
NED2009841_33; 90.00; 326545; doxy; 5.97; Bottle-CTD Difference Problem
NED2009841_35; 6.00; 326548; doxy; 7.08; Bottle-CTD Difference Problem
NED2009841_35; 120.00; 326547; doxy; 4.72; Bottle-CTD Difference Problem
NED2009841_38; 6.00; 326550; doxy; 7.27; Bottle-CTD Difference Problem
NED2009841_38; 91.00; 326549; doxy; 6.15; Bottle-CTD Difference Problem
NED2009841_44; 5.00; 326552; doxy; 6.94; Bottle-CTD Difference Problem
NED2009841_44; 65.00; 326551; doxy; 6.90; Bottle-CTD Difference Problem
NED2009841_45; 5.00; 326554; doxy; 7.09; Bottle-CTD Difference Problem
NED2009841_45; 81.00; 326553; doxy; 7.03; Bottle-CTD Difference Problem
NED2009841_48; 6.00; 326556; doxy; 7.26; Bottle-CTD Difference Problem
NED2009841_48; 66.00; 326555; doxy; 7.01; Bottle-CTD Difference Problem
NED2009841_51; 6.00; 326558; doxy; 7.12; Bottle-CTD Difference Problem
NED2009841_51; 52.00; 326557; doxy; 7.11; Bottle-CTD Difference Problem
NED2009841_52; 5.00; 326560; doxy; 6.99; Bottle-CTD Difference Problem
NED2009841_52; 65.00; 326559; doxy; 6.96; Bottle-CTD Difference Problem
NED2009841_53; 5.00; 326562; doxy; 7.05; Bottle-CTD Difference Problem
NED2009841_53; 82.00; 326561; doxy; 6.81; Bottle-CTD Difference Problem
NED2009841_57; 5.00; 326564; doxy; 6.73; Bottle-CTD Difference Problem
NED2009841_57; 59.00; 326563; doxy; 6.83; Bottle-CTD Difference Problem
NED2009841_58; 3.00; 326574; doxy; 7.77; Bottle-CTD Difference Problem
NED2009841_58; 38.00; 326569; doxy; 7.65; Bottle-CTD Difference Problem
NED2009841_58; 136.00; 326565; doxy; 5.91; Bottle-CTD Difference Problem
NED2009841_60; 6.00; 326576; doxy; 7.43; Bottle-CTD Difference Problem
NED2009841_60; 101.00; 326575; doxy; 6.03; Bottle-CTD Difference Problem
NED2009841_65; 7.00; 326578; ntrz; 11.37  ; Out of Nutrient Climatology in box(es) 2 (Min=0.01 Max=11.37 n=184)
