CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_03;Q_OXY;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304392;3;20-feb-07;05:22:41;31.0018;-0.0359;6.32526;0.293718193548387;1;31.156;7;7.859;7;6.159;1;0.8265;1;7.2335;1;256;7.45;0.85
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304391;6;20-feb-07;05:22:41;31.001;-0.0355;6.21415;0.314115290322581;1;NaN;9;NaN;9;5.967;1;0.7865;1;6.931;1;0;7.59;0.86
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304390;11;20-feb-07;05:22:41;31.0022;-0.0297;6.23776;0.330432967741935;1;NaN;9;NaN;9;6.324;1;0.8245;1;7.2995;1;0;7.67;0.87
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304389;21;20-feb-07;05:22:41;31.0031;-0.0219;6.25184;0.330432967741935;1;NaN;9;NaN;9;6.2935;1;0.8175;1;7.3365;1;0;7.70;0.86
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304388;31;20-feb-07;05:22:41;31.0038;-0.0148;6.25955;0.318194709677419;1;NaN;9;NaN;9;5.9395;1;0.7905;1;6.8195;1;0;7.51;0.87
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304387;41;20-feb-07;05:22:41;31.0248;0.072;6.26077;0.322274129032258;1;31.139;7;7.878;7;5.3455;1;0.755;1;6.184;1;256;7.08;0.86
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304386;51;20-feb-07;05:22:41;31.0696;0.1944;6.38908;0.318194709677419;1;NaN;9;NaN;9;3.658;1;0.5925;1;4.233;1;0;6.17;0.86
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304385;77;20-feb-07;05:22:41;31.6568;1.6055;5.93154;0.123344516129032;1;NaN;9;NaN;9;6.309;1;0.814;1;6.7445;1;0;7.75;0.94
