Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2012022_1; 70 to 80 m; NaN; temp; 8.22  ; Out of TS Climatology by more than 3*std in box(es) 14 (2.49 ± 3.33)
NED2012022_1; 90 to 110 m; NaN; temp; 9.28  ; Out of TS Climatology by more than 3*std in box(es) 14 (3.52 ± 4.83)
NED2012022_13; -5 to 5 m; NaN; temp; 17.06  ; Out of TS Climatology by more than 3*std in box(es) 19 (13.09 ± 3.75)
NED2012022_18; -5 to 5 m; NaN; temp; 17.89  ; Out of TS Climatology by more than 3*std in box(es) 17 (14.01 ± 3.81)
NED2012022_21; 15 to 25 m; NaN; psal; 32.63  ; Out of TS Climatology by more than 3*std in box(es) 16 (31.65 ± 0.87)
NED2012022_29; 25 to 35 m; NaN; temp; 12.42  ; Out of TS Climatology by more than 3*std in box(es) 11 (7.07 ± 5.31)
NED2012022_32; 15 to 25 m; NaN; psal; 33.14  ; Out of TS Climatology by more than 3*std in box(es) 12 (31.70 ± 0.90)
NED2012022_37; -5 to 5 m; NaN; psal; 30.83  ; Out of TS Climatology by more than 3*std in box(es) 10 (31.82 ± 0.90)
NED2012022_38; 45 to 55 m; NaN; psal; 31.79  ; Out of TS Climatology by more than 3*std in box(es) 12 (32.57 ± 0.75)
NED2012022_41; 45 to 55 m; NaN; temp; 6.19  ; Out of TS Climatology by more than 3*std in box(es) 14 (2.39 ± 2.97)
NED2012022_43; 15 to 25 m; NaN; psal; 32.06  ; Out of TS Climatology by more than 3*std in box(es) 19 (31.37 ± 0.66)
NED2012022_45; 45 to 55 m; NaN; temp; 12.55  ; Out of TS Climatology by more than 3*std in box(es) 21 (4.76 ± 4.26)
NED2012022_46; 15 to 25 m; NaN; psal; 32.76  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_46; 45 to 55 m; NaN; psal; 34.00  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_47; 45 to 55 m; NaN; psal; 33.87  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_48; -5 to 5 m; NaN; psal; 32.97  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.82 ± 0.84)
NED2012022_48; 15 to 25 m; NaN; psal; 33.34  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_48; 45 to 55 m; NaN; psal; 34.55  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_49; 15 to 25 m; NaN; psal; 32.86  ; Out of TS Climatology by more than 3*std in box(es) 29 (31.98 ± 0.84)
NED2012022_51; -5 to 5 m; NaN; psal; 32.94  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.82 ± 0.84)
NED2012022_51; 15 to 25 m; NaN; psal; 32.89  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_51; 45 to 55 m; NaN; psal; 33.68  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_52; -5 to 5 m; NaN; psal; 32.78  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.82 ± 0.84)
NED2012022_52; 15 to 25 m; NaN; psal; 33.08  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_52; 45 to 55 m; NaN; psal; 33.34  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_54; 5 to 15 m; NaN; psal; 32.89  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.91 ± 0.69)
NED2012022_54; 25 to 35 m; NaN; psal; 33.05  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.18 ± 0.66)
NED2012022_54; 45 to 55 m; NaN; psal; 33.35  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_56; 25 to 35 m; NaN; psal; 33.33  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.18 ± 0.66)
NED2012022_56; 45 to 55 m; NaN; psal; 33.46  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_57; -5 to 5 m; NaN; psal; 33.07  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.82 ± 0.84)
NED2012022_57; 15 to 25 m; NaN; psal; 33.29  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_57; 45 to 55 m; NaN; psal; 33.70  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_58; 5 to 15 m; NaN; psal; 33.01  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.91 ± 0.69)
NED2012022_58; 15 to 25 m; NaN; psal; 33.24  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_58; 45 to 55 m; NaN; psal; 33.40  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_60; -5 to 5 m; NaN; psal; 32.86  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.82 ± 0.84)
NED2012022_60; 15 to 25 m; NaN; psal; 33.14  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2012022_60; 45 to 55 m; NaN; psal; 33.59  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2012022_62; 45 to 55 m; NaN; temp; 10.88  ; Out of TS Climatology by more than 3*std in box(es) 23 (6.70 ± 3.36)
NED2012022_62; 45 to 55 m; NaN; psal; 33.56  ; Out of TS Climatology by more than 3*std in box(es) 23 (32.40 ± 1.11)
NED2012022_64; 15 to 25 m; NaN; psal; 33.30  ; Out of TS Climatology by more than 3*std in box(es) 25 (32.43 ± 0.81)
NED2012022_65; 45 to 55 m; NaN; temp; 11.04  ; Out of TS Climatology by more than 3*std in box(es) 44 (6.98 ± 4.05)
NED2012022_66; -5 to 5 m; NaN; temp; 15.83  ; Out of TS Climatology by more than 3*std in box(es) 25 (11.57 ± 4.23)
NED2012022_68; -5 to 5 m; NaN; temp; 13.45  ; Out of TS Climatology by more than 3*std in box(es) 24 (9.41 ± 3.12)
NED2012022_68; 45 to 55 m; NaN; temp; 11.59  ; Out of TS Climatology by more than 3*std in box(es) 24 (7.75 ± 3.42)
NED2012022_69; -5 to 5 m; NaN; temp; 12.54  ; Out of TS Climatology by more than 3*std in box(es) 24 (9.41 ± 3.12)
NED2012022_72; 15 to 25 m; NaN; temp; 12.77  ; Out of TS Climatology by more than 3*std in box(es) 54 (8.89 ± 2.88)
NED2012022_73; 45 to 55 m; NaN; temp; 10.73  ; Out of TS Climatology by more than 3*std in box(es) 54 (7.63 ± 3.00)
NED2012022_73; 90 to 110 m; NaN; temp; 10.59  ; Out of TS Climatology by more than 3*std in box(es) 54 (7.06 ± 2.79)
NED2012022_75; -5 to 5 m; NaN; temp; 13.27  ; Out of TS Climatology by more than 3*std in box(es) 55 (10.55 ± 2.67)
NED2012022_75; 45 to 55 m; NaN; temp; 11.52  ; Out of TS Climatology by more than 3*std in box(es) 55 (8.92 ± 2.55)
NED2012022_75; 70 to 80 m; NaN; temp; 11.52  ; Out of TS Climatology by more than 3*std in box(es) 55 (8.47 ± 2.34)
NED2012022_77; -5 to 5 m; NaN; temp; 13.42  ; Out of TS Climatology by more than 3*std in box(es) 55 (10.55 ± 2.67)
NED2012022_77; 15 to 25 m; NaN; temp; 12.59  ; Out of TS Climatology by more than 3*std in box(es) 55 (9.17 ± 2.91)
NED2012022_77; 45 to 55 m; NaN; temp; 12.37  ; Out of TS Climatology by more than 3*std in box(es) 55 (8.92 ± 2.55)
NED2012022_78; -5 to 5 m; NaN; temp; 14.10  ; Out of TS Climatology by more than 3*std in box(es) 55 (10.55 ± 2.67)
NED2012022_78; 15 to 25 m; NaN; temp; 12.41  ; Out of TS Climatology by more than 3*std in box(es) 55 (9.17 ± 2.91)
NED2012022_78; 45 to 55 m; NaN; temp; 12.35  ; Out of TS Climatology by more than 3*std in box(es) 55 (8.92 ± 2.55)
NED2012022_79; 25 to 35 m; NaN; temp; 12.23  ; Out of TS Climatology by more than 3*std in box(es) 55 (9.09 ± 2.73)
NED2012022_79; 45 to 55 m; NaN; temp; 12.16  ; Out of TS Climatology by more than 3*std in box(es) 55 (8.92 ± 2.55)
NED2012022_80; 70 to 80 m; NaN; temp; 10.92  ; Out of TS Climatology by more than 3*std in box(es) 55 (8.47 ± 2.34)
NED2012022_81; 5 to 15 m; NaN; temp; 13.11  ; Out of TS Climatology by more than 3*std in box(es) 55 (9.81 ± 2.67)
NED2012022_81; 15 to 25 m; NaN; temp; 12.20  ; Out of TS Climatology by more than 3*std in box(es) 55 (9.17 ± 2.91)
NED2012022_82; 25 to 35 m; NaN; temp; 11.45  ; Out of TS Climatology by more than 3*std in box(es) 54, 55 (8.17 ± 2.55)
NED2012022_83; 5 to 15 m; NaN; temp; 14.72  ; Out of TS Climatology by more than 3*std in box(es) 54 (9.94 ± 3.09)
NED2012022_83; 25 to 35 m; NaN; temp; 11.32  ; Out of TS Climatology by more than 3*std in box(es) 54 (8.17 ± 2.55)
NED2012022_87; -5 to 5 m; NaN; temp; 13.99  ; Out of TS Climatology by more than 3*std in box(es) 54 (10.80 ± 3.06)
NED2012022_89; -5 to 5 m; NaN; temp; 15.63  ; Out of TS Climatology by more than 3*std in box(es) 53 (10.42 ± 3.69)
NED2012022_89; 15 to 25 m; NaN; temp; 13.21  ; Out of TS Climatology by more than 3*std in box(es) 53 (9.36 ± 3.30)
NED2012022_90; 15 to 25 m; NaN; temp; 13.17  ; Out of TS Climatology by more than 3*std in box(es) 53 (9.36 ± 3.30)
NED2012022_90; 45 to 55 m; NaN; temp; 12.19  ; Out of TS Climatology by more than 3*std in box(es) 53 (7.98 ± 2.97)
NED2012022_91; -5 to 5 m; NaN; temp; 16.68  ; Out of TS Climatology by more than 3*std in box(es) 25 (11.57 ± 4.23)
NED2012022_94; -5 to 5 m; NaN; temp; 19.81  ; Out of TS Climatology by more than 3*std in box(es) 44 (13.92 ± 3.75)
NED2012022_95; -5 to 5 m; NaN; temp; 18.77  ; Out of TS Climatology by more than 3*std in box(es) 43 (14.33 ± 3.87)
NED2012022_96; 5 to 15 m; NaN; temp; 19.26  ; Out of TS Climatology by more than 3*std in box(es) 43 (13.12 ± 3.78)
NED2012022_97; -5 to 5 m; NaN; temp; 18.31  ; Out of TS Climatology by more than 3*std in box(es) 43 (14.33 ± 3.87)
NED2012022_98; -5 to 5 m; NaN; temp; 18.31  ; Out of TS Climatology by more than 3*std in box(es) 26 (14.58 ± 3.30)
