Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2012002_1; 45 to 55 m; NaN; temp; 4.79  ; Out of TS Climatology by more than 3*std in box(es) 14 (1.14 ± 3.36)
NED2012002_9; -5 to 5 m; NaN; temp; 6.71  ; Out of TS Climatology by more than 3*std in box(es) 27 (4.69 ± 1.83)
NED2012002_12; -5 to 5 m; NaN; temp; 6.52  ; Out of TS Climatology by more than 3*std in box(es) 27 (4.69 ± 1.83)
NED2012002_12; 45 to 55 m; NaN; temp; 6.53  ; Out of TS Climatology by more than 3*std in box(es) 27 (4.72 ± 1.80)
NED2012002_92; 45 to 55 m; NaN; temp; 5.70  ; Out of TS Climatology by more than 3*std in box(es) 15 (1.63 ± 3.54)
NED2012002_95; 15 to 25 m; NaN; psal; 30.67  ; Out of TS Climatology by more than 3*std in box(es) 15 (31.67 ± 0.99)
NED2012002_101; 15 to 25 m; NaN; temp; 5.71  ; Out of TS Climatology by more than 3*std in box(es) 16 (1.80 ± 3.30)
NED2012002_101; 45 to 55 m; NaN; temp; 8.58  ; Out of TS Climatology by more than 3*std in box(es) 16 (2.75 ± 4.26)
NED2012002_102; 15 to 25 m; NaN; temp; 5.88  ; Out of TS Climatology by more than 3*std in box(es) 17 (1.27 ± 3.39)
NED2012002_102; 45 to 55 m; NaN; temp; 8.49  ; Out of TS Climatology by more than 3*std in box(es) 17 (1.99 ± 6.09)
NED2012002_102; 15 to 25 m; NaN; psal; 32.50  ; Out of TS Climatology by more than 3*std in box(es) 17 (31.51 ± 0.87)
NED2012002_105; -5 to 5 m; NaN; psal; 30.96  ; Out of TS Climatology by more than 3*std in box(es) 18 (31.62 ± 0.66)
NED2012002_105; 25 to 35 m; NaN; psal; 31.15  ; Out of TS Climatology by more than 3*std in box(es) 18 (31.69 ± 0.51)
NED2012002_111; 45 to 55 m; NaN; temp; 8.46  ; Out of TS Climatology by more than 3*std in box(es) 22 (2.94 ± 3.27)
NED2012002_111; 45 to 55 m; NaN; psal; 33.52  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.18 ± 0.90)
NED2012002_113; 45 to 55 m; NaN; temp; 7.09  ; Out of TS Climatology by more than 3*std in box(es) 22 (2.94 ± 3.27)
NED2012002_114; 45 to 55 m; NaN; temp; 8.47  ; Out of TS Climatology by more than 3*std in box(es) 29 (3.98 ± 4.05)
NED2012002_115; 45 to 55 m; NaN; temp; 6.78  ; Out of TS Climatology by more than 3*std in box(es) 22 (2.94 ± 3.27)
NED2012002_118; 45 to 55 m; NaN; temp; 6.63  ; Out of TS Climatology by more than 3*std in box(es) 22 (2.94 ± 3.27)
NED2012002_126; 45 to 55 m; NaN; temp; 7.38  ; Out of TS Climatology by more than 3*std in box(es) 26 (3.65 ± 2.85)
NED2012002_131; -5 to 5 m; NaN; temp; 5.98  ; Out of TS Climatology by more than 3*std in box(es) 43 (3.50 ± 2.37)
NED2012002_132; -5 to 5 m; NaN; temp; 5.98  ; Out of TS Climatology by more than 3*std in box(es) 43 (3.50 ± 2.37)
NED2012002_140; 45 to 55 m; NaN; temp; 4.35  ; Out of TS Climatology by more than 3*std in box(es) 19 (1.09 ± 2.37)
NED2012002_140; 70 to 80 m; NaN; temp; 5.17  ; Out of TS Climatology by more than 3*std in box(es) 19 (2.00 ± 3.15)
NED2012002_143; -5 to 5 m; NaN; temp; 9.43  ; Out of TS Climatology by more than 3*std in box(es) 34 (2.30 ± 4.26)
NED2012002_143; 5 to 15 m; NaN; temp; 9.44  ; Out of TS Climatology by more than 3*std in box(es) 34 (2.74 ± 5.16)
NED2012002_143; 15 to 25 m; NaN; temp; 9.50  ; Out of TS Climatology by more than 3*std in box(es) 34 (2.84 ± 6.12)
NED2012002_143; 25 to 35 m; NaN; temp; 9.60  ; Out of TS Climatology by more than 3*std in box(es) 34 (3.04 ± 6.06)
NED2012002_143; 240 to 260 m; NaN; temp; 12.40  ; Out of TS Climatology by more than 3*std in box(es) 34 (6.85 ± 5.31)
NED2012002_143; 475 to 525 m; NaN; temp; 7.06  ; Out of TS Climatology by more than 3*std in box(es) 34 (4.86 ± 2.13)
NED2012002_143; -5 to 5 m; NaN; psal; 33.83  ; Out of TS Climatology by more than 3*std in box(es) 34 (32.43 ± 1.38)
NED2012002_144; -5 to 5 m; NaN; temp; 9.68  ; Out of TS Climatology by more than 3*std in box(es) 34 (2.30 ± 4.26)
NED2012002_144; 5 to 15 m; NaN; temp; 9.76  ; Out of TS Climatology by more than 3*std in box(es) 34 (2.74 ± 5.16)
NED2012002_144; 15 to 25 m; NaN; temp; 9.73  ; Out of TS Climatology by more than 3*std in box(es) 34 (2.84 ± 6.12)
NED2012002_144; 25 to 35 m; NaN; temp; 9.80  ; Out of TS Climatology by more than 3*std in box(es) 34 (3.04 ± 6.06)
NED2012002_144; -5 to 5 m; NaN; psal; 33.88  ; Out of TS Climatology by more than 3*std in box(es) 34 (32.43 ± 1.38)
NED2012002_145; -5 to 5 m; NaN; temp; 5.20  ; Out of TS Climatology by more than 3*std in box(es) 10 (2.53 ± 2.58)
NED2012002_145; 5 to 15 m; NaN; temp; 5.19  ; Out of TS Climatology by more than 3*std in box(es) 10 (2.56 ± 2.40)
NED2012002_145; 15 to 25 m; NaN; temp; 5.60  ; Out of TS Climatology by more than 3*std in box(es) 10 (2.68 ± 2.43)
NED2012002_145; 25 to 35 m; NaN; temp; 6.56  ; Out of TS Climatology by more than 3*std in box(es) 10 (2.87 ± 2.85)
NED2012002_145; 45 to 55 m; NaN; temp; 10.08  ; Out of TS Climatology by more than 3*std in box(es) 10 (3.32 ± 3.93)
NED2012002_145; 45 to 55 m; NaN; psal; 33.96  ; Out of TS Climatology by more than 3*std in box(es) 10 (32.49 ± 0.78)
NED2012002_147; 15 to 25 m; NaN; temp; 4.31  ; Out of TS Climatology by more than 3*std in box(es) 12 (1.53 ± 2.73)
NED2012002_147; 25 to 35 m; NaN; temp; 4.54  ; Out of TS Climatology by more than 3*std in box(es) 12 (1.62 ± 2.67)
NED2012002_147; 45 to 55 m; NaN; temp; 5.81  ; Out of TS Climatology by more than 3*std in box(es) 12 (2.34 ± 3.21)
NED2012002_148; -5 to 5 m; NaN; temp; 2.78  ; Out of TS Climatology by more than 3*std in box(es) 14 (0.40 ± 2.22)
NED2012002_148; 5 to 15 m; NaN; temp; 3.17  ; Out of TS Climatology by more than 3*std in box(es) 14 (0.35 ± 2.22)
NED2012002_148; 15 to 25 m; NaN; temp; 3.24  ; Out of TS Climatology by more than 3*std in box(es) 14 (0.35 ± 2.13)
NED2012002_148; 25 to 35 m; NaN; temp; 3.47  ; Out of TS Climatology by more than 3*std in box(es) 14 (0.30 ± 2.34)
NED2012002_148; 45 to 55 m; NaN; temp; 4.86  ; Out of TS Climatology by more than 3*std in box(es) 14 (0.65 ± 2.73)
