CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2011025_1;MFD_SETNO1;44.266;-63.3187;353100;99;05-jul-11;21:35:01;32.6885;3.401;12.46667;0.0495940298507463;1;NaN;9;NaN;9;0.1405;1;9.9615;1;1.326;1;8.91;1;0;7.51;1.12
NED2011025_1;MFD_SETNO1;44.266;-63.3187;353099;154;05-jul-11;21:35:01;34.1359;7.9396;9.38537;0.039675223880597;1;34.160099029541;1;3.929;7;0.1725;1;16.2655;1;1.619;1;15.8325;1;256;10.05;1.03
NED2011025_3;MFD_SETNO3;44.0908;-63.4692;353112;5;06-jul-11;04:20:58;30.8982;13.687;12.77668;0.362036417910448;1;NaN;9;6.426;7;NaN;9;0;1;0.2225;1;0.5905;1;256;0.00;0.00
NED2011025_3;MFD_SETNO3;44.0908;-63.4692;353111;24;06-jul-11;04:20:58;31.866;8.3439;13.38004;0.601240298507463;1;NaN;9;NaN;9;NaN;9;0;1;0.275;1;0.5285;1;0;0.00;0.00
NED2011025_3;MFD_SETNO3;44.0908;-63.4692;353110;50;06-jul-11;04:20:58;32.4051;4.3484;13.96226;0.655898507462687;1;NaN;9;NaN;9;NaN;9;4.195;1;0.7645;1;4.0275;1;0;5.49;1.04
NED2011025_3;MFD_SETNO3;44.0908;-63.4692;353109;162;06-jul-11;04:20:58;34.5448;9.0204;7.43186;0.0153758955223881;1;34.5689506530762;1;3.5125;7;NaN;9;17.9295;1;1.399;1;17.68;1;256;12.82;1.01
NED2011025_4;MFD_SETNO4;43.8588;-63.0053;353116;5;06-jul-11;07:52:43;31.2385;14.5263;7.7504;0.228132537313433;1;NaN;9;5.8695;7;NaN;9;0;1;0.2645;1;0.929;1;256;0.00;0.00
NED2011025_4;MFD_SETNO4;43.8588;-63.0053;353115;25;06-jul-11;07:52:43;31.7104;7.0222;14.28224;0.481062089552239;1;NaN;9;NaN;9;NaN;9;0;1;0.332;1;1.2975;1;0;0.00;0.00
NED2011025_4;MFD_SETNO4;43.8588;-63.0053;353114;49;06-jul-11;07:52:43;32.4768;3.8856;14.82437;0.282685970149254;1;NaN;9;NaN;9;NaN;9;7.5025;1;0.865;1;5.3755;1;0;8.67;1.40
NED2011025_4;MFD_SETNO4;43.8588;-63.0053;353113;270;06-jul-11;07:52:43;35.1094;10.0545;10.18851;0.0179385447761194;1;35.1523513793945;1;3.1765;7;NaN;9;20.693;1;1.465;1;18.235;1;256;14.12;1.13
NED2011025_5;MFD_SETNO5;43.7687;-63.6537;353120;5;06-jul-11;12:21:34;31.3561;14.1545;8.25893;0.272767164179105;1;NaN;9;5.9305;7;NaN;9;0;1;0.218;1;0.318;1;256;0.00;0.00
NED2011025_5;MFD_SETNO5;43.7687;-63.6537;353119;24;06-jul-11;12:21:34;31.7093;9.1754;11.15258;0.53561552238806;1;NaN;9;NaN;9;NaN;9;0.041;1;0.368;1;1.1915;1;0;0.11;0.03
NED2011025_5;MFD_SETNO5;43.7687;-63.6537;353118;49;06-jul-11;12:21:34;32.3917;3.7893;17.37679;0.317401791044776;1;NaN;9;NaN;9;NaN;9;6.4635;1;0.8115;1;3.6175;1;0;7.96;1.79
NED2011025_5;MFD_SETNO5;43.7687;-63.6537;353117;243;06-jul-11;12:21:34;35.0261;9.9828;8.50091;0.00896927238805969;1;35.0531120300293;1;3.103;7;NaN;9;18.5745;1;1.468;1;19.256;1;256;12.65;0.96
NED2011025_6;MFD_SETNO6;43.9463;-63.8183;353124;5;06-jul-11;15:18:37;30.6063;14.2531;8.4718;0.252929552238806;1;NaN;9;6.031;7;NaN;9;0;1;0.2245;1;0.5165;1;256;0.00;0.00
NED2011025_6;MFD_SETNO6;43.9463;-63.8183;353123;50;06-jul-11;15:18:37;32.1879;4.1376;12.66603;0.560246641791045;1;NaN;9;NaN;9;NaN;9;4.093;1;0.6975;1;5.3895;1;0;5.87;0.76
NED2011025_6;MFD_SETNO6;43.9463;-63.8183;353122;100;06-jul-11;15:18:37;33.6515;6.8173;9.50852;0.0128132462686567;1;NaN;9;NaN;9;NaN;9;13.8135;1;1.1575;1;11.8215;1;0;11.93;1.17
NED2011025_6;MFD_SETNO6;43.9463;-63.8183;353121;181;06-jul-11;15:18:37;34.9104;9.8355;9.01964;0.00768794776119403;1;34.9560050964355;1;3.1745;7;NaN;9;19.7575;1;1.437;1;17.9585;1;256;13.75;1.10
NED2011025_7;MFD_SETNO7;43.8023;-63.8353;353128;6;06-jul-11;17:36:25;31.1949;14.5229;8.44968;0.208294925373134;1;NaN;9;5.9285;7;NaN;9;0;1;0.2385;1;0.3875;1;256;0.00;0.00
NED2011025_7;MFD_SETNO7;43.8023;-63.8353;353127;25;06-jul-11;17:36:25;31.6823;4.4812;10.22378;0.751550373134328;1;NaN;9;NaN;9;NaN;9;0;1;0.4125;1;2.002;1;0;0.00;0.00
NED2011025_7;MFD_SETNO7;43.8023;-63.8353;353126;50;06-jul-11;17:36:25;32.3574;4.3173;9.56066;0.560246641791045;1;NaN;9;NaN;9;NaN;9;3.791;1;0.6805;1;3.67;1;0;5.57;1.03
NED2011025_7;MFD_SETNO7;43.8023;-63.8353;353125;228;06-jul-11;17:36:25;34.9676;9.9547;5.67467;0.0089692723880597;1;34.9995307922363;1;2.935;7;NaN;9;20.075;1;1.535;1;19.5195;1;256;13.08;1.03
NED2011025_8;MFD_SETNO8;43.165;-63.8827;353132;5;06-jul-11;22:19:28;30.9703;14.1962;8.36228;0.262848358208955;1;NaN;9;6.18;7;NaN;9;0;1;0.232;1;0.3885;1;256;0.00;0.00
NED2011025_8;MFD_SETNO8;43.165;-63.8827;353131;25;06-jul-11;22:19:28;31.561;8.3301;10.56911;0.515777910447761;1;NaN;9;NaN;9;NaN;9;0;1;0.298;1;0.4605;1;0;0.00;0.00
NED2011025_8;MFD_SETNO8;43.165;-63.8827;353130;49;06-jul-11;22:19:28;32.0546;4.0334;12.65493;0.188457313432836;1;NaN;9;NaN;9;NaN;9;4.5275;1;0.737;1;4.339;1;0;6.14;1.04
NED2011025_8;MFD_SETNO8;43.165;-63.8827;353129;93;06-jul-11;22:19:28;33.0383;5.1472;9.8749;0.0256264925373134;1;32.8911285400391;7;5.4485;7;NaN;9;9.989;1;1.0285;1;8.979;1;256;9.71;1.11
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353136;5;07-jul-11;01:44:16;31.0214;14.491;8.40824;0.238051343283582;1;NaN;9;6.0525;7;NaN;9;0;1;0.23;1;0.328;1;256;0.00;0.00
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353135;25;07-jul-11;01:44:16;31.263;10.118;9.8552;0.421549253731343;1;NaN;9;NaN;9;NaN;9;0;1;0.266;1;0.6805;1;0;0.00;0.00
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353134;50;07-jul-11;01:44:16;32.079;4.1889;9.16532;0.312442388059702;1;NaN;9;NaN;9;NaN;9;4.4815;1;0.7455;1;3.8115;1;0;6.01;1.18
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353133;94;07-jul-11;01:44:16;32.9832;5.1175;7.98156;0.0435650373134328;1;33.0113105773926;1;5.6575;7;NaN;9;9.4165;1;0.991;1;7.814;1;256;9.50;1.21
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353140;5;07-jul-11;03:40:15;30.8894;13.8466;8.10592;0.257888955223881;1;NaN;9;6.124;7;NaN;9;0;1;0.23;1;1.575;1;256;0.00;0.00
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353139;26;07-jul-11;03:40:15;31.4628;6.4496;9.45306;0.628569402985075;1;NaN;9;NaN;9;NaN;9;0.0525;1;0.365;1;0.772;1;0;0.14;0.07
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353138;49;07-jul-11;03:40:15;31.8706;3.7602;8.30575;0.148782089552239;1;NaN;9;NaN;9;NaN;9;6.0185;1;0.7925;1;5.381;1;0;7.59;1.12
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353137;81;07-jul-11;03:40:15;32.2845;3.8766;7.92984;0.0448463619402985;1;32.3102836608887;1;6.1475;7;NaN;9;6.9675;1;0.859;1;6.111;1;256;8.11;1.14
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353144;5;07-jul-11;05:34:52;30.1585;14.5447;4.31653;0.481062089552239;1;NaN;9;6.148;7;NaN;9;0;1;0.216;1;0.5465;1;256;0.00;0.00
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353143;25;07-jul-11;05:34:52;31.4232;6.8105;5.12375;0.724221268656716;1;NaN;9;NaN;9;NaN;9;0;1;0.326;1;0.455;1;0;0.00;0.00
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353142;50;07-jul-11;05:34:52;31.9076;4.4861;5.25667;0.737885820895522;1;NaN;9;NaN;9;NaN;9;0.7465;1;0.482;1;1.31;1;0;1.55;0.57
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353141;88;07-jul-11;05:34:52;32.8223;4.2109;4.12368;0.0410023880597015;1;32.8246955871582;1;5.5;7;NaN;9;9.9545;1;1.041;1;8.708;1;256;9.56;1.14
NED2011025_14;MFD_SETNO14;43.3873;-64.3915;353148;5;07-jul-11;10:42:34;30.0902;14.4868;4.24189;0.431468059701493;1;NaN;9;6.051;7;NaN;9;0;1;0.217;1;0.4915;1;256;0.00;0.00
NED2011025_14;MFD_SETNO14;43.3873;-64.3915;353147;24;07-jul-11;10:42:34;31.0603;5.1614;5.13643;0.401711641791045;1;NaN;9;NaN;9;NaN;9;0.968;1;0.501;1;1.5145;1;0;1.93;0.64
NED2011025_14;MFD_SETNO14;43.3873;-64.3915;353146;49;07-jul-11;10:42:34;31.8341;3.5535;5.00035;0.188457313432836;1;NaN;9;NaN;9;NaN;9;3.658;1;0.697;1;3.6635;1;0;5.25;1.00
NED2011025_14;MFD_SETNO14;43.3873;-64.3915;353145;173;07-jul-11;10:42:34;34.7964;9.6229;2.11646;0.0179385447761194;1;34.8394050598145;1;3.153;7;NaN;9;16.479;1;1.327;1;15.6875;1;256;12.42;1.05
NED2011025_15;MFD_SETNO15;43.368;-64.7988;353152;5;07-jul-11;13:58:33;30.4349;13.5362;4.42828;0.342198805970149;1;NaN;9;6.537;7;NaN;9;0;1;0.2735;1;0.573;1;256;0.00;0.00
NED2011025_15;MFD_SETNO15;43.368;-64.7988;353151;25;07-jul-11;13:58:33;30.8714;7.2245;5.07764;0.997512313432836;1;NaN;9;NaN;9;NaN;9;0.071;1;0.3405;1;0.947;1;0;0.21;0.07
NED2011025_15;MFD_SETNO15;43.368;-64.7988;353150;50;07-jul-11;13:58:33;31.6281;5.2516;4.83559;0.188457313432836;1;NaN;9;NaN;9;NaN;9;3.201;1;0.6455;1;3.447;1;0;4.96;0.93
NED2011025_15;MFD_SETNO15;43.368;-64.7988;353149;68;07-jul-11;13:58:33;32.1245;4.3456;4.63675;0.12894447761194;1;32.1493835449219;1;6.224;7;NaN;9;4.712;1;0.6985;1;4.574;1;256;6.75;1.03
NED2011025_16;MFD_SETNO16;43.3083;-64.7762;353156;5;07-jul-11;15:40:34;30.429;13.3941;5.84098;0.26780776119403;1;NaN;9;6.371;1;NaN;9;0;1;0.241;1;0.5175;1;0;0.00;0.00
NED2011025_16;MFD_SETNO16;43.3083;-64.7762;353155;25;07-jul-11;15:40:34;31.318;6.3121;5.96196;0.737885820895522;1;NaN;9;NaN;9;NaN;9;0.833;1;0.431;1;1.475;1;0;1.93;0.56
NED2011025_16;MFD_SETNO16;43.3083;-64.7762;353154;50;07-jul-11;15:40:34;31.7274;4.8499;6.1603;0.223173134328358;1;NaN;9;NaN;9;NaN;9;2.89;1;0.5995;1;3.335;1;0;4.82;0.87
NED2011025_16;MFD_SETNO16;43.3083;-64.7762;353153;80;07-jul-11;15:40:34;32.4406;4.2268;5.95089;0.0991880597014926;1;32.4859313964844;1;6.049;1;NaN;9;7.126;1;0.886;1;6.3695;1;0;8.04;1.12
NED2011025_17;MFD_SETNO17;43.2618;-65.117;353160;5;07-jul-11;18:00:57;30.6471;14.1003;5.61439;0.476102686567164;1;NaN;9;6.215;1;0.098;1;0.018;1;0.244;1;0.349;1;0;0.07;0.05
NED2011025_17;MFD_SETNO17;43.2618;-65.117;353159;24;07-jul-11;18:00:57;31.43;7.7564;5.54821;0.765214925373134;1;NaN;9;NaN;9;0.115;1;0.0625;1;0.2815;1;0.417;1;0;0.22;0.15
NED2011025_17;MFD_SETNO17;43.2618;-65.117;353158;49;07-jul-11;18:00:57;31.7492;4.1824;6.04669;0.450930223880597;1;NaN;9;NaN;9;0.3675;1;1.863;1;0.5075;1;2.668;1;0;3.67;0.70
NED2011025_17;MFD_SETNO17;43.2618;-65.117;353157;162;07-jul-11;18:00:57;33.3958;6.1511;4.68918;0.0205011940298507;1;33.4325561523438;1;4.9175;1;0.168;1;12.1315;1;1.1465;1;11.8995;1;0;10.58;1.02
NED2011025_18;MFD_SETNO18;43.1073;-64.9717;353164;5;07-jul-11;20:56:04;30.7893;14.8644;5.52733;0.322361194029851;1;NaN;9;6.17;1;0.11;1;0.035;1;0.2405;1;0.4785;1;0;0.15;0.07
NED2011025_18;MFD_SETNO18;43.1073;-64.9717;353163;24;07-jul-11;20:56:04;31.2627;7.7324;5.66685;0.644722388059702;1;NaN;9;NaN;9;0.1085;1;0.027;1;0.3005;1;1.1335;1;0;0.09;0.02
NED2011025_18;MFD_SETNO18;43.1073;-64.9717;353162;48;07-jul-11;20:56:04;31.9449;4.8737;6.08602;0.416589850746269;1;NaN;9;NaN;9;0.429;1;2.162;1;0.5455;1;2.453;1;0;3.96;0.88
NED2011025_18;MFD_SETNO18;43.1073;-64.9717;353161;152;07-jul-11;20:56:04;33.6921;6.9288;4.44115;0.0192198694029851;1;33.7242202758789;1;4.5845;1;0.153;1;13.123;1;1.13;1;12.5875;1;0;11.61;1.04
NED2011025_19;MFD_SETNO19;43.0427;-64.8007;353168;6;07-jul-11;22:50:43;30.8396;15.3269;5.48631;0.357077014925373;1;NaN;9;6.298;1;0.1005;1;0.016;1;0.254;1;0.766;1;0;0.06;0.02
NED2011025_19;MFD_SETNO19;43.0427;-64.8007;353167;25;07-jul-11;22:50:43;31.2741;7.1905;5.91344;0.724221268656716;1;NaN;9;NaN;9;0.1345;1;0.1425;1;0.3615;1;1.2385;1;0;0.39;0.12
NED2011025_19;MFD_SETNO19;43.0427;-64.8007;353166;48;07-jul-11;22:50:43;32.0727;4.2468;5.98228;0.176554746268657;1;NaN;9;NaN;9;0.34;1;4.612;1;0.6905;1;4.131;1;0;6.68;1.12
NED2011025_19;MFD_SETNO19;43.0427;-64.8007;353165;81;07-jul-11;22:50:43;32.4808;4.3972;5.59339;0.0545534328358209;1;32.5129356384277;1;5.925;1;0.175;1;7.8255;1;0.9245;1;7.489;1;0;8.46;1.04
NED2011025_20;MFD_SETNO20;42.9162;-64.5085;353172;6;08-jul-11;01:12:16;30.7738;14.3514;5.63002;0.287645373134328;1;NaN;9;6.156;1;0.102;1;0.021;1;0.2275;1;0.1595;1;0;0.09;0.13
NED2011025_20;MFD_SETNO20;42.9162;-64.5085;353171;25;08-jul-11;01:12:16;31.7172;7.5448;5.71177;1.01117686567164;1;NaN;9;NaN;9;0.142;1;0.226;1;0.359;1;0.8495;1;0;0.63;0.27
NED2011025_20;MFD_SETNO20;42.9162;-64.5085;353170;49;08-jul-11;01:12:16;32.0881;3.7201;5.53705;0.223173134328358;1;NaN;9;NaN;9;0.3645;1;4.4205;1;0.7065;1;4.0685;1;0;6.26;1.09
NED2011025_20;MFD_SETNO20;42.9162;-64.5085;353169;105;08-jul-11;01:12:16;33.5722;6.7911;4.96546;0.0230638432835821;1;33.5912208557129;1;5.2025;1;0.1805;1;10.589;1;0.975;1;8.571;1;0;10.86;1.24
NED2011025_21;MFD_SETNO21;42.9207;-64.6963;353176;5;08-jul-11;03:01:24;30.8993;13.4004;5.72442;0.515777910447761;1;NaN;9;6.543;1;0.092;1;0;1;0.2575;1;0.5045;1;0;0.00;0.00
NED2011025_21;MFD_SETNO21;42.9207;-64.6963;353175;25;08-jul-11;03:01:24;31.2829;6.9214;6.27922;0.819873134328358;1;NaN;9;NaN;9;0.12;1;0.104;1;0.3525;1;0.8775;1;0;0.30;0.12
NED2011025_21;MFD_SETNO21;42.9207;-64.6963;353174;50;08-jul-11;03:01:24;31.795;3.9354;6.26299;0.252929552238806;1;NaN;9;NaN;9;0.359;1;4.362;1;0.692;1;3.9885;1;0;6.30;1.09
NED2011025_21;MFD_SETNO21;42.9207;-64.6963;353173;90;08-jul-11;03:01:24;32.1146;3.8788;6.06361;0.0694316417910448;1;30.8837718963623;7;6.3405;1;0.2715;1;5.336;1;0.778;1;4.902;1;256;6.86;1.09
NED2011025_22;MFD_SETNO22;42.7307;-64.6393;353180;6;08-jul-11;05:08:15;30.9096;13.4855;5.84148;0.366995820895522;1;NaN;9;6.5085;1;0.0995;1;0;1;0.261;1;0.5615;1;0;0.00;0.00
NED2011025_22;MFD_SETNO22;42.7307;-64.6393;353179;26;08-jul-11;05:08:15;31.3891;6.1024;5.89517;0.833537686567164;1;NaN;9;NaN;9;0.1085;1;0.0725;1;0.2875;1;0.583;1;0;0.25;0.12
NED2011025_22;MFD_SETNO22;42.7307;-64.6393;353178;50;08-jul-11;05:08:15;31.8011;3.9483;6.2623;0.277726567164179;1;NaN;9;NaN;9;0.4055;1;3.661;1;0.6515;1;3.4235;1;0;5.62;1.07
NED2011025_22;MFD_SETNO22;42.7307;-64.6393;353177;115;08-jul-11;05:08:15;34.1949;8.4143;4.68067;0.0320331156716418;1;24.4915370941162;7;4.8045;1;0.156;1;12.3385;1;1.0235;1;9.0295;1;256;12.06;1.37
NED2011025_23;MFD_SETNO23;42.6823;-65.1848;353184;5;08-jul-11;08:23:01;30.8738;13.2814;5.79893;0.416589850746269;1;NaN;9;6.467;1;0.102;1;0;1;0.2465;1;0.1905;1;0;0.00;0.00
NED2011025_23;MFD_SETNO23;42.6823;-65.1848;353183;24;08-jul-11;08:23:01;31.2616;7.3544;5.69425;0.901860447761194;1;NaN;9;NaN;9;0.183;1;0.465;1;0.396;1;1.14;1;0;1.17;0.41
NED2011025_23;MFD_SETNO23;42.6823;-65.1848;353182;48;08-jul-11;08:23:01;31.7034;4.7582;6.17298;0.247970149253731;1;NaN;9;NaN;9;0.31;1;3.036;1;0.5855;1;3.3085;1;0;5.19;0.92
NED2011025_23;MFD_SETNO23;42.6823;-65.1848;353181;96;08-jul-11;08:23:01;32.1004;4.5903;5.92348;0.0448463619402985;1;31.1078052520752;7;6.179;1;0.308;1;5.2885;1;0.755;1;5.1355;1;256;7.00;1.03
NED2011025_24;MFD_SETNO24;42.8755;-65.0982;353188;4;08-jul-11;10:29:30;30.9443;13.7835;5.82175;0.39675223880597;1;NaN;9;6.651;1;0.0945;1;0;1;0.258;1;0.4635;1;0;0.00;0.00
NED2011025_24;MFD_SETNO24;42.8755;-65.0982;353187;24;08-jul-11;10:29:30;31.2056;7.1337;5.52523;0.737885820895522;1;NaN;9;NaN;9;0.2085;1;0.622;1;0.4125;1;1.2795;1;0;1.51;0.49
NED2011025_24;MFD_SETNO24;42.8755;-65.0982;353186;49;08-jul-11;10:29:30;31.7604;4.5725;5.97652;0.228132537313433;1;NaN;9;NaN;9;0.3375;1;3.085;1;0.5725;1;3.5805;1;0;5.39;0.86
NED2011025_24;MFD_SETNO24;42.8755;-65.0982;353185;94;08-jul-11;10:29:30;32.7199;4.874;5.44146;0.0269078171641791;1;31.665584564209;7;5.4875;1;0.15;1;9.0795;1;0.955;1;8.9485;1;256;9.51;1.01
NED2011025_25;MFD_SETNO25;42.9557;-65.502;353192;5;08-jul-11;13:31:02;30.9761;13.1858;5.83702;0.573911194029851;1;NaN;9;6.523;1;0.103;1;0.005;1;0.3045;1;0.997;1;0;0.02;0.01
NED2011025_25;MFD_SETNO25;42.9557;-65.502;353191;25;08-jul-11;13:31:02;31.1607;9.1963;5.96172;0.970183208955224;1;NaN;9;NaN;9;0.175;1;0.6005;1;0.4145;1;1.7345;1;0;1.45;0.35
NED2011025_25;MFD_SETNO25;42.9557;-65.502;353190;49;08-jul-11;13:31:02;31.827;5.6281;5.93904;0.20333552238806;1;NaN;9;NaN;9;0.299;1;5.8425;1;0.7285;1;5.312;1;0;8.02;1.10
NED2011025_25;MFD_SETNO25;42.9557;-65.502;353189;115;08-jul-11;13:31:02;32.868;5.2552;5.16866;0.0205011940298507;1;31.5085506439209;7;5.184;1;0.1795;1;9.0235;1;1.0785;1;8.9595;1;256;8.37;1.01
NED2011025_26;MFD_SETNO26;42.7627;-65.6857;353196;5;08-jul-11;16:41:05;31.2879;11.7245;6.17029;1.10682873134328;1;NaN;9;6.595;1;0.1055;1;0.006;1;0.3005;1;1.686;1;0;0.02;0.00
NED2011025_26;MFD_SETNO26;42.7627;-65.6857;353195;24;08-jul-11;16:41:05;31.9843;7.9718;5.84264;0.238051343283582;1;NaN;9;NaN;9;0.313;1;2.345;1;0.503;1;3.5065;1;0;4.66;0.67
NED2011025_26;MFD_SETNO26;42.7627;-65.6857;353194;50;08-jul-11;16:41:05;32.2863;7.0409;5.87256;0.119025671641791;1;NaN;9;NaN;9;0.4455;1;5.8215;1;0.693;1;5.128;1;0;8.40;1.14
NED2011025_26;MFD_SETNO26;42.7627;-65.6857;353193;109;08-jul-11;16:41:05;32.322;6.7192;5.8275;0.587575746268657;1;32.3790473937988;1;5.99;1;0.384;1;6.439;1;0.7475;1;5.5565;1;0;8.61;1.16
NED2011025_27;MFD_SETNO27;42.6652;-65.5615;353200;6;08-jul-11;18:48:30;31.0987;12.5103;5.98628;0.450930223880597;1;NaN;9;6.5015;1;0.099;1;0.014;1;0.3145;1;1.3065;1;0;0.04;0.01
NED2011025_27;MFD_SETNO27;42.6652;-65.5615;353199;25;08-jul-11;18:48:30;31.2505;8.2077;5.74618;0.765214925373135;1;NaN;9;NaN;9;0.103;1;0.0175;1;0.3095;1;2.2365;1;0;0.06;0.01
NED2011025_27;MFD_SETNO27;42.6652;-65.5615;353198;50;08-jul-11;18:48:30;32.1322;5.5667;5.9803;0.163660298507463;1;NaN;9;NaN;9;0.3905;1;5.9985;1;0.7605;1;5.2445;1;0;7.89;1.14
NED2011025_27;MFD_SETNO27;42.6652;-65.5615;353197;93;08-jul-11;18:48:30;32.195;5.4711;5.95437;0.13886328358209;1;32.2544059753418;1;6.116;1;0.3785;1;6.2555;1;0.7855;1;5.402;1;0;7.96;1.16
NED2011025_28;MFD_SETNO28;42.5238;-65.4137;353204;5;08-jul-11;21:17:43;31.0504;13.6711;5.85836;0.337239402985075;1;NaN;9;6.3165;1;0.102;1;0;1;0.287;1;1.672;1;0;0.00;0.00
NED2011025_28;MFD_SETNO28;42.5238;-65.4137;353203;24;08-jul-11;21:17:43;31.3191;7.0331;5.53698;0.98384776119403;1;NaN;9;NaN;9;0.1525;1;0.3385;1;0.3945;1;1.485;1;0;0.86;0.23
NED2011025_28;MFD_SETNO28;42.5238;-65.4137;353202;48;08-jul-11;21:17:43;32.0798;5.5763;5.99929;0.208294925373134;1;NaN;9;NaN;9;0.3875;1;5.7725;1;0.7415;1;5.4875;1;0;7.78;1.05
NED2011025_28;MFD_SETNO28;42.5238;-65.4137;353201;99;08-jul-11;21:17:43;32.1265;5.306;5.98093;0.163660298507463;1;32.1815299987793;1;6.1555;1;0.345;1;5.72;1;0.733;1;5.099;1;0;7.80;1.12
NED2011025_29;MFD_SETNO29;42.4725;-65.6383;353208;4;08-jul-11;23:29:51;30.9859;12.8436;6.1694;0.546582089552239;1;NaN;9;6.569;1;0.1375;1;0.248;1;0.299;1;0.855;1;0;0.83;0.29
NED2011025_29;MFD_SETNO29;42.4725;-65.6383;353207;24;08-jul-11;23:29:51;31.5322;7.253;6.00154;0.628569402985075;1;NaN;9;NaN;9;0.2405;1;1.8655;1;0.4825;1;2.353;1;0;3.87;0.79
NED2011025_29;MFD_SETNO29;42.4725;-65.6383;353206;49;08-jul-11;23:29:51;31.7901;6.1219;6.13738;0.376914626865672;1;NaN;9;NaN;9;0.3105;1;4.8095;1;0.685;1;4.7765;1;0;7.02;1.01
NED2011025_29;MFD_SETNO29;42.4725;-65.6383;353205;91;08-jul-11;23:29:51;33.349;7.0345;5.40445;0.123985074626866;1;33.4273529052734;1;5.3815;1;0.253;1;10.411;1;0.9545;1;7.2895;1;0;10.91;1.43
NED2011025_30;MFD_SETNO30;42.4228;-65.7847;353212;4;09-jul-11;01:17:24;31.3823;7.9389;5.43082;0.437265671641791;1;NaN;9;6.4545;7;0.106;1;0.023;1;0.28;1;0.6455;1;256;0.08;0.04
NED2011025_30;MFD_SETNO30;42.4228;-65.7847;353211;24;09-jul-11;01:17:24;31.8477;4.8153;5.73475;0.560246641791045;1;NaN;9;NaN;9;0.375;1;2.226;1;0.5635;1;2.512;1;0;3.95;0.89
