Filename; Pressure; Uniqueno; Variable; Values; Test failed
TEM2004004_5; 6.00; 263506; psal; 31.32; Bottle-CTD Difference Problem
TEM2004004_5; 6.00; 263506; doxy; 7.25; Bottle-CTD Difference Problem
TEM2004004_5; 5.00 to 6.00; 263507, 263506; psal; 32.67  31.32  ; Gradient or Inversion too high
TEM2004004_15; 1.00; 263523; psal; 32.85; Bottle-CTD Difference Problem
TEM2004004_20; 75.00; 263530; psal; 32.71; Bottle-CTD Difference Problem
TEM2004004_23; 1.00; 263539; psal; 32.82; Bottle-CTD Difference Problem
TEM2004004_23; 89.00; 263537; psal; 33.70; Bottle-CTD Difference Problem
TEM2004004_50; 156.00; 263583; psal; 32.92; Bottle-CTD Difference Problem
TEM2004004_50; 156.00; 263583; doxy; 6.89; Bottle-CTD Difference Problem
TEM2004004_52; 5.00; 263588; doxy; 7.91; Bottle-CTD Difference Problem
TEM2004004_52; 94.00; 263587; doxy; 7.91; Bottle-CTD Difference Problem
TEM2004004_55; 5.00; 263593; doxy; 8.20; Bottle-CTD Difference Problem
TEM2004004_55; 58.00; 263592; doxy; 8.16; Bottle-CTD Difference Problem
TEM2004004_56; 55.00; 263595; psal; 32.22; Bottle-CTD Difference Problem
TEM2004004_56; 5.00; 263596; doxy; 8.06; Bottle-CTD Difference Problem
TEM2004004_56; 55.00; 263595; doxy; 8.25; Bottle-CTD Difference Problem
TEM2004004_58; 1.00; 263601; psal; 33.34; Bottle-CTD Difference Problem
TEM2004004_58; 5.00; 263600; doxy; 8.07; Bottle-CTD Difference Problem
TEM2004004_58; 47.00; 263599; doxy; 8.14; Bottle-CTD Difference Problem
TEM2004004_59; 5.00; 263603; doxy; 8.23; Bottle-CTD Difference Problem
TEM2004004_59; 60.00; 263602; doxy; 8.08; Bottle-CTD Difference Problem
TEM2004004_61; 5.00; 263607; doxy; 8.05; Bottle-CTD Difference Problem
TEM2004004_61; 51.00; 263606; doxy; 8.00; Bottle-CTD Difference Problem
TEM2004004_64; 5.00; 263612; doxy; 7.99; Bottle-CTD Difference Problem
TEM2004004_64; 44.00; 263611; doxy; 7.95; Bottle-CTD Difference Problem
TEM2004004_65; 5.00; 263615; doxy; 8.03; Bottle-CTD Difference Problem
TEM2004004_65; 97.00; 263614; doxy; 6.85; Bottle-CTD Difference Problem
TEM2004004_70; 5.00; 263622; doxy; 8.38; Bottle-CTD Difference Problem
TEM2004004_70; 35.00; 263621; doxy; 8.42; Bottle-CTD Difference Problem
TEM2004004_76; 5.00; 263630; doxy; 7.65; Bottle-CTD Difference Problem
TEM2004004_76; 144.00; 263629; doxy; 7.70; Bottle-CTD Difference Problem
TEM2004004_83; 1.00; 263646; psal; 33.18; Bottle-CTD Difference Problem
TEM2004004_83; 5.00; 263645; doxy; 7.16; Bottle-CTD Difference Problem
