CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;Q_OXY;TEMP_RT;Q_TEMP_RT;SSAL_BS;Q_SSAL;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);((none));(celsius);((none));(g/kg);((none));((none));((none));((none))
NED2003003_0;MFD_SETNO0;44.269333;63.312;258855;75;04-mar-03;13:31:19;17.624;-1.135;13.3323;13.3323;4;-1.135;4;17.624;1;70;NaN;NaN
NED2003003_0;MFD_SETNO0;44.269333;63.312;258854;100;04-mar-03;13:31:19;31.916;0.384;8.3591;8.3591;1;0.384;1;31.916;1;0;NaN;NaN
NED2003003_0;MFD_SETNO0;44.269333;63.312;258853;152;04-mar-03;13:31:19;32.687;3.2;5.6034;5.6034;1;3.2;1;32.687;1;0;NaN;NaN
NED2003003_1;MFD_SETNO0;44.269333;63.312;-999999;1;04-mar-03;13:31:19;3.0296;4.2667;4.9659;4.9659;1;4.2667;1;3.0296;7;512;NaN;NaN
NED2003003_1;MFD_SETNO1;44.534333;61.744167;258857;5;04-mar-03;21:33:45;31.892;19.313;32.097;32.097;4;19.313;1;31.892;7;518;NaN;NaN
NED2003003_1;MFD_SETNO1;44.534333;61.744167;258858;25;04-mar-03;21:33:45;-0.941;9.652;-1.622;-1.622;4;9.652;1;-0.941;4;6;NaN;NaN
NED2003003_1;MFD_SETNO1;44.534333;61.744167;258859;50;04-mar-03;21:33:45;31.855;-0.708;4.8862;4.8862;1;-0.708;1;31.855;1;0;NaN;NaN
NED2003003_111;MFD_SETNO111;44.269167;63.329;258863;5;06-mar-03;00:11:51;31.983;0.306;4.3884;4.3884;1;0.306;1;31.983;1;0;NaN;NaN
NED2003003_111;MFD_SETNO111;44.269167;63.329;258862;40;06-mar-03;00:11:51;33.272;5.165;3.5578;3.5578;1;5.165;1;33.272;1;0;NaN;NaN
