CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326502;101;11-feb-09;20:05:28;32.2999;2.5222;3.73955;0.110795266949153;1;NaN;9;NaN;9;0.155;1;8.578;1;0.9025;1;9.0335;1;0;9.50;0.95
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326501;127;11-feb-09;20:05:28;32.8025;3.6062;3.41467;0.0299798957627119;1;33.72;7;4.736;7;0.123;1;11.899;1;1.0835;1;11.6625;1;256;10.98;1.02
NED2009841_3;MFD_SETNO3;42.0612;-66.1586;326512;4;13-feb-09;09:59:08;31.9634;3.2134;4.1085;0.403824631779661;1;NaN;9;7.3385;7;0.335;1;6.953;1;0.7105;1;6.8595;1;256;9.79;1.01
NED2009841_3;MFD_SETNO3;42.0612;-66.1586;326511;85;13-feb-09;09:59:08;33.0003;5.2678;3.7076;0.240111943220339;1;NaN;9;6.553;7;0.353;1;8.5265;1;0.789;1;6.9695;1;256;10.81;1.22
NED2009841_5;MFD_SETNO5;41.4657;-66.27;326514;6;13-feb-09;15:52:16;32.9115;5.1725;3.87653;0.422014930508474;1;NaN;9;6.984;7;0.354;1;7.0855;1;0.7175;1;5.6235;1;256;9.88;1.26
NED2009841_5;MFD_SETNO5;41.4657;-66.27;326513;83;13-feb-09;15:52:16;34.0321;6.6719;3.07459;0.105503732627119;1;33.84;7;5.7225;7;0.3085;1;15.087;1;1.0355;1;9.7845;1;256;14.57;1.54
NED2009841_7;MFD_SETNO7;41.9537;-66.2669;326516;6;15-feb-09;09:34:15;32.6995;4.5281;3.91737;0.371082094067797;1;NaN;9;6.97;7;0.3935;1;9.5225;1;0.8375;1;7.907;1;256;11.37;1.20
NED2009841_7;MFD_SETNO7;41.9537;-66.2669;326515;76;15-feb-09;09:34:15;32.6918;4.5303;3.92287;0.345615675847458;1;32.703;1;6.965;7;0.5035;1;9.244;1;0.777;1;7.68;1;256;11.90;1.20
NED2009841_8;MFD_SETNO8;42.0591;-66.3786;326518;6;15-feb-09;11:33:49;32.274;3.55;4.05045;0.46930970720339;1;NaN;9;7.124;7;0.3775;1;7.8985;1;0.799;1;7.4695;1;256;9.89;1.06
NED2009841_8;MFD_SETNO8;42.0591;-66.3786;326517;83;15-feb-09;11:33:49;32.9506;4.8848;3.82545;0.272854480932203;1;32.948;1;6.704;7;0.4105;1;10.277;1;0.88;1;8.251;1;256;11.68;1.25
NED2009841_10;MFD_SETNO10;41.9813;-66.7307;326520;6;15-feb-09;16:57:56;32.3008;3.6847;4.05476;0.458395527966102;1;NaN;9;7.0945;7;0.378;1;7.935;1;0.7635;1;7.3355;1;256;10.39;1.08
NED2009841_10;MFD_SETNO10;41.9813;-66.7307;326519;74;15-feb-09;16:57:56;32.9911;4.8278;3.8984;0.352891795338983;1;32.988;1;6.8605;7;0.401;1;10.039;1;0.8805;1;8.0685;1;256;11.40;1.24
NED2009841_11;MFD_SETNO11;42.0575;-66.8798;326522;5;15-feb-09;19:33:49;32.8397;4.6076;3.96639;0.480223886440678;1;NaN;9;6.8635;7;0.322;1;9.5165;1;0.8275;1;7.811;1;256;11.50;1.22
NED2009841_11;MFD_SETNO11;42.0575;-66.8798;326521;63;15-feb-09;19:33:49;32.8471;4.6248;3.96166;0.440205229237288;1;32.842;1;6.7945;7;0.4175;1;9.668;1;0.82;1;7.905;1;256;11.79;1.22
NED2009841_14;MFD_SETNO14;42.1748;-67.0686;326524;6;16-feb-09;01:52:07;32.9404;4.84;3.90932;0.403824631779661;1;NaN;9;6.765;7;0.4335;1;9.874;1;0.7655;1;7.8375;1;256;12.90;1.26
NED2009841_14;MFD_SETNO14;42.1748;-67.0686;326523;105;16-feb-09;01:52:07;33.6122;6.3404;3.25583;0.0834223186440678;1;33.606;1;5.6535;7;0.2375;1;13.8325;1;0.923;1;9.98;1;256;14.99;1.39
NED2009841_15;MFD_SETNO15;42.0594;-67.4985;326526;6;16-feb-09;05:05:41;33.0277;4.8865;3.88732;0.414738811016949;1;NaN;9;6.7335;7;0.428;1;9.0165;1;0.699;1;7.1015;1;256;12.90;1.27
NED2009841_15;MFD_SETNO15;42.0594;-67.4985;326525;63;16-feb-09;05:05:41;33.0266;4.8986;3.9073;0.367444034322034;1;33.04;1;6.7425;7;0.3015;1;8.187;1;0.694;1;6.5755;1;256;11.80;1.25
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326529;6;16-feb-09;10:08:11;33.0538;4.9055;3.8908;0.38927239279661;1;NaN;9;6.689;7;0.366;1;10.691;1;0.7975;1;8.601;1;256;13.41;1.24
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326528;26;16-feb-09;10:08:11;33.0533;4.926;3.90237;0.403824631779661;1;NaN;9;NaN;9;0.34;1;10.6655;1;0.821;1;8.8375;1;0;12.99;1.21
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326527;115;16-feb-09;10:08:11;33.3338;5.6658;3.5823;0.225559704237288;1;33.325;1;6.174;7;0.278;1;12.193;1;0.9405;1;9.9435;1;256;12.96;1.23
NED2009841_20;MFD_SETNO20;41.8163;-68.0168;326531;5;16-feb-09;13:36:17;33.077;5.0626;3.85162;0.432929109745763;1;NaN;9;6.8905;7;0.2655;1;11.1615;1;0.9085;1;9.845;1;256;12.29;1.13
NED2009841_20;MFD_SETNO20;41.8163;-68.0168;326530;47;16-feb-09;13:36:17;33.0755;5.069;3.86574;0.38927239279661;1;33.085;1;6.891;7;0.4635;1;11.4665;1;0.875;1;9.491;1;256;13.10;1.21
NED2009841_23;MFD_SETNO23;41.7595;-67.2059;326533;5;16-feb-09;19:16:06;32.9818;4.8342;3.99958;1.06922386101695;1;NaN;9;7.052;7;0.3005;1;9.7115;1;0.8135;1;7.9635;1;256;11.94;1.22
NED2009841_23;MFD_SETNO23;41.7595;-67.2059;326532;48;16-feb-09;19:16:06;32.9814;4.8221;4.01546;1.36761191525424;1;NaN;9;7.059;7;0.2615;1;9.7875;1;0.8;1;8.0105;1;256;12.23;1.22
NED2009841_26;MFD_SETNO26;41.7698;-66.7834;326535;4;17-feb-09;00:21:50;33.0475;4.869;3.92342;0.832999984745763;1;NaN;9;6.913;7;0.4625;1;9.879;1;0.74;1;7.5875;1;256;13.35;1.30
NED2009841_26;MFD_SETNO26;41.7698;-66.7834;326534;58;17-feb-09;00:21:50;33.0469;4.8958;3.96043;0.795701477966102;1;33.05;1;6.87;7;0.2805;1;10.0655;1;0.8455;1;8.034;1;256;11.90;1.25
NED2009841_28;MFD_SETNO28;41.8586;-66.6782;326537;5;17-feb-09;04:37:14;32.9938;4.8768;3.93594;0.783268642372881;1;NaN;9;7.691;7;0.38;1;9.0225;1;0.7775;1;7.1235;1;256;11.60;1.27
NED2009841_28;MFD_SETNO28;41.8586;-66.6782;326536;65;17-feb-09;04:37:14;33.0015;4.9117;3.95341;0.857865655932203;1;33.015;1;7.6945;7;0.453;1;9.635;1;0.7765;1;7.551;1;256;12.41;1.28
NED2009841_29;MFD_SETNO29;41.6618;-66.4335;326539;7;17-feb-09;07:20:39;32.3541;3.5923;4.05691;0.609208944067796;1;NaN;9;6.946;7;0.2685;1;7.685;1;0.74;1;6.99;1;256;10.39;1.10
NED2009841_29;MFD_SETNO29;41.6618;-66.4335;326538;78;17-feb-09;07:20:39;32.6887;4.4832;3.95112;0.484880588135593;1;32.7;1;6.721;7;0.357;1;9.571;1;0.83;1;7.825;1;256;11.53;1.22
NED2009841_30;MFD_SETNO30;41.629;-66.2835;326541;5;17-feb-09;09:05:48;32.4934;3.8969;3.99165;0.436567169491525;1;NaN;9;6.8055;7;0.2915;1;8.8065;1;0.7755;1;7.945;1;256;11.36;1.11
NED2009841_30;MFD_SETNO30;41.629;-66.2835;326540;85;17-feb-09;09:05:48;32.7835;4.7025;3.90757;0.301958958898305;1;32.794;1;6.6695;7;0.286;1;9.6325;1;0.8415;1;7.8045;1;256;11.45;1.23
NED2009841_32;MFD_SETNO32;41.7772;-66.2395;326544;6;17-feb-09;13:49:28;31.8234;2.3379;4.19626;0.560261200847457;1;NaN;9;7.1755;7;0.2315;1;5.727;1;0.6875;1;6.134;1;256;8.33;0.93
NED2009841_32;MFD_SETNO32;41.7772;-66.2395;326543;26;17-feb-09;13:49:28;31.8268;2.3428;4.226;0.56389926059322;1;NaN;9;NaN;9;0.243;1;7.1695;1;0.756;1;7.856;1;0;9.48;0.91
NED2009841_32;MFD_SETNO32;41.7772;-66.2395;326542;84;17-feb-09;13:49:28;32.694;4.5252;3.88319;0.305597018644068;1;32.696;1;6.612;7;0.3855;1;9.5305;1;0.867;1;8.067;1;256;10.99;1.18
NED2009841_33;MFD_SETNO33;41.6501;-66.0366;326546;6;17-feb-09;16:55:33;31.629;1.8429;4.21596;0.52388060338983;1;NaN;9;6.871;7;0.2375;1;6.7945;1;0.8575;1;7.313;1;256;7.92;0.93
NED2009841_33;MFD_SETNO33;41.6501;-66.0366;326545;90;17-feb-09;16:55:33;33.3263;5.8966;3.52454;0.138246270338983;1;33.324;1;5.972;7;0.248;1;11.823;1;0.945;1;8.7435;1;256;12.51;1.35
NED2009841_35;MFD_SETNO35;41.6431;-65.9246;326548;6;17-feb-09;19:44:58;31.761;2.0728;4.2485;0.696238793220339;1;NaN;9;7.078;7;0.253;1;5.973;1;0.7115;1;6.4775;1;256;8.39;0.92
NED2009841_35;MFD_SETNO35;41.6431;-65.9246;326547;120;17-feb-09;19:44:58;34.2751;7.821;2.78709;0.0742980025423729;1;34.269;1;4.7165;7;0.1955;1;15.0135;1;1.04;1;9.5535;1;256;14.44;1.57
NED2009841_38;MFD_SETNO38;41.282;-66.3268;326550;6;18-feb-09;05:02:47;31.9657;2.6705;4.20393;0.52388060338983;1;NaN;9;7.2705;7;0.352;1;6.551;1;0.639;1;6.578;1;256;10.25;1.00
NED2009841_38;MFD_SETNO38;41.282;-66.3268;326549;91;18-feb-09;05:02:47;33.2553;5.716;3.5278;0.145522389830508;1;33.26;1;6.1535;7;0.207;1;10.5955;1;0.8745;1;8.0055;1;256;12.12;1.32
NED2009841_44;MFD_SETNO44;41.028;-67.3265;326552;5;18-feb-09;19:57:42;32.8041;4.6925;3.9645;0.609208944067797;1;NaN;9;6.943;7;0.3755;1;6.8855;1;0.6935;1;4.885;1;256;9.93;1.41
NED2009841_44;MFD_SETNO44;41.028;-67.3265;326551;65;18-feb-09;19:57:42;32.803;4.5723;4.04101;0.882731327118644;1;32.817;1;6.902;7;0.313;1;7.68;1;0.7325;1;5.493;1;256;10.48;1.40
NED2009841_45;MFD_SETNO45;40.911;-66.9578;326554;5;18-feb-09;23:01:15;32.7201;4.4753;3.90147;0.758402971186441;1;NaN;9;7.094;7;0.248;1;9.0135;1;0.81;1;7.2645;1;256;11.13;1.24
NED2009841_45;MFD_SETNO45;40.911;-66.9578;326553;81;18-feb-09;23:01:15;32.9059;5.0096;3.97516;0.74597013559322;1;32.912;1;7.034;7;0.2785;1;8.8485;1;0.792;1;6.753;1;256;11.17;1.31
NED2009841_48;MFD_SETNO48;40.7257;-67.7452;326556;6;19-feb-09;04:27:21;32.7221;4.821;4.03778;1.20598505254237;1;NaN;9;7.259;7;0.2895;1;7.751;1;0.753;1;5.833;1;256;10.29;1.33
NED2009841_48;MFD_SETNO48;40.7257;-67.7452;326555;66;19-feb-09;04:27:21;32.7572;4.6591;4.0074;0.845432820338983;1;32.764;1;7.009;7;0.312;1;8.1435;1;0.77;1;6.125;1;256;10.58;1.33
NED2009841_51;MFD_SETNO51;40.7967;-68.3725;326558;6;19-feb-09;11:14:58;32.7345;4.5718;4.03132;1.21841788813559;1;NaN;9;7.1175;7;0.251;1;4.708;1;0.565;1;3.682;1;256;8.33;1.28
NED2009841_51;MFD_SETNO51;40.7967;-68.3725;326557;52;19-feb-09;11:14:58;32.7553;4.4586;4.0463;1.38004475084746;1;32.765;1;7.113;7;0.27;1;7.526;1;0.743;1;5.376;1;256;10.13;1.40
NED2009841_52;MFD_SETNO52;40.7513;-68.8377;326560;5;19-feb-09;14:53:00;32.7545;5.2207;3.97464;0.969761176271186;1;NaN;9;6.991;7;0.291;1;7.5485;1;0.7575;1;5.3675;1;256;9.97;1.41
NED2009841_52;MFD_SETNO52;40.7513;-68.8377;326559;65;19-feb-09;14:53:00;32.7508;5.2056;3.96686;0.72110446440678;1;32.759;1;6.965;7;0.2925;1;7.379;1;0.785;1;5.075;1;256;9.40;1.45
NED2009841_53;MFD_SETNO53;40.3515;-68.9579;326562;5;19-feb-09;18:38:23;32.7317;5.4918;3.95566;2.18817906440678;1;NaN;9;7.055;7;0.319;1;7.0095;1;0.7905;1;5.297;1;256;8.87;1.32
NED2009841_53;MFD_SETNO53;40.3515;-68.9579;326561;82;19-feb-09;18:38:23;32.7833;5.3041;3.92747;0.646507450847458;1;32.785;1;6.8095;7;0.2765;1;7.723;1;1.089;1;6.2835;1;256;7.09;1.23
NED2009841_57;MFD_SETNO57;41.0235;-68.7763;326564;5;20-feb-09;07:35:29;32.897;5.2435;3.87502;0.522179094915254;1;NaN;9;6.726;7;0.241;1;10.273;1;0.9055;1;9.1005;1;256;11.35;1.13
NED2009841_57;MFD_SETNO57;41.0235;-68.7763;326563;59;20-feb-09;07:35:29;32.894;5.2595;3.87226;0.621641779661017;1;32.889;1;6.8305;7;0.1815;1;7.63;1;0.773;1;6.9505;1;256;9.87;1.10
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326574;3;21-feb-09;12:29:28;31.1034;-0.7444;4.51521;0.247388062711864;1;31.114;1;7.773;7;0.1655;1;6.9375;1;0.831;1;7.75;1;256;8.35;0.90
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326573;7;21-feb-09;12:29:28;31.1068;-0.7378;4.50491;0.261940301694915;1;NaN;9;NaN;9;0.1355;1;6.1775;1;0.733;1;6.826;1;0;8.43;0.90
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326572;11;21-feb-09;12:29:28;31.1104;-0.7275;4.50864;0.258302241949153;1;NaN;9;NaN;9;0.1565;1;6.819;1;0.7715;1;7.434;1;0;8.84;0.92
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326571;19;21-feb-09;12:29:28;31.114;-0.7181;4.50961;0.272854480932203;1;NaN;9;NaN;9;0.159;1;6.441;1;0.744;1;7.141;1;0;8.66;0.90
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326570;29;21-feb-09;12:29:28;31.1367;-0.6612;4.50501;0.283768660169491;1;NaN;9;NaN;9;0.1515;1;6.5965;1;0.7745;1;8.0935;1;0;8.52;0.82
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326569;38;21-feb-09;12:29:28;31.2099;-0.4878;4.48849;0.298320899152542;1;31.251;1;7.651;7;0.1795;1;6.983;1;0.818;1;7.556;1;256;8.54;0.92
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326568;46;21-feb-09;12:29:28;31.3577;-0.0851;4.41261;0.251026122457627;1;NaN;9;NaN;9;0.1955;1;7.112;1;0.824;1;7.66;1;0;8.63;0.93
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326567;75;21-feb-09;12:29:28;31.494;0.3667;4.29986;0.102974424576271;1;NaN;9;NaN;9;0.125;1;7.7095;1;0.858;1;8.152;1;0;8.99;0.95
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326566;87;21-feb-09;12:29:28;31.9751;1.5003;3.95498;0.0729945288135593;1;NaN;9;NaN;9;0.1145;1;8.1545;1;0.8885;1;8.626;1;0;9.18;0.95
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326565;136;21-feb-09;12:29:28;32.7267;2.8595;3.45391;0.0703875813559322;1;32.734;1;5.914;7;0.114;1;8.1495;1;1.0845;1;8.784;1;256;7.51;0.93
NED2009841_60;MFD_SETNO60;41.6795;-69.592;326576;6;23-mar-09;11:18:46;32.8357;4.2094;4.26004;2.26283993984962;1;32.848;1;7.43;7;0.2445;1;7.791;1;0.757;1;10.0495;1;256;10.29;0.78
NED2009841_60;MFD_SETNO60;41.6795;-69.592;326575;101;23-mar-09;11:18:46;33.1058;4.8624;3.51859;3.42238178345865;1;33.106;1;6.0325;7;0.263;1;13.558;1;1.077;1;14.1735;1;256;12.59;0.96
NED2009841_65;MFD_SETNO65;41.1686;-69.094;326578;7;23-mar-09;22:55:34;32.9771;4.9199;3.79828;0.938103776616541;1;32.982;1;NaN;9;0.271;1;11.373;2;0.8775;1;10.65;1;2048;12.96;1.07
NED2009841_65;MFD_SETNO65;41.1686;-69.094;326577;114;23-mar-09;22:55:34;32.9812;4.9374;3.94949;1.00280058879699;1;32.994;1;NaN;9;0.27;1;11.431;1;0.9165;1;10.69;1;0;12.47;1.07
