CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;Q_OXY;TEMP_RT;Q_TEMP_RT;SSAL_BS;Q_SSAL;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);((none));(celsius);((none));(g/kg);((none));((none));((none));((none))
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273910;1;01-jul-05;01:14:17;31.02;12.029;5.0289;5.0289;1;12.029;1;31.02;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273909;5;01-jul-05;01:14:17;30.838;12.041;4.9722;4.9722;1;12.041;1;30.838;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273908;10;01-jul-05;01:14:17;30.96;11.559;5.0223;5.0223;1;11.559;1;30.96;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273907;20;01-jul-05;01:14:17;31.899;7.559;5.6124;5.6124;1;7.559;1;31.899;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273906;30;01-jul-05;01:14:17;31.982;4.914;5.8031;5.8031;1;4.914;1;31.982;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273905;40;01-jul-05;01:14:17;32.208;4.575;5.6371;5.6371;1;4.575;1;32.208;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273904;50;01-jul-05;01:14:17;32.103;2.802;5.3805;5.3805;1;2.802;1;32.103;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273903;75;01-jul-05;01:14:17;32.468;2.434;4.8812;4.8812;1;2.434;1;32.468;1;0;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273902;102;01-jul-05;01:14:17;32.805;3.417;4.6585;4.6585;1;3.417;1;32.805;1;0;NaN;NaN
