Filename; Pressure; Uniqueno; Variable; Values; Test failed
TEM2007686_5; 1.00; 304484; doxy; -1.51  ; Global Impossible Parameter Value
TEM2007686_5; 1.00; 304484; doxy; -1.51  ; Regional Impossible Parameter Value
TEM2007686_6; 1.00; 304485; doxy; -1.31  ; Global Impossible Parameter Value
TEM2007686_6; 1.00; 304485; doxy; -1.31  ; Regional Impossible Parameter Value
TEM2007686_9; 206.00; 304488; temp; 34.27; Impossible Parameter Value in Profile
TEM2007686_9; -5 to 5 m; NaN; temp; 32.06  ; Out of TS Climatology by more than 3*std in box(es) 8 (1.03 ± 2.52)
TEM2007686_9; -5 to 5 m; NaN; psal; 6.24  ; Out of TS Climatology by more than 3*std in box(es) 8 (32.07 ± 0.84)
TEM2007686_9; 190 to 210 m; NaN; psal; 4.62  ; Out of TS Climatology by more than 3*std in box(es) 8 (34.16 ± 1.08)
TEM2007686_34; 5 to 15 m; NaN; psal; 32.37  ; Out of TS Climatology by more than 3*std in box(es) 3 (31.87 ± 0.45)
TEM2007686_35; 5 to 15 m; NaN; psal; 32.46  ; Out of TS Climatology by more than 3*std in box(es) 3 (31.87 ± 0.45)
TEM2007686_46; 127.00; 304549; temp; 33.18; Impossible Parameter Value in Profile
TEM2007686_46; 5 to 15 m; NaN; temp; 31.66  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.09 ± 2.73)
TEM2007686_46; 5 to 15 m; NaN; psal; 6.44  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.57 ± 0.87)
TEM2007686_47; 174.00; 304551; doxy; -0.64  ; Global Impossible Parameter Value
TEM2007686_47; 174.00; 304551; doxy; -0.64  ; Regional Impossible Parameter Value
TEM2007686_47; 174.00; 304551; temp; 33.38; Impossible Parameter Value in Profile
TEM2007686_47; -5 to 5 m; NaN; temp; 31.67  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_47; -5 to 5 m; NaN; psal; 6.42  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_48; 84.00; 304553; doxy; -0.64  ; Global Impossible Parameter Value
TEM2007686_48; 84.00; 304553; doxy; -0.64  ; Regional Impossible Parameter Value
TEM2007686_48; 84.00; 304553; temp; 32.85; Impossible Parameter Value in Profile
TEM2007686_48; -5 to 5 m; NaN; temp; 31.39  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_48; -5 to 5 m; NaN; psal; 6.30  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_49; 72.00; 304555; doxy; -1.34  ; Global Impossible Parameter Value
TEM2007686_49; 72.00; 304555; doxy; -1.34  ; Regional Impossible Parameter Value
TEM2007686_49; 72.00; 304555; temp; 32.07; Impossible Parameter Value in Profile
TEM2007686_49; -5 to 5 m; NaN; temp; 31.01  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_49; -5 to 5 m; NaN; psal; 6.51  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_49; 70 to 80 m; NaN; psal; 5.71  ; Out of TS Climatology by more than 3*std in box(es) 5 (32.18 ± 0.75)
TEM2007686_50; 81.00; 304557; temp; 32.35; Impossible Parameter Value in Profile
TEM2007686_50; -5 to 5 m; NaN; temp; 31.15  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_50; -5 to 5 m; NaN; psal; 6.56  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_51; 174.00; 304559; doxy; -1.21  ; Global Impossible Parameter Value
TEM2007686_51; 174.00; 304559; doxy; -1.21  ; Regional Impossible Parameter Value
TEM2007686_51; 174.00; 304559; temp; 32.56; Impossible Parameter Value in Profile
TEM2007686_51; 5 to 15 m; NaN; temp; 31.85  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.09 ± 2.73)
TEM2007686_51; 5 to 15 m; NaN; psal; 6.44  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.57 ± 0.87)
TEM2007686_52; 286.00; 304561; doxy; -0.39  ; Global Impossible Parameter Value
TEM2007686_52; 286.00; 304561; doxy; -0.39  ; Regional Impossible Parameter Value
TEM2007686_52; 286.00; 304561; temp; 32.70; Impossible Parameter Value in Profile
TEM2007686_52; 5 to 15 m; NaN; temp; 31.42  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.09 ± 2.73)
TEM2007686_52; 5 to 15 m; NaN; psal; 6.50  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.57 ± 0.87)
TEM2007686_53; 107.00; 304563; doxy; -0.92  ; Global Impossible Parameter Value
TEM2007686_53; 107.00; 304563; doxy; -0.92  ; Regional Impossible Parameter Value
TEM2007686_53; 107.00; 304563; temp; 32.31; Impossible Parameter Value in Profile
TEM2007686_53; -5 to 5 m; NaN; temp; 31.57  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_53; -5 to 5 m; NaN; psal; 6.35  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_53; 90 to 110 m; NaN; psal; 5.27  ; Out of TS Climatology by more than 3*std in box(es) 5 (32.50 ± 0.84)
TEM2007686_54; 227.00; 304565; doxy; -0.56  ; Global Impossible Parameter Value
TEM2007686_54; 227.00; 304565; doxy; -0.56  ; Regional Impossible Parameter Value
TEM2007686_54; 227.00; 304565; temp; 32.56; Impossible Parameter Value in Profile
TEM2007686_54; 5 to 15 m; NaN; temp; 31.31  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.09 ± 2.73)
TEM2007686_54; 5 to 15 m; NaN; psal; 6.61  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.57 ± 0.87)
TEM2007686_55; 53.00; 304567; doxy; -1.06  ; Global Impossible Parameter Value
TEM2007686_55; 53.00; 304567; doxy; -1.06  ; Regional Impossible Parameter Value
TEM2007686_55; 53.00; 304567; temp; 31.83; Impossible Parameter Value in Profile
TEM2007686_55; -5 to 5 m; NaN; temp; 31.20  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_55; -5 to 5 m; NaN; psal; 6.39  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_55; 45 to 55 m; NaN; psal; 6.15  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.83 ± 0.60)
TEM2007686_56; 96.00; 304569; doxy; -1.26  ; Global Impossible Parameter Value
TEM2007686_56; 96.00; 304569; doxy; -1.26  ; Regional Impossible Parameter Value
TEM2007686_56; 96.00; 304569; temp; 32.27; Impossible Parameter Value in Profile
TEM2007686_56; 5 to 15 m; NaN; temp; 31.22  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.09 ± 2.73)
TEM2007686_56; 5 to 15 m; NaN; psal; 6.52  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.57 ± 0.87)
TEM2007686_56; 90 to 110 m; NaN; psal; 5.72  ; Out of TS Climatology by more than 3*std in box(es) 5 (32.50 ± 0.84)
TEM2007686_57; 5.00; 304572; doxy; -1.37  ; Global Impossible Parameter Value
TEM2007686_57; 31.00; 304571; doxy; -1.20  ; Global Impossible Parameter Value
TEM2007686_57; 5.00; 304572; doxy; -1.37  ; Regional Impossible Parameter Value
TEM2007686_57; 31.00; 304571; doxy; -1.20  ; Regional Impossible Parameter Value
TEM2007686_57; -5 to 5 m; NaN; temp; 30.99  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.24 ± 2.73)
TEM2007686_57; 25 to 35 m; NaN; temp; 31.12  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.27 ± 2.58)
TEM2007686_57; -5 to 5 m; NaN; psal; 6.65  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.68 ± 0.69)
TEM2007686_57; 25 to 35 m; NaN; psal; 6.57  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.66 ± 0.69)
TEM2007686_58; 88.00; 304573; doxy; -1.35  ; Global Impossible Parameter Value
TEM2007686_58; 88.00; 304573; doxy; -1.35  ; Regional Impossible Parameter Value
TEM2007686_58; 88.00; 304573; temp; 32.17; Impossible Parameter Value in Profile
TEM2007686_58; 5 to 15 m; NaN; temp; 30.65  ; Out of TS Climatology by more than 3*std in box(es) 5 (0.09 ± 2.73)
TEM2007686_58; 5 to 15 m; NaN; psal; 6.70  ; Out of TS Climatology by more than 3*std in box(es) 5 (31.57 ± 0.87)
TEM2007686_59; 120.00; 304575; doxy; -1.49  ; Global Impossible Parameter Value
TEM2007686_59; 120.00; 304575; doxy; -1.49  ; Regional Impossible Parameter Value
TEM2007686_59; 120.00; 304575; temp; 32.46; Impossible Parameter Value in Profile
TEM2007686_59; 5 to 15 m; NaN; temp; 30.54  ; Out of TS Climatology by more than 3*std in box(es) 6 (0.02 ± 1.98)
TEM2007686_59; 5 to 15 m; NaN; psal; 6.87  ; Out of TS Climatology by more than 3*std in box(es) 6 (31.33 ± 1.08)
TEM2007686_60; 117.00; 304577; temp; 32.28; Impossible Parameter Value in Profile
TEM2007686_60; 5 to 15 m; NaN; temp; 31.02  ; Out of TS Climatology by more than 3*std in box(es) 7 (0.62 ± 4.83)
TEM2007686_60; 5 to 15 m; NaN; psal; 6.77  ; Out of TS Climatology by more than 3*std in box(es) 7 (31.59 ± 1.23)
TEM2007686_61; 168.00; 304579; doxy; -1.06  ; Global Impossible Parameter Value
TEM2007686_61; 168.00; 304579; doxy; -1.06  ; Regional Impossible Parameter Value
TEM2007686_61; 168.00; 304579; temp; 32.57; Impossible Parameter Value in Profile
TEM2007686_61; 5 to 15 m; NaN; temp; 30.92  ; Out of TS Climatology by more than 3*std in box(es) 7 (0.62 ± 4.83)
TEM2007686_61; 5 to 15 m; NaN; psal; 6.73  ; Out of TS Climatology by more than 3*std in box(es) 7 (31.59 ± 1.23)
TEM2007686_62; 6.00; 304582; doxy; -0.70  ; Global Impossible Parameter Value
TEM2007686_62; 37.00; 304581; doxy; -1.16  ; Global Impossible Parameter Value
TEM2007686_62; 6.00; 304582; doxy; -0.70  ; Regional Impossible Parameter Value
TEM2007686_62; 37.00; 304581; doxy; -1.16  ; Regional Impossible Parameter Value
TEM2007686_62; 5 to 15 m; NaN; temp; 31.18  ; Out of TS Climatology by more than 3*std in box(es) 7 (0.62 ± 4.83)
TEM2007686_62; 5 to 15 m; NaN; psal; 6.70  ; Out of TS Climatology by more than 3*std in box(es) 7 (31.59 ± 1.23)
TEM2007686_63; 86.00; 304583; doxy; -0.68  ; Global Impossible Parameter Value
TEM2007686_63; 86.00; 304583; doxy; -0.68  ; Regional Impossible Parameter Value
