CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_03;Q_OXY;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
TEL2005546_1;MFD_SETNO1;44.643733;61.772133;272756;5;08-mar-05;08:29:00;31.159;-0.555;4.8223;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEL2005546_1;MFD_SETNO1;44.643733;61.772133;272755;25;08-mar-05;08:29:00;31.243;-0.435;5.4817;0.507705426356589;1;NaN;9;NaN;9;5.3725;1;0.7745;1;6.5915;1;0;6.94;0.82
TEL2005546_1;MFD_SETNO1;44.643733;61.772133;272754;50;08-mar-05;08:29:00;31.885;1.381;4.9981;0.157504069767442;1;NaN;9;NaN;9;6.603;1;0.8485;1;6.985;1;0;7.78;0.95
TEL2005546_1;MFD_SETNO1;44.643733;61.772133;272753;148;08-mar-05;08:29:00;33.814;6.143;2.5375;0.0450011627906977;1;33.854;1;4.393;7;15.985;1;1.3915;1;17.646;1;256;11.49;0.91
TEL2005546_2;MFD_SETNO2;44.71225;61.234217;272760;5;08-mar-05;11:44:16;31.184;-0.477;4.3381;0.42471511627907;1;31.214;1;8.3655;7;5.5815;1;0.806;1;7.0495;1;256;6.92;0.79
TEL2005546_2;MFD_SETNO2;44.71225;61.234217;272759;25;08-mar-05;11:44:16;31.205;-0.46;4.8471;0.429596899224806;1;NaN;9;NaN;9;5.59;1;0.801;1;7.1735;1;0;6.98;0.78
TEL2005546_2;MFD_SETNO2;44.71225;61.234217;272758;50;08-mar-05;11:44:16;31.729;0.83;4.6496;0.197312790697674;1;NaN;9;NaN;9;6.589;1;0.871;1;7.178;1;0;7.56;0.92
TEL2005546_2;MFD_SETNO2;44.71225;61.234217;272757;96;08-mar-05;11:44:16;32.085;1.746;4.0758;0.0796174418604651;1;32.107;1;7.231;7;7.116;1;0.9075;1;7.8035;1;256;7.84;0.91
