Filename; Pressure; Uniqueno; Variable; Values; Test failed
TEM2008830_5; 27.00 to 50.00; 321165, 321164; psal; 35.25  32.14  ; Gradient or Inversion too high
TEM2008830_5; 25 to 35 m; NaN; psal; 35.25  ; Out of TS Climatology by more than 3*std in box(es) 15 (31.92 ± 0.96)
TEM2008830_6; 15 to 25 m; NaN; psal; 34.67  ; Out of TS Climatology by more than 3*std in box(es) 15 (31.58 ± 1.23)
TEM2008830_6; 45 to 55 m; NaN; psal; 34.73  ; Out of TS Climatology by more than 3*std in box(es) 15 (32.31 ± 0.84)
TEM2008830_7; 25 to 35 m; NaN; psal; 33.82  ; Out of TS Climatology by more than 3*std in box(es) 12 (32.08 ± 0.81)
TEM2008830_7; 45 to 55 m; NaN; psal; 35.43  ; Out of TS Climatology by more than 3*std in box(es) 12 (32.57 ± 0.75)
TEM2008830_27; 45 to 55 m; NaN; psal; 33.42  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
TEM2008830_34; 45 to 55 m; NaN; psal; 33.41  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
TEM2008830_38; -5 to 5 m; NaN; psal; 32.69  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.82 ± 0.84)
TEM2008830_43; -5 to 5 m; NaN; temp; 13.58  ; Out of TS Climatology by more than 3*std in box(es) 24 (9.41 ± 3.12)
TEM2008830_67; -5 to 5 m; NaN; temp; 14.14  ; Out of TS Climatology by more than 3*std in box(es) 53 (10.42 ± 3.69)
TEM2008830_67; 25 to 35 m; NaN; temp; 12.16  ; Out of TS Climatology by more than 3*std in box(es) 53 (8.61 ± 3.39)
TEM2008830_68; 5 to 15 m; NaN; temp; 13.58  ; Out of TS Climatology by more than 3*std in box(es) 53 (10.04 ± 3.42)
TEM2008830_72; 5 to 15 m; NaN; temp; 15.70  ; Out of TS Climatology by more than 3*std in box(es) 25 (10.69 ± 4.17)
TEM2008830_73; 15 to 25 m; NaN; psal; 32.75  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
TEM2008830_73; 45 to 55 m; NaN; psal; 33.38  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
