CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;Q_OXY;TEMP_RT;Q_TEMP_RT;SSAL_BS;Q_SSAL;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);((none));(celsius);((none));(g/kg);((none));((none));((none));((none))
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353010;4;05-feb-11;14:16:03;30.2818;1.977;NaN;NaN;9;1.977;1;30.2818;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353009;6;05-feb-11;14:16:03;30.3818;1.979;NaN;NaN;9;1.979;1;30.3818;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353008;10;05-feb-11;14:16:03;30.6218;1.98;NaN;NaN;9;1.98;1;30.6218;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353007;20;05-feb-11;14:16:03;31.0118;2.2978;NaN;NaN;9;2.2978;1;31.0118;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353006;30;05-feb-11;14:16:03;31.0444;2.35;NaN;NaN;9;2.35;1;31.0444;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353005;40;05-feb-11;14:16:03;31.067;2.4054;NaN;NaN;9;2.4054;1;31.067;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353004;50;05-feb-11;14:16:03;31.0821;2.42;NaN;NaN;9;2.42;1;31.0821;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353003;76;05-feb-11;14:16:03;31.4512;2.516;NaN;NaN;9;2.516;1;31.4512;1;0;NaN;NaN
NED2011002_0;MFD_SETNO0;44.27;-63.3183;353002;102;05-feb-11;14:16:03;31.5363;2.7378;NaN;NaN;9;2.7378;1;31.5363;1;0;NaN;NaN
