Filename; Pressure; Uniqueno; Variable; Values; Test failed
TEL2005633_28; 25.00 to 50.00; 274537, 274536; psal; 35.10  32.35  ; Gradient or Inversion too high
TEL2005633_30; 25.00 to 50.00; 274545, 274544; psal; 35.44  32.06  ; Gradient or Inversion too high
TEL2005633_31; 25.00 to 50.00; 274549, 274548; psal; 34.64  32.11  ; Gradient or Inversion too high
TEL2005633_32; 25.00 to 50.00; 274553, 274552; psal; 35.66  32.21  ; Gradient or Inversion too high
TEL2005633_42; 25.00 to 50.00; 274589, 274588; psal; 35.01  32.10  ; Gradient or Inversion too high
TEL2005633_43; 25.00 to 50.00; 274593, 274592; psal; 35.17  32.09  ; Gradient or Inversion too high
TEL2005633_49; 25.00 to 50.00; 274617, 274616; psal; 35.34  32.33  ; Gradient or Inversion too high
TEL2005633_52; 25.00 to 50.00; 274633, 274632; psal; 35.24  32.44  ; Gradient or Inversion too high
TEL2005633_53; 25.00 to 50.00; 274640, 274639; psal; 36.47  33.71  ; Gradient or Inversion too high
TEL2005633_54; 25.00; 274645; psal; 37.65  ; Regional Impossible Parameter Value
TEL2005633_56; 25.00 to 50.00; 274653, 274652; psal; 36.85  32.71  ; Gradient or Inversion too high
TEL2005633_57; 25.00 to 50.00; 274657, 274656; psal; 36.13  32.52  ; Gradient or Inversion too high
TEL2005633_60; 25.00 to 50.00; 274669, 274668; psal; 36.79  32.07  ; Gradient or Inversion too high
TEL2005633_61; 25.00 to 50.00; 274673, 274672; psal; 35.95  32.04  ; Gradient or Inversion too high
TEL2005633_62; 25.00 to 50.00; 274677, 274676; psal; 34.70  31.98  ; Gradient or Inversion too high
TEL2005633_65; 25.00 to 50.00; 274685, 274684; psal; 35.13  31.88  ; Gradient or Inversion too high
TEL2005633_71; 25.00 to 50.00; 274709, 274708; psal; 36.60  32.06  ; Gradient or Inversion too high
TEL2005633_76; 25.00 to 50.00; 274728, 274727; psal; 36.55  32.22  ; Gradient or Inversion too high
TEL2005633_82; 25.00 to 50.00; 274751, 274750; psal; 35.34  32.55  ; Gradient or Inversion too high
TEL2005633_84; 25.00 to 50.00; 274759, 274758; psal; 36.17  33.04  ; Gradient or Inversion too high
TEL2005633_87; 25.00 to 50.00; 274771, 274770; psal; 35.07  32.27  ; Gradient or Inversion too high
TEL2005633_88; 25.00 to 50.00; 274775, 274774; psal; 36.52  32.37  ; Gradient or Inversion too high
TEL2005633_89; 25.00 to 50.00; 274779, 274778; psal; 35.45  32.68  ; Gradient or Inversion too high
TEL2005633_90; 25.00 to 50.00; 274783, 274782; psal; 36.56  33.88  ; Gradient or Inversion too high
TEL2005633_92; 25.00 to 50.00; 274791, 274790; psal; 36.68  34.04  ; Gradient or Inversion too high
TEL2005633_104; 25.00 to 50.00; 274829, 274828; psal; 36.61  33.15  ; Gradient or Inversion too high
TEL2005633_106; 25.00; 274839; psal; 37.50  ; Regional Impossible Parameter Value
TEL2005633_109; 25.00 to 50.00; 274855, 274854; psal; 36.55  33.04  ; Gradient or Inversion too high
TEL2005633_114; 25.00 to 50.00; 274879, 274878; psal; 36.09  33.52  ; Gradient or Inversion too high
TEL2005633_116; 25.00 to 50.00; 274887, 274886; psal; 36.52  32.78  ; Gradient or Inversion too high
TEL2005633_118; 25.00 to 50.00; 274895, 274894; psal; 36.39  32.67  ; Gradient or Inversion too high
TEL2005633_119; 25.00; 274899; psal; 37.14  ; Regional Impossible Parameter Value
TEL2005633_120; 25.00; 274903; psal; 37.50  ; Regional Impossible Parameter Value
TEL2005633_122; 30.00 to 40.00; 274910, 274909; psal; 33.57  32.09  ; Gradient or Inversion too high
