Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2010027_4; 15 to 25 m; NaN; temp; 2.80  ; Out of TS Climatology by more than 3*std in box(es) 12 (9.33 ± 5.94)
NED2010027_14; 5 to 15 m; NaN; temp; 15.37  ; Out of TS Climatology by more than 3*std in box(es) 14 (10.38 ± 4.74)
NED2010027_16; -5 to 5 m; NaN; temp; 17.18  ; Out of TS Climatology by more than 3*std in box(es) 19 (13.09 ± 3.75)
NED2010027_17; -5 to 5 m; NaN; temp; 17.56  ; Out of TS Climatology by more than 3*std in box(es) 19 (13.09 ± 3.75)
NED2010027_20; 5 to 15 m; NaN; temp; 17.76  ; Out of TS Climatology by more than 3*std in box(es) 18 (12.34 ± 5.22)
NED2010027_25; 25 to 35 m; NaN; temp; 12.67  ; Out of TS Climatology by more than 3*std in box(es) 23 (8.15 ± 3.21)
NED2010027_26; 45 to 55 m; NaN; psal; 31.84  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2010027_32; 5 to 15 m; NaN; temp; 17.04  ; Out of TS Climatology by more than 3*std in box(es) 26 (13.41 ± 3.48)
NED2010027_33; 45 to 55 m; NaN; psal; 33.54  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2010027_34; 25 to 35 m; NaN; temp; 15.62  ; Out of TS Climatology by more than 3*std in box(es) 22 (7.85 ± 6.42)
NED2010027_37; -5 to 5 m; NaN; temp; 15.94  ; Out of TS Climatology by more than 3*std in box(es) 25 (11.57 ± 4.23)
NED2010027_48; -5 to 5 m; NaN; temp; 14.11  ; Out of TS Climatology by more than 3*std in box(es) 55 (10.55 ± 2.67)
NED2010027_54; -5 to 5 m; NaN; temp; 13.40  ; Out of TS Climatology by more than 3*std in box(es) 55 (10.55 ± 2.67)
NED2010027_55; -5 to 5 m; NaN; temp; 14.20  ; Out of TS Climatology by more than 3*std in box(es) 55 (10.55 ± 2.67)
NED2010027_63; 25 to 35 m; NaN; temp; 13.48  ; Out of TS Climatology by more than 3*std in box(es) 25 (8.79 ± 3.03)
NED2010027_72; -5 to 5 m; NaN; temp; 18.50  ; Out of TS Climatology by more than 3*std in box(es) 26 (14.58 ± 3.30)
NED2010027_73; -5 to 5 m; NaN; temp; 18.72  ; Out of TS Climatology by more than 3*std in box(es) 26 (14.58 ± 3.30)
NED2010027_74; 5 to 15 m; NaN; temp; 17.30  ; Out of TS Climatology by more than 3*std in box(es) 26 (13.41 ± 3.48)
NED2010027_75; 45 to 55 m; NaN; psal; 33.62  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2010027_76; 15 to 25 m; NaN; psal; 32.76  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2010027_77; 45 to 55 m; NaN; psal; 34.03  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.58 ± 0.66)
NED2010027_78; 5 to 15 m; NaN; psal; 31.06  ; Out of TS Climatology by more than 3*std in box(es) 22 (31.91 ± 0.69)
NED2010027_80; 15 to 25 m; NaN; psal; 31.24  ; Out of TS Climatology by more than 3*std in box(es) 22 (32.02 ± 0.72)
NED2010027_83; 45 to 55 m; NaN; psal; 33.74  ; Out of TS Climatology by more than 3*std in box(es) 17 (32.20 ± 1.32)
NED2010027_86; 15 to 25 m; NaN; temp; 3.56  ; Out of TS Climatology by more than 3*std in box(es) 33 (11.85 ± 7.20)
NED2010027_92; 5 to 15 m; NaN; temp; 19.14  ; Out of TS Climatology by more than 3*std in box(es) 10 (13.29 ± 5.19)
NED2010027_96; 5 to 15 m; NaN; temp; 19.35  ; Out of TS Climatology by more than 3*std in box(es) 11 (13.48 ± 5.82)
NED2010027_97; 5 to 15 m; NaN; temp; 19.33  ; Out of TS Climatology by more than 3*std in box(es) 11 (13.48 ± 5.82)
NED2010027_105; -5 to 5 m; NaN; temp; 19.98  ; Out of TS Climatology by more than 3*std in box(es) 12 (14.77 ± 5.07)
NED2010027_107; -5 to 5 m; NaN; temp; 19.67  ; Out of TS Climatology by more than 3*std in box(es) 7 (14.13 ± 4.65)
NED2010027_108; -5 to 5 m; NaN; temp; 19.32  ; Out of TS Climatology by more than 3*std in box(es) 7 (14.13 ± 4.65)
NED2010027_109; -5 to 5 m; NaN; temp; 19.13  ; Out of TS Climatology by more than 3*std in box(es) 7 (14.13 ± 4.65)
