CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2003003_88;MFD_SETNO88;43.6175;61.327167;256992;5;17-mar-03;11:31:23;32.235;1.763;4.8694;13.0966426446281;1;32.235;1;8.449;7;256;NaN;NaN
NED2003003_88;MFD_SETNO88;43.6175;61.327167;256991;25;17-mar-03;11:31:23;32.235;1.762;4.9753;12.2781024793388;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_88;MFD_SETNO88;43.6175;61.327167;256990;56;17-mar-03;11:31:23;32.236;1.757;5.0282;13.5059127272727;1;32.24;1;8.4385;7;256;NaN;NaN
NED2003003_89;MFD_SETNO89;43.457;61.391667;256996;5;17-mar-03;13:13:42;32.633;2.976;4.489;2.17422904958678;1;32.629;1;7.28;7;256;NaN;NaN
NED2003003_89;MFD_SETNO89;43.457;61.391667;256995;25;17-mar-03;13:13:42;32.119;1.19;4.8927;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_89;MFD_SETNO89;43.457;61.391667;256994;50;17-mar-03;13:13:42;32.12;1.202;4.9788;11.8688323966942;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_89;MFD_SETNO89;43.457;61.391667;256993;78;17-mar-03;13:13:42;32.118;1.171;5.0131;8.32972743801653;1;32.118;1;8.502;7;256;NaN;NaN
NED2003003_90;MFD_SETNO90;43.433167;61.234667;256999;5;17-mar-03;14:39:40;31.746;-1.243;4.4989;0.558015867768595;1;31.752;1;8.4325;7;256;NaN;NaN
NED2003003_90;MFD_SETNO90;43.433167;61.234667;256998;25;17-mar-03;14:39:40;31.754;-1.154;4.6637;0.529870330578512;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_90;MFD_SETNO90;43.433167;61.234667;256997;68;17-mar-03;14:39:40;31.834;-0.868;4.6983;0.553120991735537;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_91;MFD_SETNO91;43.3125;61.032;181010;1;17-mar-03;16:32:05;32.123;1.149;4.8113;15.9615332231405;1;32.13;1;8.6695;7;256;NaN;NaN
NED2003003_91;MFD_SETNO91;43.3125;61.032;181009;25;17-mar-03;16:32:05;32.18;1.481;4.8976;14.324452892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_91;MFD_SETNO91;43.3125;61.032;181008;50;17-mar-03;16:32:05;32.332;2.029;4.698;7.0915247107438;1;32.339;1;7.7815;7;256;NaN;NaN
NED2003003_91;MFD_SETNO91;43.3125;61.032;257000;130;17-mar-03;16:32:05;32.174;0.284;4.9651;12.6873725619835;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_92;MFD_SETNO92;43.269667;60.911333;181014;5;17-mar-03;19:21:00;34.981;7.742;3.0708;0.0956692561983471;1;34.973;1;9.1545;7;256;NaN;NaN
NED2003003_92;MFD_SETNO92;43.269667;60.911333;181013;25;17-mar-03;19:21:00;33.693;5.82;4.5169;0.477250413223141;1;33.496;7;6.548;7;256;NaN;NaN
NED2003003_92;MFD_SETNO92;43.269667;60.911333;181012;50;17-mar-03;19:21:00;32.037;0.47;4.7593;13.0966426446281;1;32.17;7;9.1065;3;272;NaN;NaN
NED2003003_92;MFD_SETNO92;43.269667;60.911333;181011;284;17-mar-03;19:21:00;32.126;0.274;5.0113;15.1429930578512;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_93;MFD_SETNO93;43.302;61.172667;181018;5;17-mar-03;22:34:24;34.297;7.564;3.8026;0.195795041322314;1;34.307;7;5.299;7;768;NaN;NaN
NED2003003_93;MFD_SETNO93;43.302;61.172667;181017;25;17-mar-03;22:34:24;32.231;0.199;5.0663;13.9151828099174;1;32.232;7;4.219;1;512;NaN;NaN
NED2003003_93;MFD_SETNO93;43.302;61.172667;181016;50;17-mar-03;22:34:24;32.412;0.171;5.0855;6.86639694214876;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_93;MFD_SETNO93;43.302;61.172667;181015;164;17-mar-03;22:34:24;32.662;0.875;4.9994;1.06929297520661;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_94;MFD_SETNO94;43.338833;61.324167;181021;25;18-mar-03;01:03:47;32.129;0.36;4.8963;16.3708033057851;1;32.124;1;9.1575;7;256;NaN;NaN
NED2003003_94;MFD_SETNO94;43.338833;61.324167;181020;50;18-mar-03;01:03:47;32.199;0.227;4.9268;13.0966426446281;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_94;MFD_SETNO94;43.338833;61.324167;181019;73;18-mar-03;01:03:47;32.521;0.629;4.7984;1.60393946280992;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_95;MFD_SETNO95;43.0565;61.590333;181025;5;18-mar-03;04:38:39;34.995;7.89;2.7672;0.155905454545455;1;34.991;1;4.0565;7;256;NaN;NaN
NED2003003_95;MFD_SETNO95;43.0565;61.590333;181024;25;18-mar-03;04:38:39;32.092;0.607;4.9545;15.9615332231405;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_95;MFD_SETNO95;43.0565;61.590333;181023;50;18-mar-03;04:38:39;32.126;1.083;5.085;7.65434413223141;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_95;MFD_SETNO95;43.0565;61.590333;181022;295;18-mar-03;04:38:39;32.83;3.142;4.5191;0.891077479338843;1;32.846;1;7.0085;7;256;NaN;NaN
NED2003003_96;MFD_SETNO96;43.063;61.817333;181029;1;18-mar-03;06:49:30;33.495;5.284;4.3288;0.477250413223141;1;33.489;1;6.512;7;256;NaN;NaN
NED2003003_96;MFD_SETNO96;43.063;61.817333;181028;25;18-mar-03;06:49:30;32.203;0.819;4.6456;13.0966426446281;1;32.219;1;9.114;7;256;NaN;NaN
NED2003003_96;MFD_SETNO96;43.063;61.817333;181027;50;18-mar-03;06:49:30;32.284;0.602;4.7385;14.324452892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_96;MFD_SETNO96;43.063;61.817333;181026;106;18-mar-03;06:49:30;32.344;0.668;4.7468;12.2781024793388;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_97;MFD_SETNO97;43.147667;62.087667;181033;1;18-mar-03;08:53:57;33.42;5.364;4.6281;0.784148181818182;1;33.416;1;6.934;7;256;NaN;NaN
NED2003003_97;MFD_SETNO97;43.147667;62.087667;181032;25;18-mar-03;08:53:57;32.147;0.841;4.8247;14.7337229752066;1;32.142;1;8.937;7;256;NaN;NaN
NED2003003_97;MFD_SETNO97;43.147667;62.087667;181031;50;18-mar-03;08:53:57;32.23;0.806;5.0616;14.7337229752066;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_97;MFD_SETNO97;43.147667;62.087667;181030;103;18-mar-03;08:53:57;32.52;1.303;4.9078;2.24551524793388;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_98;MFD_SETNO98;43.319;61.708833;181037;5;18-mar-03;11:42:15;33.466;5.832;4.4352;1.28315157024793;1;33.461;1;6.6645;7;256;NaN;NaN
NED2003003_98;MFD_SETNO98;43.319;61.708833;181036;25;18-mar-03;11:42:15;32.251;1.236;4.901;13.5059127272727;1;32.249;1;8.854;7;256;NaN;NaN
NED2003003_98;MFD_SETNO98;43.319;61.708833;181035;50;18-mar-03;11:42:15;32.32;1.279;5.1216;13.5059127272727;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_98;MFD_SETNO98;43.319;61.708833;181034;86;18-mar-03;11:42:15;32.546;1.908;5.0144;4.55693780991736;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_99;MFD_SETNO99;43.4795;61.687167;181041;5;18-mar-03;13:25:15;33.012;4.417;4.5476;3.2643526446281;1;33.012;1;7.0595;7;256;NaN;NaN
NED2003003_99;MFD_SETNO99;43.4795;61.687167;181040;25;18-mar-03;13:25:15;32.148;1.278;5.1044;13.9151828099174;1;32.15;1;9.15;7;256;NaN;NaN
NED2003003_99;MFD_SETNO99;43.4795;61.687167;181039;50;18-mar-03;13:25:15;32.211;1.202;5.0884;14.324452892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_99;MFD_SETNO99;43.4795;61.687167;181038;73;18-mar-03;13:25:15;32.449;2.484;4.9649;15.5522631404959;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181045;1;18-mar-03;15:49:54;33.564;6.02;4.8629;0.712861983471075;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181044;25;18-mar-03;15:49:54;34.642;9.554;4.0021;0.31816694214876;1;34.598;7;5.477;7;768;NaN;NaN
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181043;50;18-mar-03;15:49:54;31.715;-1.163;5.0494;0.562910743801653;1;31.718;7;8.35;7;768;NaN;NaN
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181042;102;18-mar-03;15:49:54;31.746;-1.084;5.1396;0.550673553719008;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181049;1;18-mar-03;18:05:10;33.273;4.959;4.991;0.855434380165289;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181048;25;18-mar-03;18:05:10;34.662;9.559;4.002;0.354878512396694;1;34.653;1;5.544;7;256;NaN;NaN
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181047;50;18-mar-03;18:05:10;32.358;1.389;4.9076;14.7337229752066;1;32.369;1;8.9645;7;256;NaN;NaN
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181046;103;18-mar-03;18:05:10;32.369;1.373;5.1092;15.5522631404959;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181053;1;18-mar-03;19:20:44;33.037;4.416;5.1323;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181052;25;18-mar-03;19:20:44;34.429;8.947;4.0657;0.330404132231405;1;34.425;1;5.5735;7;256;NaN;NaN
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181051;50;18-mar-03;19:20:44;32.4;1.492;5.2015;13.0966426446281;1;32.408;1;9.0765;3;16;NaN;NaN
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181050;94;18-mar-03;19:20:44;32.421;1.496;5.2914;14.7337229752066;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181057;5;19-mar-03;21:17:08;31.936;0.45;4.8734;1.31879466942149;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181056;25;19-mar-03;21:17:08;34.981;9.854;3.0713;0.053934958677686;1;34.971;7;3.6725;1;512;NaN;NaN
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181055;50;19-mar-03;21:17:08;32.422;1.953;5.0498;10.6410221487603;1;32.425;7;8.7365;7;768;NaN;NaN
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181054;145;19-mar-03;21:17:08;32.423;1.952;5.1791;12.6873725619835;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_105;MFD_SETNO105;43.514;62.868;181061;5;19-mar-03;23:24:03;31.827;0.108;5.1252;1.67522566115702;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_105;MFD_SETNO105;43.514;62.868;181060;25;19-mar-03;23:24:03;34.961;9.879;3.3444;0.0574782644628099;1;34.947;7;3.666;1;512;NaN;NaN
NED2003003_105;MFD_SETNO105;43.514;62.868;181059;50;19-mar-03;23:24:03;31.919;0.407;4.7825;1.28315157024793;1;31.929;7;8.1245;7;768;NaN;NaN
NED2003003_105;MFD_SETNO105;43.514;62.868;181058;117;19-mar-03;23:24:03;31.921;0.419;4.859;0.855434380165289;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_106;MFD_SETNO106;43.423333;63.091167;181065;5;20-mar-03;01:34:19;32.033;0.56;4.8715;0.269218181818182;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_106;MFD_SETNO106;43.423333;63.091167;181064;25;20-mar-03;01:34:19;35.055;10.568;3.4782;0.0531495867768595;1;35.041;7;4.1645;1;512;NaN;NaN
NED2003003_106;MFD_SETNO106;43.423333;63.091167;181063;50;20-mar-03;01:34:19;31.824;0.076;5.0201;1.96037045454545;1;31.822;7;8.2435;7;768;NaN;NaN
NED2003003_106;MFD_SETNO106;43.423333;63.091167;181062;133;20-mar-03;01:34:19;31.822;0.087;5.0998;1.78215495867769;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_107;MFD_SETNO107;43.39;62.834833;181069;5;20-mar-03;03:26:01;31.872;0.262;5.0292;1.10493607438017;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_107;MFD_SETNO107;43.39;62.834833;181068;25;20-mar-03;03:26:01;34.646;9.411;3.5671;0.0500446280991736;1;34.628;7;3.8915;1;512;NaN;NaN
NED2003003_107;MFD_SETNO107;43.39;62.834833;181067;50;20-mar-03;03:26:01;31.7;-0.391;4.8838;0.758705785123967;1;31.71;7;8.2215;7;768;NaN;NaN
NED2003003_107;MFD_SETNO107;43.39;62.834833;181066;99;20-mar-03;03:26:01;31.72;-0.496;4.9868;0.734231404958678;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_108;MFD_SETNO108;43.348333;62.604;181073;5;20-mar-03;05:25:11;32.687;4.068;5.2422;1.63958256198347;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_108;MFD_SETNO108;43.348333;62.604;181072;25;20-mar-03;05:25:11;34.566;9.592;3.6995;0.124015702479339;1;34.556;7;4.5165;1;512;NaN;NaN
NED2003003_108;MFD_SETNO108;43.348333;62.604;181071;50;20-mar-03;05:25:11;31.847;0.092;4.8555;1.4613670661157;1;31.85;7;8.2165;7;768;NaN;NaN
NED2003003_108;MFD_SETNO108;43.348333;62.604;181070;94;20-mar-03;05:25:11;31.847;0.1;4.9781;1.42572396694215;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_109;MFD_SETNO109;42.988;62.978;181077;5;20-mar-03;08:08:11;33.039;4.429;4.9228;1.67522566115702;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_109;MFD_SETNO109;42.988;62.978;181076;25;20-mar-03;08:08:11;34.895;10.326;3.6577;0.195795041322314;1;34.887;7;4.6355;1;512;NaN;NaN
NED2003003_109;MFD_SETNO109;42.988;62.978;181075;50;20-mar-03;08:08:11;32.064;0.879;4.8438;2.96597524793388;1;32.071;7;8.164;7;768;NaN;NaN
NED2003003_109;MFD_SETNO109;42.988;62.978;181074;133;20-mar-03;08:08:11;32.071;0.961;5.0526;2.31680144628099;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_110;MFD_SETNO110;43.111667;63.265667;181081;5;20-mar-03;10:38:08;31.888;0.349;5.135;3.03922487603306;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_110;MFD_SETNO110;43.111667;63.265667;181080;25;20-mar-03;10:38:08;35.115;10.264;3.3537;0.102755867768595;1;35.109;1;3.9085;1;0;NaN;NaN
NED2003003_110;MFD_SETNO110;43.111667;63.265667;181079;50;20-mar-03;10:38:08;31.72;-1.409;4.7678;0.0595275371900827;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_110;MFD_SETNO110;43.111667;63.265667;181078;155;20-mar-03;10:38:08;32.682;0.823;4.3959;0.359773388429752;1;32.687;1;6.987;7;256;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181091;1;20-mar-03;17:07:48;31.391;-1.132;4.8914;2.7015332231405;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181090;5;20-mar-03;17:07:48;31.395;-1.122;4.9436;3.48948041322314;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181089;10;20-mar-03;17:07:48;31.437;-0.864;4.9667;3.37691652892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181088;20;20-mar-03;17:07:48;31.45;-0.832;4.9458;3.2643526446281;1;31.45;1;8.5845;7;256;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181087;30;20-mar-03;17:07:48;31.454;-0.822;4.9511;3.48948041322314;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181086;40;20-mar-03;17:07:48;31.816;-0.016;4.8914;0.145275537190083;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181085;50;20-mar-03;17:07:48;32.019;-0.048;4.6855;0.124015702479339;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181084;75;20-mar-03;17:07:48;33.269;4.761;3.9077;0.0637795041322314;1;33.235;1;5.625;7;256;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181083;100;20-mar-03;17:07:48;31.264;-1.536;4.3398;0.360997107438017;1;31.279;1;8.604;7;256;NaN;NaN
NED2003003_112;MFD_SETNO112;44.2675;63.314667;181082;146;20-mar-03;17:07:48;31.283;-1.582;4.4504;0.372010578512397;1;NaN;9;NaN;9;0;NaN;NaN
