Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2003036_1; 191.00; 257011; psal; 2.83; Impossible Parameter Value in Profile
NED2003036_10; 5.00; 257046; doxy; 30.92  ; Global Impossible Parameter Value
NED2003036_10; 25.00; 257045; doxy; 32.35  ; Global Impossible Parameter Value
NED2003036_10; 50.00; 257044; doxy; 31.82  ; Global Impossible Parameter Value
NED2003036_10; 5.00; 257046; doxy; 30.92  ; Regional Impossible Parameter Value
NED2003036_10; 25.00; 257045; doxy; 32.35  ; Regional Impossible Parameter Value
NED2003036_10; 50.00; 257044; doxy; 31.82  ; Regional Impossible Parameter Value
NED2003036_10; 50.00 to 125.00; 257044, 257043; psal; 32.08  6.53  ; Gradient or Inversion too high
NED2003036_12; 50.00; 257048; doxy; 34.15  ; Global Impossible Parameter Value
NED2003036_12; 101.00; 257047; doxy; 32.61  ; Global Impossible Parameter Value
NED2003036_12; 50.00; 257048; doxy; 34.15  ; Regional Impossible Parameter Value
NED2003036_12; 101.00; 257047; doxy; 32.61  ; Regional Impossible Parameter Value
NED2003036_12; 101.00; 257047; psal; 0.06; Impossible Parameter Value in Profile
NED2003036_15; 5.00; 257054; doxy; 31.32  ; Global Impossible Parameter Value
NED2003036_15; 97.00; 257051; doxy; 33.49  ; Global Impossible Parameter Value
NED2003036_15; 5.00; 257054; doxy; 31.32  ; Regional Impossible Parameter Value
NED2003036_15; 97.00; 257051; doxy; 33.49  ; Regional Impossible Parameter Value
NED2003036_17; 5.00 to 25.00; 257062, 257061; psal; 34.38  31.33  ; Gradient or Inversion too high
NED2003036_100; 25.00; 257363; doxy; 31.38  ; Global Impossible Parameter Value
NED2003036_100; 50.00; 257362; doxy; 34.60  ; Global Impossible Parameter Value
NED2003036_100; 104.00; 257361; doxy; 31.29  ; Global Impossible Parameter Value
NED2003036_100; 5.00; 257364; doxy; 10.22  ; Regional Impossible Parameter Value
NED2003036_100; 25.00; 257363; doxy; 31.38  ; Regional Impossible Parameter Value
NED2003036_100; 50.00; 257362; doxy; 34.60  ; Regional Impossible Parameter Value
NED2003036_100; 104.00; 257361; doxy; 31.29  ; Regional Impossible Parameter Value
NED2003036_100; 104.00; 257361; temp; 31.34; Impossible Parameter Value in Profile
NED2003036_101; 5.00; 257368; doxy; 10.69  ; Regional Impossible Parameter Value
NED2003036_101; 25.00; 257367; doxy; 10.89  ; Regional Impossible Parameter Value
NED2003036_101; 50.00; 257366; doxy; 10.79  ; Regional Impossible Parameter Value
NED2003036_102; 50.00; 257370; doxy; 34.94  ; Global Impossible Parameter Value
NED2003036_102; 50.00; 257370; doxy; 34.94  ; Regional Impossible Parameter Value
NED2003036_102; 117.00; 257369; doxy; 9.07; Impossible Parameter Value in Profile
NED2003036_103; 50.00; 257374; doxy; 32.92  ; Global Impossible Parameter Value
NED2003036_103; 94.00; 257373; doxy; 30.96  ; Global Impossible Parameter Value
NED2003036_103; 50.00; 257374; doxy; 32.92  ; Regional Impossible Parameter Value
NED2003036_103; 94.00; 257373; doxy; 30.96  ; Regional Impossible Parameter Value
NED2003036_103; 94.00; 257373; psal; 0.10; Impossible Parameter Value in Profile
NED2003036_104; 50.00; 257378; doxy; 34.20  ; Global Impossible Parameter Value
NED2003036_104; 101.00; 257377; doxy; 31.75  ; Global Impossible Parameter Value
NED2003036_104; 50.00; 257378; doxy; 34.20  ; Regional Impossible Parameter Value
NED2003036_104; 101.00; 257377; doxy; 31.75  ; Regional Impossible Parameter Value
NED2003036_104; 101.00; 257377; psal; 0.07; Impossible Parameter Value in Profile
NED2003036_105; 50.00; 257382; doxy; 35.09  ; Global Impossible Parameter Value
NED2003036_105; 80.00; 257381; doxy; 31.45  ; Global Impossible Parameter Value
NED2003036_105; 50.00; 257382; doxy; 35.09  ; Regional Impossible Parameter Value
NED2003036_105; 80.00; 257381; doxy; 31.45  ; Regional Impossible Parameter Value
NED2003036_106; 50.00; 257386; doxy; 34.38  ; Global Impossible Parameter Value
NED2003036_106; 94.00; 257385; doxy; 31.37  ; Global Impossible Parameter Value
NED2003036_106; 50.00; 257386; doxy; 34.38  ; Regional Impossible Parameter Value
NED2003036_106; 94.00; 257385; doxy; 31.37  ; Regional Impossible Parameter Value
NED2003036_106; 94.00; 257385; psal; 0.04; Impossible Parameter Value in Profile
NED2003036_107; 50.00; 257390; doxy; 33.78  ; Global Impossible Parameter Value
NED2003036_107; 103.00; 257389; doxy; 31.49  ; Global Impossible Parameter Value
NED2003036_107; 50.00; 257390; doxy; 33.78  ; Regional Impossible Parameter Value
NED2003036_107; 103.00; 257389; doxy; 31.49  ; Regional Impossible Parameter Value
NED2003036_107; 103.00; 257389; psal; 0.06; Impossible Parameter Value in Profile
NED2003036_108; 50.00; 257394; doxy; 34.08  ; Global Impossible Parameter Value
NED2003036_108; 107.00; 257393; doxy; 31.41  ; Global Impossible Parameter Value
NED2003036_108; 50.00; 257394; doxy; 34.08  ; Regional Impossible Parameter Value
NED2003036_108; 107.00; 257393; doxy; 31.41  ; Regional Impossible Parameter Value
NED2003036_108; 107.00; 257393; psal; 0.06; Impossible Parameter Value in Profile
NED2003036_109; 50.00; 257398; doxy; 33.58  ; Global Impossible Parameter Value
NED2003036_109; 132.00; 257397; doxy; 31.32  ; Global Impossible Parameter Value
NED2003036_109; 50.00; 257398; doxy; 33.58  ; Regional Impossible Parameter Value
NED2003036_109; 132.00; 257397; doxy; 31.32  ; Regional Impossible Parameter Value
NED2003036_109; 132.00; 257397; psal; 0.10; Impossible Parameter Value in Profile
NED2003036_110; 50.00; 257402; doxy; 33.78  ; Global Impossible Parameter Value
NED2003036_110; 601.00; 257401; doxy; 31.43  ; Global Impossible Parameter Value
NED2003036_110; 50.00; 257402; doxy; 33.78  ; Regional Impossible Parameter Value
NED2003036_110; 601.00; 257401; doxy; 31.43  ; Regional Impossible Parameter Value
NED2003036_110; 601.00; 257401; psal; 0.07; Impossible Parameter Value in Profile
NED2003036_111; 50.00; 257406; doxy; 34.44  ; Global Impossible Parameter Value
