CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2010027_1;MFD_SETNO1;44.2677;-63.3187;357653;100;02-jul-10;15:36:46;32.7038;3.2124;6.28364;0.0560493703389831;1;NaN;9;NaN;9;0.2195;1;8.959;1;1.0475;1;8.889;1;0;8.55;1.01
NED2010027_1;MFD_SETNO1;44.2677;-63.3187;357652;153;02-jul-10;15:36:46;34.014;7.3065;4.02024;0.0156416847457627;1;34.0176887512207;1;4.2275;1;0.128;1;16.1565;1;1.3655;1;16.098;1;0;11.83;1.00
NED2010027_2;MFD_SETNO2;44.1388;-63.7808;357665;5;06-jul-10;23:04:50;30.5464;13.4687;6.09637;0.422716410169491;1;NaN;9;5.742;1;0.1135;1;0.0865;1;0.3465;1;1.1565;1;0;0.25;0.07
NED2010027_2;MFD_SETNO2;44.1388;-63.7808;357664;26;06-jul-10;23:04:50;31.3279;4.3062;7.59245;1.4049104220339;1;NaN;9;NaN;9;0.1445;1;0.416;1;0.619;1;1.897;1;0;0.67;0.22
NED2010027_2;MFD_SETNO2;44.1388;-63.7808;357663;51;06-jul-10;23:04:50;31.552;3.2484;7.52716;0.142078636440678;1;NaN;9;NaN;9;0.244;1;1.9705;1;0.814;1;3.4815;1;0;2.42;0.57
NED2010027_2;MFD_SETNO2;44.1388;-63.7808;357662;145;06-jul-10;23:04:50;34.24;7.9281;3.61135;0.011731263559322;1;34.2271003723145;1;3.3545;1;0.1285;1;17.52;1;1.601;1;17.113;1;0;10.94;1.02
NED2010027_3;MFD_SETNO3;44.1123;-63.5347;357669;5;07-jul-10;02:13:08;30.6542;15.1872;5.52755;0.29468283940678;1;NaN;9;6.116;1;0.0645;1;0.0035;1;0.326;1;0.871;1;0;0.01;0.00
NED2010027_3;MFD_SETNO3;44.1123;-63.5347;357668;25;07-jul-10;02:13:08;31.9553;9.5576;7.24121;0.857865655932203;1;NaN;9;NaN;9;0.075;1;0.019;1;0.4305;1;0.6675;1;0;0.04;0.03
NED2010027_3;MFD_SETNO3;44.1123;-63.5347;357667;50;07-jul-10;02:13:08;32.3327;4.7523;7.09774;0.708671628813559;1;NaN;9;NaN;9;0.185;1;1.369;1;0.802;1;2.1135;1;0;1.71;0.65
NED2010027_3;MFD_SETNO3;44.1123;-63.5347;357666;158;07-jul-10;02:13:08;34.3988;8.4911;3.3758;0.0143382110169492;1;34.398307800293;1;3.3835;1;0.1505;1;18.276;1;1.559;1;17.4005;1;0;11.72;1.05
NED2010027_4;MFD_SETNO4;43.707;-63.234;357673;3;07-jul-10;06:29:30;31.2907;16.9785;5.06556;0.243750002966102;1;NaN;9;5.738;1;0.0675;1;0;1;0.35;1;0.839;1;0;0.00;0.00
NED2010027_4;MFD_SETNO4;43.707;-63.234;357672;23;07-jul-10;06:29:30;31.821;2.7952;7.55141;0.895164162711864;1;NaN;9;NaN;9;0.321;1;2.735;1;0.791;1;3.0025;1;0;3.46;0.91
NED2010027_4;MFD_SETNO4;43.707;-63.234;357671;49;07-jul-10;06:29:30;32.1803;2.1881;6.88517;0.225559704237288;1;NaN;9;NaN;9;0.183;1;6.887;1;1.071;1;5.3535;1;0;6.43;1.29
NED2010027_4;MFD_SETNO4;43.707;-63.234;357670;111;07-jul-10;06:29:30;33.7444;6.6907;4.69739;0.0234625271186441;1;33.7330207824707;1;4.6;1;0.1315;1;13.708;1;1.3155;1;10.564;1;0;10.42;1.30
NED2010027_5;MFD_SETNO5;43.5837;-63.4532;357677;5;07-jul-10;08:44:48;31.0978;17.1212;5.02126;0.240111943220339;1;NaN;9;5.91;1;0.082;1;0.0715;1;0.35;1;0.747;1;0;0.20;0.10
NED2010027_5;MFD_SETNO5;43.5837;-63.4532;357676;26;07-jul-10;08:44:48;32.0512;9.0818;6.97749;0.74597013559322;1;NaN;9;NaN;9;0.0965;1;0.0235;1;0.402;1;0.738;1;0;0.06;0.03
NED2010027_5;MFD_SETNO5;43.5837;-63.4532;357675;50;07-jul-10;08:44:48;32.5552;5.2439;6.76535;0.72110446440678;1;NaN;9;NaN;9;0.3405;1;2.596;1;0.7625;1;2.4985;1;0;3.40;1.04
NED2010027_5;MFD_SETNO5;43.5837;-63.4532;357674;127;07-jul-10;08:44:48;34.8077;9.7717;3.65704;0;1;34.8212089538574;1;3.877;1;0.1265;1;16.819;1;1.3745;1;13.2425;1;0;12.24;1.27
NED2010027_6;MFD_SETNO6;43.6992;-63.791;357681;6;07-jul-10;11:14:57;30.7489;15.7333;5.56766;0.320149257627119;1;NaN;9;3.261;7;0.095;1;0.051;1;0.3305;1;0.8;1;256;0.15;0.06
NED2010027_6;MFD_SETNO6;43.6992;-63.791;357680;24;07-jul-10;11:14:57;31.7293;8.5688;7.25577;0.882731327118644;1;NaN;9;NaN;9;0.131;1;0;1;0.427;1;0.9895;1;0;0.00;0.00
NED2010027_6;MFD_SETNO6;43.6992;-63.791;357679;49;07-jul-10;11:14:57;32.393;3.2694;7.06087;0.397850738983051;1;NaN;9;NaN;9;0.4845;1;4.169;1;0.9155;1;3.7385;1;0;4.55;1.12
NED2010027_6;MFD_SETNO6;43.6992;-63.791;357678;240;07-jul-10;11:14:57;34.8119;9.2458;2.54319;0;1;34.8167381286621;1;2.0965;1;0.1015;1;20.945;1;1.732;1;23.977;1;0;12.09;0.87
NED2010027_7;MFD_SETNO7;43.2525;-63.5882;357685;5;07-jul-10;15:30:40;30.7231;16.8536;5.12475;0.287406719915254;1;35.2116966247559;7;5.8875;1;0.077;1;0;1;0.345;1;0.8975;1;256;0.00;0.00
NED2010027_7;MFD_SETNO7;43.2525;-63.5882;357684;26;07-jul-10;15:30:40;31.7876;9.1651;7.10179;0.447481348728814;1;NaN;9;NaN;9;0.0815;1;0.005;1;0.483;1;0.9945;1;0;0.01;0.01
NED2010027_7;MFD_SETNO7;43.2525;-63.5882;357683;51;07-jul-10;15:30:40;32.3147;3.8267;7.39675;0.258302241949153;1;NaN;9;NaN;9;0.313;1;4.27;1;0.939;1;4.3415;1;0;4.55;0.98
NED2010027_7;MFD_SETNO7;43.2525;-63.5882;357682;175;07-jul-10;15:30:40;34.7721;9.2772;2.80477;0;1;34.7747955322266;1;2.7635;1;0.1925;1;20.3315;1;1.6415;1;20.1935;1;0;12.39;1.01
NED2010027_8;MFD_SETNO8;43.1267;-63.5813;357689;4;07-jul-10;17:20:45;30.5464;16.414;5.16261;0.261940301694915;1;NaN;9;5.8525;1;0.0785;1;0.0345;1;0.3425;1;1.0805;1;0;0.10;0.03
NED2010027_8;MFD_SETNO8;43.1267;-63.5813;357688;25;07-jul-10;17:20:45;31.9721;6.4465;7.52645;0.7335373;1;NaN;9;NaN;9;0.1;1;0.037;1;0.4885;1;1.1905;1;0;0.08;0.03
NED2010027_8;MFD_SETNO8;43.1267;-63.5813;357687;50;07-jul-10;17:20:45;32.6002;3.4304;6.56085;0.185541047033898;1;NaN;9;NaN;9;0.101;1;7.447;1;1.045;1;4.8825;1;0;7.13;1.53
NED2010027_8;MFD_SETNO8;43.1267;-63.5813;357686;144;07-jul-10;17:20:45;35.2014;10.3057;3.7672;0;1;NaN;9;3.9355;1;0.2135;1;19.4385;1;1.39;1;11.0075;1;0;13.98;1.77
NED2010027_9;MFD_SETNO9;43.2637;-64.0072;357693;5;07-jul-10;20:11:50;30.7447;15.8369;5.24217;0.460014916949153;1;NaN;9;NaN;9;0.082;1;0.0085;1;0.32;1;0.833;1;0;0.03;0.01
NED2010027_9;MFD_SETNO9;43.2637;-64.0072;357692;25;07-jul-10;20:11:50;31.2765;3.4958;7.80246;1.72816414745763;1;NaN;9;NaN;9;0.096;1;0.0785;1;0.574;1;1.934;1;0;0.14;0.04
NED2010027_9;MFD_SETNO9;43.2637;-64.0072;357691;51;07-jul-10;20:11:50;31.7515;2.2488;7.40806;0.0990640033898305;1;NaN;9;NaN;9;0.329;1;2.808;1;0.8585;1;3.6605;1;0;3.27;0.77
NED2010027_9;MFD_SETNO9;43.2637;-64.0072;357690;94;07-jul-10;20:11:50;32.3673;2.6323;6.58062;0.101865672881356;1;32.3802070617676;1;NaN;9;0.1995;1;7.47;1;1.054;1;6.659;1;0;7.09;1.12
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357697;5;07-jul-10;23:02:12;30.6377;15.1009;5.37182;0.298320899152542;1;NaN;9;NaN;9;0.081;1;0;1;0.319;1;0.9595;1;0;0.00;0.00
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357696;25;07-jul-10;23:02:12;31.162;4.7863;7.4587;0.440205229237288;1;NaN;9;NaN;9;0.094;1;0;1;0.5445;1;1.5635;1;0;0.00;0.00
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357695;51;07-jul-10;23:02:12;31.7925;2.2651;7.36222;0.181902987288136;1;NaN;9;NaN;9;0.3305;1;2.869;1;0.853;1;3.72;1;0;3.36;0.77
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357694;86;07-jul-10;23:02:12;32.5301;2.835;6.34367;0.0703875813559322;1;32.545955657959;1;NaN;9;0.202;1;8.695;1;1.108;1;7.389;1;0;7.85;1.18
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357701;4;08-jul-10;04:23:31;30.7672;17.051;5.08391;0.484880588135593;1;NaN;9;NaN;9;0.0845;1;0;1;0.297;1;0.9305;1;0;0.00;0.00
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357700;25;08-jul-10;04:23:31;31.4283;5.5409;7.42977;0.634074615254237;1;NaN;9;NaN;9;0.0845;1;0.042;1;0.4625;1;1.929;1;0;0.09;0.02
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357699;50;08-jul-10;04:23:31;31.7167;2.4679;7.38432;0.280130600423729;1;NaN;9;NaN;9;0.3105;1;2.397;1;0.8025;1;3.342;1;0;2.99;0.72
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357698;119;08-jul-10;04:23:31;32.572;3.2931;6.33613;0.120055971610169;1;32.5737457275391;1;NaN;9;0.245;1;7.713;1;1.041;1;6.7255;1;0;7.41;1.15
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357705;5;08-jul-10;09:35:01;30.4735;14.392;5.33363;0.374720153813559;1;NaN;9;6.8135;7;0.079;1;0.0165;1;0.3305;1;1.112;1;256;0.05;0.01
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357704;26;08-jul-10;09:35:01;31.8028;7.4632;7.23056;0.895164162711864;1;NaN;9;NaN;9;0.0865;1;0.002;1;0.459;1;0.948;1;0;0.00;0.00
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357703;52;08-jul-10;09:35:01;31.8125;2.5443;7.29405;0.145989057627119;1;NaN;9;NaN;9;0.281;1;2.8865;1;0.8345;1;3.798;1;0;3.46;0.76
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357702;200;08-jul-10;09:35:01;34.7676;9.2552;2.73117;0;1;34.7741928100586;1;2.805;1;0.107;1;20.2465;1;1.6385;1;21.9235;1;0;12.36;0.92
NED2010027_13;MFD_SETNO13;43.634;-64.6795;357709;5;08-jul-10;13:18:18;30.6234;14.6783;5.45356;0.646507450847458;1;NaN;9;6.8995;7;0.0795;1;0;1;0.291;1;0.93;1;256;0.00;0.00
NED2010027_13;MFD_SETNO13;43.634;-64.6795;357708;25;08-jul-10;13:18:18;31.1702;6.4922;7.38463;0.671373122033898;1;NaN;9;NaN;9;0.094;1;0.002;1;0.4525;1;0.886;1;0;0.00;0.00
NED2010027_13;MFD_SETNO13;43.634;-64.6795;357707;51;08-jul-10;13:18:18;31.6875;2.5901;7.32834;0.229197763983051;1;NaN;9;NaN;9;0.315;1;2.506;1;0.7895;1;3.5435;1;0;3.17;0.71
NED2010027_13;MFD_SETNO13;43.634;-64.6795;357706;138;08-jul-10;13:18:18;33.7418;6.5311;4.13724;0.0182486322033898;1;33.7490043640137;1;4.305;1;0.1245;1;15.1725;1;1.4275;1;15.973;1;0;10.63;0.95
NED2010027_14;MFD_SETNO14;43.5752;-64.756;357713;6;08-jul-10;15:05:37;30.7561;15.3706;5.26549;0.596776108474576;1;NaN;9;6.672;7;0.081;1;0.004;1;0.301;1;0.8285;1;256;0.01;0.00
NED2010027_14;MFD_SETNO14;43.5752;-64.756;357712;26;08-jul-10;15:05:37;31.3158;5.5077;7.41075;0.770835806779661;1;NaN;9;NaN;9;0.0985;1;0.0425;1;0.472;1;0.954;1;0;0.09;0.04
NED2010027_14;MFD_SETNO14;43.5752;-64.756;357711;51;08-jul-10;15:05:37;31.7967;2.28;7.27039;0.168148111016949;1;NaN;9;NaN;9;0.2955;1;2.6315;1;0.756;1;3.319;1;0;3.48;0.79
NED2010027_14;MFD_SETNO14;43.5752;-64.756;357710;135;08-jul-10;15:05:37;33.6632;6.285;4.1902;0.0364972644067797;1;33.6530647277832;1;4.2725;1;0.1275;1;14.3995;1;1.3625;1;15.55;1;0;10.57;0.93
NED2010027_15;MFD_SETNO15;43.4227;-65.0533;357717;4;08-jul-10;17:29:43;30.8702;14.654;5.4632;0.497313423728814;1;NaN;9;6.8965;7;0.082;1;0.0025;1;0.327;1;0.89;1;256;0.01;0.00
NED2010027_15;MFD_SETNO15;43.4227;-65.0533;357716;25;08-jul-10;17:29:43;31.3722;6.0134;7.44254;0.609208944067797;1;NaN;9;NaN;9;0.088;1;0.0555;1;0.4625;1;1.2015;1;0;0.12;0.05
NED2010027_15;MFD_SETNO15;43.4227;-65.0533;357715;50;08-jul-10;17:29:43;31.9286;3.2241;7.19018;0.251026122457627;1;NaN;9;NaN;9;0.2755;1;2.4275;1;0.746;1;2.4515;1;0;3.25;0.99
NED2010027_15;MFD_SETNO15;43.4227;-65.0533;357714;145;08-jul-10;17:29:43;32.9595;4.7827;5.31838;0.0195521059322034;1;32.9758148193359;1;5.387;1;0.131;1;11.251;1;1.155;1;11.5095;1;0;9.74;0.98
NED2010027_16;MFD_SETNO16;43.4175;-64.5687;357721;5;08-jul-10;20:44:14;30.8764;17.179;5.01761;0.338339556355932;1;NaN;9;6.1275;7;0.088;1;0.0235;1;0.3095;1;0.6905;1;256;0.08;0.03
NED2010027_16;MFD_SETNO16;43.4175;-64.5687;357720;26;08-jul-10;20:44:14;31.6002;5.54;7.56065;0.820567149152542;1;NaN;9;NaN;9;0.0815;1;0.009;1;0.474;1;1.262;1;0;0.02;0.01
NED2010027_16;MFD_SETNO16;43.4175;-64.5687;357719;50;08-jul-10;20:44:14;32.0897;2.8803;6.95245;0.265578361440678;1;NaN;9;NaN;9;0.2195;1;5.445;1;0.9;1;4.0705;1;0;6.05;1.34
NED2010027_16;MFD_SETNO16;43.4175;-64.5687;357718;79;08-jul-10;20:44:14;32.3463;3.1108;6.50496;0.101865672881356;1;30.9173583984375;7;6.3705;1;0.19;1;7.4225;1;0.972;1;5.841;1;256;7.64;1.27
NED2010027_17;MFD_SETNO17;43.35;-64.6912;357725;5;08-jul-10;22:27:24;30.8267;17.5598;4.98981;0.352891795338983;1;NaN;9;NaN;9;0.2455;1;6.3195;1;0.933;1;5.5675;1;0;6.77;1.14
NED2010027_17;MFD_SETNO17;43.35;-64.6912;357724;25;08-jul-10;22:27:24;31.4536;6.729;7.41545;0.969761176271186;1;NaN;9;NaN;9;0.3115;1;3.9405;1;0.778;1;3.262;1;0;5.06;1.21
NED2010027_17;MFD_SETNO17;43.35;-64.6912;357723;49;08-jul-10;22:27:24;32.0264;2.7478;7.0946;0.634074615254237;1;NaN;9;NaN;9;0.1195;1;0.253;1;0.4885;1;1.4405;1;0;0.52;0.18
NED2010027_17;MFD_SETNO17;43.35;-64.6912;357722;77;08-jul-10;22:27:24;32.18;2.7334;6.72226;0.105503732627119;1;32.1950225830078;1;NaN;9;0.085;1;0.005;1;0.288;1;0.63;1;0;0.02;0.01
NED2010027_18;MFD_SETNO18;43.1458;-64.6772;357729;5;09-jul-10;00:51:17;30.9306;16.7385;5.16831;0.291044779661017;1;NaN;9;6.07;1;0.0895;1;0.0015;1;0.3235;1;0.7835;1;0;0.00;0.00
NED2010027_18;MFD_SETNO18;43.1458;-64.6772;357728;24;09-jul-10;00:51:17;31.5;7.5382;7.16687;1.00705968305085;1;NaN;9;NaN;9;0.093;1;0.0335;1;0.454;1;1.3705;1;0;0.07;0.02
NED2010027_18;MFD_SETNO18;43.1458;-64.6772;357727;53;09-jul-10;00:51:17;32.5513;5.0621;6.38196;0.385417903389831;1;NaN;9;NaN;9;0.213;1;6.474;1;0.945;1;5.1995;1;0;6.85;1.25
NED2010027_18;MFD_SETNO18;43.1458;-64.6772;357726;128;09-jul-10;00:51:17;33.0228;5.4806;5.4339;0.032586843220339;1;33.0349235534668;1;5.3935;1;0.1315;1;10.56;1;1.1235;1;10.0325;1;0;9.40;1.05
NED2010027_19;MFD_SETNO19;43.0455;-64.816;357733;4;09-jul-10;02:47:35;30.9195;18.0484;5.0075;0.345615675847458;1;NaN;9;6.031;7;0.081;1;0.0035;1;0.3185;1;0.7575;1;256;0.01;0.00
NED2010027_19;MFD_SETNO19;43.0455;-64.816;357732;24;09-jul-10;02:47:35;31.4882;6.8157;7.20132;1.16868654576271;1;NaN;9;NaN;9;0.145;1;1.0365;1;0.5555;1;1.847;1;0;1.87;0.56
NED2010027_19;MFD_SETNO19;43.0455;-64.816;357731;50;09-jul-10;02:47:35;32.6897;5.9478;6.14431;0.177272427118644;1;NaN;9;NaN;9;0.235;1;7.288;1;0.92;1;5.535;1;0;7.92;1.32
NED2010027_19;MFD_SETNO19;43.0455;-64.816;357730;87;09-jul-10;02:47:35;32.7881;5.7486;6.04849;0.0860292661016949;1;32.8024864196777;1;5.951;1;0.153;1;8.038;1;0.9395;1;6.191;1;0;8.56;1.30
NED2010027_20;MFD_SETNO20;42.9395;-64.6372;357737;6;09-jul-10;04:51:07;30.9847;17.7565;5.04482;0.301958958898305;1;NaN;9;NaN;9;0.077;1;0.007;1;0.3115;1;0.782;1;0;0.02;0.01
NED2010027_20;MFD_SETNO20;42.9395;-64.6372;357736;25;09-jul-10;04:51:07;31.5189;8.177;7.17449;1.01949251864407;1;NaN;9;NaN;9;0.0845;1;0.0335;1;0.4245;1;1.1675;1;0;0.08;0.03
NED2010027_20;MFD_SETNO20;42.9395;-64.6372;357735;51;09-jul-10;04:51:07;32.4523;4.586;6.309;0.269216421186441;1;NaN;9;NaN;9;0.1565;1;7.3;1;0.9205;1;5.7805;1;0;7.93;1.26
NED2010027_20;MFD_SETNO20;42.9395;-64.6372;357734;90;09-jul-10;04:51:07;32.4465;4.578;6.26515;0.185541047033898;1;32.4626884460449;1;NaN;9;0.1485;1;7.4355;1;0.912;1;5.9255;1;0;8.15;1.25
NED2010027_21;MFD_SETNO21;42.7987;-64.4283;357741;5;09-jul-10;06:57:54;31.008;15.5205;5.28957;0.352891795338983;1;NaN;9;NaN;9;0.0845;1;0.01;1;0.317;1;0.685;1;0;0.03;0.01
NED2010027_21;MFD_SETNO21;42.7987;-64.4283;357740;25;09-jul-10;06:57:54;31.3746;5.2596;7.2905;1.2805820661017;1;NaN;9;NaN;9;0.115;1;0.2555;1;0.537;1;1.385;1;0;0.48;0.18
NED2010027_21;MFD_SETNO21;42.7987;-64.4283;357739;50;09-jul-10;06:57:54;31.8261;2.4134;7.34239;0.261940301694915;1;NaN;9;NaN;9;0.312;1;3.433;1;0.876;1;3.4555;1;0;3.92;0.99
NED2010027_21;MFD_SETNO21;42.7987;-64.4283;357738;111;09-jul-10;06:57:54;33.785;7.2127;5.35592;0.0286764220338983;1;NaN;9;NaN;9;0.1425;1;10.23;1;1.0215;1;7.068;1;0;10.01;1.45
NED2010027_22;MFD_SETNO22;42.7248;-64.7152;357745;5;09-jul-10;09:24:08;31.1484;16.9729;5.12154;0.251026122457627;1;NaN;9;6.016;1;0.083;1;0.0035;1;0.3165;1;0.701;1;0;0.01;0.00
NED2010027_22;MFD_SETNO22;42.7248;-64.7152;357744;26;09-jul-10;09:24:08;31.4582;8.6732;6.96491;0.621641779661017;1;NaN;9;NaN;9;0.0865;1;0.021;1;0.4115;1;1.1965;1;0;0.05;0.02
NED2010027_22;MFD_SETNO22;42.7248;-64.7152;357743;50;09-jul-10;09:24:08;31.8012;2.553;7.32834;0.0547458966101695;1;NaN;9;NaN;9;0.308;1;2.5995;1;0.778;1;2.7665;1;0;3.34;0.94
NED2010027_22;MFD_SETNO22;42.7248;-64.7152;357742;113;09-jul-10;09:24:08;32.6128;3.7465;6.18744;0.460014916949153;1;32.6298675537109;1;6.098;1;0.149;1;8.404;1;1.039;1;7.1555;1;0;8.09;1.17
NED2010027_23;MFD_SETNO23;42.7737;-64.9983;357749;5;09-jul-10;11:41:49;31.1124;17.3224;5.03575;0.522179094915254;1;NaN;9;5.983;1;0.0815;1;0.0165;1;0.3295;1;0.7705;1;0;0.05;0.02
NED2010027_23;MFD_SETNO23;42.7737;-64.9983;357748;25;09-jul-10;11:41:49;31.393;11.8433;6.55957;1.04435818983051;1;NaN;9;NaN;9;0.0905;1;0.004;1;0.388;1;1.294;1;0;0.01;0.00
NED2010027_23;MFD_SETNO23;42.7737;-64.9983;357747;50;09-jul-10;11:41:49;32.2438;6.1289;6.47184;0.534611930508475;1;NaN;9;NaN;9;0.2435;1;5.077;1;0.824;1;4.2515;1;0;6.16;1.19
NED2010027_23;MFD_SETNO23;42.7737;-64.9983;357746;102;09-jul-10;11:41:49;32.6441;5.7111;6.15291;0.0873327398305085;1;32.6590919494629;1;6.061;1;0.2085;1;7.219;1;0.8995;1;5.646;1;0;8.03;1.28
NED2010027_24;MFD_SETNO24;42.9577;-65.4695;357753;4;09-jul-10;15:00:19;31.2001;13.3703;5.45425;0.472447752542373;1;NaN;9;6.359;1;0.0875;1;0.0085;1;0.347;1;1.045;1;0;0.02;0.01
NED2010027_24;MFD_SETNO24;42.9577;-65.4695;357752;26;09-jul-10;15:00:19;31.3681;5.7787;6.95437;0.758402971186441;1;NaN;9;NaN;9;0.085;1;0.016;1;0.44;1;1.17;1;0;0.04;0.01
NED2010027_24;MFD_SETNO24;42.9577;-65.4695;357751;50;09-jul-10;15:00:19;31.7122;2.9883;7.19004;0.522179094915254;1;NaN;9;NaN;9;0.296;1;2.5745;1;0.7655;1;2.8495;1;0;3.36;0.90
NED2010027_24;MFD_SETNO24;42.9577;-65.4695;357750;123;09-jul-10;15:00:19;32.7001;4.1487;5.70731;0.0247660008474576;1;32.6990203857422;1;5.666;1;0.1205;1;9.9665;1;1.09;1;8.9115;1;0;9.14;1.12
NED2010027_25;MFD_SETNO25;42.9018;-65.7597;357757;5;09-jul-10;18:24:13;31.4275;16.4084;5.14322;0.258302241949153;1;NaN;9;6.136;1;0.09;1;0.004;1;0.335;1;1.105;1;0;0.01;0.00
NED2010027_25;MFD_SETNO25;42.9018;-65.7597;357756;26;09-jul-10;18:24:13;31.4651;12.671;6.16185;1.76546265423729;1;NaN;9;NaN;9;0.094;1;0.0225;1;0.451;1;1.489;1;0;0.05;0.02
NED2010027_25;MFD_SETNO25;42.9018;-65.7597;357755;50;09-jul-10;18:24:13;31.4586;6.3688;7.16589;0.596776108474576;1;NaN;9;NaN;9;0.269;1;4.3895;1;0.849;1;3.63;1;0;5.17;1.21
NED2010027_25;MFD_SETNO25;42.9018;-65.7597;357754;133;09-jul-10;18:24:13;32.5921;4.3786;5.95467;0.0573528440677966;1;32.6013641357422;1;5.953;1;0.152;1;8.668;1;1.027;1;7.3735;1;0;8.44;1.18
NED2010027_26;MFD_SETNO26;42.8045;-65.6712;357761;5;09-jul-10;20:52:24;31.3397;16.2505;5.13409;0.29468283940678;1;NaN;9;6.198;7;0.0865;1;0.01;1;0.3405;1;1.1385;1;256;0.03;0.01
NED2010027_26;MFD_SETNO26;42.8045;-65.6712;357760;24;09-jul-10;20:52:24;31.3461;10.2237;6.23988;0.808134313559322;1;NaN;9;NaN;9;0.092;1;0.0035;1;0.397;1;1.144;1;0;0.01;0.00
NED2010027_26;MFD_SETNO26;42.8045;-65.6712;357759;51;09-jul-10;20:52:24;31.8397;3.1955;7.03605;0.683805957627119;1;NaN;9;NaN;9;0.2985;1;3.7645;1;0.8135;1;3.182;1;0;4.63;1.18
NED2010027_26;MFD_SETNO26;42.8045;-65.6712;357758;127;09-jul-10;20:52:24;32.9386;6.1706;5.84799;0.0691231351694915;1;32.945873260498;1;5.853;1;0.139;1;8.459;1;0.941;1;6.683;1;0;8.99;1.27
NED2010027_27;MFD_SETNO27;42.8343;-65.9368;357765;5;09-jul-10;23:03:37;31.4213;14.9745;5.388;0.298320899152542;1;NaN;9;6.5455;7;0.088;1;0.013;1;0.387;1;1.263;1;256;0.03;0.01
NED2010027_27;MFD_SETNO27;42.8343;-65.9368;357764;26;09-jul-10;23:03:37;31.6044;8.1354;6.26957;1.51464099915254;1;NaN;9;NaN;9;0.104;1;0.111;1;0.482;1;1.713;1;0;0.23;0.06
