CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_03;Q_OXY;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304652;2;07-jul-07;22:18:43;30.8131;11.6824;5.03336;0.374143;1;30.779;1;6.468;7;0.0285;1;0.2955;1;0.928;1;256;0.10;0.03
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304651;6;07-jul-07;22:18:43;30.7422;11.6739;5.04202;0.36078075;1;NaN;9;NaN;9;0.033;1;0.3355;1;1.0675;1;0;0.10;0.03
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304650;10;07-jul-07;22:18:43;30.8015;11.1754;5.0806;0.46767875;1;NaN;9;NaN;9;0.038;1;0.3535;1;1.107;1;0;0.11;0.03
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304649;20;07-jul-07;22:18:43;31.2433;5.1399;5.7409;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304648;31;07-jul-07;22:18:43;31.8438;3.7165;5.80929;1.015531;1;NaN;9;NaN;9;0.1895;1;0.485;1;1.2385;1;0;0.39;0.15
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304647;40;07-jul-07;22:18:43;32.0028;1.3231;5.4606;0.135851111111111;1;32.827;7;6.9045;7;4.246;1;0.8235;1;4.4;1;256;5.16;0.96
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304646;50;07-jul-07;22:18:43;32.2925;1.4171;5.31693;0.0930373841269841;1;NaN;9;NaN;9;5.0475;1;0.8585;1;4.547;1;0;5.88;1.11
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304645;76;07-jul-07;22:18:43;32.522;1.5988;5.00246;0.0287321333333333;1;NaN;9;NaN;9;7.325;1;0.959;1;7.2445;1;0;7.64;1.01
