CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_01;Q_OXY;OXY_03;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
NED2013022_145;MFD_SETNO145;44.0085;-59.3177;388562;41;19-jul-13;23:45:59;32.3217;4.0348;6.00255;0.698334409663866;1;32.2969245910645;1;7.0385;7;NaN;9;0.12;1;2.595;1;0.619;1;3.78;1;256;4.19;0.69
NED2013022_146;MFD_SETNO146;44.2322;-59.537;388568;5;20-jul-13;02:18:31;31.1234;16.5594;4.93979;0.199518201680672;1;NaN;9;5.908;1;NaN;9;0;1;0.255;1;0.2455;1;0.405;1;0;1.04;0.63
NED2013022_146;MFD_SETNO146;44.2322;-59.537;388567;26;20-jul-13;02:18:31;32.116;6.0501;6.31793;1.53991690336135;1;NaN;9;NaN;9;NaN;9;0;1;0.57;1;0.3845;1;1.64;1;0;1.48;0.35
NED2013022_146;MFD_SETNO146;44.2322;-59.537;388566;51;20-jul-13;02:18:31;32.4422;3.3777;5.87188;0.41012074789916;1;NaN;9;NaN;9;NaN;9;0.13;1;3.19;1;0.5835;1;3.07;1;0;5.47;1.04
NED2013022_146;MFD_SETNO146;44.2322;-59.537;388565;206;20-jul-13;02:18:31;34.4943;6.2911;4.2753;0.027749968487395;1;34.4978141784668;1;5.12;1;NaN;9;0.085;1;13.785;1;1.016;1;11.525;1;0;13.57;1.20
NED2013022_147;MFD_SETNO147;44.3537;-59.438;388572;6;20-jul-13;04:18:56;30.9903;16.5245;4.93327;0.238313407563025;1;NaN;9;5.296;1;NaN;9;0;1;0;1;0.2535;1;0.345;1;0;0.00;0.00
NED2013022_147;MFD_SETNO147;44.3537;-59.438;388571;26;20-jul-13;04:18:56;32.337;8.5455;6.14355;1.92749445378151;1;NaN;9;NaN;9;NaN;9;0;1;0.28;1;0.3755;1;1.575;1;0;0.75;0.18
NED2013022_147;MFD_SETNO147;44.3537;-59.438;388570;50;20-jul-13;04:18:56;32.5771;4.2681;6.15676;0.537590710084034;1;NaN;9;NaN;9;NaN;9;0.105;1;1.925;1;0.537;1;2.075;1;0;3.58;0.93
NED2013022_147;MFD_SETNO147;44.3537;-59.438;388569;194;20-jul-13;04:18:56;34.3273;6.4763;4.36546;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_148;MFD_SETNO148;44.4133;-59.252;388576;5;20-jul-13;06:35:28;31.2113;16.0525;5.00766;0.288192957983193;1;NaN;9;5.995;1;NaN;9;0;1;0.66;1;0.2435;1;0.39;1;0;2.71;1.69
NED2013022_148;MFD_SETNO148;44.4133;-59.252;388575;24;20-jul-13;06:35:28;32.0023;7.7017;5.47051;0.271566441176471;1;NaN;9;NaN;9;NaN;9;0.13;1;3.9;1;0.7685;1;5.59;1;0;5.07;0.70
NED2013022_148;MFD_SETNO148;44.4133;-59.252;388574;52;20-jul-13;06:35:28;32.395;2.4747;5.66286;0.127469962184874;1;NaN;9;NaN;9;NaN;9;0.155;1;5.635;1;0.8115;1;6.96;1;0;6.94;0.81
NED2013022_148;MFD_SETNO148;44.4133;-59.252;388573;98;20-jul-13;06:35:28;33.6933;5.8107;4.96022;0.110843445378151;1;33.7105827331543;1;5.8525;1;NaN;9;0.145;1;8.285;1;0.757;1;6.58;1;0;10.94;1.26
NED2013022_149;MFD_SETNO149;44.4717;-58.9647;388581;6;20-jul-13;08:36:56;31.1979;16.1266;5.00795;0.321445991596639;1;NaN;9;5.979;1;NaN;9;0;1;0.41;1;0.246;1;0.42;1;0;1.67;0.98
NED2013022_149;MFD_SETNO149;44.4717;-58.9647;388580;25;20-jul-13;08:36:56;31.991;5.3311;6.28699;1.32504477731092;1;NaN;9;NaN;9;NaN;9;0;1;0.71;1;0.4085;1;1.41;1;0;1.74;0.50
NED2013022_149;MFD_SETNO149;44.4717;-58.9647;388579;51;20-jul-13;08:36:56;32.2248;2.3161;5.84554;0.343614680672269;1;NaN;9;NaN;9;NaN;9;0.15;1;4.895;1;0.7775;1;5.575;1;0;6.30;0.88
NED2013022_149;MFD_SETNO149;44.4717;-58.9647;388577;58;20-jul-13;08:36:56;NaN;NaN;NaN;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_149;MFD_SETNO149;44.4717;-58.9647;388578;58;20-jul-13;08:36:56;32.249;2.3866;5.82959;0.299277302521008;1;32.2663993835449;1;6.833;7;NaN;9;0.14;1;5.065;1;0.7575;1;5.345;1;256;6.69;0.95
NED2013022_150;MFD_SETNO150;44.4145;-59.0275;388585;4;20-jul-13;10:34:22;31.238;16.1359;4.99134;0.293735130252101;1;NaN;9;5.989;1;NaN;9;0;1;0.27;1;0.223;1;0.4;1;0;1.21;0.68
NED2013022_150;MFD_SETNO150;44.4145;-59.0275;388584;23;20-jul-13;10:34:22;32.1395;6.8833;6.10695;1.39666881932773;1;NaN;9;NaN;9;NaN;9;0.065;1;0.75;1;0.451;1;1.94;1;0;1.66;0.39
NED2013022_150;MFD_SETNO150;44.4145;-59.0275;388583;50;20-jul-13;10:34:22;32.3839;2.97;5.80312;0.243855579831933;1;NaN;9;NaN;9;NaN;9;0.145;1;4.055;1;0.7585;1;6.25;1;0;5.35;0.65
NED2013022_150;MFD_SETNO150;44.4145;-59.0275;388582;65;20-jul-13;10:34:22;33.0136;4.5257;5.57455;0.171807340336135;1;33.0170135498047;1;6.5645;1;NaN;9;0.15;1;4.54;1;0.6725;1;4.96;1;0;6.75;0.92
NED2013022_151;MFD_SETNO151;44.1067;-58.9178;388589;6;20-jul-13;13:15:24;31.4906;15.2228;5.1494;0.310361647058824;1;NaN;9;6.153;7;NaN;9;0.045;1;0.415;1;0.255;1;0.54;1;256;1.63;0.77
NED2013022_151;MFD_SETNO151;44.1067;-58.9178;388588;25;20-jul-13;13:15:24;32.2401;6.7429;6.46445;0.859488504201681;1;NaN;9;NaN;9;NaN;9;0.065;1;0.53;1;0.2795;1;0.42;1;0;1.90;1.26
NED2013022_151;MFD_SETNO151;44.1067;-58.9178;388587;50;20-jul-13;13:15:24;32.6857;2.6559;6.26072;0.984830577731093;1;NaN;9;NaN;9;NaN;9;0.12;1;2.66;1;0.6195;1;2.37;1;0;4.29;1.12
NED2013022_151;MFD_SETNO151;44.1067;-58.9178;388586;122;20-jul-13;13:15:24;33.5004;5.0602;4.97967;0.088674756302521;1;33.4792175292969;1;6.309;7;NaN;9;0.17;1;7.16;1;0.762;1;5.37;1;256;9.40;1.33
NED2013022_152;MFD_SETNO152;44.2653;-58.8593;388593;4;20-jul-13;15:10:21;31.4926;15.8958;5.00791;0.326988163865546;1;NaN;9;6.015;7;NaN;9;0.06;1;0.19;1;0.2245;1;0.575;1;256;0.85;0.33
NED2013022_152;MFD_SETNO152;44.2653;-58.8593;388592;24;20-jul-13;15:10:21;32.0111;5.4251;6.16165;1.43248084033614;1;NaN;9;NaN;9;NaN;9;0.105;1;1.55;1;0.4895;1;2.345;1;0;3.17;0.66
NED2013022_152;MFD_SETNO152;44.2653;-58.8593;388591;51;20-jul-13;15:10:21;32.4075;3.2973;5.91981;0.260482096638656;1;NaN;9;NaN;9;NaN;9;0.165;1;4.495;1;0.7205;1;5.17;1;0;6.24;0.87
NED2013022_152;MFD_SETNO152;44.2653;-58.8593;388590;63;20-jul-13;15:10:21;32.9418;4.2096;5.71378;0.243855579831933;1;32.9519882202148;1;6.707;1;NaN;9;0.185;1;5.475;1;0.6905;1;4.605;1;0;7.93;1.19
NED2013022_153;MFD_SETNO153;44.409;-58.605;388597;5;20-jul-13;17:25:08;31.0418;16.257;5.00778;0.349156852941177;1;NaN;9;5.918;1;NaN;9;0.05;1;0.43;1;0.229;1;0.505;1;0;1.88;0.85
NED2013022_153;MFD_SETNO153;44.409;-58.605;388596;25;20-jul-13;17:25:08;32.1092;4.8421;5.88288;1.12807866176471;1;NaN;9;NaN;9;NaN;9;0.1;1;1.625;1;0.531;1;2.745;1;0;3.06;0.59
NED2013022_153;MFD_SETNO153;44.409;-58.605;388595;50;20-jul-13;17:25:08;32.2967;3.5343;5.99903;0.24939775210084;1;NaN;9;NaN;9;NaN;9;0.14;1;2.875;1;0.6425;1;3.86;1;0;4.47;0.74
NED2013022_153;MFD_SETNO153;44.409;-58.605;388594;62;20-jul-13;17:25:08;32.3502;3.2188;6.01743;0.193976029411765;1;32.3690414428711;1;6.937;1;NaN;9;0.15;1;3.315;1;0.672;1;4.65;1;0;4.93;0.71
NED2013022_154;MFD_SETNO154;44.6518;-58.855;388601;7;20-jul-13;19:47:11;30.6124;15.6647;5.06129;0.376867714285714;1;NaN;9;6.077;7;NaN;9;0.04;1;0.64;1;0.2305;1;0.41;1;256;2.78;1.56
NED2013022_154;MFD_SETNO154;44.6518;-58.855;388600;25;20-jul-13;19:47:11;31.1283;6.9176;6.68664;0.537590710084034;1;NaN;9;NaN;9;NaN;9;0.04;1;0.475;1;0.3295;1;0.35;1;0;1.44;1.36
NED2013022_154;MFD_SETNO154;44.6518;-58.855;388599;49;20-jul-13;19:47:11;32.012;1.6848;6.09519;0.752052441176471;1;NaN;9;NaN;9;NaN;9;0.19;1;6.43;1;0.841;1;5.135;1;0;7.65;1.25
NED2013022_154;MFD_SETNO154;44.6518;-58.855;388598;72;20-jul-13;19:47:11;32.3903;1.8637;5.7174;0.0720482394957983;1;32.4116287231445;1;6.7135;1;NaN;9;0.155;1;8.83;1;0.923;1;8.13;1;0;9.57;1.09
NED2013022_155;MFD_SETNO155;44.7068;-59.1287;388605;5;20-jul-13;22:45:58;30.7628;15.6039;5.07847;0.387952058823529;1;NaN;9;6.078;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_155;MFD_SETNO155;44.7068;-59.1287;388604;26;20-jul-13;22:45:58;31.1676;6.3499;6.53452;1.00273658823529;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_155;MFD_SETNO155;44.7068;-59.1287;388603;49;20-jul-13;22:45:58;31.6923;2.3303;6.06297;0.526506365546219;1;NaN;9;NaN;9;NaN;9;0.195;1;5.345;1;0.82;1;4.275;1;0;6.52;1.25
NED2013022_155;MFD_SETNO155;44.7068;-59.1287;388602;91;20-jul-13;22:45:58;32.4454;1.9056;5.64327;0.0758499138655462;1;32.4648056030273;1;6.6395;1;NaN;9;0.14;1;9.2;1;0.895;1;8.56;1;0;10.28;1.07
NED2013022_156;MFD_SETNO156;44.6963;-59.1975;388609;5;21-jul-13;01:36:03;30.7712;15.4462;5.08992;0.371325542016807;1;NaN;9;6.072;1;NaN;9;0;1;0.195;1;0.2615;1;0.575;1;0;0.75;0.34
NED2013022_156;MFD_SETNO156;44.6963;-59.1975;388608;26;21-jul-13;01:36:03;31.1265;8.1143;6.48029;0.644616378151261;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_156;MFD_SETNO156;44.6963;-59.1975;388607;51;21-jul-13;01:36:03;31.9429;1.7162;6.14217;0.465542470588235;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_156;MFD_SETNO156;44.6963;-59.1975;388606;199;21-jul-13;01:36:03;32.6315;2.1275;5.39935;0.0536499390756303;1;32.6453971862793;1;6.389;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_157;MFD_SETNO157;44.6033;-59.3537;388613;4;21-jul-13;04:13:26;30.7591;15.3696;5.08735;0.338072508403361;1;NaN;9;6.076;1;NaN;9;0;1;0.245;1;0.2535;1;0.385;1;0;0.97;0.64
NED2013022_157;MFD_SETNO157;44.6033;-59.3537;388612;25;21-jul-13;04:13:26;31.5095;5.5822;6.69558;0.631807638655462;1;NaN;9;NaN;9;NaN;9;0.08;1;0.455;1;0.4035;1;0.86;1;0;1.13;0.53
NED2013022_157;MFD_SETNO157;44.6033;-59.3537;388611;51;21-jul-13;04:13:26;32.2519;2.4288;5.82464;0.354699025210084;1;NaN;9;NaN;9;NaN;9;0.14;1;6.57;1;0.9135;1;6.435;1;0;7.19;1.02
NED2013022_157;MFD_SETNO157;44.6033;-59.3537;388610;60;21-jul-13;04:13:26;32.2575;2.4012;5.79792;0.315903819327731;1;32.2745780944824;1;6.7985;7;NaN;9;0.135;1;6.71;1;0.951;1;6.63;1;256;7.06;1.01
NED2013022_158;MFD_SETNO158;44.6693;-59.7467;388617;6;21-jul-13;08:03:35;30.8009;15.7739;4.97839;0.354699025210084;1;NaN;9;5.984;7;NaN;9;0;1;0.285;1;0.246;1;0.34;1;256;1.16;0.84
NED2013022_158;MFD_SETNO158;44.6693;-59.7467;388616;25;21-jul-13;08:03:35;31.2938;5.1821;6.76211;0.966924567226891;1;NaN;9;NaN;9;NaN;9;0;1;0.2;1;0.407;1;0.245;1;0;0.49;0.82
NED2013022_158;MFD_SETNO158;44.6693;-59.7467;388615;50;21-jul-13;08:03:35;32.0045;2.6078;5.9718;0.555086325630252;1;NaN;9;NaN;9;NaN;9;0.1;1;5.09;1;0.854;1;4.67;1;0;5.96;1.09
NED2013022_158;MFD_SETNO158;44.6693;-59.7467;388614;219;21-jul-13;08:03:35;33.0238;3.0776;4.54452;0.0443999495798319;1;33.0354385375977;1;5.65;7;NaN;9;0.085;1;11.6;1;1.2615;1;13.695;1;256;9.20;0.85
NED2013022_159;MFD_SETNO159;44.5103;-59.9072;388621;3;21-jul-13;11:05:31;30.8929;16.5389;4.94747;0.465542470588235;1;NaN;9;5.891;1;NaN;9;0;1;0.165;1;0.2055;1;0.325;1;0;0.80;0.51
NED2013022_159;MFD_SETNO159;44.5103;-59.9072;388620;24;21-jul-13;11:05:31;31.6762;4.5183;6.39306;0.966924567226891;1;NaN;9;NaN;9;NaN;9;0.08;1;1.045;1;0.4705;1;1.7;1;0;2.22;0.61
NED2013022_159;MFD_SETNO159;44.5103;-59.9072;388619;51;21-jul-13;11:05:31;32.2568;3.0091;5.7984;0.221686890756303;1;NaN;9;NaN;9;NaN;9;0.155;1;4.61;1;0.824;1;5.26;1;0;5.59;0.88
NED2013022_159;MFD_SETNO159;44.5103;-59.9072;388618;69;21-jul-13;11:05:31;32.2958;3.0434;5.75746;0.210602546218487;1;32.315357208252;1;6.7795;7;NaN;9;0.16;1;4.705;1;0.8195;1;5.39;1;256;5.74;0.87
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388625;6;21-jul-13;13:03:41;30.9031;16.8489;4.89214;0.45445812605042;1;NaN;9;5.875;1;NaN;9;0.025;1;0.225;1;0.2005;1;0.345;1;0;1.12;0.65
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388624;25;21-jul-13;13:03:41;31.5033;6.6647;6.61888;1.1101726512605;1;NaN;9;NaN;9;NaN;9;0.055;1;0.4;1;0.4;1;0.905;1;0;1.00;0.44
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388623;52;21-jul-13;13:03:41;32.2864;3.1312;5.87251;0.509879848739496;1;NaN;9;NaN;9;NaN;9;0.13;1;3.53;1;0.7565;1;4.15;1;0;4.67;0.85
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388622;129;21-jul-13;13:03:41;33.7817;5.5807;4.68936;0.0517999411764706;1;33.7880439758301;1;5.5795;1;NaN;9;0.085;1;11.745;1;1.032;1;10.13;1;0;11.38;1.16
NED2013022_161;MFD_SETNO161;44.0247;-59.9842;388628;5;21-jul-13;16:39:11;31.2081;16.5773;4.99762;0.698334409663866;1;NaN;9;5.843;1;NaN;9;0;1;0.43;1;0.2065;1;0.21;1;0;2.08;2.05
NED2013022_161;MFD_SETNO161;44.0247;-59.9842;388627;26;21-jul-13;16:39:11;31.5951;11.7485;5.47894;1.16389068277311;1;NaN;9;NaN;9;NaN;9;0.1;1;0.555;1;0.32;1;0.755;1;0;1.73;0.74
NED2013022_161;MFD_SETNO161;44.0247;-59.9842;388626;39;21-jul-13;16:39:11;32.2325;4.77;5.43227;0.572992336134454;1;32.1700401306152;1;6.438;7;NaN;9;0.145;1;2.995;1;0.716;1;5.75;1;256;4.18;0.52
NED2013022_162;MFD_SETNO162;44.0808;-60.4295;388631;5;21-jul-13;19:10:39;31.2493;16.4439;4.98137;0.45445812605042;1;NaN;9;5.961;1;NaN;9;0;1;0.535;1;0.201;1;0;1;0;2.66;NaN
NED2013022_162;MFD_SETNO162;44.0808;-60.4295;388630;25;21-jul-13;19:10:39;32.1908;5.3842;5.59399;0.680428399159664;1;NaN;9;NaN;9;NaN;9;0.14;1;4.23;1;0.6545;1;4.395;1;0;6.46;0.96
NED2013022_162;MFD_SETNO162;44.0808;-60.4295;388629;50;21-jul-13;19:10:39;32.6815;3.3414;5.31443;0.144096478991597;1;32.6975860595703;1;6.2695;1;NaN;9;0.17;1;8.86;1;0.9045;1;8.105;1;0;9.80;1.09
NED2013022_163;MFD_SETNO163;44.1988;-60.7935;388633;5;21-jul-13;21:27:11;30.9353;16.5338;4.92947;0.471084642857143;1;NaN;9;6.249;7;NaN;9;0;1;0.635;1;0.2235;1;0.325;1;256;2.84;1.95
NED2013022_163;MFD_SETNO163;44.1988;-60.7935;388632;26;21-jul-13;21:27:11;31.8486;5.3086;6.18792;0.680428399159664;1;31.8464508056641;1;7.295;7;NaN;9;0.08;1;1.59;1;0.4995;1;1.66;1;256;3.18;0.96
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388637;4;21-jul-13;23:31:39;31.0884;16.2484;4.97742;0.282650785714286;1;NaN;9;6.038;7;NaN;9;0.05;1;0.255;1;0.234;1;0.455;1;256;1.09;0.56
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388636;25;21-jul-13;23:31:39;31.6687;4.2851;6.44667;0.984830577731093;1;NaN;9;NaN;9;NaN;9;0.055;1;0.895;1;0.4165;1;1.16;1;0;2.15;0.77
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388635;49;21-jul-13;23:31:39;32.1389;2.4235;5.82992;0.387952058823529;1;NaN;9;NaN;9;NaN;9;0.195;1;5.97;1;0.8285;1;4.955;1;0;7.21;1.20
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388634;88;21-jul-13;23:31:39;32.5999;2.5309;5.27714;0.0425499516806723;1;32.6168403625488;1;6.227;1;NaN;9;0.07;1;10.41;1;1.0135;1;9.525;1;0;10.27;1.09
NED2013022_165;MFD_SETNO165;44.4275;-60.5083;388640;4;22-jul-13;01:19:18;31.069;16.4235;4.80156;0.570843743697479;1;NaN;9;6.216;7;NaN;9;0;1;0.205;1;0.259;1;0.485;1;256;0.79;0.42
NED2013022_165;MFD_SETNO165;44.4275;-60.5083;388639;24;22-jul-13;01:19:18;31.8396;5.6757;5.8523;0.823676483193277;1;NaN;9;NaN;9;NaN;9;0.09;1;1.925;1;0.563;1;2.81;1;0;3.42;0.69
NED2013022_165;MFD_SETNO165;44.4275;-60.5083;388638;35;22-jul-13;01:19:18;31.8619;5.4227;5.85041;0.698334409663866;1;31.8749523162842;1;6.9195;7;NaN;9;0.1;1;2.58;1;0.574;1;3.03;1;256;4.49;0.85
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388644;6;22-jul-13;03:22:50;31.0593;17.7188;4.77438;0.43228943697479;1;NaN;9;5.736;1;NaN;9;0;1;0.095;1;0.1945;1;0;1;0;0.49;NaN
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388643;25;22-jul-13;03:22:50;31.2622;8.5995;6.25074;0.931112546218488;1;NaN;9;NaN;9;NaN;9;0;1;0.21;1;0.36;1;0.825;1;0;0.58;0.25
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388642;51;22-jul-13;03:22:50;32.0388;2.1933;5.97816;0.343614680672269;1;NaN;9;NaN;9;NaN;9;0.195;1;5.61;1;0.841;1;4.83;1;0;6.67;1.16
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388641;151;22-jul-13;03:22:50;32.8877;3.2336;5.03573;0.0443999495798319;1;32.8934020996094;1;5.961;1;NaN;9;0.055;1;10.63;1;1.038;1;10.76;1;0;10.24;0.99
NED2013022_167;MFD_SETNO167;44.4895;-60.5862;388647;5;22-jul-13;05:22:06;31.0766;16.5642;4.92589;0.266024268907563;1;NaN;9;5.903;1;NaN;9;0;1;0;1;0.221;1;0;1;0;0.00;NaN
NED2013022_167;MFD_SETNO167;44.4895;-60.5862;388646;25;22-jul-13;05:22:06;31.861;5.261;5.82731;0.931112546218488;1;NaN;9;NaN;9;NaN;9;0.095;1;1.96;1;0.596;1;2.925;1;0;3.29;0.67
NED2013022_167;MFD_SETNO167;44.4895;-60.5862;388645;42;22-jul-13;05:22:06;31.9269;4.9124;5.83616;0.734146430672269;1;31.944299697876;1;6.8705;7;NaN;9;0.13;1;2.72;1;0.6275;1;3.53;1;256;4.33;0.77
NED2013022_168;MFD_SETNO168;44.6397;-60.4517;388650;6;22-jul-13;07:18:51;30.8172;17.5164;4.80346;0.24939775210084;1;NaN;9;5.762;1;NaN;9;0;1;0.25;1;0.1905;1;0;1;0;1.31;NaN
NED2013022_168;MFD_SETNO168;44.6397;-60.4517;388649;25;22-jul-13;07:18:51;31.6544;8.113;5.90806;1.30713876680672;1;NaN;9;NaN;9;NaN;9;0;1;0.255;1;0.4;1;1.06;1;0;0.64;0.24
NED2013022_168;MFD_SETNO168;44.6397;-60.4517;388648;45;22-jul-13;07:18:51;31.7659;6.6955;5.9101;1.36085679831933;1;31.7415313720703;1;6.899;1;NaN;9;0.055;1;0.62;1;0.4535;1;1.77;1;0;1.37;0.35
NED2013022_170;MFD_SETNO170;44.6425;-60.518;388653;5;22-jul-13;09:01:51;30.9047;17.6092;4.78828;0.277108613445378;1;NaN;9;5.787;1;NaN;9;0;1;0.455;1;0.199;1;0;1;0;2.29;NaN
NED2013022_170;MFD_SETNO170;44.6425;-60.518;388652;25;22-jul-13;09:01:51;31.6628;8.0785;5.86823;1.14598467226891;1;NaN;9;NaN;9;NaN;9;0;1;0.6;1;0.3905;1;1.195;1;0;1.54;0.50
NED2013022_170;MFD_SETNO170;44.6425;-60.518;388651;33;22-jul-13;09:01:51;31.6647;8.0441;5.87626;1.0385486092437;1;31.6785068511963;1;6.9285;7;NaN;9;0;1;0.42;1;0.3945;1;1.07;1;256;1.06;0.39
NED2013022_171;MFD_SETNO171;44.517;-60.904;388657;5;22-jul-13;12:52:25;30.9616;18.0081;4.73215;0.310361647058824;1;NaN;9;5.847;7;NaN;9;0;1;0.48;1;0.2005;1;0;1;256;2.39;NaN
NED2013022_171;MFD_SETNO171;44.517;-60.904;388656;25;22-jul-13;12:52:25;31.6651;5.7203;6.1986;1.00273658823529;1;NaN;9;NaN;9;NaN;9;0.085;1;1.42;1;0.528;1;1.665;1;0;2.69;0.85
NED2013022_171;MFD_SETNO171;44.517;-60.904;388655;50;22-jul-13;12:52:25;32.0835;2.2862;5.83436;0.326988163865546;1;NaN;9;NaN;9;NaN;9;0.16;1;7.445;1;0.8915;1;6.075;1;0;8.35;1.23
NED2013022_171;MFD_SETNO171;44.517;-60.904;388654;82;22-jul-13;12:52:25;32.3682;2.3228;5.43865;0.0610499306722689;1;32.3846855163574;1;6.421;1;NaN;9;0.095;1;9.66;1;0.9645;1;8.53;1;0;10.02;1.13
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388661;6;22-jul-13;17:31:14;30.811;18.3635;4.69384;0.210602546218487;1;NaN;9;5.644;1;NaN;9;0.045;1;1.305;1;0.1465;1;0.22;1;0;8.91;5.93
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388660;25;22-jul-13;17:31:14;32.056;7.0259;6.08156;0.626710367647059;1;NaN;9;NaN;9;NaN;9;0.05;1;1.205;1;0.252;1;0.34;1;0;4.78;3.54
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388659;51;22-jul-13;17:31:14;32.2716;3.2289;5.82199;0.448915953781513;1;NaN;9;NaN;9;NaN;9;0.215;1;4.74;1;0.7395;1;3.3;1;0;6.41;1.44
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388658;86;22-jul-13;17:31:14;33.2719;5.4562;4.19504;0.0462499474789916;1;33.2846221923828;1;4.9915;1;NaN;9;0.115;1;12.9;1;1.145;1;12.84;1;0;11.27;1.00
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388665;5;22-jul-13;21:53:53;30.9023;18.2191;4.76048;0.254939924369748;1;NaN;9;5.849;7;NaN;9;0.04;1;0.75;1;0.141;1;0;1;256;5.32;NaN
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388664;25;22-jul-13;21:53:53;31.9399;6.739;6.21492;0.966924567226891;1;NaN;9;NaN;9;NaN;9;0.06;1;1;1;0.3265;1;0.55;1;0;3.06;1.82
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388663;50;22-jul-13;21:53:53;32.2608;3.2055;5.77341;0.149638651260504;1;NaN;9;NaN;9;NaN;9;0.195;1;6.825;1;0.7515;1;5.07;1;0;9.08;1.35
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388662;179;22-jul-13;21:53:53;34.9164;10.3448;2.4755;0.016649981092437;1;34.9248008728027;1;3.0635;1;NaN;9;0.08;1;19.365;1;1.2465;1;17.6;1;0;15.54;1.10
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388669;5;23-jul-13;00:20:48;30.6949;18.6532;4.7137;0.166265168067227;1;NaN;9;5.739;7;NaN;9;0.04;1;0.435;1;0.144;1;0;1;256;3.02;NaN
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388668;24;23-jul-13;00:20:48;31.8551;7.5146;6.24612;0.404578575630252;1;NaN;9;NaN;9;NaN;9;0.06;1;0.65;1;0.2955;1;0.295;1;0;2.20;2.20
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388667;50;23-jul-13;00:20:48;32.3948;2.9093;5.5022;0.210602546218487;1;NaN;9;NaN;9;NaN;9;0.16;1;7.81;1;0.781;1;5.53;1;0;10.00;1.41
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388666;132;23-jul-13;00:20:48;34.5385;9.3755;3.10391;0.022199974789916;1;34.5383453369141;1;3.7575;1;NaN;9;0.08;1;16.58;1;1.1215;1;13.725;1;0;14.78;1.21
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388673;5;23-jul-13;02:33:50;30.4434;18.9524;4.70804;0.22722906302521;1;NaN;9;5.886;7;NaN;9;0.06;1;0.73;1;0.1535;1;0;1;256;4.76;NaN
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388672;25;23-jul-13;02:33:50;32.0663;8.5743;6.34199;0.734146430672269;1;NaN;9;NaN;9;NaN;9;0.055;1;0.685;1;0.3015;1;0.52;1;0;2.27;1.32
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388671;51;23-jul-13;02:33:50;32.4192;3.1677;5.6461;0.24939775210084;1;NaN;9;NaN;9;NaN;9;0.22;1;6.185;1;0.75;1;4.675;1;0;8.25;1.32
