CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_01;Q_OXY;OXY_03;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388670;246;23-jul-13;02:33:50;35.0792;9.818;2.36953;0.0240499726890756;1;35.0873374938965;1;2.925;1;NaN;9;0.055;1;21.38;1;1.432;1;18.16;1;0;14.93;1.18
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388683;2;23-jul-13;05:26:02;30.444;18.711;4.73337;0.199518201680672;1;30.4478740692139;1;5.6715;1;NaN;9;0.04;1;0.485;1;0.1235;1;0;1;0;3.93;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388682;5;23-jul-13;05:26:02;30.4614;18.5451;4.7265;0.199518201680672;1;NaN;9;NaN;9;NaN;9;0.04;1;0.59;1;0.134;1;0;1;0;4.40;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388681;10;23-jul-13;05:26:02;30.5067;17.6904;4.8394;0.221686890756303;1;NaN;9;NaN;9;NaN;9;0.04;1;0.715;1;0.1355;1;0.44;1;0;5.28;1.63
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388680;20;23-jul-13;05:26:02;31.3481;10.8086;6.11704;0.526506365546218;1;NaN;9;NaN;9;NaN;9;0.04;1;0.665;1;0.251;1;0.365;1;0;2.65;1.82
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388679;31;23-jul-13;05:26:02;31.8274;3.4412;6.15188;0.399036403361345;1;NaN;9;NaN;9;NaN;9;0.185;1;3.855;1;0.6525;1;3.6;1;0;5.91;1.07
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388678;41;23-jul-13;05:26:02;31.9817;2.1601;6.11117;0.293735130252101;1;32.0530433654785;1;7.032;1;NaN;9;0.205;1;6.005;1;0.792;1;4.73;1;0;7.58;1.27
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388677;50;23-jul-13;05:26:02;32.0937;2.0678;5.90121;0.22722906302521;1;NaN;9;NaN;9;NaN;9;0.18;1;6.945;1;0.809;1;4.925;1;0;8.58;1.41
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388676;75;23-jul-13;05:26:02;32.445;2.6772;5.37702;0.0517999411764706;1;NaN;9;NaN;9;NaN;9;0.05;1;10;1;0.939;1;8;1;0;10.65;1.25
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388675;101;23-jul-13;05:26:02;33.0977;5.1601;4.83642;0.0628999285714286;1;NaN;9;NaN;9;NaN;9;0.065;1;10.47;1;0.867;1;7.45;1;0;12.08;1.41
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388674;149;23-jul-13;05:26:02;34.0766;8.106;3.523;0.011099987394958;1;33.9570159912109;7;4.436;1;NaN;9;0.085;1;14.01;1;1.115;1;12.705;1;256;12.57;1.10
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388687;6;25-jul-13;00:51:31;30.5202;14.0032;5.37764;0.509879848739496;1;NaN;9;6.696;7;NaN;9;0.06;1;0.68;1;0.1815;1;0.21;1;256;3.75;3.24
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388686;25;25-jul-13;00:51:31;31.8266;5.7952;6.3114;1.21760871428571;1;NaN;9;NaN;9;NaN;9;0.045;1;0.86;1;0.3055;1;0.46;1;0;2.82;1.87
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388685;52;25-jul-13;00:51:31;32.1509;2.5767;5.89559;0.315903819327731;1;NaN;9;NaN;9;NaN;9;0.18;1;5.565;1;0.722;1;4.225;1;0;7.71;1.32
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388684;169;25-jul-13;00:51:31;34.8898;10.0283;2.62089;0.027749968487395;1;34.8516502380371;1;3.2415;1;NaN;9;0.125;1;17.08;1;1.252;1;14.92;1;0;13.64;1.14
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388691;5;25-jul-13;02:49:10;30.3445;15.2602;5.24488;0.716240420168067;1;NaN;9;6.233;1;NaN;9;0.05;1;0.295;1;0.135;1;0;1;0;2.19;NaN
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388690;25;25-jul-13;02:49:10;31.8543;6.658;6.30751;1.0922666407563;1;NaN;9;NaN;9;NaN;9;0.035;1;0.37;1;0.2855;1;0.53;1;0;1.30;0.70
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388689;50;25-jul-13;02:49:10;32.1874;2.8227;5.83851;0.238313407563025;1;NaN;9;NaN;9;NaN;9;0.2;1;5.955;1;0.7365;1;4.46;1;0;8.09;1.34
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388688;152;25-jul-13;02:49:10;34.8266;10.0155;2.1855;0.0314499642857143;1;34.8611145019531;1;2.7045;1;NaN;9;0.07;1;19.17;1;1.4885;1;21.74;1;0;12.88;0.88
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388695;5;25-jul-13;06:39:22;30.4189;17.9616;4.72077;0.399036403361345;1;NaN;9;5.666;1;NaN;9;0.06;1;0.305;1;0.1945;1;0;1;0;1.57;NaN
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388694;26;25-jul-13;06:39:22;31.9462;6.8613;5.86331;1.0743606302521;1;NaN;9;NaN;9;NaN;9;0.06;1;0.38;1;0.4165;1;0.675;1;0;0.91;0.56
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388693;50;25-jul-13;06:39:22;32.0841;3.0318;5.87327;0.354699025210084;1;NaN;9;NaN;9;NaN;9;0.2;1;4.585;1;0.765;1;3.775;1;0;5.99;1.21
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388692;181;25-jul-13;06:39:22;35.0024;10.3653;2.3797;0.0295999663865546;1;35.0588111877441;1;2.9065;1;NaN;9;0.105;1;20.275;1;1.5305;1;19.395;1;0;13.25;1.05
NED2013022_180;MFD_SETNO180;44.609;-61.332;388699;6;25-jul-13;10:39:18;30.9469;18.6485;4.58121;0.338072508403361;1;NaN;9;5.501;1;NaN;9;0.045;1;0.14;1;0.161;1;0;1;0;0.87;NaN
NED2013022_180;MFD_SETNO180;44.609;-61.332;388698;26;25-jul-13;10:39:18;31.8897;7.2877;6.22267;0.752052441176471;1;NaN;9;NaN;9;NaN;9;0.065;1;0.465;1;0.3385;1;0.365;1;0;1.37;1.27
NED2013022_180;MFD_SETNO180;44.609;-61.332;388697;52;25-jul-13;10:39:18;32.5134;2.8336;5.38629;0.0906498970588236;1;NaN;9;NaN;9;NaN;9;0.135;1;8.875;1;0.8865;1;7.47;1;0;10.01;1.19
NED2013022_180;MFD_SETNO180;44.609;-61.332;388696;110;25-jul-13;10:39:18;33.7711;7.0729;3.43593;0.0554999369747899;1;33.7716789245605;1;4.1305;1;NaN;9;0.13;1;15.145;1;1.3405;1;16.595;1;0;11.30;0.91
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388703;6;25-jul-13;13:48:25;30.0906;17.8929;4.77106;0.421205092436975;1;NaN;9;5.697;1;NaN;9;0.045;1;0.275;1;0.1985;1;0;1;0;1.39;NaN
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388702;26;25-jul-13;13:48:25;31.3587;6.173;6.43176;1.14598467226891;1;NaN;9;NaN;9;NaN;9;0.05;1;0.25;1;0.401;1;0.55;1;0;0.62;0.45
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388701;50;25-jul-13;13:48:25;32.1433;2.7268;5.74124;0.118399865546219;1;NaN;9;NaN;9;NaN;9;0.185;1;6.63;1;0.815;1;5.53;1;0;8.13;1.20
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388700;273;25-jul-13;13:48:25;32.7352;2.3806;4.87061;0.027749968487395;1;32.7439994812012;1;5.551;1;NaN;9;0.075;1;11.995;1;1.176;1;15.26;1;0;10.20;0.79
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388707;5;25-jul-13;17:12:48;30.2204;17.5094;4.82994;0.515422021008403;1;NaN;9;5.816;1;NaN;9;0.05;1;0.27;1;0.1865;1;0.355;1;0;1.45;0.76
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388706;26;25-jul-13;17:12:48;31.0831;5.0543;6.57431;0.752052441176471;1;NaN;9;NaN;9;NaN;9;0.07;1;0.57;1;0.4065;1;0.36;1;0;1.40;1.58
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388705;51;25-jul-13;17:12:48;31.6981;1.9469;6.21258;0.177349512605042;1;NaN;9;NaN;9;NaN;9;0.3;1;5.31;1;0.798;1;5.375;1;0;6.65;0.99
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388704;190;25-jul-13;17:12:48;32.6339;2.499;5.12649;0.0314499642857143;1;32.650951385498;1;6.082;1;NaN;9;0.06;1;11.15;1;1.0535;1;10.995;1;0;10.58;1.01
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388711;6;25-jul-13;19:42:25;30.0474;17.4447;4.90782;0.823676483193277;1;NaN;9;5.968;7;NaN;9;0.045;1;0.42;1;0.1805;1;0.2;1;256;2.33;2.10
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388710;26;25-jul-13;19:42:25;31.0179;7.2107;6.04093;0.931112546218488;1;NaN;9;NaN;9;NaN;9;0.07;1;0.785;1;0.424;1;1.16;1;0;1.85;0.68
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388709;51;25-jul-13;19:42:25;31.7421;2.0567;6.436;0.515422021008404;1;NaN;9;NaN;9;NaN;9;0.2;1;3.665;1;0.734;1;3.565;1;0;4.99;1.03
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388708;79;25-jul-13;19:42:25;32.1866;1.5529;5.96177;0.0869499012605042;1;32.2015495300293;1;6.962;7;NaN;9;0.195;1;7.79;1;0.896;1;7.365;1;256;8.69;1.06
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388715;5;25-jul-13;22:28:10;29.9453;17.5458;4.82447;0.859488504201681;1;NaN;9;5.872;7;NaN;9;0.05;1;0.37;1;0.2045;1;0.345;1;256;1.81;1.07
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388714;26;25-jul-13;22:28:10;31.3231;3.8933;6.33956;0.841582493697479;1;NaN;9;NaN;9;NaN;9;0.05;1;0.23;1;0.4115;1;0.705;1;0;0.56;0.33
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388713;52;25-jul-13;22:28:10;31.8576;1.5989;6.18462;0.118399865546219;1;NaN;9;NaN;9;NaN;9;0.25;1;5.665;1;0.8975;1;5.35;1;0;6.31;1.06
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388712;133;25-jul-13;22:28:10;33.1102;2.6137;4.55567;0.033299962184874;1;33.1225471496582;1;5.4045;1;NaN;9;0.09;1;13.97;1;1.2335;1;16.82;1;0;11.33;0.83
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388719;6;26-jul-13;01:06:29;30.1554;17.6972;4.83138;0.543132882352941;1;NaN;9;5.717;1;NaN;9;0.04;1;0.575;1;0.129;1;0.485;1;0;4.46;1.19
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388718;25;26-jul-13;01:06:29;31.3965;4.75;6.47048;0.555086325630252;1;NaN;9;NaN;9;NaN;9;0.06;1;1.105;1;0.3725;1;0.96;1;0;2.97;1.15
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388717;52;26-jul-13;01:06:29;31.8374;1.9634;6.07076;0.260482096638656;1;NaN;9;NaN;9;NaN;9;0.265;1;5.525;1;0.73;1;4.09;1;0;7.57;1.35
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388716;100;26-jul-13;01:06:29;32.1663;1.7651;5.59084;0.0721499180672269;1;32.1867408752441;1;6.616;7;NaN;9;0.18;1;9.3;1;0.9045;1;8.9;1;256;10.28;1.04
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388723;5;26-jul-13;03:07:59;30.3849;17.4758;4.85285;0.47662681512605;1;NaN;9;5.777;1;NaN;9;0.02;1;0.5;1;0.1845;1;0.34;1;0;2.71;1.47
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388722;25;26-jul-13;03:07:59;31.2676;6.428;6.39718;0.64461637815126;1;NaN;9;NaN;9;NaN;9;0.045;1;0.07;1;0.3505;1;0.935;1;0;0.20;0.07
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388721;50;26-jul-13;03:07:59;31.8178;1.9923;6.10781;0.293735130252101;1;NaN;9;NaN;9;NaN;9;0.27;1;5.955;1;0.774;1;4.565;1;0;7.69;1.30
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388720;97;26-jul-13;03:07:59;32.1862;1.7881;5.54802;0.0462499474789916;1;32.1737365722656;1;6.552;7;NaN;9;0.165;1;8.99;1;0.9195;1;9.235;1;256;9.78;0.97
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388727;5;26-jul-13;06:08:05;30.6018;16.9666;4.85945;0.332530336134454;1;NaN;9;5.813;1;NaN;9;0.04;1;1.585;1;0.222;1;0.25;1;0;7.14;6.34
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388726;27;26-jul-13;06:08:05;31.2463;6.8485;6.43685;0.487711159663866;1;NaN;9;NaN;9;NaN;9;0.04;1;1.52;1;0.337;1;0.415;1;0;4.51;3.66
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388725;51;26-jul-13;06:08:05;32.0311;1.7549;5.81006;0.310361647058824;1;NaN;9;NaN;9;NaN;9;0.21;1;9.145;1;0.894;1;7.13;1;0;10.23;1.28
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388724;84;26-jul-13;06:08:05;32.1975;1.7403;5.73817;0.171807340336135;1;32.2119369506836;1;6.7255;1;NaN;9;0.195;1;8.365;1;0.9045;1;8.255;1;0;9.25;1.01
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388731;5;26-jul-13;09:45:56;30.5539;17.0998;4.85214;0.354699025210084;1;NaN;9;5.809;1;NaN;9;0.04;1;1.25;1;0.2185;1;0.365;1;0;5.72;3.42
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388730;25;26-jul-13;09:45:56;31.1372;7.7868;6.27697;0.608804357142857;1;NaN;9;NaN;9;NaN;9;0.065;1;1.715;1;0.373;1;0.37;1;0;4.60;4.64
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388729;50;26-jul-13;09:45:56;32.0991;2.0078;6.20738;0.216144718487395;1;NaN;9;NaN;9;NaN;9;0.2;1;6.445;1;0.78;1;3.96;1;0;8.26;1.63
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388728;211;26-jul-13;09:45:56;32.9382;2.7626;5.26728;0.033299962184874;1;32.9426536560059;1;6.2125;1;NaN;9;0.07;1;11.345;1;0.962;1;10.425;1;0;11.79;1.09
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388735;5;26-jul-13;13:21:14;30.5043;17.6093;4.8276;0.365783369747899;1;NaN;9;5.776;1;NaN;9;0;1;0.545;1;0.223;1;0.41;1;0;2.44;1.33
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388734;25;26-jul-13;13:21:14;31.778;6.6994;6.1853;1.0564546197479;1;NaN;9;NaN;9;NaN;9;0;1;0.665;1;0.398;1;1.725;1;0;1.67;0.39
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388733;50;26-jul-13;13:21:14;32.31;2.2626;5.56267;0.144096478991597;1;NaN;9;NaN;9;NaN;9;0.15;1;7.06;1;0.876;1;7.33;1;0;8.06;0.96
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388732;65;26-jul-13;13:21:14;32.3193;2.2234;5.55382;0.116385617647059;1;32.3311767578125;1;6.5135;1;NaN;9;0.145;1;7.16;1;0.882;1;7.375;1;0;8.12;0.97
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388739;5;26-jul-13;15:07:16;30.7005;17.437;4.85258;0.277108613445378;1;NaN;9;5.834;1;NaN;9;0;1;0.63;1;0.2165;1;0.33;1;0;2.91;1.91
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388738;26;26-jul-13;15:07:16;31.7579;7.7908;6.01562;1.46829286134454;1;NaN;9;NaN;9;NaN;9;0.045;1;0.89;1;0.4075;1;1.825;1;0;2.18;0.49
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388737;51;26-jul-13;15:07:16;32.2409;2.7457;5.87989;0.18289168487395;1;NaN;9;NaN;9;NaN;9;0.145;1;5.08;1;0.7695;1;5.72;1;0;6.60;0.89
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388736;66;26-jul-13;15:07:16;32.2362;2.7511;5.87256;0.22722906302521;1;32.246639251709;1;6.8845;7;NaN;9;0.15;1;4.99;1;0.7545;1;5.52;1;256;6.61;0.90
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388743;5;26-jul-13;17:42:54;30.931;17.0914;4.74481;0.321445991596639;1;NaN;9;5.932;7;NaN;9;0.04;1;0.635;1;0.211;1;0.47;1;256;3.01;1.35
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388742;25;26-jul-13;17:42:54;32.0861;5.7991;5.98269;1.23551472478992;1;NaN;9;NaN;9;NaN;9;0.11;1;1.855;1;0.468;1;1.825;1;0;3.96;1.02
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388741;50;26-jul-13;17:42:54;32.4419;2.4949;6.27367;0.365783369747899;1;NaN;9;NaN;9;NaN;9;0.165;1;4.045;1;0.654;1;2.105;1;0;6.19;1.92
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388740;63;26-jul-13;17:42:54;32.4384;2.4775;6.31827;0.371325542016807;1;32.4544143676758;1;7.0465;1;NaN;9;0.155;1;3.655;1;0.6385;1;1.955;1;0;5.72;1.87
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388747;6;26-jul-13;20:27:01;31.0299;16.7878;5.03881;0.288192957983193;1;NaN;9;5.962;1;NaN;9;0.04;1;0.81;1;0.2195;1;0.25;1;0;3.69;3.24
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388746;25;26-jul-13;20:27:01;32.8879;12.4229;6.01598;0.877394514705882;1;NaN;9;NaN;9;NaN;9;0.05;1;0.76;1;0.155;1;0.665;1;0;4.90;1.14
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388745;51;26-jul-13;20:27:01;33.3881;5.6857;5.49374;0.199518201680672;1;NaN;9;NaN;9;NaN;9;0.18;1;4.215;1;0.544;1;2.975;1;0;7.75;1.42
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388744;454;26-jul-13;20:27:01;34.9433;6.073;3.99181;0.0147999831932773;1;34.9492797851562;1;4.785;1;NaN;9;0.055;1;20.345;1;1.228;1;12.49;1;0;16.57;1.63
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388751;6;26-jul-13;23:59:55;31.6967;18.5078;4.77833;0.221686890756303;1;NaN;9;5.728;1;NaN;9;0;1;0.76;1;0.1635;1;0.295;1;0;4.65;2.58
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388750;25;26-jul-13;23:59:55;32.5774;17.4525;5.1339;0.199518201680672;1;NaN;9;NaN;9;NaN;9;0.04;1;0.815;1;0.131;1;0.605;1;0;6.22;1.35
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388749;50;26-jul-13;23:59:55;33.9498;7.7524;5.00136;0.160722995798319;1;NaN;9;NaN;9;NaN;9;0.07;1;7.115;1;0.6335;1;3.905;1;0;11.23;1.82
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388748;220;26-jul-13;23:59:55;35.0564;9.0826;3.12137;0.0184999789915966;1;35.0647735595703;1;3.7875;1;NaN;9;0.07;1;18.265;1;1.234;1;10.165;1;0;14.80;1.80
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388755;5;27-jul-13;03:31:57;31.2335;17.6038;4.90476;0.193976029411765;1;NaN;9;5.831;1;NaN;9;0;1;0.945;1;0.1885;1;0.245;1;0;5.01;3.86
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388754;25;27-jul-13;03:31:57;33.139;11.2368;6.16477;1.50410488235294;1;NaN;9;NaN;9;NaN;9;0.05;1;0.925;1;0.22;1;1.035;1;0;4.20;0.89
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388753;51;27-jul-13;03:31:57;33.0673;3.6993;5.67195;0.188433857142857;1;NaN;9;NaN;9;NaN;9;0.2;1;6.17;1;0.688;1;4.18;1;0;8.97;1.48
NED2013022_195;MFD_SETNO195;44.223;-58.2543;388752;98;27-jul-13;03:31:57;34.0342;7.106;4.84988;0.0499499432773109;1;34.0372695922852;1;5.754;1;NaN;9;0.2;1;9.795;1;0.7765;1;5.57;1;0;12.61;1.76
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388759;6;27-jul-13;05:40:36;31.0696;17.2064;4.86776;0.243855579831933;1;NaN;9;5.865;1;NaN;9;0.13;1;0.81;1;0.2165;1;0.27;1;0;3.74;3.00
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388758;25;27-jul-13;05:40:36;32.5078;6.6285;6.38857;1.43248084033614;1;NaN;9;NaN;9;NaN;9;0.065;1;1.1;1;0.3635;1;0.935;1;0;3.03;1.18
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388757;50;27-jul-13;05:40:36;32.6803;2.9038;6.14208;0.437831609243698;1;NaN;9;NaN;9;NaN;9;0.18;1;4.445;1;0.65;1;3.37;1;0;6.84;1.32
NED2013022_196;MFD_SETNO196;44.4183;-58.1695;388756;57;27-jul-13;05:40:36;32.6777;2.8961;6.14638;0.493253331932773;1;32.6879577636719;1;7.201;7;NaN;9;0.16;1;4.535;1;0.6205;1;3.425;1;256;7.31;1.32
NED2013022_197;MFD_SETNO197;44.333;-58.053;388763;5;27-jul-13;07:28:42;31.3171;17.4035;4.81669;0.188433857142857;1;NaN;9;5.769;1;NaN;9;0.045;1;0.785;1;0.1815;1;0.31;1;0;4.33;2.53
NED2013022_197;MFD_SETNO197;44.333;-58.053;388762;24;27-jul-13;07:28:42;31.9735;9.5014;6.11768;1.12807866176471;1;NaN;9;NaN;9;NaN;9;0.065;1;0.925;1;0.3195;1;0.2;1;0;2.90;4.63
NED2013022_197;MFD_SETNO197;44.333;-58.053;388761;50;27-jul-13;07:28:42;32.4906;2.0321;6.24271;0.984830577731093;1;NaN;9;NaN;9;NaN;9;0.18;1;5.09;1;0.726;1;2.94;1;0;7.01;1.73
NED2013022_197;MFD_SETNO197;44.333;-58.053;388760;75;27-jul-13;07:28:42;32.7908;2.236;5.98486;0.210602546218488;1;32.8052749633789;1;7.0155;7;NaN;9;0.2;1;6.245;1;0.733;1;4.47;1;256;8.52;1.40
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388767;4;27-jul-13;08:55:53;31.1206;17.4726;4.79587;0.193976029411765;1;NaN;9;5.784;1;NaN;9;0.05;1;0.83;1;0.2035;1;0.285;1;0;4.08;2.91
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388766;26;27-jul-13;08:55:53;32.0297;8.2793;5.86685;1.92749445378151;1;NaN;9;NaN;9;NaN;9;0.095;1;1.425;1;0.392;1;0.635;1;0;3.64;2.24
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388765;51;27-jul-13;08:55:53;32.5961;1.6385;6.09009;0.171807340336134;1;NaN;9;NaN;9;NaN;9;0.23;1;6.095;1;0.784;1;4.245;1;0;7.77;1.44
NED2013022_198;MFD_SETNO198;44.3078;-58.0178;388764;115;27-jul-13;08:55:53;34.1197;7.2266;4.71683;0.0480999453781513;1;34.0865745544434;1;5.6415;1;NaN;9;0.18;1;10.365;1;0.8095;1;6.01;1;0;12.80;1.72
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388771;5;27-jul-13;11:16:00;31.3699;17.8381;4.75446;0.199518201680672;1;NaN;9;5.737;1;NaN;9;0.045;1;0.86;1;0.1845;1;0.2;1;0;4.66;4.30
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388770;25;27-jul-13;11:16:00;31.9326;11.5383;5.7118;0.698334409663866;1;NaN;9;NaN;9;NaN;9;0.055;1;0.87;1;0.2675;1;0;1;0;3.25;NaN
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388769;51;27-jul-13;11:16:00;33.336;7.2025;5.66394;0.698334409663866;1;NaN;9;NaN;9;NaN;9;0.165;1;2.575;1;0.4605;1;2.335;1;0;5.59;1.10
NED2013022_199;MFD_SETNO199;44.2813;-57.8917;388768;271;27-jul-13;11:16:00;34.994;7.8687;3.17057;0.011099987394958;1;34.9956283569336;1;3.8385;1;NaN;9;0.06;1;22.605;1;1.3425;1;13.145;1;0;16.84;1.72
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388775;4;27-jul-13;14:43:55;30.9208;18.1139;4.75013;0.18289168487395;1;NaN;9;5.759;7;NaN;9;0.04;1;0.945;1;0.2085;1;0.28;1;256;4.53;3.37
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388774;25;27-jul-13;14:43:55;32.1965;6.3579;6.48192;0.520964193277311;1;NaN;9;NaN;9;NaN;9;0.055;1;0.865;1;0.2815;1;0;1;0;3.07;NaN
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388773;51;27-jul-13;14:43:55;33.2044;5.6223;6.01356;1.53991690336135;1;NaN;9;NaN;9;NaN;9;0.155;1;3.05;1;0.5665;1;1.865;1;0;5.38;1.64
NED2013022_200;MFD_SETNO200;44.339;-57.7175;388772;306;27-jul-13;14:43:55;34.9889;7.64;3.26422;0.0147999831932773;1;34.992618560791;1;3.906;1;NaN;9;0.08;1;22.415;1;1.362;1;13.04;1;0;16.46;1.72
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388779;5;27-jul-13;17:39:13;31.0165;18.2879;4.72987;0.188433857142857;1;NaN;9;5.736;7;NaN;9;0;1;0.67;1;0.184;1;0;1;256;3.64;NaN
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388778;25;27-jul-13;17:39:13;32.1182;8.6052;6.35647;0.448915953781513;1;NaN;9;NaN;9;NaN;9;0;1;0.685;1;0.276;1;0;1;0;2.48;NaN
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388777;50;27-jul-13;17:39:13;32.5412;1.8506;6.25072;1.12807866176471;1;NaN;9;NaN;9;NaN;9;0.15;1;4.04;1;0.628;1;2.03;1;0;6.43;1.99
NED2013022_201;MFD_SETNO201;44.4997;-57.2655;388776;101;27-jul-13;17:39:13;33.0619;2.7326;5.61675;0.0554999369747899;1;33.0225524902344;1;6.69;7;NaN;9;0.19;1;8.21;1;0.837;1;6.22;1;256;9.81;1.32
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388783;5;27-jul-13;19:05:33;30.8513;18.1766;4.78141;0.243855579831933;1;NaN;9;5.732;1;NaN;9;0;1;0.925;1;0.199;1;0;1;0;4.65;NaN
