Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2010027_1; 40.00; 357656; doxy; 6.55; Bottle-CTD Difference Problem
NED2010027_6; 6.00; 357681; doxy; 3.26; Bottle-CTD Difference Problem
NED2010027_7; 5.00; 357685; psal; 35.21; Bottle-CTD Difference Problem
NED2010027_7; -5 to 5 m; NaN; psal; 35.21  ; Out of TS Climatology by more than 3*std in box(es) 16 (31.23 ± 1.02)
NED2010027_12; 5.00; 357705; doxy; 6.81; Bottle-CTD Difference Problem
NED2010027_13; 5.00; 357709; doxy; 6.90; Bottle-CTD Difference Problem
NED2010027_14; 6.00; 357713; doxy; 6.67; Bottle-CTD Difference Problem
NED2010027_15; 4.00; 357717; doxy; 6.90; Bottle-CTD Difference Problem
NED2010027_16; 79.00; 357718; psal; 30.92; Bottle-CTD Difference Problem
NED2010027_16; 5.00; 357721; doxy; 6.13; Bottle-CTD Difference Problem
NED2010027_16; 70 to 80 m; NaN; psal; 30.92  ; Out of TS Climatology by more than 3*std in box(es) 19 (32.35 ± 1.08)
NED2010027_19; 4.00; 357733; doxy; 6.03; Bottle-CTD Difference Problem
NED2010027_26; 5.00; 357761; doxy; 6.20; Bottle-CTD Difference Problem
NED2010027_27; 5.00; 357765; doxy; 6.55; Bottle-CTD Difference Problem
NED2010027_28; 5.00; 357769; doxy; 6.14; Bottle-CTD Difference Problem
NED2010027_29; 4.00; 357773; doxy; 6.35; Bottle-CTD Difference Problem
NED2010027_30; 5.00; 357777; doxy; 6.31; Bottle-CTD Difference Problem
NED2010027_31; 7.00; 357781; doxy; 6.21; Bottle-CTD Difference Problem
NED2010027_32; 6.00; 357785; doxy; 6.65; Bottle-CTD Difference Problem
NED2010027_33; 5.00; 357789; doxy; 6.34; Bottle-CTD Difference Problem
NED2010027_34; 6.00; 357793; doxy; 6.38; Bottle-CTD Difference Problem
NED2010027_35; 6.00; 357797; doxy; 6.51; Bottle-CTD Difference Problem
NED2010027_36; 5.00; 357801; doxy; 6.86; Bottle-CTD Difference Problem
NED2010027_37; 5.00; 357805; doxy; 6.54; Bottle-CTD Difference Problem
NED2010027_38; 6.00; 357809; doxy; 7.17; Bottle-CTD Difference Problem
NED2010027_39; 5.00; 357813; doxy; 7.13; Bottle-CTD Difference Problem
NED2010027_40; 5.00; 357817; doxy; 7.10; Bottle-CTD Difference Problem
NED2010027_41; 5.00; 357821; doxy; 6.60; Bottle-CTD Difference Problem
NED2010027_42; 5.00; 357825; doxy; 6.77; Bottle-CTD Difference Problem
NED2010027_43; 5.00; 357829; doxy; 6.95; Bottle-CTD Difference Problem
NED2010027_44; 6.00; 357833; doxy; 6.84; Bottle-CTD Difference Problem
NED2010027_45; 6.00; 357837; doxy; 6.66; Bottle-CTD Difference Problem
NED2010027_46; 5.00; 357841; doxy; 7.37; Bottle-CTD Difference Problem
NED2010027_47; 5.00; 357845; doxy; 7.41; Bottle-CTD Difference Problem
NED2010027_48; 5.00; 357849; doxy; 7.29; Bottle-CTD Difference Problem
NED2010027_49; 5.00; 357853; doxy; 6.84; Bottle-CTD Difference Problem
NED2010027_50; 5.00; 357857; doxy; 6.76; Bottle-CTD Difference Problem
NED2010027_51; 5.00; 357860; doxy; 6.70; Bottle-CTD Difference Problem
NED2010027_52; 5.00; 357864; doxy; 6.62; Bottle-CTD Difference Problem
NED2010027_53; 5.00; 357868; doxy; 6.47; Bottle-CTD Difference Problem
NED2010027_54; 5.00; 357872; doxy; 7.11; Bottle-CTD Difference Problem
NED2010027_55; 5.00; 357876; doxy; 7.00; Bottle-CTD Difference Problem
NED2010027_56; 5.00; 357880; doxy; 6.83; Bottle-CTD Difference Problem
NED2010027_57; 5.00; 357884; doxy; 6.82; Bottle-CTD Difference Problem
NED2010027_58; 5.00; 357888; doxy; 6.41; Bottle-CTD Difference Problem
NED2010027_59; 89.00; 357889; psal; 24.39; Bottle-CTD Difference Problem
NED2010027_59; 5.00; 357892; doxy; 6.59; Bottle-CTD Difference Problem
NED2010027_60; 5.00; 357897; doxy; 6.70; Bottle-CTD Difference Problem
NED2010027_61; 5.00; 357901; doxy; 6.86; Bottle-CTD Difference Problem
NED2010027_62; 5.00; 357905; doxy; 6.07; Bottle-CTD Difference Problem
NED2010027_63; 6.00; 357909; doxy; 6.78; Bottle-CTD Difference Problem
NED2010027_64; 5.00; 357913; doxy; 6.57; Bottle-CTD Difference Problem
NED2010027_65; 5.00; 357917; doxy; 6.77; Bottle-CTD Difference Problem
NED2010027_66; 5.00; 357921; doxy; 6.38; Bottle-CTD Difference Problem
NED2010027_69; 5.00; 357925; doxy; 6.65; Bottle-CTD Difference Problem
NED2010027_70; 6.00; 357930; doxy; 6.62; Bottle-CTD Difference Problem
NED2010027_71; 5.00; 357934; doxy; 6.38; Bottle-CTD Difference Problem
NED2010027_72; 5.00; 357938; doxy; 6.16; Bottle-CTD Difference Problem
NED2010027_73; 5.00; 357943; doxy; 6.18; Bottle-CTD Difference Problem
NED2010027_74; 6.00; 357947; doxy; 6.05; Bottle-CTD Difference Problem
NED2010027_75; 5.00; 357951; doxy; 6.30; Bottle-CTD Difference Problem
NED2010027_76; 5.00; 357955; doxy; 6.73; Bottle-CTD Difference Problem
NED2010027_78; 6.00; 357963; doxy; 6.42; Bottle-CTD Difference Problem
NED2010027_80; 5.00; 357971; doxy; 6.24; Bottle-CTD Difference Problem
NED2010027_81; 5.00; 357976; doxy; 6.05; Bottle-CTD Difference Problem
NED2010027_81; 100.00; 357973; phos; 1.12  ; Out of Nutrient Climatology in box(es) 1 (Min=0.00 Max=1.12 n=486)
NED2010027_82; 5.00; 357980; doxy; 5.73; Bottle-CTD Difference Problem
NED2010027_83; 5.00; 357984; doxy; 5.88; Bottle-CTD Difference Problem
NED2010027_84; 5.00; 357988; doxy; 6.05; Bottle-CTD Difference Problem
NED2010027_86; 5.00; 357997; doxy; 6.09; Bottle-CTD Difference Problem
NED2010027_87; 5.00; 358001; doxy; 5.69; Bottle-CTD Difference Problem
NED2010027_88; 5.00; 358005; doxy; 5.84; Bottle-CTD Difference Problem
NED2010027_89; 4.00; 358009; doxy; 5.67; Bottle-CTD Difference Problem
NED2010027_90; 6.00; 358013; doxy; 5.61; Bottle-CTD Difference Problem
NED2010027_92; 97.00; 358015; doxy; 5.95; Bottle-CTD Difference Problem
NED2010027_93; 91.00; 358019; doxy; 5.95; Bottle-CTD Difference Problem
NED2010027_95; 6.00; 358030; doxy; 5.92; Bottle-CTD Difference Problem
NED2010027_96; 6.00; 358034; doxy; 5.76; Bottle-CTD Difference Problem
NED2010027_97; 6.00; 358038; doxy; 5.66; Bottle-CTD Difference Problem
NED2010027_98; 5.00; 358042; doxy; 5.68; Bottle-CTD Difference Problem
NED2010027_100; 5.00; 358050; doxy; 5.78; Bottle-CTD Difference Problem
NED2010027_100; 81.00; 358047; doxy; 5.86; Bottle-CTD Difference Problem
NED2010027_101; 5.00; 358055; doxy; 5.79; Bottle-CTD Difference Problem
NED2010027_102; 1.00; 358065; doxy; 6.35; Bottle-CTD Difference Problem
NED2010027_102; 41.00; 358060; doxy; 7.05; Bottle-CTD Difference Problem
NED2010027_111; 5.00; 358102; doxy; 6.01; Bottle-CTD Difference Problem
NED2010027_111; 79.00; 358098; doxy; 6.28; Bottle-CTD Difference Problem
NED2010027_112; 5.00; 358106; doxy; 6.07; Bottle-CTD Difference Problem
NED2010027_114; 5.00; 358114; doxy; 6.02; Bottle-CTD Difference Problem
NED2010027_115; 4.00; 358118; doxy; 6.02; Bottle-CTD Difference Problem
NED2010027_122; 88.00; 358143; doxy; 7.08; Bottle-CTD Difference Problem
NED2010027_140; 37.00; 358205; psal; 32.04; Bottle-CTD Difference Problem
NED2010027_141; 98.00; 358208; psal; 32.67; Bottle-CTD Difference Problem
NED2010027_144; 6.00; 358226; doxy; 5.92; Bottle-CTD Difference Problem
NED2010027_150; 5.00; 358250; doxy; 6.11; Bottle-CTD Difference Problem
NED2010027_150; 61.00; 358247; doxy; 7.25; Bottle-CTD Difference Problem
NED2010027_151; 4.00; 358254; doxy; 5.96; Bottle-CTD Difference Problem
NED2010027_151; 67.00; 358251; doxy; 6.53; Bottle-CTD Difference Problem
NED2010027_152; 6.00; 358258; doxy; 6.07; Bottle-CTD Difference Problem
NED2010027_152; 84.00; 358255; doxy; 6.41; Bottle-CTD Difference Problem
NED2010027_153; 6.00; 358262; doxy; 6.03; Bottle-CTD Difference Problem
NED2010027_153; 121.00; 358259; doxy; 6.03; Bottle-CTD Difference Problem
NED2010027_154; 6.00; 358267; doxy; 5.98; Bottle-CTD Difference Problem
NED2010027_154; 122.00; 358263; doxy; 6.35; Bottle-CTD Difference Problem
NED2010027_155; 78.00; 358268; doxy; 6.97; Bottle-CTD Difference Problem
NED2010027_156; 6.00; 358275; doxy; 6.18; Bottle-CTD Difference Problem
NED2010027_156; 112.00; 358272; doxy; 6.22; Bottle-CTD Difference Problem
NED2010027_157; 5.00; 358279; doxy; 6.02; Bottle-CTD Difference Problem
NED2010027_157; 176.00; 358276; doxy; 5.90; Bottle-CTD Difference Problem
NED2010027_158; 6.00; 358283; doxy; 6.00; Bottle-CTD Difference Problem
NED2010027_158; 133.00; 358280; doxy; 6.16; Bottle-CTD Difference Problem
NED2010027_159; 5.00; 358287; doxy; 6.45; Bottle-CTD Difference Problem
NED2010027_160; 5.00; 358291; doxy; 5.86; Bottle-CTD Difference Problem
NED2010027_163; 4.00; 358303; doxy; 6.28; Bottle-CTD Difference Problem
NED2010027_164; 5.00; 358307; doxy; 6.29; Bottle-CTD Difference Problem
NED2010027_165; 3.00; 358311; doxy; 6.08; Bottle-CTD Difference Problem
NED2010027_166; 5.00; 358315; doxy; 6.16; Bottle-CTD Difference Problem
NED2010027_168; 155.00; 358320; doxy; 5.43; Bottle-CTD Difference Problem
NED2010027_169; 150.00; 358324; doxy; 5.54; Bottle-CTD Difference Problem
NED2010027_171; 5.00; 358331; doxy; 5.77; Bottle-CTD Difference Problem
NED2010027_171; 235.00; 358328; doxy; 5.51; Bottle-CTD Difference Problem
NED2010027_173; 57.00; 358337; psal; 32.17; Bottle-CTD Difference Problem
NED2010027_173; 5.00; 358339; doxy; 6.40; Bottle-CTD Difference Problem
NED2010027_173; 57.00; 358337; doxy; 5.97; Bottle-CTD Difference Problem
NED2010027_175; 6.00; 358348; doxy; 5.96; Bottle-CTD Difference Problem
NED2010027_176; 5.00; 358352; doxy; 6.01; Bottle-CTD Difference Problem
NED2010027_177; 4.00; 358356; doxy; 6.01; Bottle-CTD Difference Problem
NED2010027_178; 5.00; 358360; doxy; 5.82; Bottle-CTD Difference Problem
NED2010027_183; 4.00; 358377; doxy; 5.93; Bottle-CTD Difference Problem
NED2010027_184; 6.00; 358381; doxy; 5.67; Bottle-CTD Difference Problem
NED2010027_185; 6.00; 358384; doxy; 6.03; Bottle-CTD Difference Problem
NED2010027_185; 29.00; 358382; doxy; 6.54; Bottle-CTD Difference Problem
NED2010027_186; 4.00; 358387; doxy; 6.11; Bottle-CTD Difference Problem
NED2010027_187; 5.00; 358390; doxy; 6.01; Bottle-CTD Difference Problem
NED2010027_190; 5.00; 358402; doxy; 5.78; Bottle-CTD Difference Problem
NED2010027_195; 184.00; 358414; doxy; 2.23; Bottle-CTD Difference Problem
NED2010027_201; 239.00; 358428; psal; 35.39; Bottle-CTD Difference Problem
NED2010027_201; 5.00; 358431; doxy; 5.70; Bottle-CTD Difference Problem
NED2010027_204; 45 to 55 m; NaN; psal; 32.11  ; Out of TS Climatology by more than 3*std in box(es) 9 (32.46 ± 0.33)
NED2010027_206; 45 to 55 m; NaN; psal; 31.85  ; Out of TS Climatology by more than 3*std in box(es) 9 (32.46 ± 0.33)
NED2010027_212; 214.00; 358451; psal; 35.53; Bottle-CTD Difference Problem
NED2010027_213; 6.00; 358458; doxy; 5.82; Bottle-CTD Difference Problem
NED2010027_217; 5.00; 358462; doxy; 5.80; Bottle-CTD Difference Problem
