CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_03;Q_OXY;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274434;1;13-jul-05;18:03:57;28.788;13.9;4.9775;0.216138322580645;1;30.611;7;6.2405;7;0.439;1;0.4105;1;0.964;1;256;1.07;0.46
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274433;5;13-jul-05;18:03:57;31.579;12.31;4.5136;0.24822135483871;1;NaN;9;NaN;9;0.4555;1;0.4165;1;0.8555;1;0;1.09;0.53
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274432;10;13-jul-05;18:03:57;31.946;11.155;4.1521;0.318983225806452;1;NaN;9;NaN;9;0.44;1;0.471;1;0.653;1;0;0.93;0.67
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274431;20;13-jul-05;18:03:57;31.36;4.841;5.7218;0.301261935483871;1;NaN;9;NaN;9;0.4475;1;0.5415;1;0.9175;1;0;0.83;0.49
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274430;30;13-jul-05;18:03:57;31.623;3.558;5.5951;0.496196129032258;1;NaN;9;NaN;9;1.0235;1;0.846;1;1.603;1;0;1.21;0.64
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274429;40;13-jul-05;18:03:57;31.658;1.873;5.4603;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274428;50;13-jul-05;18:03:57;31.855;2.422;5.3063;0.354425806451613;1;31.967;7;7.0095;7;4.045;1;0.959;1;4.5335;1;256;4.22;0.89
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274427;75;13-jul-05;18:03:57;32.162;1.838;4.9318;0.0878061935483871;1;NaN;9;NaN;9;6.5955;1;1.029;1;6.318;1;0;6.41;1.04
