CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
TEL2006615_1;MFD_SETNO1;44.583833;-61.804333;287783;154;05-mar-06;06:55:49;34.295;8.2945;2.84979;2.84979;8.2945;34.295
TEL2006615_1;MFD_SETNO1;44.583833;-61.804333;287784;50;05-mar-06;06:55:49;31.968;3.173;5.45352;5.45352;3.173;31.968
TEL2006615_1;MFD_SETNO1;44.583833;-61.804333;287785;25;05-mar-06;06:55:49;31.794;2.116;5.76075;5.76075;2.116;31.794
TEL2006615_1;MFD_SETNO1;44.583833;-61.804333;287786;6;05-mar-06;06:55:49;31.589;1.2137;5.85053;5.85053;1.2137;31.589
TEL2006615_10;MFD_SETNO10;44.678167;-60.092;287815;99;06-mar-06;08:40:10;32.914;3.3732;4.44904;4.44904;3.3732;32.914
TEL2006615_10;MFD_SETNO10;44.678167;-60.092;287816;51;06-mar-06;08:40:10;31.977;1.8404;5.60778;5.60778;1.8404;31.977
TEL2006615_10;MFD_SETNO10;44.678167;-60.092;287817;26;06-mar-06;08:40:10;31.936;1.7908;5.58184;5.58184;1.7908;31.936
TEL2006615_10;MFD_SETNO10;44.678167;-60.092;287818;5;06-mar-06;08:40:10;31.584;0.7166;5.71435;5.71435;0.7166;31.584
TEL2006615_11;MFD_SETNO11;44.347667;-60.087;287819;107;06-mar-06;12:01:00;33.458;4.257;4.12663;4.12663;4.257;33.458
TEL2006615_11;MFD_SETNO11;44.347667;-60.087;287820;51;06-mar-06;12:01:00;31.915;1.9959;5.48927;5.48927;1.9959;31.915
TEL2006615_11;MFD_SETNO11;44.347667;-60.087;287821;26;06-mar-06;12:01:00;31.823;1.4374;5.59564;5.59564;1.4374;31.823
TEL2006615_11;MFD_SETNO11;44.347667;-60.087;287822;5;06-mar-06;12:01:00;31.822;1.4344;5.59385;5.59385;1.4344;31.822
TEL2006615_12;MFD_SETNO12;44.252833;-60.1975;287823;102;06-mar-06;13:39:36;33.422;4.258;4.08671;4.08671;4.258;33.422
TEL2006615_12;MFD_SETNO12;44.252833;-60.1975;287824;51;06-mar-06;13:39:36;32.052;1.9678;5.56111;5.56111;1.9678;32.052
TEL2006615_12;MFD_SETNO12;44.252833;-60.1975;287825;26;06-mar-06;13:39:36;31.874;1.593;5.59877;5.59877;1.593;31.874
TEL2006615_12;MFD_SETNO12;44.252833;-60.1975;287826;6;06-mar-06;13:39:36;31.87;1.5947;5.58332;5.58332;1.5947;31.87
TEL2006615_13;MFD_SETNO13;44.097167;-60.302167;287827;62;06-mar-06;15:32:33;32.689;3.3918;4.37788;4.37788;3.3918;32.689
TEL2006615_13;MFD_SETNO13;44.097167;-60.302167;287828;50;06-mar-06;15:32:33;31.951;1.9578;5.58188;5.58188;1.9578;31.951
TEL2006615_13;MFD_SETNO13;44.097167;-60.302167;287829;26;06-mar-06;15:32:33;31.918;1.928;5.60394;5.60394;1.928;31.918
TEL2006615_13;MFD_SETNO13;44.097167;-60.302167;287830;6;06-mar-06;15:32:33;31.915;1.9613;5.53198;5.53198;1.9613;31.915
TEL2006615_14;MFD_SETNO14;44.1975;-60.7085;287831;65;06-mar-06;18:13:11;32.977;3.9152;4.23444;4.23444;3.9152;32.977
TEL2006615_14;MFD_SETNO14;44.1975;-60.7085;287832;49;06-mar-06;18:13:11;32.087;2.2592;5.30338;5.30338;2.2592;32.087
TEL2006615_14;MFD_SETNO14;44.1975;-60.7085;287833;25;06-mar-06;18:13:11;31.705;1.1907;5.63783;5.63783;1.1907;31.705
TEL2006615_14;MFD_SETNO14;44.1975;-60.7085;287834;5;06-mar-06;18:13:11;31.612;1.1235;5.68255;5.68255;1.1235;31.612
TEL2006615_15;MFD_SETNO15;44.376667;-60.761;287835;97;06-mar-06;20:24:50;32.774;3.3493;4.43682;4.43682;3.3493;32.774
TEL2006615_15;MFD_SETNO15;44.376667;-60.761;287836;51;06-mar-06;20:24:50;31.964;2.1884;5.39256;5.39256;2.1884;31.964
TEL2006615_15;MFD_SETNO15;44.376667;-60.761;287837;26;06-mar-06;20:24:50;31.554;0.9551;5.69986;5.69986;0.9551;31.554
TEL2006615_15;MFD_SETNO15;44.376667;-60.761;287838;5;06-mar-06;20:24:50;31.456;0.9644;5.78142;5.78142;0.9644;31.456
TEL2006615_16;MFD_SETNO16;44.393333;-61.290667;287839;153;07-mar-06;00:21:31;34.248;8.385;2.90799;2.90799;8.385;34.248
