CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384547;150;04-jul-12;20:56:42;34.655;9.5398;2.83801;2.83801;9.5398;34.655
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384548;100;04-jul-12;20:56:42;34.2802;9.2784;3.39497;3.39497;9.2784;34.2802
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384549;76;04-jul-12;20:56:42;33.6469;8.2228;4.04054;4.04054;8.2228;33.6469
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384550;50;04-jul-12;20:56:42;32.2478;5.0482;5.05405;5.05405;5.0482;32.2478
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384551;40;04-jul-12;20:56:42;31.7052;4.8537;5.65367;5.65367;4.8537;31.7052
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384552;30;04-jul-12;20:56:42;31.3452;7.215;5.84915;5.84915;7.215;31.3452
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384553;20;04-jul-12;20:56:42;31.2939;11.2137;5.87336;5.87336;11.2137;31.2939
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384554;9;04-jul-12;20:56:42;30.8075;14.9078;5.37178;5.37178;14.9078;30.8075
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384555;4;04-jul-12;20:56:42;30.6115;17.6845;5.09459;5.09459;17.6845;30.6115
NED2012022_1;MFD_SETNO1;44.2677;-63.3175;384556;2;04-jul-12;20:56:42;30.6068;17.7102;5.06399;5.06399;17.7102;30.6068
NED2012022_10;MFD_SETNO10;43.5002;-64.0312;384590;136;05-jul-12;23:55:50;34.3276;8.8612;3.13764;3.13764;8.8612;34.3276
NED2012022_10;MFD_SETNO10;43.5002;-64.0312;384591;50;05-jul-12;23:55:50;31.6261;4.1994;6.15665;6.15665;4.1994;31.6261
NED2012022_10;MFD_SETNO10;43.5002;-64.0312;384592;25;05-jul-12;23:55:50;31.1419;7.777;6.3463;6.3463;7.777;31.1419
NED2012022_10;MFD_SETNO10;43.5002;-64.0312;384593;5;05-jul-12;23:55:50;30.7663;17.2288;5.06566;5.06566;17.2288;30.7663
NED2012022_100;MFD_SETNO100;42.3243;-66.9928;384911;304;16-jul-12;22:32:50;35.0613;8.066;3.52694;3.52694;8.066;35.0613
NED2012022_100;MFD_SETNO100;42.3243;-66.9928;384912;190;16-jul-12;22:32:50;35.0112;8.7406;3.42441;3.42441;8.7406;35.0112
NED2012022_100;MFD_SETNO100;42.3243;-66.9928;384913;100;16-jul-12;22:32:50;33.3697;6.9348;4.40551;4.40551;6.9348;33.3697
NED2012022_100;MFD_SETNO100;42.3243;-66.9928;384914;51;16-jul-12;22:32:50;32.8943;6.9493;5.05043;5.05043;6.9493;32.8943
NED2012022_100;MFD_SETNO100;42.3243;-66.9928;384915;25;16-jul-12;22:32:50;32.4801;9.9818;5.87515;5.87515;9.9818;32.4801
NED2012022_100;MFD_SETNO100;42.3243;-66.9928;384916;5;16-jul-12;22:32:50;32.232;19.4174;5.12525;5.12525;19.4174;32.232
NED2012022_101;MFD_SETNO101;42.2818;-67.1667;384917;266;17-jul-12;01:05:03;35.0108;8.301;3.45364;3.45364;8.301;35.0108
NED2012022_101;MFD_SETNO101;42.2818;-67.1667;384918;50;17-jul-12;01:05:03;32.9326;6.9236;5.01967;5.01967;6.9236;32.9326
NED2012022_101;MFD_SETNO101;42.2818;-67.1667;384919;25;17-jul-12;01:05:03;32.5588;7.9593;5.28398;5.28398;7.9593;32.5588
NED2012022_101;MFD_SETNO101;42.2818;-67.1667;384920;5;17-jul-12;01:05:03;32.2566;18.0264;5.60622;5.60622;18.0264;32.2566
NED2012022_103;MFD_SETNO103;42.1765;-66.661;384921;181;17-jul-12;05:09:25;34.8393;8.5405;3.36367;3.36367;8.5405;34.8393
NED2012022_103;MFD_SETNO103;42.1765;-66.661;384922;50;17-jul-12;05:09:25;32.8963;7.2287;5.08187;5.08187;7.2287;32.8963
NED2012022_103;MFD_SETNO103;42.1765;-66.661;384923;25;17-jul-12;05:09:25;32.6051;8.5835;5.24559;5.24559;8.5835;32.6051
NED2012022_103;MFD_SETNO103;42.1765;-66.661;384924;5;17-jul-12;05:09:25;32.1802;18.4231;5.35647;5.35647;18.4231;32.1802
