CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
NED2009841_10;MFD_SETNO10;41.9813;-66.7307;326520;6;15-feb-09;16:57:56;32.3008;3.6847;4.05476;0.458395527966102;7.3355;0.7635;7.935;NaN;0.378;7.0945
NED2009841_11;MFD_SETNO11;42.0575;-66.8798;326521;63;15-feb-09;19:33:49;32.8471;4.6248;3.96166;0.440205229237288;7.905;0.82;9.668;32.842;0.4175;6.7945
NED2009841_11;MFD_SETNO11;42.0575;-66.8798;326522;5;15-feb-09;19:33:49;32.8397;4.6076;3.96639;0.480223886440678;7.811;0.8275;9.5165;NaN;0.322;6.8635
NED2009841_14;MFD_SETNO14;42.1748;-67.0686;326523;105;16-feb-09;01:52:07;33.6122;6.3404;3.25583;0.0834223186440678;9.98;0.923;13.8325;33.606;0.2375;5.6535
NED2009841_14;MFD_SETNO14;42.1748;-67.0686;326524;6;16-feb-09;01:52:07;32.9404;4.84;3.90932;0.403824631779661;7.8375;0.7655;9.874;NaN;0.4335;6.765
NED2009841_15;MFD_SETNO15;42.0594;-67.4985;326525;63;16-feb-09;05:05:41;33.0266;4.8986;3.9073;0.367444034322034;6.5755;0.694;8.187;33.04;0.3015;6.7425
NED2009841_15;MFD_SETNO15;42.0594;-67.4985;326526;6;16-feb-09;05:05:41;33.0277;4.8865;3.88732;0.414738811016949;7.1015;0.699;9.0165;NaN;0.428;6.7335
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326527;115;16-feb-09;10:08:11;33.3338;5.6658;3.5823;0.225559704237288;9.9435;0.9405;12.193;33.325;0.278;6.174
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326528;26;16-feb-09;10:08:11;33.0533;4.926;3.90237;0.403824631779661;8.8375;0.821;10.6655;NaN;0.34;NaN
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326529;6;16-feb-09;10:08:11;33.0538;4.9055;3.8908;0.38927239279661;8.601;0.7975;10.691;NaN;0.366;6.689
NED2009841_20;MFD_SETNO20;41.8163;-68.0168;326530;47;16-feb-09;13:36:17;33.0755;5.069;3.86574;0.38927239279661;9.491;0.875;11.4665;33.085;0.4635;6.891
NED2009841_20;MFD_SETNO20;41.8163;-68.0168;326531;5;16-feb-09;13:36:17;33.077;5.0626;3.85162;0.432929109745763;9.845;0.9085;11.1615;NaN;0.2655;6.8905
NED2009841_23;MFD_SETNO23;41.7595;-67.2059;326532;48;16-feb-09;19:16:06;32.9814;4.8221;4.01546;1.36761191525424;8.0105;0.8;9.7875;NaN;0.2615;7.059
NED2009841_23;MFD_SETNO23;41.7595;-67.2059;326533;5;16-feb-09;19:16:06;32.9818;4.8342;3.99958;1.06922386101695;7.9635;0.8135;9.7115;NaN;0.3005;7.052
NED2009841_26;MFD_SETNO26;41.7698;-66.7834;326534;58;17-feb-09;00:21:50;33.0469;4.8958;3.96043;0.795701477966102;8.034;0.8455;10.0655;33.05;0.2805;6.87
NED2009841_26;MFD_SETNO26;41.7698;-66.7834;326535;4;17-feb-09;00:21:50;33.0475;4.869;3.92342;0.832999984745763;7.5875;0.74;9.879;NaN;0.4625;6.913
NED2009841_28;MFD_SETNO28;41.8586;-66.6782;326536;65;17-feb-09;04:37:14;33.0015;4.9117;3.95341;0.857865655932203;7.551;0.7765;9.635;33.015;0.453;7.6945
NED2009841_28;MFD_SETNO28;41.8586;-66.6782;326537;5;17-feb-09;04:37:14;32.9938;4.8768;3.93594;0.783268642372881;7.1235;0.7775;9.0225;NaN;0.38;7.691
NED2009841_29;MFD_SETNO29;41.6618;-66.4335;326538;78;17-feb-09;07:20:39;32.6887;4.4832;3.95112;0.484880588135593;7.825;0.83;9.571;32.7;0.357;6.721
NED2009841_29;MFD_SETNO29;41.6618;-66.4335;326539;7;17-feb-09;07:20:39;32.3541;3.5923;4.05691;0.609208944067796;6.99;0.74;7.685;NaN;0.2685;6.946
NED2009841_3;MFD_SETNO3;42.0612;-66.1586;326511;85;13-feb-09;09:59:08;33.0003;5.2678;3.7076;0.240111943220339;6.9695;0.789;8.5265;NaN;0.353;6.553
NED2009841_3;MFD_SETNO3;42.0612;-66.1586;326512;4;13-feb-09;09:59:08;31.9634;3.2134;4.1085;0.403824631779661;6.8595;0.7105;6.953;NaN;0.335;7.3385
NED2009841_30;MFD_SETNO30;41.629;-66.2835;326540;85;17-feb-09;09:05:48;32.7835;4.7025;3.90757;0.301958958898305;7.8045;0.8415;9.6325;32.794;0.286;6.6695
NED2009841_30;MFD_SETNO30;41.629;-66.2835;326541;5;17-feb-09;09:05:48;32.4934;3.8969;3.99165;0.436567169491525;7.945;0.7755;8.8065;NaN;0.2915;6.8055
NED2009841_32;MFD_SETNO32;41.7772;-66.2395;326542;84;17-feb-09;13:49:28;32.694;4.5252;3.88319;0.305597018644068;8.067;0.867;9.5305;32.696;0.3855;6.612
NED2009841_32;MFD_SETNO32;41.7772;-66.2395;326543;26;17-feb-09;13:49:28;31.8268;2.3428;4.226;0.56389926059322;7.856;0.756;7.1695;NaN;0.243;NaN
NED2009841_32;MFD_SETNO32;41.7772;-66.2395;326544;6;17-feb-09;13:49:28;31.8234;2.3379;4.19626;0.560261200847457;6.134;0.6875;5.727;NaN;0.2315;7.1755
NED2009841_33;MFD_SETNO33;41.6501;-66.0366;326545;90;17-feb-09;16:55:33;33.3263;5.8966;3.52454;0.138246270338983;8.7435;0.945;11.823;33.324;0.248;5.972
NED2009841_33;MFD_SETNO33;41.6501;-66.0366;326546;6;17-feb-09;16:55:33;31.629;1.8429;4.21596;0.52388060338983;7.313;0.8575;6.7945;NaN;0.2375;6.871
NED2009841_35;MFD_SETNO35;41.6431;-65.9246;326547;120;17-feb-09;19:44:58;34.2751;7.821;2.78709;0.0742980025423729;9.5535;1.04;15.0135;34.269;0.1955;4.7165
NED2009841_35;MFD_SETNO35;41.6431;-65.9246;326548;6;17-feb-09;19:44:58;31.761;2.0728;4.2485;0.696238793220339;6.4775;0.7115;5.973;NaN;0.253;7.078
NED2009841_38;MFD_SETNO38;41.282;-66.3268;326549;91;18-feb-09;05:02:47;33.2553;5.716;3.5278;0.145522389830508;8.0055;0.8745;10.5955;33.26;0.207;6.1535
NED2009841_38;MFD_SETNO38;41.282;-66.3268;326550;6;18-feb-09;05:02:47;31.9657;2.6705;4.20393;0.52388060338983;6.578;0.639;6.551;NaN;0.352;7.2705
NED2009841_44;MFD_SETNO44;41.028;-67.3265;326551;65;18-feb-09;19:57:42;32.803;4.5723;4.04101;0.882731327118644;5.493;0.7325;7.68;32.817;0.313;6.902
NED2009841_44;MFD_SETNO44;41.028;-67.3265;326552;5;18-feb-09;19:57:42;32.8041;4.6925;3.9645;0.609208944067797;4.885;0.6935;6.8855;NaN;0.3755;6.943
NED2009841_45;MFD_SETNO45;40.911;-66.9578;326553;81;18-feb-09;23:01:15;32.9059;5.0096;3.97516;0.74597013559322;6.753;0.792;8.8485;32.912;0.2785;7.034
NED2009841_45;MFD_SETNO45;40.911;-66.9578;326554;5;18-feb-09;23:01:15;32.7201;4.4753;3.90147;0.758402971186441;7.2645;0.81;9.0135;NaN;0.248;7.094
NED2009841_48;MFD_SETNO48;40.7257;-67.7452;326555;66;19-feb-09;04:27:21;32.7572;4.6591;4.0074;0.845432820338983;6.125;0.77;8.1435;32.764;0.312;7.009
NED2009841_48;MFD_SETNO48;40.7257;-67.7452;326556;6;19-feb-09;04:27:21;32.7221;4.821;4.03778;1.20598505254237;5.833;0.753;7.751;NaN;0.2895;7.259
NED2009841_5;MFD_SETNO5;41.4657;-66.27;326513;83;13-feb-09;15:52:16;34.0321;6.6719;3.07459;0.105503732627119;9.7845;1.0355;15.087;33.84;0.3085;5.7225
NED2009841_5;MFD_SETNO5;41.4657;-66.27;326514;6;13-feb-09;15:52:16;32.9115;5.1725;3.87653;0.422014930508474;5.6235;0.7175;7.0855;NaN;0.354;6.984
NED2009841_51;MFD_SETNO51;40.7967;-68.3725;326557;52;19-feb-09;11:14:58;32.7553;4.4586;4.0463;1.38004475084746;5.376;0.743;7.526;32.765;0.27;7.113
NED2009841_51;MFD_SETNO51;40.7967;-68.3725;326558;6;19-feb-09;11:14:58;32.7345;4.5718;4.03132;1.21841788813559;3.682;0.565;4.708;NaN;0.251;7.1175
NED2009841_52;MFD_SETNO52;40.7513;-68.8377;326559;65;19-feb-09;14:53:00;32.7508;5.2056;3.96686;0.72110446440678;5.075;0.785;7.379;32.759;0.2925;6.965
NED2009841_52;MFD_SETNO52;40.7513;-68.8377;326560;5;19-feb-09;14:53:00;32.7545;5.2207;3.97464;0.969761176271186;5.3675;0.7575;7.5485;NaN;0.291;6.991
NED2009841_53;MFD_SETNO53;40.3515;-68.9579;326561;82;19-feb-09;18:38:23;32.7833;5.3041;3.92747;0.646507450847458;6.2835;1.089;7.723;32.785;0.2765;6.8095
NED2009841_53;MFD_SETNO53;40.3515;-68.9579;326562;5;19-feb-09;18:38:23;32.7317;5.4918;3.95566;2.18817906440678;5.297;0.7905;7.0095;NaN;0.319;7.055
NED2009841_57;MFD_SETNO57;41.0235;-68.7763;326563;59;20-feb-09;07:35:29;32.894;5.2595;3.87226;0.621641779661017;6.9505;0.773;7.63;32.889;0.1815;6.8305
NED2009841_57;MFD_SETNO57;41.0235;-68.7763;326564;5;20-feb-09;07:35:29;32.897;5.2435;3.87502;0.522179094915254;9.1005;0.9055;10.273;NaN;0.241;6.726
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326565;136;21-feb-09;12:29:28;32.7267;2.8595;3.45391;0.0703875813559322;8.784;1.0845;8.1495;32.734;0.114;5.914
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326566;87;21-feb-09;12:29:28;31.9751;1.5003;3.95498;0.0729945288135593;8.626;0.8885;8.1545;NaN;0.1145;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326567;75;21-feb-09;12:29:28;31.494;0.3667;4.29986;0.102974424576271;8.152;0.858;7.7095;NaN;0.125;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326568;46;21-feb-09;12:29:28;31.3577;-0.0851;4.41261;0.251026122457627;7.66;0.824;7.112;NaN;0.1955;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326569;38;21-feb-09;12:29:28;31.2099;-0.4878;4.48849;0.298320899152542;7.556;0.818;6.983;31.251;0.1795;7.651
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326570;29;21-feb-09;12:29:28;31.1367;-0.6612;4.50501;0.283768660169491;8.0935;0.7745;6.5965;NaN;0.1515;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326571;19;21-feb-09;12:29:28;31.114;-0.7181;4.50961;0.272854480932203;7.141;0.744;6.441;NaN;0.159;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326572;11;21-feb-09;12:29:28;31.1104;-0.7275;4.50864;0.258302241949153;7.434;0.7715;6.819;NaN;0.1565;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326573;7;21-feb-09;12:29:28;31.1068;-0.7378;4.50491;0.261940301694915;6.826;0.733;6.1775;NaN;0.1355;NaN
NED2009841_58;MFD_SETNO58;44.2683;-63.3175;326574;3;21-feb-09;12:29:28;31.1034;-0.7444;4.51521;0.247388062711864;7.75;0.831;6.9375;31.114;0.1655;7.773
NED2009841_60;MFD_SETNO60;41.6795;-69.592;326575;101;23-mar-09;11:18:46;33.1058;4.8624;3.51859;3.42238178345865;14.1735;1.077;13.558;33.106;0.263;6.0325
NED2009841_60;MFD_SETNO60;41.6795;-69.592;326576;6;23-mar-09;11:18:46;32.8357;4.2094;4.26004;2.26283993984962;10.0495;0.757;7.791;32.848;0.2445;7.43
NED2009841_65;MFD_SETNO65;41.1686;-69.094;326577;114;23-mar-09;22:55:34;32.9812;4.9374;3.94949;1.00280058879699;10.69;0.9165;11.431;32.994;0.27;NaN
NED2009841_65;MFD_SETNO65;41.1686;-69.094;326578;7;23-mar-09;22:55:34;32.9771;4.9199;3.79828;0.938103776616541;10.65;0.8775;11.373;32.982;0.271;NaN
NED2009841_7;MFD_SETNO7;41.9537;-66.2669;326515;76;15-feb-09;09:34:15;32.6918;4.5303;3.92287;0.345615675847458;7.68;0.777;9.244;32.703;0.5035;6.965
NED2009841_7;MFD_SETNO7;41.9537;-66.2669;326516;6;15-feb-09;09:34:15;32.6995;4.5281;3.91737;0.371082094067797;7.907;0.8375;9.5225;NaN;0.3935;6.97
NED2009841_8;MFD_SETNO8;42.0591;-66.3786;326517;83;15-feb-09;11:33:49;32.9506;4.8848;3.82545;0.272854480932203;8.251;0.88;10.277;32.948;0.4105;6.704
NED2009841_8;MFD_SETNO8;42.0591;-66.3786;326518;6;15-feb-09;11:33:49;32.274;3.55;4.05045;0.46930970720339;7.4695;0.799;7.8985;NaN;0.3775;7.124
