CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263450;171;05-jul-04;22:35:12;33.873;6.382;3.128;3.128;6.382;33.873
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263451;100;05-jul-04;22:35:12;32.896;2.95;3.8571;3.8571;2.95;32.896
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263452;75;05-jul-04;22:35:12;32.566;2.094;3.9463;3.9463;2.094;32.566
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263453;50;05-jul-04;22:35:12;32.315;2.255;3.8527;3.8527;2.255;32.315
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263454;40;05-jul-04;22:35:12;32.268;3.852;3.8812;3.8812;3.852;32.268
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263455;30;05-jul-04;22:35:12;31.996;5.13;3.9254;3.9254;5.13;31.996
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263456;20;05-jul-04;22:35:12;31.671;7.362;3.7305;3.7305;7.362;31.671
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263457;10;05-jul-04;22:35:12;31.711;12.018;3.8792;3.8792;12.018;31.711
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263458;5;05-jul-04;22:35:12;31.438;13.013;3.9455;3.9455;13.013;31.438
TEL2004529_0;MFD_SETNO0;44.27075;63.325017;263459;1;05-jul-04;22:35:12;31.352;13.49;3.8925;3.8925;13.49;31.352
TEL2004529_1;MFD_SETNO1;44.179967;63.150933;263460;170;06-jul-04;02:13:29;34.888;9.445;2.6206;2.6206;9.445;34.888
TEL2004529_1;MFD_SETNO1;44.179967;63.150933;263461;50;06-jul-04;02:13:29;32.463;2.07;4.0489;4.0489;2.07;32.463
TEL2004529_1;MFD_SETNO1;44.179967;63.150933;263462;25;06-jul-04;02:13:29;32.166;6.326;3.9245;3.9245;6.326;32.166
TEL2004529_1;MFD_SETNO1;44.179967;63.150933;263463;5;06-jul-04;02:13:29;31.371;14.055;4.055;4.055;14.055;31.371
TEL2004529_10;MFD_SETNO10;43.302533;62.7803;263801;97;07-jul-04;02:22:46;33.045;2.332;4.3072;4.3072;2.332;33.045
TEL2004529_10;MFD_SETNO10;43.302533;62.7803;263802;50;07-jul-04;02:22:46;32.636;3.895;4.4653;4.4653;3.895;32.636
TEL2004529_10;MFD_SETNO10;43.302533;62.7803;263803;25;07-jul-04;02:22:46;32.203;9.64;4.2878;4.2878;9.64;32.203
TEL2004529_10;MFD_SETNO10;43.302533;62.7803;263804;5;07-jul-04;02:22:46;31.976;13.571;4.2662;4.2662;13.571;31.976
TEL2004529_11;MFD_SETNO11;43.124317;62.777283;263805;109;07-jul-04;04:28:31;33.052;2.224;4.3366;4.3366;2.224;33.052
TEL2004529_11;MFD_SETNO11;43.124317;62.777283;263806;50;07-jul-04;04:28:31;32.629;2.254;4.3036;4.3036;2.254;32.629
TEL2004529_11;MFD_SETNO11;43.124317;62.777283;263807;25;07-jul-04;04:28:31;32.29;7.783;4.1811;4.1811;7.783;32.29
TEL2004529_11;MFD_SETNO11;43.124317;62.777283;263808;5;07-jul-04;04:28:31;32.065;12.65;4.355;4.355;12.65;32.065
TEL2004529_12;MFD_SETNO12;43.13575;62.904333;263809;119;07-jul-04;06:16:57;33.443;3.319;4.2801;4.2801;3.319;33.443
TEL2004529_12;MFD_SETNO12;43.13575;62.904333;263810;50;07-jul-04;06:16:57;32.595;3.251;4.5211;4.5211;3.251;32.595
TEL2004529_12;MFD_SETNO12;43.13575;62.904333;263811;25;07-jul-04;06:16:57;32.166;7.821;4.3753;4.3753;7.821;32.166
TEL2004529_12;MFD_SETNO12;43.13575;62.904333;263812;5;07-jul-04;06:16:57;31.925;12.489;4.4337;4.4337;12.489;31.925
TEL2004529_13;MFD_SETNO13;43.004933;62.99175;263813;131;07-jul-04;08:52:32;33.408;3.058;4.4566;4.4566;3.058;33.408
TEL2004529_13;MFD_SETNO13;43.004933;62.99175;263814;50;07-jul-04;08:52:32;32.561;1.472;4.4618;4.4618;1.472;32.561
TEL2004529_13;MFD_SETNO13;43.004933;62.99175;263815;25;07-jul-04;08:52:32;32.37;4.379;4.4503;4.4503;4.379;32.37
TEL2004529_13;MFD_SETNO13;43.004933;62.99175;263816;5;07-jul-04;08:52:32;31.922;12.032;4.8093;4.8093;12.032;31.922
