CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(ml/l)
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287617;145;18-feb-06;19:52:53;33.3;5.6353;3.75768;0.0269341935483871;11.996;1.0685;11.606;33.195;4.67266666666667
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287618;98;18-feb-06;19:52:53;32.363;3.3954;4.53624;0.048738064516129;10.42;0.9845;9.527;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287619;75;18-feb-06;19:52:53;31.486;2.6811;5.32891;0.148595096774194;5.978;0.6615;5.537;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287620;48;18-feb-06;19:52:53;30.886;1.6372;5.66898;0.249909935483871;6.4105;0.692;5.464;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287621;41;18-feb-06;19:52:53;30.881;1.6381;5.67048;0.295354838709677;5.6545;0.6345;4.816;30.891;7.26733333333333
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287622;29;18-feb-06;19:52:53;30.879;1.6359;5.66045;0.295354838709678;6.7165;0.7345;5.5805;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287623;20;18-feb-06;19:52:53;30.88;1.6377;5.66083;0.301261935483871;5.797;0.641;4.8035;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287624;10;18-feb-06;19:52:53;30.878;1.632;5.64926;0.295354838709677;5.8135;0.6775;4.944;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287625;4;18-feb-06;19:52:53;30.878;1.6343;5.6257;0.28354064516129;6.66;0.735;5.618;NaN;NaN
TEL2006614_0;MFD_SETNO0;44.270333;-63.3225;287626;3;18-feb-06;19:52:53;30.878;1.6344;5.62715;0.401682580645161;6.6935;0.6295;5.7425;30.894;6.45133333333333
