CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_01;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(ml/l)
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388876;128;30-jul-13;14:53:26;33.1789;2.6946;4.67274;0.0499499432773109;15.19;1.2175;13.335;33.1910057067871;0.13;5.6175;NaN
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388877;51;30-jul-13;14:53:26;31.5994;2.8349;6.19552;0.338072508403361;1.96;0.751;2.71;NaN;0.135;NaN;NaN
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388878;25;30-jul-13;14:53:26;29.8293;14.43;5.02625;0.680428399159664;1.155;0.3105;0.165;NaN;0;NaN;NaN
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388879;6;30-jul-13;14:53:26;29.1365;18.4026;4.78335;1.21760871428571;0.62;0.09;0.255;NaN;0;5.748;NaN
NED2013022_227;MFD_SETNO227;46.327;-59.8853;388880;53;30-jul-13;18:24:39;31.6346;1.9799;6.20032;0.0795499096638656;4.965;0.7565;2.615;31.2646636962891;0.135;7.2725;NaN
NED2013022_227;MFD_SETNO227;46.327;-59.8853;388881;25;30-jul-13;18:24:39;30.6716;5.6723;5.8526;0.221686890756303;2.535;0.557;0.975;NaN;0.085;NaN;NaN
NED2013022_227;MFD_SETNO227;46.327;-59.8853;388882;6;30-jul-13;18:24:39;29.3649;17.8945;4.80619;1.46829286134454;0.785;0.1295;0.28;NaN;0;5.809;NaN
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388883;129;30-jul-13;21:40:37;33.5197;3.4969;4.03308;0.0517999411764706;17.07;1.231;14.14;33.543399810791;0.085;4.8825;NaN
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388884;51;30-jul-13;21:40:37;31.2414;0.9299;6.10405;0.142449838235294;5.125;0.835;3.65;NaN;0.185;NaN;NaN
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388885;25;30-jul-13;21:40:37;30.2347;11.3512;5.32786;0.572992336134454;1.375;0.3505;0.21;NaN;0.04;NaN;NaN
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388886;4;30-jul-13;21:40:37;29.1998;19.1256;4.73336;0.805770472689076;0.77;0.114;0.23;NaN;0.04;5.706;NaN
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388887;79;30-jul-13;23:35:30;32.14;1.4576;5.88629;0.0499499432773109;7.78;0.8705;6.245;32.0905342102051;0.27;7.0945;NaN
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388888;50;30-jul-13;23:35:30;31.2237;3.2796;6.00798;0.129499852941176;4.565;0.737;3.355;NaN;0.225;NaN;NaN
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388889;25;30-jul-13;23:35:30;30.4423;13.6657;5.00238;0.271566441176471;1.315;0.3605;0.485;NaN;0.04;NaN;NaN
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388890;5;30-jul-13;23:35:30;29.2217;18.5049;4.70387;1.1101726512605;0.725;0.1275;0.145;NaN;0;5.754;NaN
NED2013022_230;MFD_SETNO230;46.4482;-59.7388;388891;65;31-jul-13;02:10:16;32.1467;1.7301;5.77405;0.18289168487395;6.23;0.829;5.2;31.9317035675049;0.17;7.112;NaN
NED2013022_230;MFD_SETNO230;46.4482;-59.7388;388892;51;31-jul-13;02:10:16;31.139;3.5613;6.12107;0.260482096638656;3.02;0.695;1.91;NaN;0.11;NaN;NaN
NED2013022_230;MFD_SETNO230;46.4482;-59.7388;388893;25;31-jul-13;02:10:16;29.7053;14.4729;5.08341;0.787864462184874;1.065;0.272;0.195;NaN;0.045;NaN;NaN
NED2013022_230;MFD_SETNO230;46.4482;-59.7388;388894;4;31-jul-13;02:10:16;29.2055;18.7172;4.77182;1.1101726512605;0.67;0.0835;0.18;NaN;0;5.745;NaN
NED2013022_231;MFD_SETNO231;46.6103;-59.5312;388895;154;31-jul-13;04:25:04;34.0989;4.8835;3.31199;0.0369999579831933;20.155;1.438;18.775;34.1368293762207;0.075;4.0225;NaN
NED2013022_231;MFD_SETNO231;46.6103;-59.5312;388896;50;31-jul-13;04:25:04;30.9756;2.6397;6.19994;0.18289168487395;4.075;0.756;3.32;NaN;0.135;NaN;NaN
NED2013022_231;MFD_SETNO231;46.6103;-59.5312;388897;24;31-jul-13;04:25:04;29.8501;14.9612;4.9725;0.572992336134454;1.48;0.3645;0.875;NaN;0.05;NaN;NaN
NED2013022_231;MFD_SETNO231;46.6103;-59.5312;388898;5;31-jul-13;04:25:04;29.1257;18.4798;4.77273;1.12807866176471;0.615;0.0895;1.86;NaN;0;5.75;NaN
NED2013022_232;MFD_SETNO232;46.7973;-59.7348;388899;225;31-jul-13;06:45:56;34.617;5.8848;2.7887;0.0258999705882353;23.505;1.569;21.86;34.6755561828613;0.055;3.382;NaN
NED2013022_232;MFD_SETNO232;46.7973;-59.7348;388900;51;31-jul-13;06:45:56;31.4753;1.7406;6.1817;0.0906498970588235;6.045;0.878;5.255;NaN;0.205;NaN;NaN
NED2013022_232;MFD_SETNO232;46.7973;-59.7348;388901;26;31-jul-13;06:45:56;30.4359;7.2301;5.69365;0.437831609243698;2.51;0.541;1.315;NaN;0.085;NaN;NaN
NED2013022_232;MFD_SETNO232;46.7973;-59.7348;388902;5;31-jul-13;06:45:56;28.1871;18.7461;4.70546;1.00273658823529;0.945;0.129;0;NaN;0;5.738;NaN
NED2013022_233;MFD_SETNO233;46.9237;-60.1103;388903;139;31-jul-13;09:57:10;33.6508;3.8032;3.91439;0.0554999369747899;17.45;1.2935;15.87;33.6345977783203;0.135;4.78;NaN
NED2013022_233;MFD_SETNO233;46.9237;-60.1103;388904;50;31-jul-13;09:57:10;31.2068;3.4799;5.78298;0.123949859243698;5.775;0.882;4.485;NaN;0.17;NaN;NaN
NED2013022_233;MFD_SETNO233;46.9237;-60.1103;388905;25;31-jul-13;09:57:10;29.6972;15.0978;4.85852;0.680428399159664;1.44;0.319;0;NaN;0.05;NaN;NaN
NED2013022_233;MFD_SETNO233;46.9237;-60.1103;388906;5;31-jul-13;09:57:10;28.5953;18.1853;4.78186;1.19970270378151;0.735;0.107;0;NaN;0.04;5.741;NaN
NED2013022_234;MFD_SETNO234;46.857;-60.2263;388907;NaN;31-jul-13;11:41:03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2013022_234;MFD_SETNO234;46.857;-60.2263;388908;102;31-jul-13;11:41:03;32.9928;2.3637;4.91748;0.0351499600840336;11.825;1.054;10.185;32.7468490600586;0.145;6.2265;NaN
NED2013022_234;MFD_SETNO234;46.857;-60.2263;388909;51;31-jul-13;11:41:03;31.4113;2.8069;6.03462;0.0998998865546219;6.24;0.842;5.35;NaN;0.21;NaN;NaN
NED2013022_234;MFD_SETNO234;46.857;-60.2263;388910;25;31-jul-13;11:41:03;29.895;12.124;5.31869;0.371325542016807;1.475;0.362;0.59;NaN;0.045;NaN;NaN
NED2013022_234;MFD_SETNO234;46.857;-60.2263;388911;5;31-jul-13;11:41:03;29.1294;18.713;4.7175;0.895300525210084;0.66;0.1185;0.33;NaN;0;5.704;NaN
NED2013022_236;MFD_SETNO236;47.0167;-60.11;388912;178;31-jul-13;16:11:52;34.1797;5.0375;3.26244;0.0258999705882353;18.745;1.419;18.36;34.1305656433105;0.085;3.98;NaN
NED2013022_236;MFD_SETNO236;47.0167;-60.11;388913;50;31-jul-13;16:11:52;30.9486;4.7561;5.69744;0.210602546218487;4.045;0.679;2.995;NaN;0.15;NaN;NaN
NED2013022_236;MFD_SETNO236;47.0167;-60.11;388914;25;31-jul-13;16:11:52;29.3532;15.4897;4.95135;0.734146430672269;1.175;0.313;0;NaN;0.06;NaN;NaN
NED2013022_236;MFD_SETNO236;47.0167;-60.11;388915;5;31-jul-13;16:11:52;28.335;19.0002;4.76873;0.984830577731093;0.92;0.176;0;NaN;0.05;5.726;NaN
NED2013022_238;MFD_SETNO238;46.6692;-59.5175;388916;298;31-jul-13;22:48:41;34.7558;5.8865;2.74858;0.0240499726890756;25.555;1.6885;22.105;34.7437705993652;0.105;3.351;NaN
NED2013022_238;MFD_SETNO238;46.6692;-59.5175;388917;51;31-jul-13;22:48:41;31.5488;1.9059;6.43242;0.171807340336134;2.74;0.685;3.265;NaN;0.215;NaN;NaN
NED2013022_238;MFD_SETNO238;46.6692;-59.5175;388918;25;31-jul-13;22:48:41;30.2833;11.7306;5.29313;0.460000298319328;1.525;0.406;0.37;NaN;0.06;NaN;NaN
NED2013022_238;MFD_SETNO238;46.6692;-59.5175;388919;5;31-jul-13;22:48:41;28.4298;20.0423;4.71413;0.823676483193277;0.77;0.186;0;NaN;0.05;5.834;NaN
NED2013022_240;MFD_SETNO240;46.2725;-59.0362;388920;159;01-aug-13;04:06:32;33.848;4.3149;3.69233;0.0184999789915966;17.56;1.3565;16.785;33.8471260070801;0.085;4.4155;NaN
NED2013022_240;MFD_SETNO240;46.2725;-59.0362;388921;51;01-aug-13;04:06:32;32.0091;1.9154;6.42769;0.644616378151261;2.52;0.7795;3.53;NaN;0.235;NaN;NaN
NED2013022_240;MFD_SETNO240;46.2725;-59.0362;388922;26;01-aug-13;04:06:32;30.7287;6.2451;5.80873;0.421205092436975;1.555;0.5605;0.805;NaN;0.085;NaN;NaN
NED2013022_240;MFD_SETNO240;46.2725;-59.0362;388923;5;01-aug-13;04:06:32;29.1206;18.4753;4.74008;0.63734981092437;0.465;0.2095;0.175;NaN;0.06;5.794;NaN
NED2013022_241;MFD_SETNO241;45.8167;-58.8638;388924;248;01-aug-13;08:28:55;33.7132;3.9759;3.86557;0.0240499726890756;17.16;1.3155;16.085;33.7097702026367;0.085;4.6185;NaN
NED2013022_241;MFD_SETNO241;45.8167;-58.8638;388925;50;01-aug-13;08:28:55;32.0521;1.3868;6.3977;0.43228943697479;2.49;0.839;5.025;NaN;0.315;NaN;NaN
NED2013022_241;MFD_SETNO241;45.8167;-58.8638;388926;26;01-aug-13;08:28:55;31.4059;5.8532;6.57288;0.64461637815126;0.155;0.4405;0.17;NaN;0.05;NaN;NaN
NED2013022_241;MFD_SETNO241;45.8167;-58.8638;388927;5;01-aug-13;08:28:55;29.5359;18.7046;4.69176;0.64461637815126;0.455;0.189;0.31;NaN;0.06;5.717;NaN
NED2013022_244;MFD_SETNO244;45.801;-58.6538;388928;272;01-aug-13;13:18:58;33.699;3.9544;3.80424;0.0184999789915967;18.185;1.357;15.945;33.6858863830566;0.07;4.5405;NaN
NED2013022_244;MFD_SETNO244;45.801;-58.6538;388929;50;01-aug-13;13:18:58;32.1094;1.6316;5.73301;0.149638651260504;7;0.9875;8.445;NaN;0.185;NaN;NaN
NED2013022_244;MFD_SETNO244;45.801;-58.6538;388930;25;01-aug-13;13:18:58;31.4981;2.8254;6.32131;0.565301571428571;0.47;0.6745;1.83;NaN;0.125;NaN;NaN
NED2013022_244;MFD_SETNO244;45.801;-58.6538;388931;5;01-aug-13;13:18:58;30.3644;18.094;4.82611;0.716240420168067;0.155;0.2505;0.22;NaN;0.05;6.025;NaN
NED2013022_246;MFD_SETNO246;45.5163;-57.8072;388932;367;01-aug-13;19:46:47;34.8439;5.5597;2.91795;0.0147999831932773;29.215;1.681;21.745;34.8502082824707;0.055;3.5055;NaN
NED2013022_246;MFD_SETNO246;45.5163;-57.8072;388933;50;01-aug-13;19:46:47;32.315;1.5129;6.15796;0.349156852941177;4.8;0.8225;5.995;NaN;0.195;NaN;NaN
NED2013022_246;MFD_SETNO246;45.5163;-57.8072;388934;25;01-aug-13;19:46:47;31.6637;2.9868;7.17378;1.52201089285714;0;0.5025;0.28;NaN;0.05;NaN;NaN
NED2013022_246;MFD_SETNO246;45.5163;-57.8072;388935;6;01-aug-13;19:46:47;30.7908;18.6548;4.74899;0.465542470588235;0.255;0.2485;0.19;NaN;0.06;5.755;NaN
NED2013022_25;MFD_SETNO25;42.5377;-65.7098;383872;89;05-jul-13;07:11:37;33.2005;6.6617;5.14479;0.293735130252101;5.23;0.7315;7.44;33.219654083252;0.105;6.058;NaN
NED2013022_25;MFD_SETNO25;42.5377;-65.7098;383873;50;05-jul-13;07:11:37;32.6814;5.5133;5.55384;0.642891983193277;4.655;0.6985;6;NaN;0.195;NaN;NaN
NED2013022_25;MFD_SETNO25;42.5377;-65.7098;383874;25;05-jul-13;07:11:37;32.0999;5.7545;6.04673;0.85948850420168;3.025;0.5475;2.605;NaN;0.195;NaN;NaN
NED2013022_25;MFD_SETNO25;42.5377;-65.7098;383875;5;05-jul-13;07:11:37;31.7289;12.6993;5.51761;0.680428399159664;1.695;0.328;0.34;NaN;0.025;6.566;NaN
NED2013022_252;MFD_SETNO252;44.7235;-57.8773;388936;45;02-aug-13;06:19:31;32.011;4.9656;5.90034;0.680428399159664;3.37;0.6325;1.98;31.9962863922119;0.125;7.0015;NaN
NED2013022_252;MFD_SETNO252;44.7235;-57.8773;388937;25;02-aug-13;06:19:31;31.8277;6.4133;5.91968;1.0922666407563;1.85;0.489;0.49;NaN;0.06;NaN;NaN
NED2013022_252;MFD_SETNO252;44.7235;-57.8773;388938;5;02-aug-13;06:19:31;30.4782;19.2341;4.69109;0.598554605042017;0.23;0.2315;0.24;NaN;0.09;5.657;NaN
NED2013022_256;MFD_SETNO256;44.356;-59.8833;388939;169;02-aug-13;19:04:25;34.1059;6.1703;4.43116;0.0147999831932773;11.295;1.0445;12.86;34.1073341369629;0.13;5.296;NaN
NED2013022_256;MFD_SETNO256;44.356;-59.8833;388940;50;02-aug-13;19:04:25;32.3965;3.4073;5.86093;0.277108613445378;4.6;0.762;4.145;NaN;0.17;NaN;NaN
NED2013022_256;MFD_SETNO256;44.356;-59.8833;388941;25;02-aug-13;19:04:25;31.9985;8.004;5.72243;1.52201089285714;1.515;0.436;0.31;NaN;0.065;NaN;NaN
NED2013022_256;MFD_SETNO256;44.356;-59.8833;388942;5;02-aug-13;19:04:25;30.6992;18.9792;4.62791;0.271566441176471;0.18;0.277;0.16;NaN;0.04;5.607;NaN
NED2013022_258;MFD_SETNO258;44.2535;-60.4413;388943;163;02-aug-13;23:18:46;33.5286;4.8795;4.57766;0.0886747563025211;10.41;1.101;10.405;NaN;0.12;5.538;NaN
NED2013022_258;MFD_SETNO258;44.2535;-60.4413;388944;50;02-aug-13;23:18:46;32.1835;3.0364;5.75232;0.338072508403361;4.17;0.779;4.245;NaN;0.19;NaN;NaN
NED2013022_258;MFD_SETNO258;44.2535;-60.4413;388945;25;02-aug-13;23:18:46;31.3258;6.7352;6.31118;0.734146430672269;0.7;0.494;0.43;NaN;0.065;NaN;NaN
NED2013022_258;MFD_SETNO258;44.2535;-60.4413;388946;5;02-aug-13;23:18:46;30.6856;19.6268;4.54646;0.293735130252101;0.24;0.269;0.16;NaN;0.04;5.501;NaN
NED2013022_260;MFD_SETNO260;43.9713;-61.2752;388947;66;03-aug-13;05:03:43;32.864;4.9108;4.96872;0.210602546218487;5.985;0.848;5.915;32.7366981506348;0.325;6.068;NaN
NED2013022_260;MFD_SETNO260;43.9713;-61.2752;388948;49;03-aug-13;05:03:43;32.4265;5.3885;5.41467;0.340214199579832;3.875;0.7525;2.8;NaN;0.275;NaN;NaN
NED2013022_260;MFD_SETNO260;43.9713;-61.2752;388949;26;03-aug-13;05:03:43;31.6338;12.8793;5.58642;1.0206425987395;0.245;0.396;0;NaN;0.055;NaN;NaN
NED2013022_260;MFD_SETNO260;43.9713;-61.2752;388950;5;03-aug-13;05:03:43;30.9011;20.2479;4.50353;0.299277302521008;0.185;0.232;0;NaN;0.04;5.412;NaN
NED2013022_263;MFD_SETNO263;42.7622;-62.1355;388951;605;03-aug-13;17:01:50;35.0033;5.8073;4.06098;0.00739999159663866;12.02;1.2935;18.925;35.012035369873;0.055;4.925;NaN
NED2013022_263;MFD_SETNO263;42.7622;-62.1355;388952;324;03-aug-13;17:01:50;35.1976;9.8053;2.76157;0.00924998949579831;11.035;1.4005;20.32;NaN;0.05;3.343;NaN
NED2013022_263;MFD_SETNO263;42.7622;-62.1355;388953;151;03-aug-13;17:01:50;35.6165;13.2357;4.0666;0.0203499768907563;3.755;0.662;9.255;NaN;0.04;NaN;NaN
NED2013022_263;MFD_SETNO263;42.7622;-62.1355;388954;50;03-aug-13;17:01:50;35.0119;12.3995;4.2593;0.288192957983193;2.355;0.471;5.08;NaN;0.125;NaN;NaN
NED2013022_263;MFD_SETNO263;42.7622;-62.1355;388955;26;03-aug-13;17:01:50;33.5184;13.0809;5.87667;1.52201089285714;1.885;0.2495;0.665;NaN;0.05;NaN;NaN
NED2013022_263;MFD_SETNO263;42.7622;-62.1355;388956;6;03-aug-13;17:01:50;31.7674;21.9523;4.32792;0.221686890756303;0.78;0.183;0.54;NaN;0.04;5.31;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388957;157;04-aug-13;07:56:49;34.1566;8.2538;3.31392;0.022199974789916;15.245;1.2515;14.735;34.1488342285156;0.095;4.035;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388958;102;04-aug-13;07:56:49;32.7911;3.7243;4.88806;0.0351499600840336;9.605;1.032;9.81;NaN;0.07;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388959;76;04-aug-13;07:56:49;32.4435;2.5843;5.36025;0.0443999495798319;8.61;1.0005;9.1;NaN;0.08;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388960;51;04-aug-13;07:56:49;32.1061;2.7046;5.76761;0.299277302521008;3.465;0.7205;3.77;NaN;0.175;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388961;40;04-aug-13;07:56:49;31.8747;2.9393;6.07012;0.404578575630252;2.815;0.72;3.5;31.9085216522217;0.235;7.1375;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388962;31;04-aug-13;07:56:49;31.6761;4.0538;6.26241;0.949018556722689;1.515;0.5665;1.44;NaN;0.145;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388963;21;04-aug-13;07:56:49;31.4244;6.9536;6.14935;1.77269503991597;0.71;0.409;0.125;NaN;0.07;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388964;10;04-aug-13;07:56:49;30.4262;17.0196;4.9229;0.626710367647059;0;0.228;0;NaN;0.055;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388965;5;04-aug-13;07:56:49;30.4261;17.0215;4.93139;0.399036403361344;0;0.2115;0;NaN;0.055;NaN;NaN
NED2013022_265;MFD_SETNO265;44.2603;-63.3267;388966;2;04-aug-13;07:56:49;30.4259;17.021;4.92937;0.426747264705882;0;0.203;0;30.4310359954834;0.055;5.9125;NaN
NED2013022_27;MFD_SETNO27;42.6948;-65.8135;383876;95;05-jul-13;08:59:39;32.9985;6.9322;5.22236;0.193976029411765;5.18;0.69;7.03;NaN;0.155;6.119;NaN
NED2013022_27;MFD_SETNO27;42.6948;-65.8135;383877;50;05-jul-13;08:59:39;32.7904;7.5052;5.2917;0.216144718487395;5.525;0.6575;6.5;NaN;0.235;NaN;NaN
NED2013022_27;MFD_SETNO27;42.6948;-65.8135;383878;25;05-jul-13;08:59:39;32.604;8.8776;5.46597;0.670602844537815;4.5;0.5615;4.19;NaN;0.28;NaN;NaN
NED2013022_27;MFD_SETNO27;42.6948;-65.8135;383879;4;05-jul-13;08:59:39;32.3891;10.9775;5.84238;2.93942904201681;3.425;0.3505;0.39;NaN;0.04;6.875;NaN
NED2013022_28;MFD_SETNO28;42.7673;-65.9073;383880;89;05-jul-13;13:29:18;33.0182;8.4402;5.13696;0.216144718487395;5.585;0.8965;7.095;NaN;0.345;6.0635;NaN
NED2013022_28;MFD_SETNO28;42.7673;-65.9073;383881;52;05-jul-13;13:29:18;32.8818;8.4738;5.22584;0.24939775210084;4.78;0.6195;5.715;NaN;0.29;NaN;NaN
NED2013022_28;MFD_SETNO28;42.7673;-65.9073;383882;25;05-jul-13;13:29:18;32.8213;8.5959;5.27231;0.332530336134454;4.485;0.5995;5.185;NaN;0.28;NaN;NaN
NED2013022_28;MFD_SETNO28;42.7673;-65.9073;383883;5;05-jul-13;13:29:18;32.498;9.9522;5.78144;2.36118070588235;4.02;0.46;1.865;32.5179786682129;0.145;6.817;NaN
NED2013022_29;MFD_SETNO29;42.7145;-65.9702;383884;87;05-jul-13;14:27:50;32.9997;8.6047;5.15008;0.293735130252101;5.16;0.647;6.335;33.0135536193848;0.28;6.019;NaN
NED2013022_29;MFD_SETNO29;42.7145;-65.9702;383885;51;05-jul-13;14:27:50;32.8635;8.4291;5.24731;0.254939924369748;5.065;0.642;5.835;NaN;0.295;NaN;NaN
NED2013022_29;MFD_SETNO29;42.7145;-65.9702;383886;26;05-jul-13;14:27:50;32.8093;8.4451;5.30199;0.254939924369748;5.055;0.627;5.79;NaN;0.31;NaN;NaN
NED2013022_29;MFD_SETNO29;42.7145;-65.9702;383887;5;05-jul-13;14:27:50;32.4236;11.0126;5.81799;2.26480598319328;3.685;0.3885;0.895;NaN;0.09;6.891;NaN
NED2013022_3;MFD_SETNO3;44.0848;-63.9063;383798;149;03-jul-13;00:57:33;34.6439;9.7439;2.95775;0.0184999789915966;15.225;1.2555;17.43;34.6512260437012;0.09;NaN;3.63
NED2013022_3;MFD_SETNO3;44.0848;-63.9063;383799;51;03-jul-13;00:57:33;32.2548;3.5709;5.94428;0.555086325630252;1.99;0.595;4.26;NaN;0.15;NaN;NaN
NED2013022_3;MFD_SETNO3;44.0848;-63.9063;383800;25;03-jul-13;00:57:33;31.7606;5.0127;6.59471;0.787864462184874;0.98;0.423;0.16;NaN;0.05;NaN;NaN
NED2013022_3;MFD_SETNO3;44.0848;-63.9063;383801;5;03-jul-13;00:57:33;30.527;12.6874;5.4063;0.519274304621849;0.445;0.2645;0;NaN;0.03;NaN;5.8155
NED2013022_30;MFD_SETNO30;42.7052;-66.0853;383888;69;05-jul-13;16:18:08;32.8452;8.8836;5.25205;0.387952058823529;4.72;0.615;5.43;32.8593101501465;0.27;3.079;NaN
NED2013022_30;MFD_SETNO30;42.7052;-66.0853;383889;51;05-jul-13;16:18:08;32.8372;8.8982;5.26011;0.426747264705883;4.67;0.6025;5.27;NaN;0.275;NaN;NaN
NED2013022_30;MFD_SETNO30;42.7052;-66.0853;383890;26;05-jul-13;16:18:08;32.6115;9.5895;5.46891;1.16389068277311;3.755;0.4875;2.73;NaN;0.185;NaN;NaN
NED2013022_30;MFD_SETNO30;42.7052;-66.0853;383891;5;05-jul-13;16:18:08;32.413;11.4906;5.76403;1.98756716596639;3.175;0.333;0.3;NaN;0.035;6.841;NaN
NED2013022_31;MFD_SETNO31;42.6255;-66.4913;383892;174;05-jul-13;20:24:01;34.9181;10.5219;4.01305;0.0295999663865546;7.015;0.892;12.95;34.9290046691895;0.06;4.732;NaN
NED2013022_31;MFD_SETNO31;42.6255;-66.4913;383893;51;05-jul-13;20:24:01;33.6959;8.2467;4.73107;0.11099987394958;6.31;0.821;9.825;NaN;0.06;NaN;NaN
NED2013022_31;MFD_SETNO31;42.6255;-66.4913;383894;25;05-jul-13;20:24:01;32.4819;11.8812;5.45431;1.0564546197479;3.065;0.408;1.875;NaN;0.115;NaN;NaN
NED2013022_31;MFD_SETNO31;42.6255;-66.4913;383895;5;05-jul-13;20:24:01;31.9959;13.8318;5.37624;0.399036403361345;1.96;0.273;0.26;NaN;0.025;6.4;NaN
NED2013022_32;MFD_SETNO32;42.5637;-66.5873;383896;214;05-jul-13;22:37:06;35.123;9.6136;3.60556;0.0184999789915967;9.95;1.137;17.675;35.1384811401367;0.08;4.3115;NaN
NED2013022_32;MFD_SETNO32;42.5637;-66.5873;383897;51;05-jul-13;22:37:06;32.9612;9.0405;5.12132;0.0906498970588235;5.595;0.763;8.92;NaN;0.05;NaN;NaN
NED2013022_32;MFD_SETNO32;42.5637;-66.5873;383898;25;05-jul-13;22:37:06;31.9141;13.0506;5.49469;0.476626815126051;2.075;0.305;0;NaN;0.04;NaN;NaN
NED2013022_32;MFD_SETNO32;42.5637;-66.5873;383899;5;05-jul-13;22:37:06;31.7471;14.3084;5.38966;0.415662920168067;2.01;0.2785;0;NaN;0.04;6.321;NaN
NED2013022_33;MFD_SETNO33;42.5702;-66.1608;383900;132;06-jul-13;01:35:40;34.8413;10.6297;4.12327;0.0332999621848739;6.64;0.824;10.86;34.8557548522949;0.075;4.917;NaN
NED2013022_33;MFD_SETNO33;42.5702;-66.1608;383901;50;06-jul-13;01:35:40;33.2483;7.3887;5.11815;0.173899802521008;5.635;0.754;7.375;NaN;0.115;NaN;NaN
NED2013022_33;MFD_SETNO33;42.5702;-66.1608;383902;25;06-jul-13;01:35:40;32.052;9.05;5.95005;0.966924567226891;2.35;0.4455;0.31;NaN;0.08;NaN;NaN
NED2013022_33;MFD_SETNO33;42.5702;-66.1608;383903;5;06-jul-13;01:35:40;32.1036;14.0549;5.39317;0.349156852941176;2.12;0.2625;0;NaN;0.04;6.34;NaN
NED2013022_34;MFD_SETNO34;42.5045;-65.9235;383904;125;06-jul-13;03:44:06;34.6124;10.2851;4.27768;0.0406999537815126;6.33;0.8345;11.05;34.6266708374023;0.075;5.077;NaN
NED2013022_34;MFD_SETNO34;42.5045;-65.9235;383905;50;06-jul-13;03:44:06;33.4784;7.9151;4.89482;0.107299878151261;6.3;0.84;9.72;NaN;0.09;NaN;NaN
NED2013022_34;MFD_SETNO34;42.5045;-65.9235;383906;25;06-jul-13;03:44:06;32.6179;9.7297;5.41212;1.41457482983193;3.17;0.46;2.725;NaN;0.165;NaN;NaN
NED2013022_34;MFD_SETNO34;42.5045;-65.9235;383907;4;06-jul-13;03:44:06;32.2059;14.4769;5.3244;0.465542470588235;2.24;0.256;0.46;NaN;0.04;6.25;NaN
NED2013022_35;MFD_SETNO35;42.314;-65.8143;383908;206;06-jul-13;05:51:57;35.2188;9.7798;3.47039;0.016649981092437;10.2;1.164;17.515;35.2358283996582;0.075;4.16;NaN
NED2013022_35;MFD_SETNO35;42.314;-65.8143;383909;50;06-jul-13;05:51:57;33.5189;8.014;4.86357;0.0998998865546218;6.295;0.819;9.41;NaN;0.065;NaN;NaN
NED2013022_35;MFD_SETNO35;42.314;-65.8143;383910;26;06-jul-13;05:51:57;32.9274;7.85;5.21192;0.221686890756303;5.715;0.803;9.03;NaN;0.11;NaN;NaN
NED2013022_35;MFD_SETNO35;42.314;-65.8143;383911;4;06-jul-13;05:51:57;32.0772;14.8333;5.19664;0.64461637815126;2.215;0.3095;1.155;NaN;0.05;6.11;NaN
NED2013022_36;MFD_SETNO36;42.2803;-66.1732;383912;236;06-jul-13;08:40:07;35.0252;7.3952;3.8698;0.016649981092437;11.895;1.2675;19.48;35.0345916748047;0.11;4.618;NaN
NED2013022_36;MFD_SETNO36;42.2803;-66.1732;383913;103;06-jul-13;08:40:07;34.6135;9.536;4.10313;0.0240499726890756;7.845;0.941;14.065;NaN;0.055;NaN;NaN
NED2013022_36;MFD_SETNO36;42.2803;-66.1732;383914;51;06-jul-13;08:40:07;33.4475;8.4417;5.0435;0.16464981302521;4.465;0.6585;7.49;NaN;0.07;NaN;NaN
