CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357695;51;07-jul-10;23:02:12;31.7925;2.2651;7.36222;0.181902987288136;3.72;0.853;2.869;NaN;0.3305;NaN
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357696;25;07-jul-10;23:02:12;31.162;4.7863;7.4587;0.440205229237288;1.5635;0.5445;0;NaN;0.094;NaN
NED2010027_10;MFD_SETNO10;43.2657;-64.1732;357697;5;07-jul-10;23:02:12;30.6377;15.1009;5.37182;0.298320899152542;0.9595;0.319;0;NaN;0.081;NaN
NED2010027_100;MFD_SETNO100;43.5288;-62.4697;358047;81;18-jul-10;21:03:33;32.9765;4.3759;4.81386;0.0808153711864407;8.007;1.1045;10.2345;32.9905471801758;0.1105;5.8555
NED2010027_100;MFD_SETNO100;43.5288;-62.4697;358048;50;18-jul-10;21:03:33;32.4225;2.9746;5.53653;0.534611930508475;5.054;0.975;7.0205;NaN;0.1125;NaN
NED2010027_100;MFD_SETNO100;43.5288;-62.4697;358049;24;18-jul-10;21:03:33;31.9212;8.295;6.02561;1.06922386101695;1.1435;0.441;0.546;NaN;0.0945;NaN
NED2010027_100;MFD_SETNO100;43.5288;-62.4697;358050;5;18-jul-10;21:03:33;31.0817;19.384;4.64555;0.341977616101695;0.739;0.295;0.5295;NaN;0.08;5.7835
NED2010027_101;MFD_SETNO101;43.7622;-62.8247;358051;227;19-jul-10;00:31:50;35.1221;10.5716;3.23903;NaN;11.677;1.287;16.7015;35.1345100402832;0.134;3.9135
NED2010027_101;MFD_SETNO101;43.7622;-62.8247;358052;99;19-jul-10;00:31:50;33.9154;7.265;3.53487;0;11.426;1.335;15.0675;NaN;0.1055;NaN
NED2010027_101;MFD_SETNO101;43.7622;-62.8247;358053;51;19-jul-10;00:31:50;32.4544;2.8959;5.52445;0.358065665084746;4.594;0.98;5.725;NaN;0.114;NaN
NED2010027_101;MFD_SETNO101;43.7622;-62.8247;358054;26;19-jul-10;00:31:50;32.0222;7.3747;6.13467;1.00705968305085;0.978;0.457;0.5485;NaN;0.09;NaN
NED2010027_101;MFD_SETNO101;43.7622;-62.8247;358055;5;19-jul-10;00:31:50;30.9741;18.3535;4.76356;0.088636213559322;0.7895;0.3095;0.5555;NaN;0.092;5.7885
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358056;148;19-jul-10;06:38:15;34.0924;7.6163;3.06904;0.0234625271186441;15.598;1.3425;16.1725;34.0897407531738;0.1315;3.8585
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358057;102;19-jul-10;06:38:15;33.2815;4.9996;4.21936;0.0469250542372881;11.6415;1.188;12.1445;NaN;0.1095;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358058;75;19-jul-10;06:38:15;32.2805;2.2063;5.502;0.0782084237288136;6.771;0.9535;7.33;NaN;0.2055;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358059;50;19-jul-10;06:38:15;31.8532;2.939;5.83021;0.7335373;2.8165;0.62;2.1145;NaN;0.2465;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358060;41;19-jul-10;06:38:15;31.6681;3.6042;5.82522;0.522179094915254;2.7745;0.622;1.5335;31.6012134552002;0.249;7.048
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358061;30;19-jul-10;06:38:15;31.4022;5.6892;5.82894;2.80369716864407;2.085;0.542;0.5175;NaN;0.1825;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358062;20;19-jul-10;06:38:15;31.0478;6.3533;5.91956;0.783268642372881;1.4275;0.429;0.1235;NaN;0.0855;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358063;11;19-jul-10;06:38:15;30.6012;14.0118;5.05446;0.621641779661017;0.702;0.2625;0.1095;NaN;0.082;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358064;6;19-jul-10;06:38:15;30.5382;15.301;4.96921;0.634074615254237;0.661;0.263;0.1075;NaN;0.085;NaN
NED2010027_102;MFD_SETNO102;44.2662;-63.3167;358065;1;19-jul-10;06:38:15;30.5357;15.3049;4.97511;0.646507450847458;0.92;0.281;0.1255;30.5675354003906;0.083;6.349
NED2010027_103;MFD_SETNO103;44.5242;-62.49;358066;139;20-jul-10;22:45:26;34.1815;7.8289;2.87663;0.0338903169491525;19.2635;1.5955;17.689;34.1907348632812;0.2055;3.3995
NED2010027_103;MFD_SETNO103;44.5242;-62.49;358067;50;20-jul-10;22:45:26;32.1029;2.8235;5.7116;0.276492540677966;5.251;0.9655;5.5255;NaN;0.2435;NaN
NED2010027_103;MFD_SETNO103;44.5242;-62.49;358068;25;20-jul-10;22:45:26;31.4165;6.1123;6.09983;1.41796178644068;1.143;0.569;0.341;NaN;0.1115;NaN
NED2010027_103;MFD_SETNO103;44.5242;-62.49;358069;5;20-jul-10;22:45:26;30.7305;17.9658;4.88467;0.371082094067797;0.517;0.2485;0.2595;NaN;0.0825;5.8255
NED2010027_104;MFD_SETNO104;44.3628;-62.118;358070;210;21-jul-10;01:59:41;34.863;9.767;2.75663;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2010027_104;MFD_SETNO104;44.3628;-62.118;358071;49;21-jul-10;01:59:41;32.3871;2.9437;5.74654;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2010027_104;MFD_SETNO104;44.3628;-62.118;358072;26;21-jul-10;01:59:41;32.0093;6.8406;6.18744;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2010027_104;MFD_SETNO104;44.3628;-62.118;358073;5;21-jul-10;01:59:41;30.9073;18.168;4.85325;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2010027_105;MFD_SETNO105;44.4913;-61.7338;358074;163;21-jul-10;04:59:30;34.3829;8.505;2.44983;0.0169451584745763;20.1955;1.6295;18.794;34.3883018493652;0.1285;3.0205
NED2010027_105;MFD_SETNO105;44.4913;-61.7338;358075;51;21-jul-10;04:59:30;32.7058;3.875;5.43892;0.272854480932203;4.9895;0.971;6.653;NaN;0.1345;NaN
NED2010027_105;MFD_SETNO105;44.4913;-61.7338;358076;24;21-jul-10;04:59:30;31.9264;11.1491;5.74255;1.16868654576271;1.0055;0.4105;0.301;NaN;0.0985;NaN
NED2010027_105;MFD_SETNO105;44.4913;-61.7338;358077;5;21-jul-10;04:59:30;31.4757;19.9797;4.73454;0.683805957627119;0.251;0.1215;0.2735;NaN;0.0885;5.618
NED2010027_106;MFD_SETNO106;44.5883;-61.5263;358078;151;21-jul-10;07:07:28;34.158;7.9173;3.00063;0.0156416847457627;17.9305;1.4765;15.9205;34.164737701416;0.167;3.5215
NED2010027_106;MFD_SETNO106;44.5883;-61.5263;358079;51;21-jul-10;07:07:28;32.5538;3.5288;5.65102;0.447582081355932;4.758;0.9205;5.658;NaN;0.187;NaN
NED2010027_106;MFD_SETNO106;44.5883;-61.5263;358080;25;21-jul-10;07:07:28;32.0262;9.4753;5.92723;1.16868654576271;0.8725;0.383;0.138;NaN;0.079;NaN
NED2010027_106;MFD_SETNO106;44.5883;-61.5263;358081;4;21-jul-10;07:07:28;31.4993;19.5738;4.74879;0.758402971186441;0.3935;0.149;0.151;NaN;0.0805;5.553
NED2010027_107;MFD_SETNO107;44.4177;-60.9628;358082;107;21-jul-10;11:14:50;33.2088;4.7624;4.37942;0.145522389830508;12.868;1.262;11.8005;33.1662483215332;0.178;5.036
NED2010027_107;MFD_SETNO107;44.4177;-60.9628;358083;51;21-jul-10;11:14:50;32.3519;4.9804;5.37894;0.418376870762712;5.346;0.9175;4.4215;NaN;0.2695;NaN
NED2010027_107;MFD_SETNO107;44.4177;-60.9628;358084;23;21-jul-10;11:14:50;32.0189;11.2178;5.78116;1.28905616949153;0.6545;0.4285;0.247;NaN;0.0985;NaN
NED2010027_107;MFD_SETNO107;44.4177;-60.9628;358085;4;21-jul-10;11:14:50;31.4256;19.6732;4.70402;0.497313423728814;0.2255;0.143;0.1455;NaN;0.0815;5.4125
NED2010027_108;MFD_SETNO108;44.5127;-60.9227;358086;90;21-jul-10;12:11:53;32.6265;2.8036;5.09551;0.160074628813559;9.747;1.153;9.702;32.6147613525391;0.1815;5.973
NED2010027_108;MFD_SETNO108;44.5127;-60.9227;358087;50;21-jul-10;12:11:53;32.2337;3.1953;5.56557;0.225559704237288;5.52;0.9835;5.8545;NaN;0.227;NaN
NED2010027_108;MFD_SETNO108;44.5127;-60.9227;358088;24;21-jul-10;12:11:53;32.0283;10.5341;5.73445;1.77245223305085;0.9775;0.5275;0.475;NaN;0.123;NaN
NED2010027_108;MFD_SETNO108;44.5127;-60.9227;358089;5;21-jul-10;12:11:53;31.4126;19.3236;4.71958;0.38927239279661;0.267;0.1715;0.1565;NaN;0.0885;5.6685
NED2010027_109;MFD_SETNO109;44.599;-60.6528;358090;41;21-jul-10;15:17:00;31.7313;5.3208;5.75372;0.795701477966102;3.0875;0.6725;1.9445;31.7431125640869;0.1785;6.491
NED2010027_109;MFD_SETNO109;44.599;-60.6528;358091;26;21-jul-10;15:17:00;31.6309;6.2403;5.73996;1.16868654576271;2.2605;0.55;0.9915;NaN;0.1355;NaN
NED2010027_109;MFD_SETNO109;44.599;-60.6528;358092;5;21-jul-10;15:17:00;31.371;19.1315;4.71201;0.571910437288136;0.588;0.237;0.1395;NaN;0.082;5.6745
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357698;119;08-jul-10;04:23:31;32.572;3.2931;6.33613;0.120055971610169;6.7255;1.041;7.713;32.5737457275391;0.245;NaN
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357699;50;08-jul-10;04:23:31;31.7167;2.4679;7.38432;0.280130600423729;3.342;0.8025;2.397;NaN;0.3105;NaN
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357700;25;08-jul-10;04:23:31;31.4283;5.5409;7.42977;0.634074615254237;1.929;0.4625;0.042;NaN;0.0845;NaN
NED2010027_11;MFD_SETNO11;43.3917;-64.2102;357701;4;08-jul-10;04:23:31;30.7672;17.051;5.08391;0.484880588135593;0.9305;0.297;0;NaN;0.0845;NaN
NED2010027_110;MFD_SETNO110;45.062;-60.2902;358093;80;21-jul-10;20:22:49;32.3621;1.8732;5.39823;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2010027_110;MFD_SETNO110;45.062;-60.2902;358094;84;21-jul-10;20:22:49;32.3815;1.8588;5.35963;0.0703875813559322;9.2815;1.1815;9.124;32.3951377868652;0.1385;NaN
NED2010027_110;MFD_SETNO110;45.062;-60.2902;358095;48;21-jul-10;20:22:49;32.0205;3.4976;5.93355;0.584343272881356;3.1115;0.814;3.0935;NaN;0.2475;NaN
NED2010027_110;MFD_SETNO110;45.062;-60.2902;358096;25;21-jul-10;20:22:49;31.6553;6.3969;6.12686;1.57897012033898;1.19;0.4825;0.1855;NaN;0.0865;NaN
NED2010027_110;MFD_SETNO110;45.062;-60.2902;358097;5;21-jul-10;20:22:49;30.6108;18.4739;4.8421;0.596776108474576;0.9235;0.259;0.1405;NaN;0.075;NaN
NED2010027_111;MFD_SETNO111;45.1745;-60.1768;358098;79;21-jul-10;21:59:03;32.4492;1.7975;5.27592;0.0508354754237288;10.0515;1.151;9.71;32.4441299438477;0.1165;6.28
NED2010027_111;MFD_SETNO111;45.1745;-60.1768;358099;51;21-jul-10;21:59:03;32.0586;2.6711;5.81796;0.646507450847458;4.9365;0.9215;5.602;NaN;0.2215;NaN
NED2010027_111;MFD_SETNO111;45.1745;-60.1768;358100;51;21-jul-10;21:59:03;32.0586;2.6711;5.81796;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NED2010027_111;MFD_SETNO111;45.1745;-60.1768;358101;25;21-jul-10;21:59:03;31.5036;8.1335;6.00342;1.64113429830508;1.23;0.525;0.1975;NaN;0.084;NaN
NED2010027_111;MFD_SETNO111;45.1745;-60.1768;358102;5;21-jul-10;21:59:03;30.6018;19.3116;4.77228;0.609208944067797;0.8325;0.3075;0.1485;NaN;0.0715;6.0125
NED2010027_112;MFD_SETNO112;46.1227;-59.23;358103;79;22-jul-10;06:13:09;32.3291;1.2459;6.03975;0.101670950847458;6.216;0.9995;6.792;32.3422508239746;0.217;6.9615
NED2010027_112;MFD_SETNO112;46.1227;-59.23;358104;50;22-jul-10;06:13:09;32.114;1.6243;6.12962;0.236473883474576;5.184;0.93;5.617;NaN;0.2515;NaN
NED2010027_112;MFD_SETNO112;46.1227;-59.23;358105;24;22-jul-10;06:13:09;31.6073;4.245;6.13759;0.957328340677966;4.7735;0.8435;3.119;NaN;0.32;NaN
NED2010027_112;MFD_SETNO112;46.1227;-59.23;358106;5;22-jul-10;06:13:09;30.3536;16.9506;5.01197;0.291044779661017;1.1365;0.3855;0.1685;NaN;0.08;6.07
NED2010027_113;MFD_SETNO113;46.2832;-59.7388;358107;73;22-jul-10;10:18:13;31.9178;2.5721;6.03228;0.185541047033898;5.201;0.9345;3.803;31.9352970123291;0.2745;6.94
NED2010027_113;MFD_SETNO113;46.2832;-59.7388;358108;49;22-jul-10;10:18:13;31.4636;2.9929;6.09189;0.229197763983051;2.905;0.84;2.4415;NaN;0.2475;NaN
NED2010027_113;MFD_SETNO113;46.2832;-59.7388;358109;24;22-jul-10;10:18:13;30.0358;12.095;5.41119;1.45018819067797;1.6905;0.5165;0.2055;NaN;0.085;NaN
NED2010027_113;MFD_SETNO113;46.2832;-59.7388;358110;5;22-jul-10;10:18:13;29.0662;19.0779;4.85743;0.907596998305085;1.2905;0.2425;0.164;NaN;0.0775;5.7535
NED2010027_114;MFD_SETNO114;46.5943;-60.0807;358111;113;22-jul-10;14:12:16;32.9523;2.0676;4.86887;0.0729945288135593;14.2225;1.3505;11.97;32.9690551757812;0.217;5.695
NED2010027_114;MFD_SETNO114;46.5943;-60.0807;358112;50;22-jul-10;14:12:16;31.1227;5.3896;5.85103;0.352891795338983;2.902;0.722;1.3625;NaN;0.2305;NaN
NED2010027_114;MFD_SETNO114;46.5943;-60.0807;358113;25;22-jul-10;14:12:16;29.9747;12.8601;5.21483;1.10652236779661;1.303;0.443;0.191;NaN;0.0835;NaN
NED2010027_114;MFD_SETNO114;46.5943;-60.0807;358114;5;22-jul-10;14:12:16;28.8776;19.2901;4.86881;0.969761176271187;1.426;0.2315;0.1625;NaN;0.074;6.0245
NED2010027_115;MFD_SETNO115;46.7572;-60.0932;358115;146;22-jul-10;15:56:21;33.3425;2.8624;4.27775;0.0521389491525424;16.8425;1.45;14.523;33.354434967041;0.24;5.0535
NED2010027_115;MFD_SETNO115;46.7572;-60.0932;358116;48;22-jul-10;15:56:21;31.0096;6.1096;5.95001;0.356529855084746;2.0835;0.6355;0.819;NaN;0.1525;NaN
NED2010027_115;MFD_SETNO115;46.7572;-60.0932;358117;24;22-jul-10;15:56:21;29.5534;14.7732;5.18048;1.12792414830508;1.309;0.3755;0.182;NaN;0.08;NaN
NED2010027_115;MFD_SETNO115;46.7572;-60.0932;358118;4;22-jul-10;15:56:21;28.8842;19.1275;4.9377;1.14382087457627;1.455;0.1435;0.1975;NaN;0.0815;6.023
NED2010027_116;MFD_SETNO116;46.924;-60.1987;358119;77;22-jul-10;18:01:24;32.3413;1.3913;5.94044;0.0834223186440678;6.835;1.0005;6.948;32.3418807983398;0.211;6.9325
NED2010027_116;MFD_SETNO116;46.924;-60.1987;358120;51;22-jul-10;18:01:24;31.1988;4.1649;5.94116;0.265578361440678;3.6815;0.731;1.3035;NaN;0.1985;NaN
NED2010027_116;MFD_SETNO116;46.924;-60.1987;358121;25;22-jul-10;18:01:24;29.7987;12.5637;5.11424;0.895164162711864;1.766;0.4595;0.3715;NaN;0.102;NaN
NED2010027_116;MFD_SETNO116;46.924;-60.1987;358122;5;22-jul-10;18:01:24;28.8144;18.8254;4.89351;1.19355221694915;1.436;0.2055;0.1765;NaN;0.0825;5.853
NED2010027_117;MFD_SETNO117;46.9898;-60.0308;358123;175;22-jul-10;19:38:02;33.6881;3.6664;3.925;0.0286764220338983;16.7335;1.489;16.507;33.7009429931641;0.132;4.6705
NED2010027_117;MFD_SETNO117;46.9898;-60.0308;358124;50;22-jul-10;19:38:02;31.8625;2.5493;6.2514;0.522179094915254;2.2195;0.7135;2.2375;NaN;0.275;NaN
NED2010027_117;MFD_SETNO117;46.9898;-60.0308;358125;24;22-jul-10;19:38:02;30.7758;9.2543;5.8356;0.969761176271186;1.3305;0.483;0.244;NaN;0.1035;NaN
NED2010027_117;MFD_SETNO117;46.9898;-60.0308;358126;5;22-jul-10;19:38:02;28.7868;19.8582;4.74003;0.969761176271187;1.159;0.122;0.198;NaN;0.081;5.44
NED2010027_118;MFD_SETNO118;46.8818;-59.9767;358127;164;22-jul-10;21:42:48;33.4622;3.1528;4.32128;0.0482285279661017;16.3645;1.3985;15.1515;33.4642066955566;0.211;4.989
NED2010027_118;MFD_SETNO118;46.8818;-59.9767;358128;49;22-jul-10;21:42:48;31.3532;3.8371;6.01383;0.378358213559322;3.782;0.7575;1.774;NaN;0.2515;NaN
NED2010027_118;MFD_SETNO118;46.8818;-59.9767;358129;25;22-jul-10;21:42:48;29.8076;9.1689;5.48679;0.74597013559322;1.8535;0.477;0.3525;NaN;0.1105;NaN
NED2010027_118;MFD_SETNO118;46.8818;-59.9767;358130;5;22-jul-10;21:42:48;28.8887;18.5197;4.89891;1.09408953220339;1.386;0.1875;0.184;NaN;0.0955;5.648
NED2010027_119;MFD_SETNO119;46.8837;-59.8273;358131;243;22-jul-10;22:45:06;34.5105;5.7982;3.00558;NaN;20.5895;1.6165;20.653;34.5142593383789;0.1335;3.5835
NED2010027_119;MFD_SETNO119;46.8837;-59.8273;358132;50;22-jul-10;22:45:06;31.9419;2.4058;6.40029;0.559477601694915;2.367;0.751;2.575;NaN;0.287;NaN
NED2010027_119;MFD_SETNO119;46.8837;-59.8273;358133;24;22-jul-10;22:45:06;31.1614;8.5626;5.95053;1.03192535423729;1.2405;0.4945;0.199;NaN;0.0955;NaN
NED2010027_119;MFD_SETNO119;46.8837;-59.8273;358134;5;22-jul-10;22:45:06;28.8828;19.0374;4.84324;0.932462669491525;1.303;0.156;0.1875;NaN;0.0775;5.5885
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357702;200;08-jul-10;09:35:01;34.7676;9.2552;2.73117;0;21.9235;1.6385;20.2465;34.7741928100586;0.107;2.805
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357703;52;08-jul-10;09:35:01;31.8125;2.5443;7.29405;0.145989057627119;3.798;0.8345;2.8865;NaN;0.281;NaN
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357704;26;08-jul-10;09:35:01;31.8028;7.4632;7.23056;0.895164162711864;0.948;0.459;0.002;NaN;0.0865;NaN
NED2010027_12;MFD_SETNO12;43.7813;-64.1163;357705;5;08-jul-10;09:35:01;30.4735;14.392;5.33363;0.374720153813559;1.112;0.3305;0.0165;NaN;0.079;6.8135
NED2010027_120;MFD_SETNO120;46.654;-59.5318;358135;215;23-jul-10;02:14:29;34.2447;5.3708;3.35675;NaN;18.4575;1.543;18.9415;34.2433891296387;0.102;3.906
NED2010027_120;MFD_SETNO120;46.654;-59.5318;358136;51;23-jul-10;02:14:29;32.0088;3.1666;6.31639;0.634074615254237;1.6285;0.6335;1.117;NaN;0.181;NaN
NED2010027_120;MFD_SETNO120;46.654;-59.5318;358137;26;23-jul-10;02:14:29;30.9409;10.4078;5.70468;1.01949251864407;1.079;0.4585;0.1975;NaN;0.081;NaN
NED2010027_120;MFD_SETNO120;46.654;-59.5318;358138;5;23-jul-10;02:14:29;28.9118;18.7433;4.84228;0.944895505084746;1.3275;0.1815;0.2085;NaN;0.0745;5.726
NED2010027_121;MFD_SETNO121;46.4833;-59.6457;358139;74;23-jul-10;04:42:38;31.9349;1.9377;6.21114;0.0834223186440678;4.6665;0.8855;4.1145;31.9496154785156;0.2845;7.103
NED2010027_121;MFD_SETNO121;46.4833;-59.6457;358140;51;23-jul-10;04:42:38;31.4623;6.0367;5.88823;0.178264927542373;2.445;0.6555;0.915;NaN;0.185;NaN
NED2010027_121;MFD_SETNO121;46.4833;-59.6457;358141;25;23-jul-10;04:42:38;29.2879;14.5008;5.07334;1.08165669661017;1.4505;0.299;0.2275;NaN;0.082;NaN
NED2010027_121;MFD_SETNO121;46.4833;-59.6457;358142;6;23-jul-10;04:42:38;28.9544;18.4101;4.89167;0.882731327118644;1.3375;0.156;0.1995;NaN;0.0795;5.71
NED2010027_122;MFD_SETNO122;46.4052;-59.6552;358143;88;23-jul-10;06:38:35;32.3088;1.2431;6.06225;0.0756014762711864;6.0725;0.917;6.2775;32.3048934936523;0.219;7.076
NED2010027_122;MFD_SETNO122;46.4052;-59.6552;358144;51;23-jul-10;06:38:35;31.1916;5.7889;5.91518;0.185541047033898;2.349;0.6065;0.6375;NaN;0.1515;NaN
NED2010027_122;MFD_SETNO122;46.4052;-59.6552;358145;25;23-jul-10;06:38:35;29.1031;15.9304;5.05568;1.15625371016949;1.4755;0.2445;0.267;NaN;0.078;NaN
NED2010027_122;MFD_SETNO122;46.4052;-59.6552;358146;5;23-jul-10;06:38:35;28.9303;18.2944;4.85279;0.882731327118644;1.3375;0.16;0.2675;NaN;0.076;5.7165
NED2010027_123;MFD_SETNO123;46.4293;-59.2095;358147;191;23-jul-10;10:53:32;33.8682;4.1948;3.72944;0.0247660008474576;17.993;1.4665;17.545;33.8410835266113;0.111;4.415
NED2010027_123;MFD_SETNO123;46.4293;-59.2095;358148;49;23-jul-10;10:53:32;32.0771;2.6313;6.26436;0.211007465254237;3.58;0.814;4.0305;NaN;0.2495;NaN
NED2010027_123;MFD_SETNO123;46.4293;-59.2095;358149;25;23-jul-10;10:53:32;31.407;7.5185;6.11993;0.982194011864407;2.55;0.619;0.9145;NaN;0.158;NaN
NED2010027_123;MFD_SETNO123;46.4293;-59.2095;358150;6;23-jul-10;10:53:32;30.1609;16.6316;4.93107;0.522179094915254;1.365;0.3515;0.2895;NaN;0.0935;5.8675
NED2010027_124;MFD_SETNO124;46.1405;-58.8477;358151;155;23-jul-10;14:13:29;33.7409;4.066;4.0715;0.0404076855932203;15.211;1.404;15.9;33.7406883239746;0.111;4.815
NED2010027_124;MFD_SETNO124;46.1405;-58.8477;358152;50;23-jul-10;14:13:29;32.0181;1.6313;6.38434;0.167350748305085;4.0015;0.86;4.714;NaN;0.23;NaN
NED2010027_124;MFD_SETNO124;46.1405;-58.8477;358153;25;23-jul-10;14:13:29;31.4111;5.4965;6.4479;1.38573538220339;2.191;0.617;0.5325;NaN;0.1265;NaN
NED2010027_124;MFD_SETNO124;46.1405;-58.8477;358154;5;23-jul-10;14:13:29;30.6491;14.7957;5.1412;0.497313423728814;0.8995;0.3995;0.341;NaN;0.0975;6.01
NED2010027_125;MFD_SETNO125;46.0158;-58.6908;358155;165;23-jul-10;16:07:34;34.0042;4.9252;3.73473;0.0469250542372881;15.7845;1.4515;16.945;34.020679473877;0.1275;4.3985
NED2010027_125;MFD_SETNO125;46.0158;-58.6908;358156;50;23-jul-10;16:07:34;32.3439;2.1404;6.25317;0.671373122033898;2.459;0.785;3.3155;NaN;0.3915;NaN
NED2010027_125;MFD_SETNO125;46.0158;-58.6908;358157;26;23-jul-10;16:07:34;31.9723;6.2175;6.30206;1.08165669661017;0.9025;0.457;0.3445;NaN;0.089;NaN
NED2010027_125;MFD_SETNO125;46.0158;-58.6908;358158;5;23-jul-10;16:07:34;30.946;15.1064;5.147;0.571910437288136;0.842;0.3525;0.3455;NaN;0.0835;6.0295
NED2010027_126;MFD_SETNO126;46.0228;-58.4882;358159;285;23-jul-10;17:55:16;34.668;5.6341;2.72691;0;27.0515;1.793;22.5625;34.6834449768066;0.1165;3.267
NED2010027_126;MFD_SETNO126;46.0228;-58.4882;358160;48;23-jul-10;17:55:16;32.3184;2.1893;6.29293;0.192817166525424;3.036;0.7785;3.8235;NaN;0.281;NaN
NED2010027_126;MFD_SETNO126;46.0228;-58.4882;358161;25;23-jul-10;17:55:16;31.876;4.6057;6.43536;1.28905616949153;1.423;0.504;0.582;NaN;0.1305;NaN
NED2010027_126;MFD_SETNO126;46.0228;-58.4882;358162;4;23-jul-10;17:55:16;30.7944;14.1054;5.32005;0.534611930508475;1.095;0.3705;0.3405;NaN;0.0815;6.055
NED2010027_128;MFD_SETNO128;45.8285;-58.6957;358163;249;23-jul-10;22:04:25;33.9169;4.8402;3.84063;0.0508354754237288;17.0235;1.442;16.474;33.934814453125;0.124;4.481
NED2010027_128;MFD_SETNO128;45.8285;-58.6957;358164;49;23-jul-10;22:04:25;32.0472;2.4219;6.18549;0.367444034322034;3.6865;0.797;3.9915;NaN;0.297;NaN
NED2010027_128;MFD_SETNO128;45.8285;-58.6957;358165;24;23-jul-10;22:04:25;31.5251;7.1651;6.2108;1.38573538220339;1.318;0.411;0.3355;NaN;0.0925;NaN
