CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(ml/l)
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304383;153;20-feb-07;05:22:41;33.5974;6.441;4.13259;0.0295512903225806;11.8275;1.13;10.922;32.664;5.799
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304384;102;20-feb-07;05:22:41;31.8023;1.9927;5.80097;0.0693812903225806;7.285;0.8465;6.7355;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304385;77;20-feb-07;05:22:41;31.6568;1.6055;5.93154;0.123344516129032;6.7445;0.814;6.309;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304386;51;20-feb-07;05:22:41;31.0696;0.1944;6.38908;0.318194709677419;4.233;0.5925;3.658;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304387;41;20-feb-07;05:22:41;31.0248;0.072;6.26077;0.322274129032258;6.184;0.755;5.3455;31.139;7.878
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304388;31;20-feb-07;05:22:41;31.0038;-0.0148;6.25955;0.318194709677419;6.8195;0.7905;5.9395;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304389;21;20-feb-07;05:22:41;31.0031;-0.0219;6.25184;0.330432967741935;7.3365;0.8175;6.2935;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304390;11;20-feb-07;05:22:41;31.0022;-0.0297;6.23776;0.330432967741935;7.2995;0.8245;6.324;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304391;6;20-feb-07;05:22:41;31.001;-0.0355;6.21415;0.314115290322581;6.931;0.7865;5.967;NaN;NaN
TEM2007685_0;MFD_SETNO0;44.262717;-63.31395;304392;3;20-feb-07;05:22:41;31.0018;-0.0359;6.32526;0.293718193548387;7.2335;0.8265;6.159;31.156;7.859
