CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;OXY_XX;TEMP_RT;SSAL_BS;pH_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(ml/l);(celsius);(g/kg);((none))
16003_006;HL_01;44.39991;-63.44997;431001;81.82;10-apr-16;02:49:00;81.821;31.8763;2.8023;6.9631;7.997;6.9631;2.8023;31.8763;7.997
16003_006;HL_01;44.39974;-63.44982;431002;61.69;10-apr-16;02:51:00;61.698;31.6461;2.3612;7.3296;8.018;7.3296;2.3612;31.6461;8.018
16003_006;HL_01;44.39968;-63.44982;431003;60.89;10-apr-16;02:51:00;60.897;31.638;2.3473;7.3259;8.017;7.3259;2.3473;31.638;8.017
16003_006;HL_01;44.39966;-63.44986;431004;61.16;10-apr-16;02:52:00;61.168;31.633;2.338;7.3291;8.018;7.3291;2.338;31.633;8.018
16003_006;HL_01;44.39968;-63.45004;431005;50.24;10-apr-16;02:54:00;50.245;31.26;1.8496;7.8539;8.059;7.8539;1.8496;31.26;8.059
16003_006;HL_01;44.39972;-63.45006;431006;40.87;10-apr-16;02:55:00;40.872;31.1614;1.9384;8.1148;8.102;8.1148;1.9384;31.1614;8.102
16003_006;HL_01;44.39972;-63.4501;431007;40.4;10-apr-16;02:56:00;40.4;31.1605;1.9341;8.1525;8.102;8.1525;1.9341;31.1605;8.102
16003_006;HL_01;44.3997;-63.45014;431008;40.43;10-apr-16;02:57:00;40.433;31.1599;1.9324;8.1402;8.102;8.1402;1.9324;31.1599;8.102
16003_006;HL_01;44.39968;-63.45016;431009;40.59;10-apr-16;02:57:00;40.594;31.1595;1.9362;8.1428;8.102;8.1428;1.9362;31.1595;8.102
16003_006;HL_01;44.39995;-63.4505;431010;29.05;10-apr-16;03:00:00;29.052;31.163;2.1125;8.1683;8.111;8.1683;2.1125;31.163;8.111
16003_006;HL_01;44.40008;-63.45056;431011;19.93;10-apr-16;03:01:00;19.933;31.1439;2.2168;8.2602;8.125;8.2602;2.2168;31.1439;8.125
16003_006;HL_01;44.40012;-63.45054;431012;20.17;10-apr-16;03:02:00;20.175;31.1406;2.2164;8.2512;8.125;8.2512;2.2164;31.1406;8.125
16003_006;HL_01;44.40024;-63.45068;431013;9.8;10-apr-16;03:03:00;9.801;31.1295;2.1604;8.313;8.125;8.313;2.1604;31.1295;8.125
16003_006;HL_01;44.4003;-63.45108;431014;1.56;10-apr-16;03:05:00;1.561;31.1268;2.1372;8.2982;8.125;8.2982;2.1372;31.1268;8.125
16003_006;HL_01;44.4003;-63.4512;431015;1.91;10-apr-16;03:05:00;1.912;31.1268;2.1388;8.3012;8.125;8.3012;2.1388;31.1268;8.125
16003_006;HL_01;44.4003;-63.45128;431016;1.35;10-apr-16;03:06:00;1.354;31.1274;2.1428;8.2982;8.125;8.2982;2.1428;31.1274;8.125
16003_006;HL_01;44.40029;-63.4513;431017;2.08;10-apr-16;03:06:00;2.084;31.1288;2.1533;8.2908;8.125;8.2908;2.1533;31.1288;8.125
16003_010;HL_02;44.26486;-63.31688;431018;147.56;10-apr-16;05:47:00;147.565;34.5935;9.7236;3.5943;7.99;3.5943;9.7236;34.5935;7.99
16003_010;HL_02;44.26484;-63.31621;431019;101.35;10-apr-16;05:50:00;101.358;32.5476;3.8996;5.9773;7.975;5.9773;3.8996;32.5476;7.975
16003_010;HL_02;44.26504;-63.31618;431020;80.18;10-apr-16;05:52:00;80.188;32.1482;2.9952;6.6421;7.999;6.6421;2.9952;32.1482;7.999
16003_010;HL_02;44.26512;-63.31626;431021;80.38;10-apr-16;05:52:00;80.384;32.1548;3.008;6.6314;7.996;6.6314;3.008;32.1548;7.996
16003_010;HL_02;44.26518;-63.31632;431022;79.93;10-apr-16;05:53:00;79.93;32.1531;3.0108;6.6248;7.996;6.6248;3.0108;32.1531;7.996
16003_010;HL_02;44.26483;-63.31616;431023;60.35;10-apr-16;05:54:00;60.351;31.7872;2.7408;7.357;8.069;7.357;2.7408;31.7872;8.069
16003_010;HL_02;44.26434;-63.31596;431024;52.33;10-apr-16;05:56:00;52.338;31.1456;1.3983;8.1285;8.112;8.1285;1.3983;31.1456;8.112
16003_010;HL_02;44.26414;-63.31577;431025;39.18;10-apr-16;05:57:00;39.182;31.0494;1.2558;8.2333;8.117;8.2333;1.2558;31.0494;8.117
16003_010;HL_02;44.26418;-63.31576;431026;40.9;10-apr-16;05:58:00;40.902;31.0588;1.2551;8.2438;8.114;8.2438;1.2551;31.0588;8.114
16003_010;HL_02;44.26424;-63.31576;431027;39.73;10-apr-16;05:58:00;39.73;31.0584;1.2588;8.2454;8.114;8.2454;1.2588;31.0584;8.114
16003_010;HL_02;44.26436;-63.31548;431028;30.63;10-apr-16;05:59:00;30.638;31.0347;1.2394;8.2732;8.114;8.2732;1.2394;31.0347;8.114
16003_010;HL_02;44.26404;-63.31488;431029;20.5;10-apr-16;06:01:00;20.506;30.9781;1.4133;8.3076;8.118;8.3076;1.4133;30.9781;8.118
16003_010;HL_02;44.26398;-63.3147;431030;20.69;10-apr-16;06:02:00;20.692;30.9981;1.3686;8.3076;8.118;8.3076;1.3686;30.9981;8.118
16003_010;HL_02;44.26398;-63.31464;431031;20.19;10-apr-16;06:02:00;20.198;30.9893;1.3852;8.3113;8.118;8.3113;1.3852;30.9893;8.118
16003_010;HL_02;44.26416;-63.31464;431032;9.91;10-apr-16;06:04:00;9.912;30.9343;1.6624;8.3057;8.127;8.3057;1.6624;30.9343;8.127
16003_010;HL_02;44.26409;-63.31448;431033;1.89;10-apr-16;06:05:00;1.895;30.9256;1.6677;8.3141;8.127;8.3141;1.6677;30.9256;8.127
16003_010;HL_02;44.26396;-63.31442;431034;2.74;10-apr-16;06:06:00;2.745;30.9286;1.6659;8.2975;8.127;8.2975;1.6659;30.9286;8.127
16003_010;HL_02;44.26376;-63.31434;431035;1.47;10-apr-16;06:06:00;1.479;30.9258;1.6635;8.3122;8.127;8.3122;1.6635;30.9258;8.127
16003_010;HL_02;44.26363;-63.31434;431036;2.58;10-apr-16;06:06:00;2.583;30.9253;1.6612;8.3073;8.127;8.3073;1.6612;30.9253;8.127
16003_013;HL_03;43.88296;-62.88376;431037;262;10-apr-16;10:43:00;262.001;35.1791;10.6337;2.8194;7.969;2.8194;10.6337;35.1791;7.969
16003_013;HL_03;43.88255;-62.88432;431038;202.34;10-apr-16;10:47:00;202.348;35.1635;10.7015;2.911;7.978;2.911;10.7015;35.1635;7.978
16003_013;HL_03;43.88263;-62.8833;431039;152.31;10-apr-16;10:50:00;152.317;35.0943;10.8821;3.1112;7.998;3.1112;10.8821;35.0943;7.998
16003_013;HL_03;43.88275;-62.88323;431040;99.56;10-apr-16;10:53:00;99.562;34.5686;10.2496;3.8362;8.032;3.8362;10.2496;34.5686;8.032
16003_013;HL_03;43.88274;-62.883;431041;80.86;10-apr-16;10:55:00;80.867;34.115;9.2503;4.9442;8.106;4.9442;9.2503;34.115;8.106
16003_013;HL_03;43.88291;-62.8837;431042;62.66;10-apr-16;10:57:00;62.661;33.0564;6.0812;5.8202;8.085;5.8202;6.0812;33.0564;8.085
16003_013;HL_03;43.88302;-62.88334;431043;50.13;10-apr-16;10:58:00;50.133;32.6874;5.08;6.2404;8.072;6.2404;5.08;32.6874;8.072
16003_013;HL_03;43.8832;-62.8831;431044;40.71;10-apr-16;10:59:00;40.714;32.0688;3.8029;7.2196;8.134;7.2196;3.8029;32.0688;8.134
16003_013;HL_03;43.8833;-62.8834;431045;31.08;10-apr-16;11:01:00;31.083;31.6045;2.9461;7.8559;8.162;7.8559;2.9461;31.6045;8.162
16003_013;HL_03;43.88336;-62.88344;431046;20.21;10-apr-16;11:02:00;20.214;31.5866;2.939;7.8679;8.153;7.8679;2.939;31.5866;8.153
16003_013;HL_03;43.88328;-62.88286;431047;11.35;10-apr-16;11:04:00;11.35;31.5833;2.9172;7.877;8.151;7.877;2.9172;31.5833;8.151
16003_013;HL_03;43.8833;-62.88245;431048;2.57;10-apr-16;11:05:00;2.571;31.5746;2.9118;7.9384;8.153;7.9384;2.9118;31.5746;8.153
16003_013;HL_03;43.88328;-62.88241;431049;2.95;10-apr-16;11:06:00;2.951;31.5731;2.9057;7.9589;8.153;7.9589;2.9057;31.5731;8.153
16003_013;HL_03;43.8832;-62.88231;431050;2.53;10-apr-16;11:07:00;2.539;31.5739;2.9088;7.9707;8.152;7.9707;2.9088;31.5739;8.152
16003_015;HL_03.3;43.76336;-62.75026;431051;201.32;10-apr-16;13:43:00;201.325;35.284;11.0799;3.4215;8.046;3.4215;11.0799;35.284;8.046
16003_015;HL_03.3;43.76298;-62.75056;431052;98.5;10-apr-16;13:49:00;98.502;34.5743;10.3711;3.9891;8.047;3.9891;10.3711;34.5743;8.047
16003_015;HL_03.3;43.76306;-62.7504;431053;82.01;10-apr-16;13:51:00;82.015;34.0903;9.1292;4.6253;8.069;4.6253;9.1292;34.0903;8.069
16003_015;HL_03.3;43.76274;-62.75082;431054;60.78;10-apr-16;13:52:00;60.789;33.0194;6.2746;6.3355;8.142;6.3355;6.2746;33.0194;8.142
16003_015;HL_03.3;43.7629;-62.75087;431055;51.17;10-apr-16;13:54:00;51.177;32.6827;5.5304;6.7655;8.15;6.7655;5.5304;32.6827;8.15
16003_015;HL_03.3;43.76306;-62.75071;431056;40.01;10-apr-16;13:55:00;40.019;32.1992;4.3889;7.302;8.165;7.302;4.3889;32.1992;8.165
16003_015;HL_03.3;43.76302;-62.75094;431057;30.87;10-apr-16;13:57:00;30.87;31.9611;3.9396;7.5447;8.176;7.5447;3.9396;31.9611;8.176
16003_015;HL_03.3;43.76318;-62.7509;431058;20.16;10-apr-16;13:58:00;20.163;31.8942;3.8456;7.6473;8.178;7.6473;3.8456;31.8942;8.178
16003_015;HL_03.3;43.76352;-62.75064;431059;11.2;10-apr-16;13:59:00;11.2;31.8714;3.8136;7.6912;8.177;7.6912;3.8136;31.8714;8.177
16003_015;HL_03.3;43.76341;-62.75058;431060;3.28;10-apr-16;14:01:00;3.282;31.8716;3.8139;7.718;8.178;7.718;3.8139;31.8716;8.178
16003_015;HL_03.3;43.76328;-62.75057;431061;2.81;10-apr-16;14:01:00;2.815;31.8716;3.8138;7.695;8.178;7.695;3.8138;31.8716;8.178
16003_018;HL_04;43.47816;-62.45048;431062;81.36;10-apr-16;16:40:00;81.366;34.0078;8.8076;4.8163;8.072;4.8163;8.8076;34.0078;8.072
16003_018;HL_04;43.47802;-62.45076;431063;60.3;10-apr-16;16:42:00;60.306;32.756;5.7643;6.7276;8.162;6.7276;5.7643;32.756;8.162
16003_018;HL_04;43.47794;-62.45092;431064;60.57;10-apr-16;16:43:00;60.578;32.7475;5.7317;6.8019;8.157;6.8019;5.7317;32.7475;8.157
16003_018;HL_04;43.4779;-62.45103;431065;60.11;10-apr-16;16:43:00;60.118;32.6578;5.5292;6.8837;8.159;6.8837;5.5292;32.6578;8.159
16003_018;HL_04;43.478;-62.45114;431066;51.86;10-apr-16;16:45:00;51.864;32.5244;5.2333;7.0363;8.16;7.0363;5.2333;32.5244;8.16
16003_018;HL_04;43.47814;-62.45082;431067;39.51;10-apr-16;16:46:00;39.517;32.1811;4.5552;7.3251;8.153;7.3251;4.5552;32.1811;8.153
16003_018;HL_04;43.47816;-62.45064;431068;38.1;10-apr-16;16:47:00;38.104;32.1775;4.5637;7.3416;8.152;7.3416;4.5637;32.1775;8.152
16003_018;HL_04;43.47814;-62.45038;431069;39.19;10-apr-16;16:47:00;39.197;32.1833;4.5566;7.3418;8.151;7.3418;4.5566;32.1833;8.151
16003_018;HL_04;43.47815;-62.44995;431070;29.73;10-apr-16;16:49:00;29.733;32.1751;4.5641;7.3479;8.15;7.3479;4.5641;32.1751;8.15
16003_018;HL_04;43.47828;-62.44976;431071;19.53;10-apr-16;16:50:00;19.532;32.1731;4.5704;7.3397;8.149;7.3397;4.5704;32.1731;8.149
16003_018;HL_04;43.47822;-62.44968;431072;19.13;10-apr-16;16:51:00;19.138;32.1727;4.5743;7.336;8.149;7.336;4.5743;32.1727;8.149
16003_018;HL_04;43.4781;-62.44951;431073;20.39;10-apr-16;16:51:00;20.391;32.1729;4.5796;7.3494;8.149;7.3494;4.5796;32.1729;8.149
16003_018;HL_04;43.47776;-62.44954;431074;10.68;10-apr-16;16:53:00;10.685;32.1728;4.5837;7.3702;8.15;7.3702;4.5837;32.1728;8.15
16003_018;HL_04;43.47776;-62.44974;431075;2.82;10-apr-16;16:54:00;2.821;32.1714;4.5833;7.3929;8.153;7.3929;4.5833;32.1714;8.153
16003_018;HL_04;43.47778;-62.44968;431076;3.47;10-apr-16;16:55:00;3.474;32.1722;4.5717;7.4167;8.153;7.4167;4.5717;32.1722;8.153
16003_018;HL_04;43.4778;-62.44956;431077;2.62;10-apr-16;16:55:00;2.628;32.1719;4.5771;7.3859;8.153;7.3859;4.5771;32.1719;8.153
16003_018;HL_04;43.47772;-62.44929;431078;3.04;10-apr-16;16:56:00;3.049;32.1723;4.5838;7.3775;8.153;7.3775;4.5838;32.1723;8.153
16003_021;HL_05;43.18206;-62.09812;431079;97.08;10-apr-16;19:56:00;97.082;34.3228;9.65;4.5693;8.066;4.5693;9.65;34.3228;8.066
16003_021;HL_05;43.18206;-62.09819;431080;78.58;10-apr-16;19:57:00;78.588;33.7629;8.1404;5.5693;8.124;5.5693;8.1404;33.7629;8.124
16003_021;HL_05;43.1822;-62.0983;431081;62.04;10-apr-16;19:59:00;62.047;32.7968;5.5998;7.0979;8.181;7.0979;5.5998;32.7968;8.181
16003_021;HL_05;43.1823;-62.09836;431082;51.7;10-apr-16;20:01:00;51.703;32.7731;5.5165;7.1209;8.169;7.1209;5.5165;32.7731;8.169
16003_021;HL_05;43.18218;-62.09838;431083;41.26;10-apr-16;20:02:00;41.266;32.7589;5.494;7.1319;8.167;7.1319;5.494;32.7589;8.167
16003_021;HL_05;43.1821;-62.09833;431084;31.98;10-apr-16;20:04:00;31.982;32.6927;5.4661;7.1348;8.168;7.1348;5.4661;32.6927;8.168
16003_021;HL_05;43.1821;-62.0983;431085;22.26;10-apr-16;20:05:00;22.265;32.5943;5.4743;7.186;8.165;7.186;5.4743;32.5943;8.165
16003_021;HL_05;43.18186;-62.09828;431086;11.05;10-apr-16;20:06:00;11.057;32.5887;5.4794;7.2299;8.166;7.2299;5.4794;32.5887;8.166
16003_021;HL_05;43.18176;-62.09832;431087;3.49;10-apr-16;20:08:00;3.493;32.5863;5.4801;7.2436;8.169;7.2436;5.4801;32.5863;8.169
16003_021;HL_05;43.18172;-62.09823;431088;3.84;10-apr-16;20:08:00;3.842;32.5876;5.4799;7.2436;8.169;7.2436;5.4799;32.5876;8.169
16003_021;HL_05;43.18162;-62.09806;431089;4.62;10-apr-16;20:09:00;4.629;32.5878;5.4825;7.2349;8.169;7.2349;5.4825;32.5878;8.169
16003_028;BBL_01;43.2492;-65.48784;431093;55.71;16-apr-16;06:03:00;55.719;31.8538;4.2397;7.186;8.063;7.186;4.2397;31.8538;8.063
16003_028;BBL_01;43.24918;-65.48848;431094;49.19;16-apr-16;06:04:00;49.199;31.8439;4.2314;7.1978;8.067;7.1978;4.2314;31.8439;8.067
16003_028;BBL_01;43.24899;-65.4888;431095;39.61;16-apr-16;06:06:00;39.616;31.7641;4.1666;7.3002;8.074;7.3002;4.1666;31.7641;8.074
16003_028;BBL_01;43.24882;-65.48887;431096;39.84;16-apr-16;06:07:00;39.841;31.7152;4.1281;7.3417;8.076;7.3417;4.1281;31.7152;8.076
16003_028;BBL_01;43.24876;-65.48902;431097;39.84;16-apr-16;06:07:00;39.849;31.6532;4.0821;7.4342;8.079;7.4342;4.0821;31.6532;8.079
16003_028;BBL_01;43.24878;-65.49012;431098;29.83;16-apr-16;06:09:00;29.833;31.3236;3.8139;7.7726;8.089;7.7726;3.8139;31.3236;8.089
16003_028;BBL_01;43.24778;-65.49157;431099;21.34;16-apr-16;06:13:00;21.349;31.295;3.7988;7.7854;8.089;7.7854;3.7988;31.295;8.089
16003_028;BBL_01;43.24768;-65.49186;431100;21.47;16-apr-16;06:13:00;21.479;31.2943;3.7981;7.7861;8.089;7.7861;3.7981;31.2943;8.089
16003_028;BBL_01;43.24766;-65.49212;431101;21.62;16-apr-16;06:14:00;21.625;31.3002;3.8013;7.774;8.089;7.774;3.8013;31.3002;8.089
16003_028;BBL_01;43.24758;-65.49318;431102;9.48;16-apr-16;06:16:00;9.485;31.2921;3.7966;7.8077;8.089;7.8077;3.7966;31.2921;8.089
16003_028;BBL_01;43.24735;-65.49336;431103;9.41;16-apr-16;06:17:00;9.418;31.2882;3.7927;7.8012;8.089;7.8012;3.7927;31.2882;8.089
16003_028;BBL_01;43.24704;-65.49366;431104;9.84;16-apr-16;06:18:00;9.842;31.2893;3.7962;7.7825;8.089;7.7825;3.7962;31.2893;8.089
16003_028;BBL_01;43.24668;-65.49459;431105;1.87;16-apr-16;06:19:00;1.876;31.2805;3.7912;7.8206;8.092;7.8206;3.7912;31.2805;8.092
16003_028;BBL_01;43.2466;-65.49513;431106;3.61;16-apr-16;06:20:00;3.618;31.288;3.7941;7.8433;8.092;7.8433;3.7941;31.288;8.092
16003_028;BBL_01;43.24648;-65.49592;431107;3.21;16-apr-16;06:21:00;3.212;31.285;3.791;7.809;8.092;7.809;3.791;31.285;8.092
16003_028;BBL_01;43.24638;-65.49659;431108;2.98;16-apr-16;06:22:00;2.989;31.2871;3.7923;7.8114;8.094;7.8114;3.7923;31.2871;8.094
16003_029;BBL_02;43.00301;-65.48478;431110;111.11;16-apr-16;08:16:00;111.119;32.8011;5.9965;5.8696;8.002;5.8696;5.9965;32.8011;8.002
16003_029;BBL_02;43.0032;-65.48556;431111;80.47;16-apr-16;08:19:00;80.47;32.5232;5.5401;6.3687;8.028;6.3687;5.5401;32.5232;8.028
16003_029;BBL_02;43.0031;-65.48586;431112;60.1;16-apr-16;08:21:00;60.102;32.1854;5.0775;7.0047;8.065;7.0047;5.0775;32.1854;8.065
16003_029;BBL_02;43.00318;-65.48655;431113;48.89;16-apr-16;08:23:00;48.894;31.8961;4.6903;7.3867;8.094;7.3867;4.6903;31.8961;8.094
16003_029;BBL_02;43.00296;-65.48684;431114;39.88;16-apr-16;08:25:00;39.888;31.7129;4.3581;7.578;8.104;7.578;4.3581;31.7129;8.104
16003_029;BBL_02;43.00302;-65.48712;431115;30.59;16-apr-16;08:26:00;30.59;31.6922;4.3159;7.6114;8.106;7.6114;4.3159;31.6922;8.106
16003_029;BBL_02;43.00298;-65.48751;431116;19.73;16-apr-16;08:28:00;19.731;31.6927;4.3179;7.6118;8.106;7.6118;4.3179;31.6927;8.106
16003_029;BBL_02;43.00282;-65.48767;431117;8.5;16-apr-16;08:30:00;8.501;31.6913;4.3179;7.6037;8.106;7.6037;4.3179;31.6913;8.106
16003_029;BBL_02;43.00292;-65.48834;431118;3.04;16-apr-16;08:32:00;3.048;31.6876;4.3163;7.6891;8.107;7.6891;4.3163;31.6876;8.107
16003_031;BBL_03;42.76338;-65.48506;431119;99.64;16-apr-16;10:58:00;99.649;33.0131;6.4248;5.5142;7.989;5.5142;6.4248;33.0131;7.989
16003_031;BBL_03;42.76318;-65.4847;431120;82.18;16-apr-16;10:59:00;82.187;32.8831;6.2099;5.8642;8.017;5.8642;6.2099;32.8831;8.017
16003_031;BBL_03;42.76316;-65.48462;431121;81.68;16-apr-16;11:00:00;81.684;32.8697;6.1941;5.8561;8.017;5.8561;6.1941;32.8697;8.017
16003_031;BBL_03;42.76318;-65.48462;431122;82.49;16-apr-16;11:00:00;82.492;32.8797;6.2056;5.8735;8.015;5.8735;6.2056;32.8797;8.015
16003_031;BBL_03;42.76302;-65.48456;431123;59.61;16-apr-16;11:02:00;59.616;31.8031;4.191;7.2689;8.096;7.2689;4.191;31.8031;8.096
16003_031;BBL_03;42.76282;-65.4844;431124;49.51;16-apr-16;11:03:00;49.518;31.5027;3.3844;7.6977;8.12;7.6977;3.3844;31.5027;8.12
16003_031;BBL_03;42.76278;-65.4843;431125;39.81;16-apr-16;11:04:00;39.818;31.4446;3.2345;7.7474;8.12;7.7474;3.2345;31.4446;8.12
16003_031;BBL_03;42.76274;-65.48424;431126;40.57;16-apr-16;11:04:00;40.578;31.4517;3.2468;7.7696;8.12;7.7696;3.2468;31.4517;8.12
16003_031;BBL_03;42.76268;-65.48416;431127;39.49;16-apr-16;11:05:00;39.494;31.4482;3.2386;7.7669;8.12;7.7669;3.2386;31.4482;8.12
16003_031;BBL_03;42.76248;-65.48414;431128;31.23;16-apr-16;11:06:00;31.23;31.4519;3.2437;7.7597;8.12;7.7597;3.2437;31.4519;8.12
16003_031;BBL_03;42.76218;-65.48415;431129;20.87;16-apr-16;11:07:00;20.872;31.4392;3.2166;7.7853;8.12;7.7853;3.2166;31.4392;8.12
16003_031;BBL_03;42.76214;-65.48412;431130;21.19;16-apr-16;11:07:00;21.197;31.441;3.2192;7.7825;8.12;7.7825;3.2192;31.441;8.12
16003_031;BBL_03;42.76206;-65.48402;431131;20.21;16-apr-16;11:08:00;20.219;31.4423;3.2198;7.7882;8.12;7.7882;3.2198;31.4423;8.12
16003_031;BBL_03;42.76192;-65.48382;431132;8.9;16-apr-16;11:09:00;8.9;31.4422;3.2176;7.789;8.12;7.789;3.2176;31.4422;8.12
16003_031;BBL_03;42.76182;-65.4838;431133;2.6;16-apr-16;11:10:00;2.607;31.4381;3.2208;7.8595;8.12;7.8595;3.2208;31.4381;8.12
16003_031;BBL_03;42.76178;-65.48378;431134;2.04;16-apr-16;11:10:00;2.047;31.4384;3.221;7.8253;8.12;7.8253;3.221;31.4384;8.12
16003_031;BBL_03;42.76172;-65.48378;431135;2.27;16-apr-16;11:11:00;2.27;31.4396;3.2212;7.8245;8.12;7.8245;3.2212;31.4396;8.12
16003_031;BBL_03;42.76165;-65.48376;431136;2.35;16-apr-16;11:11:00;2.356;31.4376;3.2214;7.8472;8.12;7.8472;3.2214;31.4376;8.12
16003_034;BBL_04;42.4378;-65.48738;431146;95.51;16-apr-16;14:05:00;95.518;32.741;5.9023;6.0603;8.034;6.0603;5.9023;32.741;8.034
16003_034;BBL_04;42.43756;-65.48731;431147;80.47;16-apr-16;14:06:00;80.471;32.7391;5.8964;6.06;8.038;6.06;5.8964;32.7391;8.038
16003_034;BBL_04;42.4373;-65.48732;431148;60.78;16-apr-16;14:08:00;60.787;32.6676;5.7158;6.1594;8.044;6.1594;5.7158;32.6676;8.044
16003_034;BBL_04;42.43655;-65.48692;431149;48.61;16-apr-16;14:09:00;48.618;32.4857;5.2335;6.5808;8.077;6.5808;5.2335;32.4857;8.077
16003_034;BBL_04;42.43585;-65.4867;431150;42.15;16-apr-16;14:10:00;42.158;32.4394;5.115;6.8124;8.094;6.8124;5.115;32.4394;8.094
16003_034;BBL_04;42.43539;-65.48657;431151;29.18;16-apr-16;14:11:00;29.185;32.4328;5.098;6.8266;8.094;6.8266;5.098;32.4328;8.094
16003_034;BBL_04;42.4349;-65.48622;431152;19.97;16-apr-16;14:12:00;19.975;32.4245;5.0769;6.8582;8.095;6.8582;5.0769;32.4245;8.095
16003_034;BBL_04;42.43422;-65.48588;431153;9.56;16-apr-16;14:14:00;9.568;32.4317;5.0957;6.8519;8.095;6.8519;5.0957;32.4317;8.095
16003_034;BBL_04;42.43374;-65.48572;431154;3.07;16-apr-16;14:14:00;3.07;32.4277;5.1028;6.966;8.097;6.966;5.1028;32.4277;8.097
16003_036;PS_01;42.41089;-65.74626;431155;94.39;16-apr-16;16:16:00;94.394;32.3972;5.3453;6.5714;8.059;6.5714;5.3453;32.3972;8.059
16003_036;PS_01;42.41005;-65.74662;431156;74.4;16-apr-16;16:17:00;74.401;32.2708;5.0881;6.7301;8.071;6.7301;5.0881;32.2708;8.071
16003_036;PS_01;42.40918;-65.74674;431157;61.37;16-apr-16;16:19:00;61.379;32.2249;5.0267;6.8532;8.077;6.8532;5.0267;32.2249;8.077
16003_036;PS_01;42.40839;-65.74692;431158;52.97;16-apr-16;16:20:00;52.976;32.0867;4.6463;7.0279;8.093;7.0279;4.6463;32.0867;8.093
16003_036;PS_01;42.40781;-65.74732;431159;41.35;16-apr-16;16:22:00;41.35;31.8309;3.9188;7.3971;8.118;7.3971;3.9188;31.8309;8.118
16003_036;PS_01;42.40707;-65.74766;431160;29.01;16-apr-16;16:23:00;29.013;31.8226;3.8957;7.4075;8.118;7.4075;3.8957;31.8226;8.118
16003_036;PS_01;42.40625;-65.74792;431161;20.24;16-apr-16;16:24:00;20.246;31.8195;3.8953;7.424;8.118;7.424;3.8953;31.8195;8.118
16003_036;PS_01;42.40557;-65.7482;431162;10.66;16-apr-16;16:25:00;10.667;31.8187;3.9006;7.4503;8.118;7.4503;3.9006;31.8187;8.118
16003_036;PS_01;42.40489;-65.74858;431163;2.75;16-apr-16;16:26:00;2.75;31.813;3.8959;7.4583;8.118;7.4583;3.8959;31.813;8.118
16003_038;PS_02;42.32342;-65.83772;431164;199.07;16-apr-16;18:10:00;199.072;35.2505;10.1847;4.1722;8.066;4.1722;10.1847;35.2505;8.066
16003_038;PS_02;42.32316;-65.83861;431165;177.61;16-apr-16;18:11:00;177.617;34.0925;8.8078;5.2374;8.102;5.2374;8.8078;34.0925;8.102
16003_038;PS_02;42.32284;-65.84011;431166;142.15;16-apr-16;18:13:00;142.152;33.3719;7.3458;5.9216;8.113;5.9216;7.3458;33.3719;8.113
16003_038;PS_02;42.32198;-65.84112;431167;126.62;16-apr-16;18:15:00;126.622;32.9102;6.3024;6.0096;8.07;6.0096;6.3024;32.9102;8.07
16003_038;PS_02;42.3205;-65.84304;431168;101.5;16-apr-16;18:19:00;101.505;32.8237;6.1121;6.0665;8.06;6.0665;6.1121;32.8237;8.06
16003_038;PS_02;42.31994;-65.84415;431169;78.78;16-apr-16;18:20:00;78.783;32.7381;5.9111;6.3865;8.084;6.3865;5.9111;32.7381;8.084
16003_038;PS_02;42.3193;-65.84494;431170;61.3;16-apr-16;18:22:00;61.308;32.3532;5.0793;7.1484;8.138;7.1484;5.0793;32.3532;8.138
16003_038;PS_02;42.31861;-65.84572;431171;50.4;16-apr-16;18:23:00;50.403;32.2556;4.8724;7.2337;8.138;7.2337;4.8724;32.2556;8.138
16003_038;PS_02;42.31799;-65.84645;431172;41.94;16-apr-16;18:24:00;41.948;32.2516;4.8645;7.2319;8.137;7.2319;4.8645;32.2516;8.137
16003_038;PS_02;42.31744;-65.84719;431173;30.6;16-apr-16;18:25:00;30.606;32.2282;4.8137;7.2621;8.137;7.2621;4.8137;32.2282;8.137
16003_038;PS_02;42.3169;-65.84815;431174;21.74;16-apr-16;18:26:00;21.743;32.2292;4.8182;7.2535;8.138;7.2535;4.8182;32.2292;8.138
16003_038;PS_02;42.31633;-65.84923;431175;12.94;16-apr-16;18:27:00;12.946;32.2269;4.8141;7.2683;8.138;7.2683;4.8141;32.2269;8.138
16003_038;PS_02;42.31566;-65.8506;431176;2.46;16-apr-16;18:29:00;2.469;32.2262;4.8148;7.2814;8.138;7.2814;4.8148;32.2262;8.138
16003_039;PS_03;42.30372;-65.85483;431177;208.27;16-apr-16;20:05:00;208.274;35.2627;10.1706;4.1356;8.065;4.1356;10.1706;35.2627;8.065
16003_039;PS_03;42.30308;-65.85592;431178;174.05;16-apr-16;20:07:00;174.05;34.1707;8.849;5.1771;8.098;5.1771;8.849;34.1707;8.098
