CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;OXY_XX;TEMP_RT;SSAL_BS;pH_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(ml/l);(celsius);(g/kg);((none))
16003_086;STAB_04;46.29923;-59.06426;431483;79.96;22-apr-16;00:18:00;79.96;32.0146;1.1733;8.1247;8.1;8.1247;1.1733;32.0146;8.1
16003_086;STAB_04;46.29948;-59.06386;431484;61.6;22-apr-16;00:20:00;61.603;31.9113;1.2696;8.2757;8.128;8.2757;1.2696;31.9113;8.128
16003_086;STAB_04;46.29952;-59.064;431485;49.72;22-apr-16;00:22:00;49.72;31.9108;1.2858;8.2971;8.128;8.2971;1.2858;31.9108;8.128
16003_086;STAB_04;46.29958;-59.06406;431486;40;22-apr-16;00:23:00;40.005;31.9043;1.2434;8.2878;8.129;8.2878;1.2434;31.9043;8.129
16003_086;STAB_04;46.29978;-59.06416;431487;29.6;22-apr-16;00:25:00;29.607;31.9067;1.2589;8.2985;8.128;8.2985;1.2589;31.9067;8.128
16003_086;STAB_04;46.2999;-59.06412;431488;20.62;22-apr-16;00:27:00;20.62;31.9007;1.2164;8.3198;8.129;8.3198;1.2164;31.9007;8.129
16003_086;STAB_04;46.30002;-59.06392;431489;9.73;22-apr-16;00:28:00;9.739;31.9082;1.2671;8.2896;8.128;8.2896;1.2671;31.9082;8.128
16003_086;STAB_04;46.30006;-59.06388;431490;3.46;22-apr-16;00:30:00;3.466;31.909;1.2723;8.3471;8.133;8.3471;1.2723;31.909;8.133
16003_088;STAB_03;46.21724;-59.19356;431491;85.05;22-apr-16;02:06:00;85.05;32.0873;1.0893;7.7258;8.052;7.7258;1.0893;32.0873;8.052
16003_088;STAB_03;46.21726;-59.19344;431492;79.91;22-apr-16;02:08:00;79.911;32.0836;1.082;7.7157;8.052;7.7157;1.082;32.0836;8.052
16003_088;STAB_03;46.21714;-59.19384;431493;60.7;22-apr-16;02:10:00;60.701;32.0686;1.0404;7.7355;8.052;7.7355;1.0404;32.0686;8.052
16003_088;STAB_03;46.21702;-59.194;431494;50.12;22-apr-16;02:11:00;50.12;31.9122;0.7213;7.9388;8.072;7.9388;0.7213;31.9122;8.072
16003_088;STAB_03;46.21694;-59.19342;431495;41.01;22-apr-16;02:13:00;41.019;31.8019;0.4699;8.0326;8.077;8.0326;0.4699;31.8019;8.077
16003_088;STAB_03;46.217;-59.19292;431496;30.98;22-apr-16;02:15:00;30.981;31.5746;0.5054;8.4008;8.116;8.4008;0.5054;31.5746;8.116
16003_088;STAB_03;46.21719;-59.19282;431497;20.25;22-apr-16;02:17:00;20.252;31.5318;0.4682;8.4186;8.122;8.4186;0.4682;31.5318;8.122
16003_088;STAB_03;46.21732;-59.19288;431498;10.5;22-apr-16;02:18:00;10.504;31.5061;0.429;8.4324;8.122;8.4324;0.429;31.5061;8.122
16003_088;STAB_03;46.21728;-59.19272;431499;3.1;22-apr-16;02:20:00;3.102;31.5079;0.4279;8.4337;8.122;8.4337;0.4279;31.5079;8.122
16003_091;STAB_02;46.10793;-59.36369;431500;60.78;22-apr-16;04:15:00;60.786;31.1163;-0.6656;8.3129;8.074;8.3129;-0.6656;31.1163;8.074
16003_091;STAB_02;46.10772;-59.36332;431501;49.33;22-apr-16;04:17:00;49.335;31.0394;-0.7059;8.3727;8.083;8.3727;-0.7059;31.0394;8.083
16003_091;STAB_02;46.10756;-59.36282;431502;39.85;22-apr-16;04:19:00;39.857;30.9848;-0.6506;8.4521;8.092;8.4521;-0.6506;30.9848;8.092
16003_091;STAB_02;46.1072;-59.36276;431503;29.72;22-apr-16;04:21:00;29.72;30.9186;-0.4292;8.5827;8.121;8.5827;-0.4292;30.9186;8.121
16003_091;STAB_02;46.1069;-59.36276;431504;19.8;22-apr-16;04:22:00;19.8;30.905;-0.3768;8.6203;8.126;8.6203;-0.3768;30.905;8.126
16003_091;STAB_02;46.10678;-59.3623;431505;9.9;22-apr-16;04:24:00;9.904;30.9044;-0.3664;8.5944;8.13;8.5944;-0.3664;30.9044;8.13
16003_091;STAB_02;46.10653;-59.3614;431506;4.26;22-apr-16;04:26:00;4.268;30.9051;-0.3604;8.6107;8.129;8.6107;-0.3604;30.9051;8.129
16003_093;STAB_01;45.99748;-59.53594;431507;49.21;22-apr-16;06:13:00;49.219;30.8389;-0.2414;8.6657;8.14;8.6657;-0.2414;30.8389;8.14
16003_093;STAB_01;45.99736;-59.5359;431508;49.1;22-apr-16;06:13:00;49.105;30.8399;-0.2406;8.6712;8.14;8.6712;-0.2406;30.8399;8.14
16003_093;STAB_01;45.997;-59.53585;431509;39.24;22-apr-16;06:15:00;39.244;30.8228;-0.2171;8.7083;8.149;8.7083;-0.2171;30.8228;8.149
16003_093;STAB_01;45.99689;-59.53574;431510;39.32;22-apr-16;06:16:00;39.326;30.8222;-0.2158;8.7088;8.149;8.7088;-0.2158;30.8222;8.149
16003_093;STAB_01;45.99656;-59.53534;431511;30.19;22-apr-16;06:18:00;30.192;30.8181;-0.2259;8.6791;8.149;8.6791;-0.2259;30.8181;8.149
16003_093;STAB_01;45.9962;-59.53528;431512;20.17;22-apr-16;06:20:00;20.174;30.785;-0.2345;8.6998;8.149;8.6998;-0.2345;30.785;8.149
16003_093;STAB_01;45.99608;-59.5352;431513;19.86;22-apr-16;06:21:00;19.86;30.7844;-0.234;8.7019;8.149;8.7019;-0.234;30.7844;8.149
16003_093;STAB_01;45.99568;-59.53476;431514;9.93;22-apr-16;06:22:00;9.936;30.7841;-0.227;8.6961;8.149;8.6961;-0.227;30.7841;8.149
16003_093;STAB_01;45.99556;-59.53476;431515;10.05;22-apr-16;06:23:00;10.05;30.7844;-0.2316;8.6879;8.148;8.6879;-0.2316;30.7844;8.148
16003_093;STAB_01;45.99516;-59.5348;431516;1.79;22-apr-16;06:25:00;1.796;30.7862;-0.2369;8.7101;8.149;8.7101;-0.2369;30.7862;8.149
16003_093;STAB_01;45.99504;-59.53476;431517;1.57;22-apr-16;06:26:00;1.577;30.7871;-0.2378;8.6871;8.149;8.6871;-0.2378;30.7871;8.149
16003_095;LL_01;45.82476;-59.85578;431518;90.2;22-apr-16;09:14:00;90.206;31.6763;0.5664;7.5847;8.024;7.5847;0.5664;31.6763;8.024
16003_095;LL_01;45.82438;-59.85572;431519;79.62;22-apr-16;09:15:00;79.623;31.0604;-0.0065;8.2549;8.09;8.2549;-0.0065;31.0604;8.09
16003_095;LL_01;45.82398;-59.85542;431520;60.31;22-apr-16;09:17:00;60.316;30.8897;-0.128;8.6322;8.135;8.6322;-0.128;30.8897;8.135
16003_095;LL_01;45.8239;-59.85536;431521;60.34;22-apr-16;09:18:00;60.342;30.8897;-0.1277;8.6396;8.135;8.6396;-0.1277;30.8897;8.135
16003_095;LL_01;45.82384;-59.85534;431522;60.62;22-apr-16;09:18:00;60.628;30.8905;-0.1279;8.6573;8.136;8.6573;-0.1279;30.8905;8.136
16003_095;LL_01;45.82378;-59.85543;431523;49.55;22-apr-16;09:20:00;49.55;30.8878;-0.1262;8.6599;8.139;8.6599;-0.1262;30.8878;8.139
16003_095;LL_01;45.82378;-59.85568;431524;40.42;22-apr-16;09:21:00;40.427;30.8864;-0.1248;8.6483;8.139;8.6483;-0.1248;30.8864;8.139
16003_095;LL_01;45.8238;-59.8558;431525;40.76;22-apr-16;09:21:00;40.766;30.8859;-0.1261;8.6444;8.139;8.6444;-0.1261;30.8859;8.139
16003_095;LL_01;45.82382;-59.85588;431526;40.48;22-apr-16;09:22:00;40.48;30.8849;-0.1257;8.6364;8.138;8.6364;-0.1257;30.8849;8.138
16003_095;LL_01;45.82376;-59.85586;431527;29.94;22-apr-16;09:24:00;29.94;30.8632;-0.1362;8.6429;8.135;8.6429;-0.1362;30.8632;8.135
16003_095;LL_01;45.82351;-59.85574;431528;20.2;22-apr-16;09:25:00;20.2;30.8319;-0.1284;8.6411;8.139;8.6411;-0.1284;30.8319;8.139
16003_095;LL_01;45.82338;-59.85572;431529;20.25;22-apr-16;09:26:00;20.251;30.8316;-0.1276;8.6522;8.143;8.6522;-0.1276;30.8316;8.143
16003_095;LL_01;45.82326;-59.85576;431530;20.36;22-apr-16;09:27:00;20.368;30.8356;-0.1303;8.6359;8.14;8.6359;-0.1303;30.8356;8.14
16003_095;LL_01;45.82306;-59.8559;431531;10.18;22-apr-16;09:28:00;10.189;30.7781;-0.1185;8.6464;8.144;8.6464;-0.1185;30.7781;8.144
16003_095;LL_01;45.82286;-59.85608;431532;2;22-apr-16;09:29:00;2.003;30.7378;-0.1065;8.6776;8.149;8.6776;-0.1065;30.7378;8.149
16003_095;LL_01;45.82276;-59.85618;431533;1.68;22-apr-16;09:30:00;1.685;30.7366;-0.1053;8.6469;8.152;8.6469;-0.1053;30.7366;8.152
16003_095;LL_01;45.8227;-59.85629;431534;1.95;22-apr-16;09:30:00;1.956;30.7401;-0.1074;8.662;8.152;8.662;-0.1074;30.7401;8.152
16003_095;LL_01;45.82262;-59.8564;431535;1.89;22-apr-16;09:31:00;1.899;30.7405;-0.111;8.6418;8.154;8.6418;-0.111;30.7405;8.154
16003_098;LL_02;45.65656;-59.69974;431536;137.28;22-apr-16;11:38:00;137.289;32.7008;2.1237;6.389;7.961;6.389;2.1237;32.7008;7.961
16003_098;LL_02;45.65627;-59.6992;431537;100.3;22-apr-16;11:40:00;100.308;32.1144;1.1288;7.5116;8.037;7.5116;1.1288;32.1144;8.037
16003_098;LL_02;45.65608;-59.699;431538;79.97;22-apr-16;11:42:00;79.976;31.9242;0.764;7.9397;8.072;7.9397;0.764;31.9242;8.072
16003_098;LL_02;45.65592;-59.69881;431539;60.53;22-apr-16;11:44:00;60.537;31.7748;0.6491;8.1474;8.093;8.1474;0.6491;31.7748;8.093
16003_098;LL_02;45.65572;-59.69843;431540;49.9;22-apr-16;11:45:00;49.906;31.6636;0.6298;8.2586;8.106;8.2586;0.6298;31.6636;8.106
16003_098;LL_02;45.65546;-59.698;431541;40.52;22-apr-16;11:47:00;40.528;31.435;0.3619;8.5222;8.127;8.5222;0.3619;31.435;8.127
16003_098;LL_02;45.65522;-59.69772;431542;30.26;22-apr-16;11:48:00;30.264;31.2792;0.5517;8.6005;8.151;8.6005;0.5517;31.2792;8.151
16003_098;LL_02;45.65494;-59.69774;431543;19.78;22-apr-16;11:50:00;19.782;31.2716;0.5641;8.6042;8.157;8.6042;0.5641;31.2716;8.157
16003_098;LL_02;45.65467;-59.69749;431544;10.07;22-apr-16;11:52:00;10.078;31.2686;0.5717;8.6085;8.16;8.6085;0.5717;31.2686;8.16
16003_098;LL_02;45.65432;-59.69704;431545;3.38;22-apr-16;11:53:00;3.383;31.2673;0.5907;8.611;8.16;8.611;0.5907;31.2673;8.16
16003_100;LL_03;45.48897;-59.51398;431546;151.28;22-apr-16;13:46:00;151.281;33.2059;2.9964;5.4249;7.909;5.4249;2.9964;33.2059;7.909
16003_100;LL_03;45.48882;-59.51328;431547;99.87;22-apr-16;13:49:00;99.871;32.7573;2.2603;6.0697;7.941;6.0697;2.2603;32.7573;7.941
16003_100;LL_03;45.48868;-59.51269;431548;80.59;22-apr-16;13:51:00;80.592;32.393;1.8188;6.6871;7.983;6.6871;1.8188;32.393;7.983
16003_100;LL_03;45.48852;-59.51214;431549;60.7;22-apr-16;13:53:00;60.707;31.9162;1.0909;7.6595;8.061;7.6595;1.0909;31.9162;8.061
16003_100;LL_03;45.48848;-59.51202;431550;60.4;22-apr-16;13:54:00;60.407;31.9151;1.0847;7.5383;8.056;7.5383;1.0847;31.9151;8.056
16003_100;LL_03;45.48844;-59.51172;431551;50.32;22-apr-16;13:55:00;50.321;31.7351;0.7734;8.039;8.096;8.039;0.7734;31.7351;8.096
16003_100;LL_03;45.48835;-59.51122;431552;40.08;22-apr-16;13:56:00;40.082;31.4633;1.2008;8.2387;8.134;8.2387;1.2008;31.4633;8.134
16003_100;LL_03;45.4883;-59.51106;431553;40.34;22-apr-16;13:57:00;40.34;31.4597;1.2183;8.2417;8.134;8.2417;1.2183;31.4597;8.134
16003_100;LL_03;45.48822;-59.51078;431554;30.37;22-apr-16;13:58:00;30.375;31.4554;1.2492;8.2413;8.138;8.2413;1.2492;31.4554;8.138
16003_100;LL_03;45.4881;-59.51036;431555;20.16;22-apr-16;13:59:00;20.164;31.4548;1.2444;8.2577;8.138;8.2577;1.2444;31.4548;8.138
16003_100;LL_03;45.48804;-59.51016;431556;20.04;22-apr-16;14:00:00;20.049;31.4549;1.2563;8.2628;8.138;8.2628;1.2563;31.4549;8.138
16003_100;LL_03;45.4879;-59.50965;431557;9.72;22-apr-16;14:01:00;9.725;31.4549;1.2449;8.2434;8.138;8.2434;1.2449;31.4549;8.138
16003_100;LL_03;45.48778;-59.5093;431558;3.39;22-apr-16;14:03:00;3.397;31.4547;1.2551;8.2555;8.138;8.2555;1.2551;31.4547;8.138
16003_100;LL_03;45.48772;-59.50919;431559;3.64;22-apr-16;14:03:00;3.649;31.4549;1.2567;8.2614;8.142;8.2614;1.2567;31.4549;8.142
16003_102;LL_04;45.15734;-59.17384;431560;97.89;22-apr-16;16:47:00;97.89;32.3625;2.3824;6.169;7.947;6.169;2.3824;32.3625;7.947
16003_102;LL_04;45.15724;-59.17356;431561;80.75;22-apr-16;16:48:00;80.755;32.2998;2.3608;6.2871;7.955;6.2871;2.3608;32.2998;7.955
16003_102;LL_04;45.15724;-59.17348;431562;80.46;22-apr-16;16:49:00;80.467;32.2997;2.3619;6.288;7.955;6.288;2.3619;32.2997;7.955
16003_102;LL_04;45.15722;-59.1734;431563;80.43;22-apr-16;16:50:00;80.439;32.2977;2.3641;6.3044;7.955;6.3044;2.3641;32.2977;7.955
16003_102;LL_04;45.1572;-59.17368;431564;60.89;22-apr-16;16:52:00;60.893;31.9081;1.4612;7.2895;8.04;7.2895;1.4612;31.9081;8.04
16003_102;LL_04;45.1573;-59.17382;431565;50.47;22-apr-16;16:53:00;50.471;31.6639;1.3092;7.7585;8.085;7.7585;1.3092;31.6639;8.085
16003_102;LL_04;45.15734;-59.17357;431566;40.37;22-apr-16;16:55:00;40.374;31.5127;1.4316;7.961;8.107;7.961;1.4316;31.5127;8.107
16003_102;LL_04;45.15735;-59.1735;431567;40.62;22-apr-16;16:55:00;40.626;31.5142;1.4306;7.9811;8.105;7.9811;1.4306;31.5142;8.105
16003_102;LL_04;45.15736;-59.1735;431568;40.14;22-apr-16;16:56:00;40.147;31.5142;1.431;7.9695;8.104;7.9695;1.431;31.5142;8.104
16003_102;LL_04;45.15736;-59.1735;431569;29.63;22-apr-16;16:57:00;29.637;31.4788;1.5085;8.002;8.108;8.002;1.5085;31.4788;8.108
16003_102;LL_04;45.15738;-59.17342;431570;20.7;22-apr-16;16:58:00;20.708;31.4751;1.5363;7.9896;8.108;7.9896;1.5363;31.4751;8.108
16003_102;LL_04;45.1574;-59.17334;431571;20.35;22-apr-16;16:59:00;20.359;31.4775;1.53;7.9906;8.108;7.9906;1.53;31.4775;8.108
16003_102;LL_04;45.15746;-59.17331;431572;20.28;22-apr-16;17:00:00;20.282;31.4767;1.5342;7.9803;8.108;7.9803;1.5342;31.4767;8.108
16003_102;LL_04;45.15741;-59.17322;431573;10.22;22-apr-16;17:01:00;10.22;31.477;1.5657;7.9923;8.108;7.9923;1.5657;31.477;8.108
16003_102;LL_04;45.15744;-59.17316;431574;1.78;22-apr-16;17:02:00;1.783;31.4747;1.5641;8.0466;8.113;8.0466;1.5641;31.4747;8.113
16003_102;LL_04;45.15742;-59.17325;431575;2.08;22-apr-16;17:03:00;2.085;31.4757;1.5667;8.0127;8.113;8.0127;1.5667;31.4757;8.113
16003_102;LL_04;45.15737;-59.1733;431576;2.42;22-apr-16;17:03:00;2.429;31.4758;1.5655;8.019;8.113;8.019;1.5655;31.4758;8.113
16003_102;LL_04;45.15734;-59.17334;431577;2.64;22-apr-16;17:04:00;2.649;31.4759;1.5665;8.0256;8.113;8.0256;1.5665;31.4759;8.113
16003_104;LL_05;44.81632;-58.85026;431578;237.8;22-apr-16;20:12:00;237.8;32.9309;3.1106;6.0107;7.957;6.0107;3.1106;32.9309;7.957
16003_104;LL_05;44.81616;-58.85019;431579;100.52;22-apr-16;20:18:00;100.52;32.4113;2.4588;6.3057;7.959;6.3057;2.4588;32.4113;7.959
16003_104;LL_05;44.81616;-58.85026;431580;80.91;22-apr-16;20:20:00;80.915;32.2505;2.2343;6.5016;7.975;6.5016;2.2343;32.2505;7.975
16003_104;LL_05;44.81616;-58.85032;431581;80.36;22-apr-16;20:21:00;80.363;32.2384;2.2165;6.5414;7.98;6.5414;2.2165;32.2384;7.98
16003_104;LL_05;44.81616;-58.85034;431582;61.39;22-apr-16;20:22:00;61.399;32.0797;2.0852;6.7866;7.999;6.7866;2.0852;32.0797;7.999
16003_104;LL_05;44.81624;-58.85047;431583;50.53;22-apr-16;20:24:00;50.531;31.9462;2.0333;7.0991;8.024;7.0991;2.0333;31.9462;8.024
16003_104;LL_05;44.81626;-58.85066;431584;41.08;22-apr-16;20:25:00;41.084;31.7016;1.7682;7.7957;8.097;7.7957;1.7682;31.7016;8.097
16003_104;LL_05;44.81624;-58.85063;431585;40.36;22-apr-16;20:26:00;40.361;31.7026;1.7731;7.8195;8.097;7.8195;1.7731;31.7026;8.097
16003_104;LL_05;44.81614;-58.85034;431586;31.35;22-apr-16;20:27:00;31.35;31.6754;1.701;7.9048;8.108;7.9048;1.701;31.6754;8.108
16003_104;LL_05;44.81614;-58.85025;431587;19.88;22-apr-16;20:28:00;19.886;31.6621;1.6831;8.0191;8.119;8.0191;1.6831;31.6621;8.119
16003_104;LL_05;44.81618;-58.85024;431588;19.72;22-apr-16;20:29:00;19.726;31.6588;1.6871;8.0517;8.127;8.0517;1.6871;31.6588;8.127
16003_104;LL_05;44.8162;-58.85022;431589;10.44;22-apr-16;20:30:00;10.44;31.6573;1.704;8.0989;8.127;8.0989;1.704;31.6573;8.127
16003_104;LL_05;44.81618;-58.85008;431590;2.67;22-apr-16;20:32:00;2.673;31.6581;1.694;8.0996;8.132;8.0996;1.694;31.6581;8.132
16003_104;LL_05;44.8162;-58.84998;431591;2.33;22-apr-16;20:32:00;2.339;31.6554;1.6953;8.1129;8.132;8.1129;1.6953;31.6554;8.132
16003_107;LL_06;44.47504;-58.50722;431598;60.62;22-apr-16;23:55:00;60.62;32.0523;2.4972;7.5939;8.093;7.5939;2.4972;32.0523;8.093
16003_107;LL_06;44.47502;-58.50664;431599;50.66;22-apr-16;23:57:00;50.665;32.0229;2.4275;7.6529;8.095;7.6529;2.4275;32.0229;8.095
16003_107;LL_06;44.47522;-58.50638;431600;40.84;23-apr-16;00:00:00;40.843;32.0007;2.4647;7.7693;8.104;7.7693;2.4647;32.0007;8.104
16003_107;LL_06;44.47518;-58.50686;431601;30.57;23-apr-16;00:02:00;30.574;31.9993;2.466;7.7648;8.109;7.7648;2.466;31.9993;8.109
16003_107;LL_06;44.47516;-58.50672;431602;20.4;23-apr-16;00:05:00;20.404;31.9978;2.4695;7.8034;8.114;7.8034;2.4695;31.9978;8.114
16003_107;LL_06;44.475;-58.50601;431603;10.53;23-apr-16;00:07:00;10.537;31.9996;2.4768;7.8265;8.113;7.8265;2.4768;31.9996;8.113
16003_107;LL_06;44.47515;-58.5052;431604;2.86;23-apr-16;00:10:00;2.869;31.9988;2.4766;7.7964;8.114;7.7964;2.4766;31.9988;8.114
16003_109;LL_07;44.13038;-58.17071;431605;865.39;23-apr-16;04:22:00;865.397;34.9651;4.3694;5.8417;8.02;5.8417;4.3694;34.9651;8.02
16003_109;LL_07;44.12994;-58.1712;431606;499.33;23-apr-16;04:31:00;499.333;35.0294;6.4828;4.3909;7.984;4.3909;6.4828;35.0294;7.984
16003_109;LL_07;44.1295;-58.17165;431607;250.27;23-apr-16;04:38:00;250.271;35.143;8.5994;3.3992;7.976;3.3992;8.5994;35.143;7.976
16003_109;LL_07;44.1295;-58.17178;431608;250.14;23-apr-16;04:39:00;250.144;35.143;8.5993;3.3982;7.976;3.3982;8.5993;35.143;7.976
16003_109;LL_07;44.12954;-58.17165;431609;250.56;23-apr-16;04:40:00;250.568;35.143;8.599;3.4067;7.977;3.4067;8.599;35.143;7.977
16003_109;LL_07;44.12966;-58.1723;431610;98.05;23-apr-16;04:46:00;98.058;34.8682;10.2878;4.5884;8.076;4.5884;10.2878;34.8682;8.076
16003_109;LL_07;44.1296;-58.17264;431611;79.08;23-apr-16;04:49:00;79.085;34.3084;8.5923;5.2715;8.082;5.2715;8.5923;34.3084;8.082
16003_109;LL_07;44.12956;-58.17297;431612;80.02;23-apr-16;04:51:00;80.026;34.0852;7.9569;5.5598;8.087;5.5598;7.9569;34.0852;8.087
16003_109;LL_07;44.1295;-58.17296;431613;78.69;23-apr-16;04:52:00;78.692;34.0733;7.9258;5.5773;8.086;5.5773;7.9258;34.0733;8.086
16003_109;LL_07;44.12908;-58.17268;431614;59.65;23-apr-16;04:55:00;59.659;33.2489;5.5664;6.6351;8.106;6.6351;5.5664;33.2489;8.106
16003_109;LL_07;44.12882;-58.1729;431615;50.67;23-apr-16;04:57:00;50.672;32.7826;4.3657;7.4417;8.149;7.4417;4.3657;32.7826;8.149
16003_109;LL_07;44.12864;-58.17294;431616;41.01;23-apr-16;05:01:00;41.013;32.7002;4.1978;7.584;8.155;7.584;4.1978;32.7002;8.155
16003_109;LL_07;44.12858;-58.17306;431617;30.17;23-apr-16;05:03:00;30.171;32.6834;4.2854;7.6048;8.159;7.6048;4.2854;32.6834;8.159
16003_109;LL_07;44.1285;-58.1733;431618;20.47;23-apr-16;05:06:00;20.475;32.6813;4.2712;7.5956;8.16;7.5956;4.2712;32.6813;8.16
16003_109;LL_07;44.1285;-58.17342;431619;20.4;23-apr-16;05:06:00;20.409;32.6817;4.2726;7.6068;8.16;7.6068;4.2726;32.6817;8.16
16003_109;LL_07;44.1285;-58.17344;431620;20.23;23-apr-16;05:07:00;20.231;32.6798;4.2605;7.6099;8.16;7.6099;4.2605;32.6798;8.16
16003_109;LL_07;44.12848;-58.17318;431621;10.04;23-apr-16;05:09:00;10.044;32.6815;4.2724;7.5968;8.162;7.5968;4.2724;32.6815;8.162
16003_109;LL_07;44.12846;-58.17334;431622;3.58;23-apr-16;05:10:00;3.582;32.6815;4.2729;7.6165;8.162;7.6165;4.2729;32.6815;8.162
16003_109;LL_07;44.12842;-58.17338;431623;2.97;23-apr-16;05:11:00;2.976;32.6817;4.2736;7.6049;8.162;7.6049;4.2736;32.6817;8.162
16003_109;LL_07;44.12838;-58.17337;431624;2.66;23-apr-16;05:12:00;2.66;32.6817;4.2728;7.5909;8.162;7.5909;4.2728;32.6817;8.162
16003_109;LL_07;44.12826;-58.17322;431625;3.13;23-apr-16;05:12:00;3.13;32.6813;4.2716;7.6036;8.16;7.6036;4.2716;32.6813;8.16
16003_111;LL_08;43.77878;-57.83796;431626;1003.35;23-apr-16;10:21:00;1003.359;34.9598;4.2567;5.9253;NaN;5.9253;4.2567;34.9598;NaN
16003_111;LL_08;43.77884;-57.83812;431627;1001.71;23-apr-16;10:22:00;1001.713;34.96;4.2576;5.9286;NaN;5.9286;4.2576;34.96;NaN
16003_111;LL_08;43.77888;-57.83826;431628;1002;23-apr-16;10:23:00;1002.005;34.9601;4.2585;5.9266;NaN;5.9266;4.2585;34.9601;NaN
16003_111;LL_08;43.77889;-57.83834;431629;1002.8;23-apr-16;10:23:00;1002.807;34.9601;4.2589;5.9174;NaN;5.9174;4.2589;34.9601;NaN
16003_111;LL_08;43.7788;-57.83828;431630;1003.06;23-apr-16;10:24:00;1003.069;34.96;4.2543;5.9258;NaN;5.9258;4.2543;34.96;NaN
16003_111;LL_08;43.77876;-57.83824;431631;1002.52;23-apr-16;10:25:00;1002.52;34.9598;4.2529;5.9268;NaN;5.9268;4.2529;34.9598;NaN
16003_111;LL_08;43.77878;-57.83825;431632;1002.02;23-apr-16;10:26:00;1002.028;34.96;4.2541;5.9422;NaN;5.9422;4.2541;34.96;NaN
16003_111;LL_08;43.77884;-57.8383;431633;1002.35;23-apr-16;10:26:00;1002.359;34.9598;4.2534;5.9307;NaN;5.9307;4.2534;34.9598;NaN
16003_111;LL_08;43.77953;-57.83839;431634;498.54;23-apr-16;10:38:00;498.541;35.0131;5.6345;4.8871;NaN;4.8871;5.6345;35.0131;NaN
16003_111;LL_08;43.77952;-57.83878;431635;248.42;23-apr-16;10:43:00;248.428;35.1702;9.0519;3.3714;NaN;3.3714;9.0519;35.1702;NaN
16003_111;LL_08;43.78002;-57.83874;431636;100.71;23-apr-16;10:47:00;100.719;35.3379;12.3485;4.973;NaN;4.973;12.3485;35.3379;NaN
16003_111;LL_08;43.78016;-57.83882;431637;80.85;23-apr-16;10:49:00;80.853;35.354;12.5821;5.3064;NaN;5.3064;12.5821;35.354;NaN
16003_111;LL_08;43.78024;-57.83882;431638;60.45;23-apr-16;10:51:00;60.459;34.1749;8.6502;5.846;NaN;5.846;8.6502;34.1749;NaN
16003_111;LL_08;43.78028;-57.83898;431639;50.76;23-apr-16;10:53:00;50.762;34.1051;8.5383;6.0172;NaN;6.0172;8.5383;34.1051;NaN
16003_111;LL_08;43.78032;-57.83938;431640;40.69;23-apr-16;10:55:00;40.698;33.6014;7.0925;6.5996;NaN;6.5996;7.0925;33.6014;NaN
16003_111;LL_08;43.78018;-57.83966;431641;30.27;23-apr-16;10:56:00;30.272;33.247;6.2261;7.0052;NaN;7.0052;6.2261;33.247;NaN
16003_111;LL_08;43.78;-57.83976;431642;20.94;23-apr-16;10:58:00;20.948;33.0561;5.74;7.1397;NaN;7.1397;5.74;33.0561;NaN
16003_111;LL_08;43.78006;-57.84011;431643;10.11;23-apr-16;11:00:00;10.112;33.049;5.7306;7.1386;NaN;7.1386;5.7306;33.049;NaN
16003_111;LL_08;43.7801;-57.84032;431644;2.13;23-apr-16;11:01:00;2.137;33.0474;5.718;7.1609;NaN;7.1609;5.718;33.0474;NaN
16003_118;GULD_03;43.99964;-59.02058;431645;407.56;23-apr-16;22:22:00;407.568;35.0526;7.5137;4.1324;7.975;4.1324;7.5137;35.0526;7.975
16003_118;GULD_03;44.00002;-59.02038;431646;251.49;23-apr-16;22:30:00;251.495;35.0439;8.6937;4.1144;7.987;4.1144;8.6937;35.0439;7.987
16003_118;GULD_03;43.9999;-59.02068;431647;100.83;23-apr-16;22:34:00;100.839;34.0191;8.2296;5.9972;8.099;5.9972;8.2296;34.0191;8.099
16003_118;GULD_03;43.99982;-59.02056;431648;81.67;23-apr-16;22:37:00;81.679;33.8248;8.2624;6.5545;8.14;6.5545;8.2624;33.8248;8.14
16003_118;GULD_03;43.99986;-59.02056;431649;81.7;23-apr-16;22:37:00;81.707;33.8336;8.2776;6.5158;8.139;6.5158;8.2776;33.8336;8.139
16003_118;GULD_03;43.9999;-59.02054;431650;81.72;23-apr-16;22:38:00;81.721;33.8342;8.2789;6.5546;8.139;6.5546;8.2789;33.8342;8.139
16003_118;GULD_03;44.00021;-59.02048;431651;60.57;23-apr-16;22:40:00;60.579;32.8125;4.5149;7.4291;8.12;7.4291;4.5149;32.8125;8.12
16003_118;GULD_03;44.00056;-59.02032;431652;49.85;23-apr-16;22:42:00;49.853;32.6875;4.0636;7.5617;8.122;7.5617;4.0636;32.6875;8.122
16003_118;GULD_03;44.00076;-59.0203;431653;39.7;23-apr-16;22:45:00;39.703;32.6772;4.0337;7.6026;8.121;7.6026;4.0337;32.6772;8.121
