CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
NED2003003_0;MFD_SETNO0;44.269333;63.312;258853;152;04-mar-03;13:31:19;32.687;3.2;5.6034;5.6034;3.2;32.687
NED2003003_0;MFD_SETNO0;44.269333;63.312;258854;100;04-mar-03;13:31:19;31.916;0.384;8.3591;8.3591;0.384;31.916
NED2003003_0;MFD_SETNO0;44.269333;63.312;258855;75;04-mar-03;13:31:19;17.624;-1.135;13.3323;13.3323;-1.135;17.624
NED2003003_1;MFD_SETNO0;44.269333;63.312;-999999;1;04-mar-03;13:31:19;3.0296;4.2667;4.9659;4.9659;4.2667;3.0296
NED2003003_1;MFD_SETNO1;44.534333;61.744167;258857;5;04-mar-03;21:33:45;31.892;19.313;32.097;32.097;19.313;31.892
NED2003003_1;MFD_SETNO1;44.534333;61.744167;258858;25;04-mar-03;21:33:45;-0.941;9.652;-1.622;-1.622;9.652;-0.941
NED2003003_1;MFD_SETNO1;44.534333;61.744167;258859;50;04-mar-03;21:33:45;31.855;-0.708;4.8862;4.8862;-0.708;31.855
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258895;130;08-mar-03;19:29:17;31.856;-0.676;4.9721;4.9721;-0.676;31.856
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258896;50;08-mar-03;19:29:17;32.074;-0.037;4.96;4.96;-0.037;32.074
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258897;25;08-mar-03;19:29:17;32.611;1.565;4.6987;4.6987;1.565;32.611
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258898;5;08-mar-03;19:29:17;31.77;-1.003;5.1601;5.1601;-1.003;31.77
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181042;102;18-mar-03;15:49:54;31.746;-1.084;5.1396;5.1396;-1.084;31.746
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181043;50;18-mar-03;15:49:54;31.715;-1.163;5.0494;5.0494;-1.163;31.715
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181044;25;18-mar-03;15:49:54;34.642;9.554;4.0021;4.0021;9.554;34.642
NED2003003_100;MFD_SETNO100;43.391833;62.143833;181045;1;18-mar-03;15:49:54;33.564;6.02;4.8629;4.8629;6.02;33.564
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181046;103;18-mar-03;18:05:10;32.369;1.373;5.1092;5.1092;1.373;32.369
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181047;50;18-mar-03;18:05:10;32.358;1.389;4.9076;4.9076;1.389;32.358
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181048;25;18-mar-03;18:05:10;34.662;9.559;4.002;4.002;9.559;34.662
NED2003003_101;MFD_SETNO101;43.518833;62.145167;181049;1;18-mar-03;18:05:10;33.273;4.959;4.991;4.991;4.959;33.273
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181050;94;18-mar-03;19:20:44;32.421;1.496;5.2914;5.2914;1.496;32.421
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181051;50;18-mar-03;19:20:44;32.4;1.492;5.2015;5.2015;1.492;32.4
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181052;25;18-mar-03;19:20:44;34.429;8.947;4.0657;4.0657;8.947;34.429
NED2003003_102;MFD_SETNO102;43.561833;62.054167;181053;1;18-mar-03;19:20:44;33.037;4.416;5.1323;5.1323;4.416;33.037
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181054;145;19-mar-03;21:17:08;32.423;1.952;5.1791;5.1791;1.952;32.423
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181055;50;19-mar-03;21:17:08;32.422;1.953;5.0498;5.0498;1.953;32.422
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181056;25;19-mar-03;21:17:08;34.981;9.854;3.0713;3.0713;9.854;34.981
NED2003003_104;MFD_SETNO104;43.650333;62.717333;181057;5;19-mar-03;21:17:08;31.936;0.45;4.8734;4.8734;0.45;31.936
NED2003003_105;MFD_SETNO105;43.514;62.868;181058;117;19-mar-03;23:24:03;31.921;0.419;4.859;4.859;0.419;31.921
NED2003003_105;MFD_SETNO105;43.514;62.868;181059;50;19-mar-03;23:24:03;31.919;0.407;4.7825;4.7825;0.407;31.919
NED2003003_105;MFD_SETNO105;43.514;62.868;181060;25;19-mar-03;23:24:03;34.961;9.879;3.3444;3.3444;9.879;34.961
