CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274425;162;13-jul-05;18:03:57;33.743;6.191;3.6089;3.6089;6.191;33.743
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274426;100;13-jul-05;18:03:57;32.463;2.91;4.7337;4.7337;2.91;32.463
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274427;75;13-jul-05;18:03:57;32.162;1.838;4.9318;4.9318;1.838;32.162
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274428;50;13-jul-05;18:03:57;31.855;2.422;5.3063;5.3063;2.422;31.855
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274429;40;13-jul-05;18:03:57;31.658;1.873;5.4603;5.4603;1.873;31.658
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274430;30;13-jul-05;18:03:57;31.623;3.558;5.5951;5.5951;3.558;31.623
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274431;20;13-jul-05;18:03:57;31.36;4.841;5.7218;5.7218;4.841;31.36
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274432;10;13-jul-05;18:03:57;31.946;11.155;4.1521;4.1521;11.155;31.946
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274433;5;13-jul-05;18:03:57;31.579;12.31;4.5136;4.5136;12.31;31.579
TEL2005633_0;MFD_SETNO0;44.271667;63.322333;274434;1;13-jul-05;18:03:57;28.788;13.9;4.9775;4.9775;13.9;28.788
TEL2005633_10;MFD_SETNO10;45.601;60.089833;274463;150;15-jul-05;02:48:08;33.023;2.425;4.28;4.28;2.425;33.023
TEL2005633_10;MFD_SETNO10;45.601;60.089833;274464;50;15-jul-05;02:48:08;31.588;2.729;5.409;5.409;2.729;31.588
TEL2005633_10;MFD_SETNO10;45.601;60.089833;274465;25;15-jul-05;02:48:08;30.659;7.122;5.1102;5.1102;7.122;30.659
TEL2005633_10;MFD_SETNO10;45.601;60.089833;274466;5;15-jul-05;02:48:08;30.245;13.316;3.9746;3.9746;13.316;30.245
TEL2005633_100;MFD_SETNO100;43.451167;60.173833;274811;231;24-jul-05;18:05:33;35.006;8.424;2.8499;2.8499;8.424;35.006
TEL2005633_100;MFD_SETNO100;43.451167;60.173833;274812;50;24-jul-05;18:05:33;34.007;8.814;4.404;4.404;8.814;34.007
TEL2005633_100;MFD_SETNO100;43.451167;60.173833;274813;25;24-jul-05;18:05:33;36.479;10.92;3.6379;3.6379;10.92;36.479
TEL2005633_100;MFD_SETNO100;43.451167;60.173833;274814;5;24-jul-05;18:05:33;31.999;17.9;3.6035;3.6035;17.9;31.999
TEL2005633_101;MFD_SETNO101;43.627333;60.481333;274815;63;24-jul-05;21:06:34;33.093;5.513;4.6197;4.6197;5.513;33.093
TEL2005633_101;MFD_SETNO101;43.627333;60.481333;274816;50;24-jul-05;21:06:34;32.801;5.102;4.8627;4.8627;5.102;32.801
TEL2005633_101;MFD_SETNO101;43.627333;60.481333;274817;25;24-jul-05;21:06:34;33.518;7.473;4.8699;4.8699;7.473;33.518
TEL2005633_101;MFD_SETNO101;43.627333;60.481333;274818;5;24-jul-05;21:06:34;31.51;16.505;3.9798;3.9798;16.505;31.51
TEL2005633_102;MFD_SETNO102;43.753667;60.6435;274819;52;24-jul-05;22:49:29;32.5;6.133;4.9956;4.9956;6.133;32.5
TEL2005633_102;MFD_SETNO102;43.753667;60.6435;274820;50;24-jul-05;22:49:29;32.493;6.114;4.9936;4.9936;6.114;32.493
TEL2005633_102;MFD_SETNO102;43.753667;60.6435;274821;25;24-jul-05;22:49:29;33.99;8.775;4.0163;4.0163;8.775;33.99
TEL2005633_102;MFD_SETNO102;43.753667;60.6435;274822;5;24-jul-05;22:49:29;31.801;16.936;3.826;3.826;16.936;31.801
TEL2005633_103;MFD_SETNO103;43.609;60.817667;274823;64;25-jul-05;00:52:44;33.036;5.312;4.6817;4.6817;5.312;33.036
TEL2005633_103;MFD_SETNO103;43.609;60.817667;274824;50;25-jul-05;00:52:44;33.026;5.248;4.7263;4.7263;5.248;33.026
TEL2005633_103;MFD_SETNO103;43.609;60.817667;274825;25;25-jul-05;00:52:44;34.4;6.401;4.4853;4.4853;6.401;34.4
TEL2005633_103;MFD_SETNO103;43.609;60.817667;274826;5;25-jul-05;00:52:44;32.349;15.121;3.9264;3.9264;15.121;32.349
