CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
TEM2007686_1;MFD_SETNO1;44.383517;-61.358667;304479;120;06-mar-07;11:16:49;33.8311;7.5017;3.46566;3.46566;7.5017;33.8311
TEM2007686_1;MFD_SETNO1;44.383517;-61.358667;304480;5;06-mar-07;11:16:49;31.7847;1.0538;6.16221;6.16221;1.0538;31.7847
TEM2007686_10;MFD_SETNO10;44.377183;-59.472733;304490;165;08-mar-07;06:44:34;33.8516;3.8017;4.72906;4.72906;3.8017;33.8516
TEM2007686_10;MFD_SETNO10;44.377183;-59.472733;304491;6;08-mar-07;06:44:34;31.9619;0.3685;6.2304;6.2304;0.3685;31.9619
TEM2007686_101;MFD_SETNO101;42.597267;-65.9596;304641;78;24-mar-07;02:57:59;34.2184;7.7628;4.00254;4.00254;7.7628;34.2184
TEM2007686_101;MFD_SETNO101;42.597267;-65.9596;304642;6;24-mar-07;02:57:59;31.4431;1.8343;6.23801;6.23801;1.8343;31.4431
TEM2007686_12;MFD_SETNO12;44.321767;-59.25835;304492;93;08-mar-07;09:27:04;33.397;2.9326;5.17888;5.17888;2.9326;33.397
TEM2007686_12;MFD_SETNO12;44.321767;-59.25835;304493;5;08-mar-07;09:27:04;32.0237;0.4486;6.21303;6.21303;0.4486;32.0237
TEM2007686_13;MFD_SETNO13;44.22985;-59.149783;304494;149;08-mar-07;11:12:47;33.7627;3.5087;4.94198;4.94198;3.5087;33.7627
TEM2007686_13;MFD_SETNO13;44.22985;-59.149783;304495;6;08-mar-07;11:12:47;32.0798;0.5738;6.25178;6.25178;0.5738;32.0798
TEM2007686_14;MFD_SETNO14;44.342017;-59.104733;304496;108;08-mar-07;13:07:17;33.1829;2.4755;5.34772;5.34772;2.4755;33.1829
TEM2007686_14;MFD_SETNO14;44.342017;-59.104733;304497;6;08-mar-07;13:07:17;32.0488;0.3922;6.25408;6.25408;0.3922;32.0488
TEM2007686_15;MFD_SETNO15;44.342083;-58.928583;304498;81;08-mar-07;18:20:47;32.7903;1.8622;5.80703;5.80703;1.8622;32.7903
TEM2007686_15;MFD_SETNO15;44.342083;-58.928583;304499;6;08-mar-07;18:20:47;31.9954;0.4426;6.23773;6.23773;0.4426;31.9954
TEM2007686_16;MFD_SETNO16;44.2708;-58.916667;304500;60;08-mar-07;19:53:41;32.6822;1.5863;5.79062;5.79062;1.5863;32.6822
TEM2007686_16;MFD_SETNO16;44.2708;-58.916667;304501;5;08-mar-07;19:53:41;32.0213;0.4689;6.23084;6.23084;0.4689;32.0213
TEM2007686_17;MFD_SETNO17;44.273033;-58.655583;304502;62;08-mar-07;22:00:46;32.071;0.438;6.24689;6.24689;0.438;32.071
TEM2007686_17;MFD_SETNO17;44.273033;-58.655583;304503;5;08-mar-07;22:00:46;32.0693;0.4395;6.22813;6.22813;0.4395;32.0693
TEM2007686_18;MFD_SETNO18;43.902167;-58.84915;304504;229;09-mar-07;01:24:58;34.2236;4.1436;4.50454;4.50454;4.1436;34.2236
TEM2007686_18;MFD_SETNO18;43.902167;-58.84915;304505;5;09-mar-07;01:24:58;32.207;0.2364;6.28942;6.28942;0.2364;32.207
TEM2007686_19;MFD_SETNO19;43.9846;-58.653783;304506;162;09-mar-07;03:36:06;33.9875;3.7417;4.77741;4.77741;3.7417;33.9875
TEM2007686_19;MFD_SETNO19;43.9846;-58.653783;304507;6;09-mar-07;03:36:06;32.342;0.3158;6.34948;6.34948;0.3158;32.342
TEM2007686_20;MFD_SETNO20;44.113067;-58.472717;304508;132;09-mar-07;06:21:23;33.7093;3.207;5.06492;5.06492;3.207;33.7093
TEM2007686_20;MFD_SETNO20;44.113067;-58.472717;304509;6;09-mar-07;06:21:23;32.288;0.195;6.37789;6.37789;0.195;32.288
TEM2007686_22;MFD_SETNO22;44.301933;-58.3035;304510;54;09-mar-07;16:54:42;32.3172;0.2434;6.32373;6.32373;0.2434;32.3172
TEM2007686_22;MFD_SETNO22;44.301933;-58.3035;304511;6;09-mar-07;16:54:42;32.215;0.1583;6.34076;6.34076;0.1583;32.215
TEM2007686_23;MFD_SETNO23;44.265533;-57.910133;304512;7;09-mar-07;20:43:53;32.41;-0.1843;6.46374;6.46374;-0.1843;32.41
TEM2007686_24;MFD_SETNO24;44.463817;-57.835;304513;73;09-mar-07;23:36:14;32.3738;0.1462;6.29394;6.29394;0.1462;32.3738
