CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(ml/l)
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273901;140;01-jul-05;01:14:17;33.673;5.913;3.7321;0.0173148387096774;13.1655;1.186;13.9475;33.941;4.65866666666667
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273902;102;01-jul-05;01:14:17;32.805;3.417;4.6585;0.0422145161290322;6.7945;0.945;8.586;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273903;75;01-jul-05;01:14:17;32.468;2.434;4.8812;0.0591003225806452;6.978;0.9705;8.3575;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273904;50;01-jul-05;01:14:17;32.103;2.802;5.3805;0.419403870967742;3.9105;0.863;5.1745;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273905;40;01-jul-05;01:14:17;32.208;4.575;5.6371;0.531638709677419;1.287;0.572;0.97;32.252;7.20766666666667
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273906;30;01-jul-05;01:14:17;31.982;4.914;5.8031;0.750201290322581;0.6615;0.466;0.3835;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273907;20;01-jul-05;01:14:17;31.899;7.559;5.6124;0.620245161290323;0;0.374;0.0035;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273908;10;01-jul-05;01:14:17;30.96;11.559;5.0223;0.460753548387097;0.044;0.323;0.0175;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273909;5;01-jul-05;01:14:17;30.838;12.041;4.9722;0.389868387096774;0.017;0.3195;0.01;NaN;NaN
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273910;1;01-jul-05;01:14:17;31.02;12.029;5.0289;0.378054193548387;0.0695;0.302;0.008;30.849;6.44633333333333
