CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(ml/l)
TEM2008775_60;MFD_SETNO60;41.09005;-68.166067;321077;45;15-mar-08;04:44:45;32.8484;5.3954;7.22275;15.1181973571429;0.6255;0.582;3.441;32.882;7.5235
TEM2008775_60;MFD_SETNO60;41.09005;-68.166067;321078;5;15-mar-08;04:44:45;32.8485;5.3942;7.21523;12.3941978333333;0.7815;0.4955;2.921;NaN;7.495
TEM2008775_62;MFD_SETNO62;41.3526;-67.508817;321079;41;15-mar-08;09:58:40;32.8937;5.2131;7.49027;20.5661964047619;0;0.387;0.912;32.938;7.755
TEM2008775_62;MFD_SETNO62;41.3526;-67.508817;321080;6;15-mar-08;09:58:40;32.8915;5.2084;7.46081;20.4299964285714;0;0.4415;1.0365;NaN;7.785
TEM2008775_65;MFD_SETNO65;41.326417;-66.750967;321081;73;15-mar-08;17:37:44;33.0252;5.0542;6.88503;3.53000251587302;4.982;0.8415;8.8525;33.076;7.219
TEM2008775_65;MFD_SETNO65;41.326417;-66.750967;321082;5;15-mar-08;17:37:44;33.0258;5.0531;6.88963;3.1920235515873;4.7525;0.8205;8.331;NaN;7.237
TEM2008775_69;MFD_SETNO69;43.598733;-66.761817;321083;107;16-mar-08;15:00:57;33.3354;5.6197;5.61185;0.109455746031746;8.3825;0.978;11.805;33.376;5.753
TEM2008775_69;MFD_SETNO69;43.598733;-66.761817;321084;5;16-mar-08;15:00:57;32.6062;4.069;6.77067;0.801735;6.358;0.835;7.7495;NaN;6.9325
TEM2008775_70;MFD_SETNO70;43.596233;-67.442933;321085;219;16-mar-08;18:38:25;34.1084;7.2964;4.74614;0.0246275428571429;13.488;1.243;16.975;34.141;3.8555
TEM2008775_70;MFD_SETNO70;43.596233;-67.442933;321086;5;16-mar-08;18:38:25;32.715;4.1494;6.8319;0.694837;5.9665;0.74;7.4155;NaN;7.05
TEM2008775_71;MFD_SETNO71;43.704283;-67.417917;321087;202;16-mar-08;20:43:31;34.1346;7.3651;5.55923;0.0136819682539683;13.111;1.2405;17.0725;34.167;4.7935
TEM2008775_71;MFD_SETNO71;43.704283;-67.417917;321088;6;16-mar-08;20:43:31;32.5673;3.9451;6.87555;0.694837;6.7735;0.82;8.3825;NaN;7.423
TEM2008775_72;MFD_SETNO72;43.761817;-67.06015;321089;149;17-mar-08;00:00:00;33.7418;6.5717;6.08463;0.054727873015873;10.497;1.1015;14.202;33.77;5.476
