CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326501;127;11-feb-09;20:05:28;32.8025;3.6062;3.41467;3.41467;3.6062;32.8025
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326502;101;11-feb-09;20:05:28;32.2999;2.5222;3.73955;3.73955;2.5222;32.2999
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326503;76;11-feb-09;20:05:28;31.8547;1.5958;4.0084;4.0084;1.5958;31.8547
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326504;51;11-feb-09;20:05:28;31.4139;0.5806;4.34196;4.34196;0.5806;31.4139
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326505;40;11-feb-09;20:05:28;31.0306;-0.3023;4.52919;4.52919;-0.3023;31.0306
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326506;30;11-feb-09;20:05:28;30.9478;-0.6416;4.56064;4.56064;-0.6416;30.9478
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326507;20;11-feb-09;20:05:28;30.9465;-0.6473;4.56158;4.56158;-0.6473;30.9465
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326508;11;11-feb-09;20:05:28;30.946;-0.6545;4.56222;4.56222;-0.6545;30.946
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326509;5;11-feb-09;20:05:28;30.9457;-0.6522;4.557;4.557;-0.6522;30.9457
NED2009841_1;MFD_SETNO1;44.2676;-63.3363;326510;2;11-feb-09;20:05:28;30.946;-0.6516;4.55283;4.55283;-0.6516;30.946
NED2009841_10;MFD_SETNO10;41.9813;-66.7307;326519;74;15-feb-09;16:57:56;32.9911;4.8278;3.8984;3.8984;4.8278;32.9911
NED2009841_10;MFD_SETNO10;41.9813;-66.7307;326520;6;15-feb-09;16:57:56;32.3008;3.6847;4.05476;4.05476;3.6847;32.3008
NED2009841_11;MFD_SETNO11;42.0575;-66.8798;326521;63;15-feb-09;19:33:49;32.8471;4.6248;3.96166;3.96166;4.6248;32.8471
NED2009841_11;MFD_SETNO11;42.0575;-66.8798;326522;5;15-feb-09;19:33:49;32.8397;4.6076;3.96639;3.96639;4.6076;32.8397
NED2009841_14;MFD_SETNO14;42.1748;-67.0686;326523;105;16-feb-09;01:52:07;33.6122;6.3404;3.25583;3.25583;6.3404;33.6122
NED2009841_14;MFD_SETNO14;42.1748;-67.0686;326524;6;16-feb-09;01:52:07;32.9404;4.84;3.90932;3.90932;4.84;32.9404
NED2009841_15;MFD_SETNO15;42.0594;-67.4985;326525;63;16-feb-09;05:05:41;33.0266;4.8986;3.9073;3.9073;4.8986;33.0266
NED2009841_15;MFD_SETNO15;42.0594;-67.4985;326526;6;16-feb-09;05:05:41;33.0277;4.8865;3.88732;3.88732;4.8865;33.0277
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326527;115;16-feb-09;10:08:11;33.3338;5.6658;3.5823;3.5823;5.6658;33.3338
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326528;26;16-feb-09;10:08:11;33.0533;4.926;3.90237;3.90237;4.926;33.0533
NED2009841_18;MFD_SETNO18;41.9185;-67.9902;326529;6;16-feb-09;10:08:11;33.0538;4.9055;3.8908;3.8908;4.9055;33.0538
NED2009841_20;MFD_SETNO20;41.8163;-68.0168;326530;47;16-feb-09;13:36:17;33.0755;5.069;3.86574;3.86574;5.069;33.0755
NED2009841_20;MFD_SETNO20;41.8163;-68.0168;326531;5;16-feb-09;13:36:17;33.077;5.0626;3.85162;3.85162;5.0626;33.077
NED2009841_23;MFD_SETNO23;41.7595;-67.2059;326532;48;16-feb-09;19:16:06;32.9814;4.8221;4.01546;4.01546;4.8221;32.9814
NED2009841_23;MFD_SETNO23;41.7595;-67.2059;326533;5;16-feb-09;19:16:06;32.9818;4.8342;3.99958;3.99958;4.8342;32.9818
NED2009841_26;MFD_SETNO26;41.7698;-66.7834;326534;58;17-feb-09;00:21:50;33.0469;4.8958;3.96043;3.96043;4.8958;33.0469
NED2009841_26;MFD_SETNO26;41.7698;-66.7834;326535;4;17-feb-09;00:21:50;33.0475;4.869;3.92342;3.92342;4.869;33.0475
NED2009841_28;MFD_SETNO28;41.8586;-66.6782;326536;65;17-feb-09;04:37:14;33.0015;4.9117;3.95341;3.95341;4.9117;33.0015
