CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(ml/l)
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304643;159;07-jul-07;22:18:43;33.9269;6.1181;3.32523;NaN;NaN;NaN;NaN;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304644;101;07-jul-07;22:18:43;32.8066;2.4359;4.67747;0.0246275428571429;7.7545;0.981;8.4205;32.796;6.063
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304645;76;07-jul-07;22:18:43;32.522;1.5988;5.00246;0.0287321333333333;7.2445;0.959;7.325;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304646;50;07-jul-07;22:18:43;32.2925;1.4171;5.31693;0.0930373841269841;4.547;0.8585;5.0475;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304647;40;07-jul-07;22:18:43;32.0028;1.3231;5.4606;0.135851111111111;4.4;0.8235;4.246;32.827;6.9045
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304648;31;07-jul-07;22:18:43;31.8438;3.7165;5.80929;1.015531;1.2385;0.485;0.1895;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304649;20;07-jul-07;22:18:43;31.2433;5.1399;5.7409;NaN;NaN;NaN;NaN;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304650;10;07-jul-07;22:18:43;30.8015;11.1754;5.0806;0.46767875;1.107;0.3535;0.038;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304651;6;07-jul-07;22:18:43;30.7422;11.6739;5.04202;0.36078075;1.0675;0.3355;0.033;NaN;NaN
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304652;2;07-jul-07;22:18:43;30.8131;11.6824;5.03336;0.374143;0.928;0.2955;0.0285;30.779;6.468
