CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304643;159;07-jul-07;22:18:43;33.9269;6.1181;3.32523;3.32523;6.1181;33.9269
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304644;101;07-jul-07;22:18:43;32.8066;2.4359;4.67747;4.67747;2.4359;32.8066
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304645;76;07-jul-07;22:18:43;32.522;1.5988;5.00246;5.00246;1.5988;32.522
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304646;50;07-jul-07;22:18:43;32.2925;1.4171;5.31693;5.31693;1.4171;32.2925
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304647;40;07-jul-07;22:18:43;32.0028;1.3231;5.4606;5.4606;1.3231;32.0028
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304648;31;07-jul-07;22:18:43;31.8438;3.7165;5.80929;5.80929;3.7165;31.8438
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304649;20;07-jul-07;22:18:43;31.2433;5.1399;5.7409;5.7409;5.1399;31.2433
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304650;10;07-jul-07;22:18:43;30.8015;11.1754;5.0806;5.0806;11.1754;30.8015
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304651;6;07-jul-07;22:18:43;30.7422;11.6739;5.04202;5.04202;11.6739;30.7422
TEL2007745_0;MFD_SETNO0;44.27055;-63.324717;304652;2;07-jul-07;22:18:43;30.8131;11.6824;5.03336;5.03336;11.6824;30.8131
TEL2007745_1;MFD_SETNO1;44.184033;-63.756367;304653;130;08-jul-07;03:39:46;32.9575;3.0714;4.44751;4.44751;3.0714;32.9575
TEL2007745_1;MFD_SETNO1;44.184033;-63.756367;304654;51;08-jul-07;03:39:46;32.3193;1.4244;5.25802;5.25802;1.4244;32.3193
TEL2007745_1;MFD_SETNO1;44.184033;-63.756367;304655;25;08-jul-07;03:39:46;31.8589;1.7398;5.91857;5.91857;1.7398;31.8589
TEL2007745_1;MFD_SETNO1;44.184033;-63.756367;304656;5;08-jul-07;03:39:46;30.9246;12.6825;4.83471;4.83471;12.6825;30.9246
TEL2007745_10;MFD_SETNO10;42.942383;-64.616967;304689;93;09-jul-07;06:32:32;33.293;4.5197;4.02105;4.02105;4.5197;33.293
TEL2007745_10;MFD_SETNO10;42.942383;-64.616967;304690;50;09-jul-07;06:32:32;32.3213;2.0665;5.29719;5.29719;2.0665;32.3213
TEL2007745_10;MFD_SETNO10;42.942383;-64.616967;304691;25;09-jul-07;06:32:32;31.8724;4.6741;5.68439;5.68439;4.6741;31.8724
TEL2007745_10;MFD_SETNO10;42.942383;-64.616967;304692;5;09-jul-07;06:32:32;30.898;12.3128;4.80137;4.80137;12.3128;30.898
TEL2007745_100;MFD_SETNO100;43.395917;-60.836717;307009;92;21-jul-07;17:41:03;33.8325;5.9191;4.73669;4.73669;5.9191;33.8325
TEL2007745_100;MFD_SETNO100;43.395917;-60.836717;307010;49;21-jul-07;17:41:03;33.1437;5.2049;5.42203;5.42203;5.2049;33.1437
TEL2007745_100;MFD_SETNO100;43.395917;-60.836717;307011;26;21-jul-07;17:41:03;32.2309;13.7547;4.77783;4.77783;13.7547;32.2309
TEL2007745_100;MFD_SETNO100;43.395917;-60.836717;307012;6;21-jul-07;17:41:03;32.0442;13.8657;4.73789;4.73789;13.8657;32.0442
TEL2007745_101;MFD_SETNO101;43.47805;-61.269567;307013;70;21-jul-07;20:25:03;33.1126;3.9194;5.03558;5.03558;3.9194;33.1126
TEL2007745_101;MFD_SETNO101;43.47805;-61.269567;307014;51;21-jul-07;20:25:03;32.9879;3.8909;5.13065;5.13065;3.8909;32.9879
TEL2007745_101;MFD_SETNO101;43.47805;-61.269567;307015;25;21-jul-07;20:25:03;32.797;6.8334;5.68448;5.68448;6.8334;32.797
TEL2007745_101;MFD_SETNO101;43.47805;-61.269567;307016;5;21-jul-07;20:25:03;31.9481;14.4301;4.62488;4.62488;14.4301;31.9481
TEL2007745_102;MFD_SETNO102;43.74355;-61.476833;307017;46;21-jul-07;22:59:03;32.3356;6.1554;5.20631;5.20631;6.1554;32.3356
TEL2007745_102;MFD_SETNO102;43.74355;-61.476833;307018;46;21-jul-07;22:59:03;32.3356;6.1554;5.20631;5.20631;6.1554;32.3356
