CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353134;50;07-jul-11;01:44:16;32.079;4.1889;9.16532;0.312442388059702;3.8115;0.7455;4.4815;NaN;NaN;NaN
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353135;25;07-jul-11;01:44:16;31.263;10.118;9.8552;0.421549253731343;0.6805;0.266;0;NaN;NaN;NaN
NED2011025_10;MFD_SETNO10;42.9787;-64.1765;353136;5;07-jul-11;01:44:16;31.0214;14.491;8.40824;0.238051343283582;0.328;0.23;0;NaN;NaN;6.0525
NED2011025_100;MFD_SETNO100;41.982;-65.8775;353464;171;16-jul-11;06:42:02;34.7276;8.0263;4.38342;0.0205011940298508;10.6525;1.2025;16.672;34.8038177490234;0.181;4.628
NED2011025_100;MFD_SETNO100;41.982;-65.8775;353465;49;16-jul-11;06:42:02;32.4931;6.4153;5.80258;0.188457313432836;4.4905;0.7745;7.1675;NaN;0.138;NaN
NED2011025_100;MFD_SETNO100;41.982;-65.8775;353466;25;16-jul-11;06:42:02;32.1397;9.151;5.77079;0.710556716417911;3.02;0.6305;4.106;NaN;0.2015;NaN
NED2011025_100;MFD_SETNO100;41.982;-65.8775;353467;5;16-jul-11;06:42:02;31.8445;12.7589;5.71142;0.737885820895522;2.831;0.435;1.719;NaN;0.157;6.1905
NED2011025_101;MFD_SETNO101;42.207;-65.8212;353468;238;16-jul-11;09:34:01;35.0148;6.7773;4.43474;0.011531921641791;11.9345;1.294;18.771;35.0719184875488;0.1955;4.678
NED2011025_101;MFD_SETNO101;42.207;-65.8212;353469;50;16-jul-11;09:34:01;32.6154;10.0522;5.90582;0.601240298507463;2.832;0.4505;1.765;NaN;0.259;NaN
NED2011025_101;MFD_SETNO101;42.207;-65.8212;353470;24;16-jul-11;09:34:01;31.7219;12.7872;5.53486;1.02484141791045;1.3555;0.3105;0.2155;NaN;0.1315;NaN
NED2011025_101;MFD_SETNO101;42.207;-65.8212;353471;6;16-jul-11;09:34:01;31.8206;14.2938;5.54681;0.491923880597015;1.188;0.255;0.1235;NaN;0.123;6.0235
NED2011025_102;MFD_SETNO102;42.1613;-65.4548;353472;144;16-jul-11;13:05:40;35.056;10.0431;4.1027;0.0217825186567164;8.9725;1.097;16.1065;35.1116333007812;0.197;4.407
NED2011025_102;MFD_SETNO102;42.1613;-65.4548;353473;50;16-jul-11;13:05:40;34.1306;11.8818;5.6436;0.347158208955224;2.581;0.4445;4.196;NaN;0.2985;NaN
NED2011025_102;MFD_SETNO102;42.1613;-65.4548;353474;26;16-jul-11;13:05:40;31.8678;4.8462;6.28826;0.46122447761194;2.7555;0.612;2.9695;NaN;0.331;NaN
NED2011025_102;MFD_SETNO102;42.1613;-65.4548;353475;6;16-jul-11;13:05:40;31.3714;13.9313;5.51271;0.381874029850746;0.3875;0.2335;0.1335;NaN;0.118;5.981
NED2011025_103;MFD_SETNO103;42.2245;-65.295;353476;376;16-jul-11;16:26:44;35.0804;7.4993;3.71027;0.0128132462686567;13.071;1.415;21.2545;35.1398391723633;0.2575;4.0485
NED2011025_103;MFD_SETNO103;42.2245;-65.295;353477;50;16-jul-11;16:26:44;31.983;4.0637;6.17831;0.173579104477612;5.7885;0.805;5.773;NaN;0.25;NaN
NED2011025_103;MFD_SETNO103;42.2245;-65.295;353478;26;16-jul-11;16:26:44;31.6808;5.8563;5.54939;0.491923880597015;0.4865;0.2435;0.1775;NaN;0.1275;NaN
NED2011025_103;MFD_SETNO103;42.2245;-65.295;353479;5;16-jul-11;16:26:44;31.4501;14.4103;5.43119;0.327320597014925;0.461;0.2395;0.1275;NaN;0.119;5.9165
NED2011025_104;MFD_SETNO104;42.308;-65.4222;353480;112;16-jul-11;18:58:52;33.2561;6.365;5.27737;0.0595128358208955;6.9675;0.9455;9.954;33.293628692627;0.2435;5.437
NED2011025_104;MFD_SETNO104;42.308;-65.4222;353481;52;16-jul-11;18:58:52;31.7617;4.3517;6.24044;0.312442388059702;3.722;0.6915;4.1275;NaN;0.367;NaN
NED2011025_104;MFD_SETNO104;42.308;-65.4222;353482;25;16-jul-11;18:58:52;30.9566;12.0915;5.76117;0.683227611940298;0.535;0.286;0.1405;NaN;0.117;NaN
NED2011025_104;MFD_SETNO104;42.308;-65.4222;353483;6;16-jul-11;18:58:52;30.8601;13.7373;5.597;0.510818507462687;0.468;0.268;0.128;NaN;0.1135;6.052
NED2011025_105;MFD_SETNO105;42.4057;-64.9162;353484;136;16-jul-11;22:37:25;34.7727;9.1498;4.06313;0.0153758955223881;10.152;1.2085;17.264;34.8031349182129;0.2155;4.192
NED2011025_105;MFD_SETNO105;42.4057;-64.9162;353485;51;16-jul-11;22:37:25;31.9542;4.3554;6.30303;0.282685970149254;3.5705;0.7285;4.4615;NaN;0.2105;NaN
NED2011025_105;MFD_SETNO105;42.4057;-64.9162;353486;26;16-jul-11;22:37:25;31.529;8.0161;5.94457;0.929189552238806;0.742;0.3445;0.1625;NaN;0.143;NaN
NED2011025_105;MFD_SETNO105;42.4057;-64.9162;353487;5;16-jul-11;22:37:25;30.9006;14.2223;5.58976;0.322361194029851;0.192;0.2405;0.131;NaN;0.114;6.025
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353488;599;17-jul-11;04:50:14;34.9458;4.8687;5.13444;NaN;10.764;1.1735;16.814;34.9719200134277;0.1615;5.2805
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353489;503;17-jul-11;04:50:14;34.9668;5.3702;4.68678;0.011531921641791;12.848;1.3465;19.982;NaN;0.1645;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353490;400;17-jul-11;04:50:14;34.9765;6.1271;4.15579;NaN;11.5545;1.266;17.654;NaN;0.1495;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353491;301;17-jul-11;04:50:14;35.0837;7.9254;3.40263;NaN;14.4295;1.542;23.09;NaN;0.1585;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353492;201;17-jul-11;04:50:14;35.2747;10.5476;3.3382;NaN;11.426;1.381;20.816;NaN;0.168;3.5675
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353493;150;17-jul-11;04:50:14;35.3643;11.7795;4.39689;0.00768794776119403;5.2065;0.7795;10.638;NaN;0.152;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353494;100;17-jul-11;04:50:14;34.8764;10.4982;4.76335;0.0217825186567164;5.323;0.825;10.947;NaN;0.168;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353495;50;17-jul-11;04:50:14;32.8631;5.4673;6.08031;0.362036417910448;2.9665;0.6375;4.469;NaN;0.209;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353496;25;17-jul-11;04:50:14;32.3155;7.5583;5.73247;1.70171479477612;2.2815;0.498;0.7305;NaN;0.2225;NaN
NED2011025_106;MFD_SETNO106;42.6328;-63.8965;353497;5;17-jul-11;04:50:14;31.7329;14.5857;5.4003;0.297564179104478;0.7555;0.242;0.1465;NaN;0.112;5.906
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358501;483;17-jul-11;12:00:38;34.9492;5.1008;4.87945;NaN;12.4245;1.298;19.163;34.9730682373047;0.181;5.156
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358502;401;17-jul-11;12:00:38;34.9607;5.6124;4.51869;NaN;13.0385;1.356;20.147;NaN;0.21;NaN
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358503;300;17-jul-11;12:00:38;34.9744;6.4076;4.03165;NaN;12.6515;1.355;19.436;NaN;0.164;NaN
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358504;201;17-jul-11;12:00:38;35.0971;8.403;3.32903;NaN;13.7945;1.4895;22.6925;NaN;0.198;NaN
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358505;150;17-jul-11;12:00:38;35.2008;10.0045;3.47969;0.0153758955223881;11.364;1.3345;20.1555;NaN;0.1695;3.7435
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358506;100;17-jul-11;12:00:38;34.687;9.5919;4.81258;0.0166572201492537;6.4915;0.932;12.0285;NaN;0.1675;NaN
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358507;50;17-jul-11;12:00:38;32.5608;4.8318;6.18567;0.282685970149254;4.208;0.777;5.8405;NaN;0.1845;NaN
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358508;25;17-jul-11;12:00:38;31.7945;10.467;5.37663;0.751550373134328;0.7035;0.2835;0.1695;NaN;0.1105;NaN
NED2011025_109;MFD_SETNO109;42.7745;-63.639;358509;5;17-jul-11;12:00:38;31.3969;13.6592;5.5577;0.481062089552239;0.42;0.249;0.161;NaN;0.1;6.0025
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353137;81;07-jul-11;03:40:15;32.2845;3.8766;7.92984;0.0448463619402985;6.111;0.859;6.9675;32.3102836608887;NaN;6.1475
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353138;49;07-jul-11;03:40:15;31.8706;3.7602;8.30575;0.148782089552239;5.381;0.7925;6.0185;NaN;NaN;NaN
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353139;26;07-jul-11;03:40:15;31.4628;6.4496;9.45306;0.628569402985075;0.772;0.365;0.0525;NaN;NaN;NaN
NED2011025_11;MFD_SETNO11;43.1292;-64.1963;353140;5;07-jul-11;03:40:15;30.8894;13.8466;8.10592;0.257888955223881;1.575;0.23;0;NaN;NaN;6.124
NED2011025_110;MFD_SETNO110;42.8135;-63.6332;358510;217;17-jul-11;15:10:36;35.0273;7.2382;3.64425;0.0192198694029851;13.751;1.458;21.8715;35.0537338256836;0.216;3.873
NED2011025_110;MFD_SETNO110;42.8135;-63.6332;358511;49;17-jul-11;15:10:36;32.3871;5.5435;6.23414;0.423601119402985;2.5375;0.587;2.821;NaN;0.2725;NaN
NED2011025_110;MFD_SETNO110;42.8135;-63.6332;358512;25;17-jul-11;15:10:36;31.7648;10.6148;5.43477;1.05217052238806;0.927;0.317;0.177;NaN;0.1105;NaN
NED2011025_110;MFD_SETNO110;42.8135;-63.6332;358513;5;17-jul-11;15:10:36;31.3302;13.7976;5.50667;0.466183880597015;0.3685;0.2405;0.1595;NaN;0.109;5.882
NED2011025_111;MFD_SETNO111;42.92;-63.6353;358514;156;17-jul-11;18:25:44;35.1093;10.2277;3.64102;0.0128132462686567;9.414;1.1275;15.8525;35.1348457336426;0.185;3.9565
NED2011025_111;MFD_SETNO111;42.92;-63.6353;358515;50;17-jul-11;18:25:44;32.271;4.2196;6.15276;0.423601119402985;3.1365;0.7535;4.2375;NaN;0.263;NaN
NED2011025_111;MFD_SETNO111;42.92;-63.6353;358516;24;17-jul-11;18:25:44;31.4159;12.7655;5.35606;0.573911194029851;0.626;0.2955;0.1775;NaN;0.1125;NaN
NED2011025_111;MFD_SETNO111;42.92;-63.6353;358517;5;17-jul-11;18:25:44;31.2265;14.2249;5.41907;0.337239402985075;0.301;0.245;0.165;NaN;0.1005;5.9115
NED2011025_112;MFD_SETNO112;43.108;-63.5152;358518;162;17-jul-11;20:39:16;34.9534;9.8809;3.25688;0.0192198694029851;14.0685;1.3285;18.6855;34.9891319274902;0.1725;3.6075
NED2011025_112;MFD_SETNO112;43.108;-63.5152;358519;49;17-jul-11;20:39:16;32.3205;2.8861;5.94182;0.247970149253731;5.5255;0.891;6.49;NaN;0.1785;NaN
NED2011025_112;MFD_SETNO112;43.108;-63.5152;358520;25;17-jul-11;20:39:16;31.8728;4.6472;6.15763;0.98384776119403;0.9725;0.471;0.363;NaN;0.186;NaN
NED2011025_112;MFD_SETNO112;43.108;-63.5152;358521;5;17-jul-11;20:39:16;30.7929;14.5634;5.45018;0.317401791044776;0.427;0.23;0.1565;NaN;0.1185;5.893
NED2011025_113;MFD_SETNO113;43.2643;-63.4045;358522;139;17-jul-11;23:03:11;34.8993;9.7522;3.22607;0.0422837126865672;13.2555;1.313;17.0425;34.9318428039551;0.2045;3.4195
NED2011025_113;MFD_SETNO113;43.2643;-63.4045;358523;49;17-jul-11;23:03:11;32.1193;2.9646;6.08664;0.247970149253731;5.117;0.86;6.028;NaN;0.3425;NaN
NED2011025_113;MFD_SETNO113;43.2643;-63.4045;358524;25;17-jul-11;23:03:11;31.7563;6.677;5.69658;0.806208582089552;0.578;0.3815;0.2585;NaN;0.141;NaN
NED2011025_113;MFD_SETNO113;43.2643;-63.4045;358525;5;17-jul-11;23:03:11;30.9464;13.6344;5.53684;0.376914626865672;0.312;0.237;0.158;NaN;0.13;6.0255
NED2011025_114;MFD_SETNO114;43.1873;-63.222;358526;145;18-jul-11;05:13:26;35.1792;11.065;4.21078;0.0089692723880597;7.461;0.993;13.3885;35.1996612548828;0.225;4.536
NED2011025_114;MFD_SETNO114;43.1873;-63.222;358527;49;18-jul-11;05:13:26;32.3722;3.8337;6.13387;0.347158208955224;3.7695;0.835;5.542;NaN;0.18;NaN
NED2011025_114;MFD_SETNO114;43.1873;-63.222;358528;25;18-jul-11;05:13:26;31.7844;7.7146;5.93764;0.737885820895522;0.693;0.35;0.1605;NaN;0.132;NaN
NED2011025_114;MFD_SETNO114;43.1873;-63.222;358529;5;18-jul-11;05:13:26;31.1818;13.9301;5.46922;0.362036417910448;0.3935;0.251;0.1575;NaN;0.1265;6.0285
NED2011025_115;MFD_SETNO115;43.1805;-63.0515;358530;131;18-jul-11;06:52:34;34.9643;10.2416;4.24942;0.00512529850746269;7.2495;0.939;11.6755;34.989803314209;0.202;4.529
NED2011025_115;MFD_SETNO115;43.1805;-63.0515;358531;48;18-jul-11;06:52:34;32.3821;3.5991;6.05079;0.282685970149254;4.3495;0.8245;5.5825;NaN;0.1855;NaN
NED2011025_115;MFD_SETNO115;43.1805;-63.0515;358532;24;18-jul-11;06:52:34;31.8505;7.7844;5.31063;0.560246641791045;0.882;0.325;0.1795;NaN;0.129;NaN
NED2011025_115;MFD_SETNO115;43.1805;-63.0515;358533;6;18-jul-11;06:52:34;31.2732;14.1011;5.46851;0.317401791044776;0.5575;0.236;0.1455;NaN;0.109;5.974
NED2011025_116;MFD_SETNO116;43.1788;-62.9255;358534;114;18-jul-11;08:34:17;34.5572;8.9698;4.4366;0.0115319216417911;9.9905;1.066;13.0565;34.586597442627;0.224;4.636
NED2011025_116;MFD_SETNO116;43.1788;-62.9255;358535;48;18-jul-11;08:34:17;32.3911;3.7885;6.04002;0.302523582089552;3.953;0.7785;5.27;NaN;0.1735;NaN
NED2011025_116;MFD_SETNO116;43.1788;-62.9255;358536;25;18-jul-11;08:34:17;31.8181;8.7091;5.8399;0.71055671641791;0.968;0.358;0.1745;NaN;0.1375;NaN
NED2011025_116;MFD_SETNO116;43.1788;-62.9255;358537;6;18-jul-11;08:34:17;31.3587;14.1474;5.42698;0.317401791044776;0.6975;0.2695;0.1495;NaN;0.1195;5.9775
NED2011025_117;MFD_SETNO117;43.3303;-62.7655;358538;96;18-jul-11;10:29:07;33.9246;7.1998;4.49108;0.0128132462686567;9.79;1.087;12.023;33.9543113708496;0.232;4.5965
NED2011025_117;MFD_SETNO117;43.3303;-62.7655;358539;49;18-jul-11;10:29:07;32.4066;3.7258;6.08117;0.198376119402985;4.8865;0.87;7.1015;NaN;0.218;NaN
NED2011025_117;MFD_SETNO117;43.3303;-62.7655;358540;24;18-jul-11;10:29:07;31.785;10.3752;5.31592;0.737885820895522;1.052;0.3495;0.1625;NaN;0.13;NaN
NED2011025_117;MFD_SETNO117;43.3303;-62.7655;358541;6;18-jul-11;10:29:07;31.2848;13.855;5.47296;0.371955223880597;0.613;0.25;0.1465;NaN;0.1245;6.0385
NED2011025_118;MFD_SETNO118;43.504;-62.4642;358542;80;18-jul-11;12:49:05;33.409;5.999;4.93159;0.0384397388059702;9.99;1.134;12.0675;33.4388847351074;0.246;4.946
NED2011025_118;MFD_SETNO118;43.504;-62.4642;358543;49;18-jul-11;12:49:05;32.6027;4.2723;5.99;0.228132537313433;5.673;0.9425;8.0735;NaN;0.217;NaN
NED2011025_118;MFD_SETNO118;43.504;-62.4642;358544;25;18-jul-11;12:49:05;31.6742;11.1973;5.55168;0.601240298507463;1.206;0.357;0.167;NaN;0.128;NaN
NED2011025_118;MFD_SETNO118;43.504;-62.4642;358545;6;18-jul-11;12:49:05;31.413;13.7795;5.47963;0.371955223880597;0.6485;0.2585;0.146;NaN;0.1215;6.0385
NED2011025_119;MFD_SETNO119;43.5758;-62.5432;358546;77;18-jul-11;14:21:52;33.314;5.7417;4.97352;0.0694316417910448;9.077;1.068;11.278;33.3483581542969;0.2385;5.094
NED2011025_119;MFD_SETNO119;43.5758;-62.5432;358547;52;18-jul-11;14:21:52;32.8647;4.636;5.7071;0.357077014925373;6.274;0.931;8.3975;NaN;0.215;NaN
NED2011025_119;MFD_SETNO119;43.5758;-62.5432;358548;24;18-jul-11;14:21:52;31.6554;12.3131;5.19374;0.560246641791045;0.8345;0.2875;0.1595;NaN;0.1225;NaN
NED2011025_119;MFD_SETNO119;43.5758;-62.5432;358549;4;18-jul-11;14:21:52;31.5761;14.1053;5.42232;0.466183880597015;0.6905;0.2395;0.152;NaN;0.1205;5.916
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353141;88;07-jul-11;05:34:52;32.8223;4.2109;4.12368;0.0410023880597015;8.708;1.041;9.9545;32.8246955871582;NaN;5.5
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353142;50;07-jul-11;05:34:52;31.9076;4.4861;5.25667;0.737885820895522;1.31;0.482;0.7465;NaN;NaN;NaN
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353143;25;07-jul-11;05:34:52;31.4232;6.8105;5.12375;0.724221268656716;0.455;0.326;0;NaN;NaN;NaN
NED2011025_12;MFD_SETNO12;43.2408;-64.23;353144;5;07-jul-11;05:34:52;30.1585;14.5447;4.31653;0.481062089552239;0.5465;0.216;0;NaN;NaN;6.148
NED2011025_120;MFD_SETNO120;43.7178;-62.7967;358550;207;18-jul-11;17:55:39;35.1258;10.1931;3.08505;0.00512529850746269;14.576;1.3725;19.507;35.1629028320312;0.258;2.159
NED2011025_120;MFD_SETNO120;43.7178;-62.7967;358551;51;18-jul-11;17:55:39;33.7297;4.1756;5.18453;0.282685970149254;5.1535;0.903;7.408;NaN;0.208;NaN
NED2011025_120;MFD_SETNO120;43.7178;-62.7967;358552;25;18-jul-11;17:55:39;34.8881;9.8154;4.69203;0.683227611940298;0.865;0.303;0.1635;NaN;0.124;NaN
NED2011025_120;MFD_SETNO120;43.7178;-62.7967;358553;5;18-jul-11;17:55:39;31.2628;14.1504;5.42089;0.371955223880597;0.845;0.2655;0.165;NaN;0.119;5.9685
NED2011025_121;MFD_SETNO121;43.7108;-62.6187;358554;133;18-jul-11;20:05:41;34.8853;9.987;3.74395;0.0307517910447761;11.4825;1.184;15.96;34.9120063781738;0.268;4.1335
NED2011025_121;MFD_SETNO121;43.7108;-62.6187;358555;49;18-jul-11;20:05:41;32.3601;3.9188;6.06159;0.464594776119403;3.937;0.795;5.3715;NaN;0.196;NaN
NED2011025_121;MFD_SETNO121;43.7108;-62.6187;358556;24;18-jul-11;20:05:41;31.7287;11.864;5.12691;0.765214925373135;1.0875;0.355;0.169;NaN;0.1195;NaN
NED2011025_121;MFD_SETNO121;43.7108;-62.6187;358557;6;18-jul-11;20:05:41;31.3572;14.0422;5.46127;0.436427462686567;0.831;0.267;0.1575;NaN;0.118;5.982
NED2011025_122;MFD_SETNO122;43.7933;-62.1842;358558;125;18-jul-11;23:46:23;34.0036;7.6718;3.84911;0.0153758955223881;16.9135;1.327;15.6485;34.0412445068359;0.28;3.9585
NED2011025_122;MFD_SETNO122;43.7933;-62.1842;358559;48;18-jul-11;23:46:23;32.1676;3.4648;6.0675;0.362036417910448;3.702;0.787;3.972;NaN;0.3095;NaN
NED2011025_122;MFD_SETNO122;43.7933;-62.1842;358560;23;18-jul-11;23:46:23;31.5703;12.8975;5.6104;0.642233955223881;0.694;0.3105;0.1955;NaN;0.127;NaN
NED2011025_122;MFD_SETNO122;43.7933;-62.1842;358561;5;18-jul-11;23:46:23;31.5121;13.1082;5.5922;0.464594776119403;0.5525;0.2485;0.1745;NaN;0.1215;6.0325
NED2011025_123;MFD_SETNO123;43.622;-62.0307;358562;100;19-jul-11;02:16:03;33.6249;6.3592;4.59158;0.0205011940298507;13.9655;1.1935;13.3055;33.658763885498;0.2775;4.6735
NED2011025_123;MFD_SETNO123;43.622;-62.0307;358563;51;19-jul-11;02:16:03;32.8853;5.04;5.95462;0.416589850746269;4.2345;0.8005;5.069;NaN;0.412;NaN
NED2011025_123;MFD_SETNO123;43.622;-62.0307;358564;26;19-jul-11;02:16:03;32.2928;8.6673;5.73479;0.806208582089552;0.8025;0.319;0.192;NaN;0.1255;NaN
NED2011025_123;MFD_SETNO123;43.622;-62.0307;358565;6;19-jul-11;02:16:03;31.9349;14.3219;5.37823;0.292604776119403;0.585;0.227;0.176;NaN;0.1205;5.931
NED2011025_124;MFD_SETNO124;43.7442;-61.6347;358566;65;19-jul-11;05:14:26;32.6311;4.9984;5.82041;0.213254328358209;4.7625;0.825;2.6325;32.6594886779785;0.4315;6.1065
NED2011025_124;MFD_SETNO124;43.7442;-61.6347;358567;51;19-jul-11;05:14:26;32.6213;5.0274;5.79784;0.287645373134328;4.2825;0.769;2.181;NaN;0.389;NaN
NED2011025_124;MFD_SETNO124;43.7442;-61.6347;358568;25;19-jul-11;05:14:26;32.3215;8.3561;5.18167;1.1478223880597;1.673;0.479;0.3105;NaN;0.1895;NaN
NED2011025_124;MFD_SETNO124;43.7442;-61.6347;358569;5;19-jul-11;05:14:26;31.8463;12.9881;5.52917;0.352117611940299;0.515;0.262;0.14;NaN;0.134;6.118
NED2011025_125;MFD_SETNO125;43.4612;-61.8152;358570;81;19-jul-11;08:01:07;33.3989;5.9088;5.6062;0.0892692537313433;5.753;0.7795;6.8895;33.4486503601074;0.2595;5.8145
NED2011025_125;MFD_SETNO125;43.4612;-61.8152;358571;49;19-jul-11;08:01:07;33.2617;5.6628;5.82841;0.12894447761194;4.538;0.7135;5.5835;NaN;0.338;NaN
NED2011025_125;MFD_SETNO125;43.4612;-61.8152;358572;25;19-jul-11;08:01:07;32.71;11.9897;5.18937;0.765214925373134;0.798;0.3685;0.1485;NaN;0.134;NaN
NED2011025_125;MFD_SETNO125;43.4612;-61.8152;358573;6;19-jul-11;08:01:07;32.1901;14.4298;5.37366;0.386833432835821;0.6125;0.2115;0.1365;NaN;0.136;5.9405
NED2011025_126;MFD_SETNO126;43.4143;-62.1178;358574;101;19-jul-11;10:37:08;33.6083;6.3522;4.75719;0.0205011940298508;10.218;1.014;11.0595;33.6735877990723;0.2105;4.897
NED2011025_126;MFD_SETNO126;43.4143;-62.1178;358575;50;19-jul-11;10:37:08;33.0203;4.9479;5.86653;0.0644722388059702;6.7415;0.905;7.5125;NaN;0.5335;NaN
NED2011025_126;MFD_SETNO126;43.4143;-62.1178;358576;25;19-jul-11;10:37:08;32.3979;7.4008;5.99429;0.901860447761194;1.1055;0.374;0.312;NaN;0.15;NaN
NED2011025_126;MFD_SETNO126;43.4143;-62.1178;358577;6;19-jul-11;10:37:08;31.6438;14.2046;5.4276;0.391792835820896;0.62;0.2245;0.15;NaN;0.1355;5.99
NED2011025_127;MFD_SETNO127;43.2662;-61.7227;358578;86;19-jul-11;13:21:05;33.3879;5.8209;5.65591;0.079350447761194;5.5915;0.837;6.981;33.4420166015625;0.4135;5.855
NED2011025_127;MFD_SETNO127;43.2662;-61.7227;358579;49;19-jul-11;13:21:05;32.9402;4.7769;6.00556;0.178538507462687;4.5955;0.7835;4.9505;NaN;0.3995;NaN
NED2011025_127;MFD_SETNO127;43.2662;-61.7227;358580;25;19-jul-11;13:21:05;32.1602;11.4187;5.54519;0.765214925373134;0.7565;0.3105;0.1545;NaN;0.1345;NaN
NED2011025_127;MFD_SETNO127;43.2662;-61.7227;358581;5;19-jul-11;13:21:05;32.1902;14.7915;5.34099;0.386833432835821;0.563;0.2015;0.1515;NaN;0.1295;5.939
NED2011025_128;MFD_SETNO128;43.404;-61.6003;358582;81;19-jul-11;15:09:39;32.9757;4.8152;5.73928;0.148782089552239;5.278;0.8165;5.2765;33.0279541015625;0.4465;6.0795
NED2011025_128;MFD_SETNO128;43.404;-61.6003;358583;50;19-jul-11;15:09:39;32.9837;4.8383;5.6897;0.173579104477612;5.288;0.837;5.1995;NaN;0.456;NaN
NED2011025_128;MFD_SETNO128;43.404;-61.6003;358584;26;19-jul-11;15:09:39;32.3142;10.8458;5.43584;0.300620149253731;0.653;0.3045;0.159;NaN;0.139;NaN
NED2011025_128;MFD_SETNO128;43.404;-61.6003;358585;5;19-jul-11;15:09:39;32.0662;13.7623;5.50447;0.47114328358209;0.5195;0.2485;0.151;NaN;0.136;6.0655
