CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273901;140;01-jul-05;01:14:17;33.673;5.913;3.7321;3.7321;5.913;33.673
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273902;102;01-jul-05;01:14:17;32.805;3.417;4.6585;4.6585;3.417;32.805
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273903;75;01-jul-05;01:14:17;32.468;2.434;4.8812;4.8812;2.434;32.468
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273904;50;01-jul-05;01:14:17;32.103;2.802;5.3805;5.3805;2.802;32.103
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273905;40;01-jul-05;01:14:17;32.208;4.575;5.6371;5.6371;4.575;32.208
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273906;30;01-jul-05;01:14:17;31.982;4.914;5.8031;5.8031;4.914;31.982
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273907;20;01-jul-05;01:14:17;31.899;7.559;5.6124;5.6124;7.559;31.899
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273908;10;01-jul-05;01:14:17;30.96;11.559;5.0223;5.0223;11.559;30.96
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273909;5;01-jul-05;01:14:17;30.838;12.041;4.9722;4.9722;12.041;30.838
TEL2005605_0;MFD_SETNO0;44.2705;63.3185;273910;1;01-jul-05;01:14:17;31.02;12.029;5.0289;5.0289;12.029;31.02
TEL2005605_1;MFD_SETNO1;43.723833;62.944167;273911;251;01-jul-05;06:37:48;34.974;9.533;2.8795;2.8795;9.533;34.974
TEL2005605_1;MFD_SETNO1;43.723833;62.944167;273912;50;01-jul-05;06:37:48;32.814;4.338;5.0103;5.0103;4.338;32.814
TEL2005605_1;MFD_SETNO1;43.723833;62.944167;273913;25;01-jul-05;06:37:48;32.353;5.624;5.6919;5.6919;5.624;32.353
TEL2005605_1;MFD_SETNO1;43.723833;62.944167;273914;5;01-jul-05;06:37:48;31.39;11.993;4.4372;4.4372;11.993;31.39
TEL2005605_10;MFD_SETNO10;43.221667;64.129333;273947;87;02-jul-05;07:00:10;32.345;2.6;4.8866;4.8866;2.6;32.345
TEL2005605_10;MFD_SETNO10;43.221667;64.129333;273948;50;02-jul-05;07:00:10;32.03;3.476;5.3445;5.3445;3.476;32.03
TEL2005605_10;MFD_SETNO10;43.221667;64.129333;273949;25;02-jul-05;07:00:10;31.792;4.485;5.5834;5.5834;4.485;31.792
TEL2005605_10;MFD_SETNO10;43.221667;64.129333;273950;5;02-jul-05;07:00:10;30.999;11.128;4.6387;4.6387;11.128;30.999
TEL2005605_12;MFD_SETNO12;42.913833;64.187167;273951;105;02-jul-05;12:49:42;33.615;6.225;4.139;4.139;6.225;33.615
TEL2005605_12;MFD_SETNO12;42.913833;64.187167;273952;50;02-jul-05;12:49:42;32.252;3.85;5.1796;5.1796;3.85;32.252
TEL2005605_12;MFD_SETNO12;42.913833;64.187167;273953;25;02-jul-05;12:49:42;31.796;4.418;5.6278;5.6278;4.418;31.796
TEL2005605_12;MFD_SETNO12;42.913833;64.187167;273954;5;02-jul-05;12:49:42;31.05;11.425;4.9761;4.9761;11.425;31.05
TEL2005605_13;MFD_SETNO13;42.727167;64.396667;273955;117;02-jul-05;14:59:33;33.81;6.676;3.9683;3.9683;6.676;33.81
TEL2005605_13;MFD_SETNO13;42.727167;64.396667;273956;50;02-jul-05;14:59:33;32.165;4.247;5.2539;5.2539;4.247;32.165
TEL2005605_13;MFD_SETNO13;42.727167;64.396667;273957;25;02-jul-05;14:59:33;31.66;5.868;5.6321;5.6321;5.868;31.66
TEL2005605_13;MFD_SETNO13;42.727167;64.396667;273958;5;02-jul-05;14:59:33;30.989;12.53;4.7349;4.7349;12.53;30.989
TEL2005605_14;MFD_SETNO14;42.577167;64.448;273959;383;02-jul-05;17:35:56;34.943;6.731;3.1812;3.1812;6.731;34.943
TEL2005605_14;MFD_SETNO14;42.577167;64.448;273960;50;02-jul-05;17:35:56;32.458;3.794;5.0614;5.0614;3.794;32.458
TEL2005605_14;MFD_SETNO14;42.577167;64.448;273961;25;02-jul-05;17:35:56;31.963;5.642;5.6558;5.6558;5.642;31.963
TEL2005605_14;MFD_SETNO14;42.577167;64.448;273962;5;02-jul-05;17:35:56;31.38;11.467;4.5734;4.5734;11.467;31.38
