CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
NED2009027_10;MFD_SETNO10;43.5811;-62.7328;326790;50;03-jul-09;05:46:44;32.8058;3.9092;3.69268;0.37298506779661;4.711;0.8935;8.0115;NaN;0.1375;NaN
NED2009027_10;MFD_SETNO10;43.5811;-62.7328;326791;26;03-jul-09;05:46:44;32.1304;5.1054;4.4129;0.36055223220339;0.9085;0.4135;0.4115;NaN;0.097;NaN
NED2009027_10;MFD_SETNO10;43.5811;-62.7328;326792;5;03-jul-09;05:46:44;31.275;15.554;3.47527;0.114705688135593;0.5315;0.238;0.3785;NaN;0.079;5.95
NED2009027_100;MFD_SETNO100;44.1048;-61.2396;330871;83;15-jul-09;19:08:13;33.3076;5.6245;3.27023;0.120055971610169;8.1215;0.899;7.0225;33.3147766650391;0.299;5.821
NED2009027_100;MFD_SETNO100;44.1048;-61.2396;330872;50;15-jul-09;19:08:13;32.6276;4.7796;3.72324;0.895164162711864;5.345;0.788;2.6815;NaN;0.3655;NaN
NED2009027_100;MFD_SETNO100;44.1048;-61.2396;330873;24;15-jul-09;19:08:13;32.102;8.7949;4.0518;0.646507450847458;0.734;0.395;0.778;NaN;0.096;NaN
NED2009027_100;MFD_SETNO100;44.1048;-61.2396;330874;5;15-jul-09;19:08:13;31.833;16.2911;3.30192;0.207369405508475;0.5175;0.2855;0.7635;NaN;0.087;5.807
NED2009027_101;MFD_SETNO101;44.2103;-61.0123;330875;59;15-jul-09;21:11:20;32.6759;4.3849;3.58328;0.584343272881356;5.6315;0.777;2.7585;32.6764065393066;0.3905;6.5355
NED2009027_101;MFD_SETNO101;44.2103;-61.0123;330876;51;15-jul-09;21:11:20;32.501;4.4386;3.66501;0.994626847457627;5.281;0.7585;2.4785;NaN;0.403;NaN
NED2009027_101;MFD_SETNO101;44.2103;-61.0123;330877;26;15-jul-09;21:11:20;31.9037;7.3021;4.11322;0.559477601694915;0.7875;0.4665;0.7875;NaN;0.1005;NaN
NED2009027_101;MFD_SETNO101;44.2103;-61.0123;330878;5;15-jul-09;21:11:20;32.0215;16.6383;3.30658;0.247388062711864;0.619;0.2515;0.76;NaN;0.0975;5.8645
NED2009027_102;MFD_SETNO102;44.1192;-60.9833;330879;51;15-jul-09;22:34:06;32.455;4.7232;3.70315;1.16015055254237;3.951;0.65;1.639;32.4448815063477;0.333;6.732
NED2009027_102;MFD_SETNO102;44.1192;-60.9833;330880;25;15-jul-09;22:34:06;31.9914;8.2415;3.93183;1.11895520338983;0.579;0.45;0.774;NaN;0.1045;NaN
NED2009027_102;MFD_SETNO102;44.1192;-60.9833;330881;5;15-jul-09;22:34:06;31.9127;16.4161;3.30887;0.211007465254237;1.298;0.3205;0.792;NaN;0.1225;5.966
NED2009027_103;MFD_SETNO103;44.0112;-60.7773;330882;29;16-jul-09;00:26:30;31.7402;10.0583;3.92521;1.67577302033898;0.241;0.4195;0.802;31.7382550024414;0.101;7.043
NED2009027_103;MFD_SETNO103;44.0112;-60.7773;330883;25;16-jul-09;00:26:30;31.7415;10.1602;3.88956;1.77245223305085;1.6405;0.417;0.7995;NaN;0.0955;NaN
NED2009027_103;MFD_SETNO103;44.0112;-60.7773;330884;5;16-jul-09;00:26:30;31.6029;15.5048;3.39778;0.272854480932203;0.2775;0.324;0.785;NaN;0.083;6.2995
NED2009027_104;MFD_SETNO104;44.1612;-60.6746;330885;56;16-jul-09;02:23:10;32.5181;4.3944;3.76711;0.907596998305085;3.6655;0.6975;2.3565;32.5234574169922;0.27;7.4335
NED2009027_104;MFD_SETNO104;44.1612;-60.6746;330886;25;16-jul-09;02:23:10;31.6988;7.7263;4.23213;0.547044766101695;0.763;0.348;0.811;NaN;0.089;NaN
NED2009027_104;MFD_SETNO104;44.1612;-60.6746;330887;5;16-jul-09;02:23:10;31.3108;15.4722;3.40097;0.203731345762712;0.5565;0.2605;0.8155;NaN;0.0845;6.395
NED2009027_105;MFD_SETNO105;44.2156;-60.8054;330888;23;16-jul-09;03:45:54;31.7353;9.7776;3.97079;2.38475391355932;0.14;0.4335;0.8005;31.7370217242432;0.089;7.0025
NED2009027_105;MFD_SETNO105;44.2156;-60.8054;330889;5;16-jul-09;03:45:54;32.0333;16.2852;3.31087;0.221921644491525;0.6305;0.3005;0.628;NaN;0.0985;5.861
NED2009027_106;MFD_SETNO106;44.3382;-61.1777;330890;85;16-jul-09;08:30:49;33.5621;5.8016;2.78915;0.0691231351694915;11.7955;1.1355;11.309;33.5698945031738;0.1425;4.948
NED2009027_106;MFD_SETNO106;44.3382;-61.1777;330891;51;16-jul-09;08:30:49;32.7848;5.2981;3.86382;1.04435818983051;2.2565;0.664;1.4355;NaN;0.3015;NaN
NED2009027_106;MFD_SETNO106;44.3382;-61.1777;330892;25;16-jul-09;08:30:49;32.2418;8.2161;4.2542;0.547044766101695;0.6785;0.3615;0.6255;NaN;0.107;NaN
NED2009027_106;MFD_SETNO106;44.3382;-61.1777;330893;5;16-jul-09;08:30:49;32.0095;16.4121;3.29402;0.25466418220339;0.6115;0.2985;0.619;NaN;0.1025;5.7025
NED2009027_107;MFD_SETNO107;44.2683;-61.2529;330894;97;16-jul-09;10:05:24;33.4688;5.6434;3.00433;0.0400186572033898;10.5845;1.1175;10.4725;33.4776936584473;0.144;5.3445
NED2009027_107;MFD_SETNO107;44.2683;-61.2529;330895;50;16-jul-09;10:05:24;32.7787;4.0907;3.61906;0.440205229237288;6.3525;0.906;4.266;NaN;0.418;NaN
NED2009027_107;MFD_SETNO107;44.2683;-61.2529;330896;26;16-jul-09;10:05:24;32.093;7.4725;4.21355;0.658940286440678;0.707;0.402;0.654;NaN;0.1205;NaN
NED2009027_107;MFD_SETNO107;44.2683;-61.2529;330897;5;16-jul-09;10:05:24;31.5952;16.4449;3.2689;0.214645525;0.6205;0.3005;0.635;NaN;0.1015;5.6945
NED2009027_108;MFD_SETNO108;44.4712;-61.1917;330898;102;16-jul-09;12:25:10;33.1786;3.8571;3.21027;0.0545708961864407;10.6715;1.193;10.934;33.1773896337891;0.1595;5.7635
NED2009027_108;MFD_SETNO108;44.4712;-61.1917;330899;51;16-jul-09;12:25:10;32.603;3.7968;3.75067;0.392910452542373;4.5005;0.9005;5.032;NaN;0.298;NaN
NED2009027_108;MFD_SETNO108;44.4712;-61.1917;330900;25;16-jul-09;12:25:10;31.6274;8.6381;4.14922;0.7335373;0.707;0.3675;0.675;NaN;0.138;NaN
NED2009027_108;MFD_SETNO108;44.4712;-61.1917;330901;5;16-jul-09;12:25:10;31.7;16.0673;3.31779;0.0763992546610169;0.3515;0.3695;0.652;NaN;0.098;6.027
NED2009027_109;MFD_SETNO109;44.5448;-60.883;330902;70;16-jul-09;14:53:22;32.3488;2.9827;3.61263;0.276492540677966;6.6415;0.928;4.773;32.319010657959;0.2745;6.498
NED2009027_109;MFD_SETNO109;44.5448;-60.883;330903;50;16-jul-09;14:53:22;32.1055;3.8751;3.94499;1.11895520338983;2.9875;0.658;2.635;NaN;0.237;NaN
NED2009027_109;MFD_SETNO109;44.5448;-60.883;330904;26;16-jul-09;14:53:22;31.6738;7.375;4.24643;0.596776108474576;0.659;0.3025;0.654;NaN;0.117;NaN
NED2009027_109;MFD_SETNO109;44.5448;-60.883;330905;5;16-jul-09;14:53:22;31.2662;15.7831;3.36962;0.189179106779661;0.4185;0.268;0.651;NaN;0.109;5.8925
NED2009027_11;MFD_SETNO11;43.6419;-62.4092;326793;70;03-jul-09;08:18:28;33.7792;6.8297;3.26511;0.0938501084745763;7.2415;0.833;8.837;33.767313658796;0.182;5.6615
NED2009027_11;MFD_SETNO11;43.6419;-62.4092;326794;47;03-jul-09;08:18:28;33.1244;5.8777;3.83552;0.882731327118644;2.818;0.6345;3.5425;NaN;0.4615;NaN
NED2009027_11;MFD_SETNO11;43.6419;-62.4092;326795;24;03-jul-09;08:18:28;32.1221;7.4415;4.27954;0.646507450847458;1.1815;0.356;0.4605;NaN;0.093;NaN
NED2009027_11;MFD_SETNO11;43.6419;-62.4092;326796;4;03-jul-09;08:18:28;31.3262;15.5046;3.45241;0.145522389830508;0.529;0.24;0.386;NaN;0.076;5.842
NED2009027_110;MFD_SETNO110;44.6195;-60.9523;330906;85;16-jul-09;16:33:44;32.7014;3.4005;3.57259;0.163712688559322;5.0885;0.894;5.4995;32.6363404528809;0.2845;6.436
NED2009027_110;MFD_SETNO110;44.6195;-60.9523;330907;51;16-jul-09;16:33:44;32.2614;3.2424;3.84903;0.534611930508475;4.009;0.8015;3.752;NaN;0.2635;NaN
NED2009027_110;MFD_SETNO110;44.6195;-60.9523;330908;26;16-jul-09;16:33:44;31.8312;5.2015;4.36772;0.770835806779661;1.361;0.4105;0.731;NaN;0.1325;NaN
NED2009027_110;MFD_SETNO110;44.6195;-60.9523;330909;5;16-jul-09;16:33:44;31.063;15.5736;3.39969;0.247388062711864;0.418;0.2525;0.6575;NaN;0.097;5.9325
NED2009027_111;MFD_SETNO111;44.6594;-60.8418;330910;62;16-jul-09;18:05:44;32.4043;2.6526;3.61084;0.320149257627119;6.034;0.979;6.1675;32.3433873498535;0.2585;6.5785
NED2009027_111;MFD_SETNO111;44.6594;-60.8418;330911;50;16-jul-09;18:05:44;32.0912;3.1631;3.73235;0.783268642372881;5.339;0.9385;4.7265;NaN;0.25;NaN
NED2009027_111;MFD_SETNO111;44.6594;-60.8418;330912;25;16-jul-09;18:05:44;31.6482;5.8447;4.29694;1.81519399661017;0.89;0.418;0.732;NaN;0.1165;NaN
NED2009027_111;MFD_SETNO111;44.6594;-60.8418;330913;5;16-jul-09;18:05:44;31.1545;15.8868;3.36537;0.200093286016949;0.418;0.269;0.6665;NaN;0.0925;6.0375
NED2009027_112;MFD_SETNO112;44.9708;-61.0619;330914;183;16-jul-09;20:57:01;32.7562;1.5837;3.20111;0.025466418220339;13.933;1.2525;13.1935;32.7605706604004;0.1615;5.8445
NED2009027_112;MFD_SETNO112;44.9708;-61.0619;330915;50;16-jul-09;20:57:01;31.9704;2.0625;4.01888;0.251026122457627;3.99;0.819;4.623;NaN;0.277;NaN
NED2009027_112;MFD_SETNO112;44.9708;-61.0619;330916;25;16-jul-09;20:57:01;31.0847;4.6292;4.38841;0.646507450847458;1.2455;0.4945;0.782;NaN;0.123;NaN
NED2009027_112;MFD_SETNO112;44.9708;-61.0619;330917;4;16-jul-09;20:57:01;30.6122;15.445;3.45594;0.258302241949153;0.707;0.292;0.684;NaN;0.0925;6.035
NED2009027_113;MFD_SETNO113;45.1159;-60.661;330918;96;16-jul-09;23:35:05;32.4717;1.7448;3.45256;0.0436567169491525;10.264;1.122;9.9315;32.4820600012207;0.214;6.225
NED2009027_113;MFD_SETNO113;45.1159;-60.661;330919;50;16-jul-09;23:35:05;31.9284;2.1278;4.13905;0.487500005932203;3.4115;0.781;3.892;NaN;0.2945;NaN
NED2009027_113;MFD_SETNO113;45.1159;-60.661;330920;26;16-jul-09;23:35:05;31.1127;5.6728;4.25127;0.411100751271186;0.88;0.404;0.749;NaN;0.0925;NaN
NED2009027_113;MFD_SETNO113;45.1159;-60.661;330921;5;16-jul-09;23:35:05;30.5805;15.689;3.37456;0.167350748305085;1.929;0.4;0.722;NaN;0.104;5.995
NED2009027_114;MFD_SETNO114;45.1831;-60.6554;330922;144;17-jul-09;01:28:29;32.9891;1.7724;3.04953;0.0582089559322034;15.259;1.378;14.283;NaN;0.2555;5.5865
NED2009027_114;MFD_SETNO114;45.1831;-60.6554;330923;51;17-jul-09;01:28:29;31.9295;1.2601;4.06726;0.345615675847458;4.79;0.901;5.2295;NaN;0.3145;NaN
NED2009027_114;MFD_SETNO114;45.1831;-60.6554;330924;26;17-jul-09;01:28:29;31.3617;7.1978;4.23424;0.381996273305085;0.601;0.325;0.782;NaN;0.1115;NaN
NED2009027_114;MFD_SETNO114;45.1831;-60.6554;330925;5;17-jul-09;01:28:29;30.5287;15.014;3.44405;0.189179106779661;0.764;0.3035;0.7225;33.0354127453613;0.1155;6.0045
NED2009027_115;MFD_SETNO115;45.1701;-60.148;330926;73;17-jul-09;04:46:24;32.4414;1.453;3.48537;0.0291044779661017;10.4665;1.1455;10.648;32.4464162463379;0.1345;6.315
NED2009027_115;MFD_SETNO115;45.1701;-60.148;330927;51;17-jul-09;04:46:24;32.1712;1.1696;3.79931;0.0727611949152542;8.283;1.0175;8.411;NaN;0.2105;NaN
NED2009027_115;MFD_SETNO115;45.1701;-60.148;330928;25;17-jul-09;04:46:24;31.461;5.675;4.35009;0.795701477966102;1.1105;0.4535;0.917;NaN;0.1315;NaN
NED2009027_115;MFD_SETNO115;45.1701;-60.148;330929;5;17-jul-09;04:46:24;30.4495;15.5292;3.37281;0.192817166525424;0.87;0.261;0.7665;NaN;0.091;6.0175
NED2009027_116;MFD_SETNO116;44.9868;-60.4581;330930;79;17-jul-09;07:15:23;32.4853;1.7981;3.50222;0.0363805974576271;9.075;1.0645;9.524;32.5024240197754;0.1885;6.307
NED2009027_116;MFD_SETNO116;44.9868;-60.4581;330931;52;17-jul-09;07:15:23;32.2029;1.3455;3.82123;0.196455226271186;6.7575;0.9915;7.3425;NaN;0.2255;NaN
NED2009027_116;MFD_SETNO116;44.9868;-60.4581;330932;26;17-jul-09;07:15:23;31.4241;6.4116;4.32074;0.870298491525424;0.716;0.3865;0.8155;NaN;0.1005;NaN
NED2009027_116;MFD_SETNO116;44.9868;-60.4581;330933;6;17-jul-09;07:15:23;30.5932;15.8782;3.33765;0.192817166525424;1.0525;0.274;0.7845;NaN;0.0915;5.9635
NED2009027_117;MFD_SETNO117;44.6667;-60.539;330934;35;17-jul-09;10:11:03;31.7506;4.8612;4.01406;1.83690504152542;1.8515;0.5595;1.271;31.7025472412109;0.16;7.1145
NED2009027_117;MFD_SETNO117;44.6667;-60.539;330935;25;17-jul-09;10:11:03;31.5848;6.4122;4.20779;1.3535089779661;1.0335;0.4335;0.895;NaN;0.1305;NaN
NED2009027_117;MFD_SETNO117;44.6667;-60.539;330936;5;17-jul-09;10:11:03;31.0454;15.9803;3.32984;0.305597018644068;0.4755;0.254;0.78;NaN;0.0885;5.903
NED2009027_118;MFD_SETNO118;44.5019;-60.4986;330937;36;17-jul-09;11:58:23;31.4821;6.6364;4.13878;1.12792414830508;0.714;0.357;0.572;31.4899392919922;0.1625;7.3275
NED2009027_118;MFD_SETNO118;44.5019;-60.4986;330938;23;17-jul-09;11:58:23;31.4302;6.8901;4.12892;1.12792414830508;0.9435;0.358;0.571;NaN;0.1675;NaN
NED2009027_118;MFD_SETNO118;44.5019;-60.4986;330939;5;17-jul-09;11:58:23;31.1646;15.466;3.38935;0.232835823728814;0.4015;0.205;0.498;NaN;0.14;5.955
NED2009027_119;MFD_SETNO119;44.4127;-60.5692;330940;45;17-jul-09;13:27:09;31.7857;4.925;4.00057;1.22460336101695;2.0975;0.5155;1.318;31.7837400341797;0.233;7.1035
NED2009027_119;MFD_SETNO119;44.4127;-60.5692;330941;25;17-jul-09;13:27:09;31.5056;7.0623;4.14346;0.999018531355932;0.7345;0.3395;0.628;NaN;0.1665;NaN
NED2009027_119;MFD_SETNO119;44.4127;-60.5692;330942;5;17-jul-09;13:27:09;31.1412;15.9369;3.35766;0.316511197881356;0.318;0.209;0.5;NaN;0.1445;6.426
NED2009027_12;MFD_SETNO12;43.2942;-62.5872;326797;92;03-jul-09;11:47:12;34.3915;8.8418;2.99979;0.0260694745762712;7.3495;0.8615;10.4195;34.3878725437709;0.1515;5.168
NED2009027_12;MFD_SETNO12;43.2942;-62.5872;326798;51;03-jul-09;11:47:12;33.3271;6.2016;3.70818;0.832999984745763;2.756;0.616;3.779;NaN;0.3215;NaN
NED2009027_12;MFD_SETNO12;43.2942;-62.5872;326799;25;03-jul-09;11:47:12;32.5939;7.7521;4.24587;0.472447752542373;0.9505;0.2895;0.421;NaN;0.085;NaN
NED2009027_12;MFD_SETNO12;43.2942;-62.5872;326800;4;03-jul-09;11:47:12;32.2625;15.5252;3.48368;0.152798509322034;0.789;0.259;0.3925;NaN;0.0805;5.8665
NED2009027_120;MFD_SETNO120;44.3952;-60.3705;330943;46;17-jul-09;15:26:02;32.0376;2.9207;3.82242;0.783268642372881;4.465;0.755;4.073;32.0516618701172;0.3375;6.8475
NED2009027_120;MFD_SETNO120;44.3952;-60.3705;330944;26;17-jul-09;15:26:02;31.873;3.5427;4.32236;0.907596998305085;1.673;0.473;1.1255;NaN;0.2375;NaN
NED2009027_120;MFD_SETNO120;44.3952;-60.3705;330945;5;17-jul-09;15:26:02;31.0834;15.897;3.39211;0.378358213559322;0.356;0.21;0.51;NaN;0.145;6.391
NED2009027_121;MFD_SETNO121;44.3961;-59.9525;330946;166;17-jul-09;18:01:40;34.1828;6.3106;2.95391;0.0218283584745763;11.8735;1.0525;13.389;34.1806219140625;0.235;5.3205
NED2009027_121;MFD_SETNO121;44.3961;-59.9525;330947;51;17-jul-09;18:01:40;32.5058;3.5992;3.88192;0.584343272881356;4.1095;0.689;3.188;NaN;0.3225;NaN
NED2009027_121;MFD_SETNO121;44.3961;-59.9525;330948;26;17-jul-09;18:01:40;32.2752;6.3672;4.35709;1.14382087457627;1.5725;0.336;0.534;NaN;0.178;NaN
NED2009027_121;MFD_SETNO121;44.3961;-59.9525;330949;6;17-jul-09;18:01:40;31.6566;16.5461;3.29917;0.207369405508475;0.377;0.219;0.5105;NaN;0.146;6.297
NED2009027_122;MFD_SETNO122;44.2463;-59.782;330950;123;17-jul-09;20:15:55;34.0857;5.96;3.01033;0.0327425377118644;10.6245;1.018;13.316;34.1007082092285;0.255;5.3055
NED2009027_122;MFD_SETNO122;44.2463;-59.782;330951;51;17-jul-09;20:15:55;32.6596;4.6031;3.91243;0.378358213559322;2.8165;0.6225;3.188;NaN;0.35;NaN
NED2009027_122;MFD_SETNO122;44.2463;-59.782;330952;26;17-jul-09;20:15:55;32.1365;7.2713;4.26295;0.696238793220339;0.9185;0.344;0.5845;NaN;0.1515;NaN
NED2009027_122;MFD_SETNO122;44.2463;-59.782;330953;6;17-jul-09;20:15:55;31.3899;16.6248;3.31844;0.192817166525424;0.2975;0.217;0.519;NaN;0.1515;5.871
NED2009027_123;MFD_SETNO123;44.4355;-59.4171;330954;114;17-jul-09;23:24:58;34.1254;6.8059;3.14891;0.0436567169491525;7.9025;0.8635;10.5515;34.0173727209473;0.268;5.6545
NED2009027_123;MFD_SETNO123;44.4355;-59.4171;330955;51;17-jul-09;23:24:58;32.4159;2.6932;4.15729;0.522179094915254;2.09;0.612;2.325;NaN;0.2815;NaN
NED2009027_123;MFD_SETNO123;44.4355;-59.4171;330956;26;17-jul-09;23:24:58;32.1767;6.4155;4.26543;0.932462669491525;0.848;0.376;0.707;NaN;0.174;NaN
NED2009027_123;MFD_SETNO123;44.4355;-59.4171;330957;5;17-jul-09;23:24:58;32.0429;16.8142;3.27852;0.189179106779661;0.539;0.217;0.5415;NaN;0.144;5.757
NED2009027_124;MFD_SETNO124;44.692;-59.4523;330958;107;18-jul-09;02:25:54;32.4139;1.3401;3.66923;0.845432820338983;5.67;0.829;6.0665;32.2308321240234;0.2745;6.916
NED2009027_124;MFD_SETNO124;44.692;-59.4523;330959;50;18-jul-09;02:25:54;32.2906;1.0968;3.84386;0.0691231351694915;6.418;0.8795;7.1495;NaN;0.325;NaN
NED2009027_124;MFD_SETNO124;44.692;-59.4523;330960;25;18-jul-09;02:25:54;31.7308;4.8735;4.44214;2.22362189237288;1.1755;0.432;0.8505;NaN;0.1725;NaN
NED2009027_124;MFD_SETNO124;44.692;-59.4523;330961;5;18-jul-09;02:25:54;31.4874;16.498;3.28884;0.25466418220339;0.699;0.2235;0.533;NaN;0.135;6.318
NED2009027_125;MFD_SETNO125;44.6247;-59.5658;330962;64;18-jul-09;03:34:05;32.4139;3.8116;3.8797;1.28905616949153;3.93;0.677;2.642;32.4076437304687;0.2885;6.9395
NED2009027_125;MFD_SETNO125;44.6247;-59.5658;330963;51;18-jul-09;03:34:05;32.4033;3.7544;3.90179;1.41796178644068;3.505;0.658;2.514;NaN;0.285;NaN
NED2009027_125;MFD_SETNO125;44.6247;-59.5658;330964;24;18-jul-09;03:34:05;31.9283;6.8511;4.31392;0.957328340677966;1.871;0.343;0.5745;NaN;0.136;NaN
NED2009027_125;MFD_SETNO125;44.6247;-59.5658;330965;6;18-jul-09;03:34:05;32.1392;16.836;3.25458;0.203731345762712;0.365;0.2125;0.5385;NaN;0.128;5.818
NED2009027_126;MFD_SETNO126;44.682;-59.7564;330966;257;18-jul-09;05:27:31;33.4429;4.5215;3.25054;0.025466418220339;7.5155;0.9155;8.8065;33.4426744836426;0.2655;5.8895
NED2009027_126;MFD_SETNO126;44.682;-59.7564;330967;51;18-jul-09;05:27:31;32.4856;2.7747;3.82283;0.149160449576271;7.4825;0.9;8.741;NaN;0.263;NaN
NED2009027_126;MFD_SETNO126;44.682;-59.7564;330968;26;18-jul-09;05:27:31;32.4078;7.0178;4.2383;1.16868654576271;1.7945;0.3745;0.673;NaN;0.139;NaN
NED2009027_126;MFD_SETNO126;44.682;-59.7564;330969;5;18-jul-09;05:27:31;31.8086;16.2094;3.30542;0.221921644491525;0.544;0.2275;0.5525;NaN;0.126;6.0535
NED2009027_127;MFD_SETNO127;44.9001;-59.8369;330970;192;18-jul-09;09:22:33;33.4893;4.577;3.20352;0.0363805974576271;10.3895;0.999;11.2635;33.5087377990723;0.206;5.515
NED2009027_127;MFD_SETNO127;44.9001;-59.8369;330971;59;18-jul-09;09:22:33;32.3787;1.7522;3.74284;0.0982276131355932;6.8255;0.8955;7.7925;NaN;0.245;NaN
NED2009027_127;MFD_SETNO127;44.9001;-59.8369;330972;25;18-jul-09;09:22:33;31.8115;6.4215;4.39733;2.54588593474576;1.4745;0.3835;0.6645;NaN;0.1415;NaN
NED2009027_127;MFD_SETNO127;44.9001;-59.8369;330973;5;18-jul-09;09:22:33;31.4159;15.6943;3.3697;0.214645525;0.6505;0.2125;0.576;NaN;0.121;5.849
NED2009027_128;MFD_SETNO128;44.9527;-59.1577;330974;78;18-jul-09;13:59:17;32.2195;1.0893;3.73212;0.0400186572033898;7.6795;0.95;7.0705;32.2112528356934;0.303;6.5245
NED2009027_128;MFD_SETNO128;44.9527;-59.1577;330975;51;18-jul-09;13:59:17;31.8208;1.2307;4.06657;0.378358213559322;3.9165;0.78;3.8155;NaN;0.335;NaN
NED2009027_128;MFD_SETNO128;44.9527;-59.1577;330976;27;18-jul-09;13:59:17;31.0095;6.5354;4.28955;0.42929105;1.2845;0.289;0.6065;NaN;0.1255;NaN
NED2009027_128;MFD_SETNO128;44.9527;-59.1577;330977;5;18-jul-09;13:59:17;30.8337;15.9059;3.35326;0.145522389830508;0.2755;0.1925;0.584;NaN;0.1225;5.765
NED2009027_129;MFD_SETNO129;45.004;-58.9624;330978;99;18-jul-09;16:08:18;32.3213;1.1581;3.69355;0.0436567169491525;8.099;0.9535;7.305;32.336886463623;0.3145;6.6035
NED2009027_129;MFD_SETNO129;45.004;-58.9624;330979;51;18-jul-09;16:08:18;31.8535;1.1762;4.135;0.38927239279661;3.2495;0.7195;3.471;NaN;0.2895;NaN
NED2009027_129;MFD_SETNO129;45.004;-58.9624;330980;26;18-jul-09;16:08:18;31.0142;6.0001;4.33884;0.944895505084746;0.498;0.351;0.692;NaN;0.134;NaN
NED2009027_129;MFD_SETNO129;45.004;-58.9624;330981;6;18-jul-09;16:08:18;30.8419;15.8488;3.35699;0.145522389830508;0.372;0.191;0.596;NaN;0.1285;5.8675
NED2009027_13;MFD_SETNO13;43.2304;-63.2331;326801;133;03-jul-09;15:42:19;35.1178;10.6977;2.44089;0.0312833694915254;8.975;1.081;15.723;35.126999849156;0.1235;4.264
NED2009027_13;MFD_SETNO13;43.2304;-63.2331;326802;52;03-jul-09;15:42:19;32.8458;4.2642;3.7768;0.167350748305085;5.326;0.8885;8.006;NaN;0.1085;NaN
NED2009027_13;MFD_SETNO13;43.2304;-63.2331;326803;27;03-jul-09;15:42:19;32.1379;7.8267;4.20796;0.696238793220339;0.819;0.392;0.58;NaN;0.097;NaN
NED2009027_13;MFD_SETNO13;43.2304;-63.2331;326804;6;03-jul-09;15:42:19;32.2828;14.2994;3.29458;0.17462686779661;0.65;0.239;0.416;NaN;0.0805;5.911
NED2009027_130;MFD_SETNO130;45.0995;-59.1163;330982;76;18-jul-09;18:16:01;32.2542;1.0772;3.64032;0.0291044779661017;9.197;0.9895;7.694;32.2596621203613;0.3025;6.4785
NED2009027_130;MFD_SETNO130;45.0995;-59.1163;330983;50;18-jul-09;18:16:01;31.8815;1.2199;4.06461;0.251026122457627;4.7765;0.8405;4.338;NaN;0.352;NaN
NED2009027_130;MFD_SETNO130;45.0995;-59.1163;330984;25;18-jul-09;18:16:01;31.174;6.7712;4.18636;0.708671628813559;0.9755;0.356;0.71;NaN;0.132;NaN
NED2009027_130;MFD_SETNO130;45.0995;-59.1163;330985;5;18-jul-09;18:16:01;30.9811;15.7437;3.36417;0.138246270338983;0.322;0.204;0.622;NaN;0.1225;5.8465
