CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336771;157;23-feb-10;17:52:02;33.3584;5.8904;4.83606;4.83606;5.8904;33.3584
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336772;100;23-feb-10;17:52:02;32.3696;3.2839;6.04196;6.04196;3.2839;32.3696
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336773;75;23-feb-10;17:52:02;31.7463;2.0209;7.04232;7.04232;2.0209;31.7463
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336774;51;23-feb-10;17:52:02;31.113;0.5258;7.70917;7.70917;0.5258;31.113
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336775;39;23-feb-10;17:52:02;30.9996;0.2699;7.80231;7.80231;0.2699;30.9996
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336776;28;23-feb-10;17:52:02;30.8857;-0.0726;7.90342;7.90342;-0.0726;30.8857
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336777;20;23-feb-10;17:52:02;30.8589;0.0713;7.90303;7.90303;0.0713;30.8589
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336778;10;23-feb-10;17:52:02;30.8565;0.0843;NaN;NaN;0.0843;30.8565
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336779;6;23-feb-10;17:52:02;30.8562;0.0909;7.87919;7.87919;0.0909;30.8562
NED2010001_0;MFD_SETNO0;44.2643;-63.3193;336780;3;23-feb-10;17:52:02;30.8562;0.091;7.87066;7.87066;0.091;30.8562
NED2010001_1;MFD_SETNO1;42.2568;-66.0787;336781;257;27-feb-10;02:08:42;35.0503;8.801;4.08305;4.08305;8.801;35.0503
NED2010001_1;MFD_SETNO1;42.2568;-66.0787;336782;5;27-feb-10;02:08:42;32.1209;3.9183;7.09671;7.09671;3.9183;32.1209
NED2010001_10;MFD_SETNO10;42.114;-66.9248;336793;62;27-feb-10;22:27:54;32.9316;5.6321;6.43281;6.43281;5.6321;32.9316
NED2010001_10;MFD_SETNO10;42.114;-66.9248;336794;5;27-feb-10;22:27:54;32.8017;5.316;6.71409;6.71409;5.316;32.8017
NED2010001_13;MFD_SETNO13;42.1048;-67.5823;336795;171;28-feb-10;05:55:08;33.1622;6.083;6.03985;6.03985;6.083;33.1622
NED2010001_13;MFD_SETNO13;42.1048;-67.5823;336796;6;28-feb-10;05:55:08;32.952;5.7509;6.61093;6.61093;5.7509;32.952
NED2010001_16;MFD_SETNO16;41.8972;-67.2505;336797;52;28-feb-10;12:35:55;32.66;4.755;6.96641;6.96641;4.755;32.66
NED2010001_16;MFD_SETNO16;41.8972;-67.2505;336798;5;28-feb-10;12:35:55;32.6623;4.7474;6.93636;6.93636;4.7474;32.6623
NED2010001_18;MFD_SETNO18;41.5743;-67.031;336799;56;28-feb-10;17:49:07;32.6895;4.7856;6.95123;6.95123;4.7856;32.6895
NED2010001_18;MFD_SETNO18;41.5743;-67.031;336800;5;28-feb-10;17:49:07;32.6901;4.7819;6.966;6.966;4.7819;32.6901
NED2010001_2;MFD_SETNO2;42.1438;-66.0342;336783;215;27-feb-10;04:48:47;34.9803;9.004;4.13475;4.13475;9.004;34.9803
NED2010001_2;MFD_SETNO2;42.1438;-66.0342;336784;5;27-feb-10;04:48:47;32.5707;4.8675;6.82975;6.82975;4.8675;32.5707
NED2010001_23;MFD_SETNO23;41.5567;-66.283;336801;83;01-mar-10;05:26:35;32.9614;5.8632;6.12533;6.12533;5.8632;32.9614
NED2010001_23;MFD_SETNO23;41.5567;-66.283;336802;5;01-mar-10;05:26:35;31.9667;3.8732;7.13082;7.13082;3.8732;31.9667
NED2010001_26;MFD_SETNO26;41.6457;-65.8512;336803;184;01-mar-10;13:08:27;35.5074;11.7398;3.99162;3.99162;11.7398;35.5074
NED2010001_26;MFD_SETNO26;41.6457;-65.8512;336804;5;01-mar-10;13:08:27;32.4691;4.924;6.77021;6.77021;4.924;32.4691
NED2010001_27;MFD_SETNO27;41.8163;-65.769;336805;142;01-mar-10;16:16:29;33.8802;7.926;5.12414;5.12414;7.926;33.8802
NED2010001_27;MFD_SETNO27;41.8163;-65.769;336806;143;01-mar-10;16:16:29;33.8875;7.9378;5.12001;5.12001;7.9378;33.8875
