CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;TEMP_RT;SSAL_BS
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);(celsius);(g/kg)
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383642;163;26-feb-13;02:03:23;33.9817;9.3614;2.46322;2.46322;9.3614;33.9817
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383643;100;26-feb-13;02:03:23;31.9841;2.8183;5.5942;5.5942;2.8183;31.9841
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383644;75;26-feb-13;02:03:23;31.6587;1.7118;6.21785;6.21785;1.7118;31.6587
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383645;49;26-feb-13;02:03:23;31.4399;0.921;6.64649;6.64649;0.921;31.4399
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383646;39;26-feb-13;02:03:23;31.4011;0.8107;6.72621;6.72621;0.8107;31.4011
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383647;29;26-feb-13;02:03:23;31.3888;0.802;6.73377;6.73377;0.802;31.3888
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383648;20;26-feb-13;02:03:23;31.3881;0.7969;6.72927;6.72927;0.7969;31.3881
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383649;10;26-feb-13;02:03:23;31.3875;0.7948;6.73853;6.73853;0.7948;31.3875
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383650;6;26-feb-13;02:03:23;31.3871;0.79;NaN;NaN;0.79;31.3871
NED2013002_1;MFD_SETNO1;44.268;-63.3243;383651;3;26-feb-13;02:03:23;31.3873;0.7903;6.74387;6.74387;0.7903;31.3873
NED2013002_105;MFD_SETNO105;42.0265;-66.8025;383768;67;17-mar-13;16:08:14;33.2202;6.2913;5.71386;5.71386;6.2913;33.2202
NED2013002_105;MFD_SETNO105;42.0265;-66.8025;383769;6;17-mar-13;16:08:14;33.2144;6.2869;5.72784;5.72784;6.2869;33.2144
NED2013002_11;MFD_SETNO11;42.0502;-66.8622;383662;72;27-feb-13;14:12:17;33.1819;6.1914;5.83151;5.83151;6.1914;33.1819
NED2013002_11;MFD_SETNO11;42.0502;-66.8622;383663;8;27-feb-13;14:12:17;33.1807;6.1801;5.83885;5.83885;6.1801;33.1807
NED2013002_111;MFD_SETNO111;42.5637;-65.9803;383770;116;18-mar-13;14:34:44;35.0133;11.2331;4.66651;4.66651;11.2331;35.0133
NED2013002_111;MFD_SETNO111;42.5637;-65.9803;383771;49;18-mar-13;14:34:44;32.0217;3.7285;6.14977;6.14977;3.7285;32.0217
NED2013002_111;MFD_SETNO111;42.5637;-65.9803;383772;27;18-mar-13;14:34:44;31.9142;3.3789;6.27436;6.27436;3.3789;31.9142
NED2013002_111;MFD_SETNO111;42.5637;-65.9803;383773;7;18-mar-13;14:34:44;31.9029;3.3567;6.2331;6.2331;3.3567;31.9029
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383774;145;19-mar-13;06:19:06;34.9098;10.502;2.78898;2.78898;10.502;34.9098
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383775;101;19-mar-13;06:19:06;32.9537;5.788;5.71128;5.71128;5.788;32.9537
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383776;75;19-mar-13;06:19:06;32.6516;4.9846;6.02184;6.02184;4.9846;32.6516
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383777;50;19-mar-13;06:19:06;32.0089;3.0764;6.31082;6.31082;3.0764;32.0089
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383778;40;19-mar-13;06:19:06;31.5519;1.838;6.64705;6.64705;1.838;31.5519
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383779;31;19-mar-13;06:19:06;31.2651;1.1943;6.77247;6.77247;1.1943;31.2651
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383780;20;19-mar-13;06:19:06;31.1663;0.961;6.83335;6.83335;0.961;31.1663
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383781;10;19-mar-13;06:19:06;31.157;0.9314;6.82345;6.82345;0.9314;31.157
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383782;5;19-mar-13;06:19:06;31.1555;0.9179;6.82515;6.82515;0.9179;31.1555
NED2013002_113;MFD_SETNO113;44.2713;-63.3213;383783;3;19-mar-13;06:19:06;31.1549;0.9172;6.8421;6.8421;0.9172;31.1549
