CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
NED2012002_100;MFD_SETNO100;43.079;-63.8973;385056;49;11-mar-12;10:51:56;32.3677;5.403;4.80553;0.198376119402985;6.715;0.8005;6.816;NaN;NaN;NaN
NED2012002_100;MFD_SETNO100;43.079;-63.8973;385057;24;11-mar-12;10:51:56;31.1056;2.9598;6.69709;1.33912611940298;3.4395;0.5375;2.803;NaN;NaN;NaN
NED2012002_100;MFD_SETNO100;43.079;-63.8973;385058;5;11-mar-12;10:51:56;31.0002;2.6804;6.74727;1.21614514925373;3.7175;0.55;2.9455;NaN;NaN;6.998
NED2012002_101;MFD_SETNO101;42.8158;-63.7563;385059;213;11-mar-12;13:41:27;35.1441;9.2225;3.06212;0.0256264925373134;12.3795;1.439;21.8125;35.1552314758301;NaN;3.652
NED2012002_101;MFD_SETNO101;42.8158;-63.7563;385060;51;11-mar-12;13:41:27;33.4509;8.5766;5.67016;1.06583507462687;1.811;0.3845;2.8385;NaN;NaN;NaN
NED2012002_101;MFD_SETNO101;42.8158;-63.7563;385061;25;11-mar-12;13:41:27;32.2704;5.7144;6.27071;1.80372089552239;2.132;0.4445;2.204;NaN;NaN;NaN
NED2012002_101;MFD_SETNO101;42.8158;-63.7563;385062;5;11-mar-12;13:41:27;31.0796;3.1844;6.7328;0.901860447761194;4.325;0.53;2.7215;NaN;NaN;6.8905
NED2012002_102;MFD_SETNO102;42.8603;-64.1335;385063;107;11-mar-12;16:16:42;34.667;9.9744;3.6333;0.0871300746268657;9.706;1.074;14.753;34.6795425415039;NaN;4.4265
NED2012002_102;MFD_SETNO102;42.8603;-64.1335;385064;50;11-mar-12;16:16:42;33.4917;8.4861;5.57856;0.819873134328358;2.5085;0.44;3.6885;NaN;NaN;NaN
NED2012002_102;MFD_SETNO102;42.8603;-64.1335;385065;25;11-mar-12;16:16:42;32.5047;5.8783;5.5714;0.683227611940299;4.8105;0.6295;5.065;NaN;NaN;NaN
NED2012002_102;MFD_SETNO102;42.8603;-64.1335;385066;5;11-mar-12;16:16:42;31.3287;3.7195;6.69602;1.09316417910448;5.3085;0.5055;2.671;NaN;NaN;7.0055
NED2012002_103;MFD_SETNO103;42.7287;-64.3462;385067;123;11-mar-12;20:10:47;34.7234;9.4176;3.19938;0.0230638432835821;12.3985;1.3125;17.751;34.7233963012695;NaN;4.071
NED2012002_103;MFD_SETNO103;42.7287;-64.3462;385068;49;11-mar-12;20:10:47;32.6032;6.0927;5.58448;0.66456;4.922;0.6525;5.403;NaN;NaN;NaN
NED2012002_103;MFD_SETNO103;42.7287;-64.3462;385069;24;11-mar-12;20:10:47;31.6047;4.3051;6.55449;1.22980970149254;3.016;0.487;2.531;NaN;NaN;NaN
NED2012002_103;MFD_SETNO103;42.7287;-64.3462;385070;5;11-mar-12;20:10:47;31.1564;3.5322;6.71802;1.05217052238806;3.5035;0.5135;2.687;NaN;NaN;7.2
NED2012002_104;MFD_SETNO104;42.6465;-64.6772;385071;116;11-mar-12;22:40:24;34.235;8.7032;3.63785;0.0217825186567164;12.531;1.158;14.6515;34.2433204650879;NaN;4.318
NED2012002_104;MFD_SETNO104;42.6465;-64.6772;385072;50;11-mar-12;22:40:24;32.0427;4.9213;6.01726;1.07949962686567;3.5585;0.5445;3.5425;NaN;NaN;NaN
NED2012002_104;MFD_SETNO104;42.6465;-64.6772;385073;24;11-mar-12;22:40:24;31.4197;3.9133;6.60533;1.96769552238806;2.937;0.489;2.2875;NaN;NaN;NaN
NED2012002_104;MFD_SETNO104;42.6465;-64.6772;385074;6;11-mar-12;22:40:24;31.3629;3.8184;6.6584;1.79005634328358;3.026;0.499;2.159;NaN;NaN;7.096
NED2012002_105;MFD_SETNO105;42.9525;-64.7082;385075;86;12-mar-12;01:10:33;32.7044;5.8585;4.80397;0.120444514925373;8.6365;0.9095;9.117;32.7158660888672;NaN;5.364
NED2012002_105;MFD_SETNO105;42.9525;-64.7082;385076;50;12-mar-12;01:10:33;31.719;4.2559;6.29334;0.806208582089552;3.426;0.552;3.213;NaN;NaN;NaN
NED2012002_105;MFD_SETNO105;42.9525;-64.7082;385077;26;12-mar-12;01:10:33;31.1534;3.3162;6.68964;1.05217052238806;3.7255;0.539;2.7855;NaN;NaN;NaN
NED2012002_105;MFD_SETNO105;42.9525;-64.7082;385078;5;12-mar-12;01:10:33;30.9552;2.9955;6.78715;1.33912611940299;3.597;0.5505;2.7655;NaN;NaN;7.255
NED2012002_106;MFD_SETNO106;42.9502;-64.9095;385079;84;12-mar-12;03:10:57;32.5119;5.5151;5.01897;0.130695111940299;6.934;0.809;7.351;32.5217742919922;0.15;5.571
NED2012002_106;MFD_SETNO106;42.9502;-64.9095;385080;50;12-mar-12;03:10:57;31.8624;4.4794;6.14471;1.03850597014925;3.3215;0.5335;3.202;NaN;0.2145;NaN
NED2012002_106;MFD_SETNO106;42.9502;-64.9095;385081;24;12-mar-12;03:10:57;31.1727;3.4245;6.6691;1.3801197761194;3.222;0.5325;2.605;NaN;0.166;NaN
NED2012002_106;MFD_SETNO106;42.9502;-64.9095;385082;5;12-mar-12;03:10:57;31.0365;3.1991;6.75368;1.73539813432836;3.0975;0.5045;2.359;NaN;0.161;6.826
NED2012002_107;MFD_SETNO107;42.8962;-65.2185;385083;161;12-mar-12;05:47:39;33.2003;6.3277;4.131;0.0384397388059702;11.193;1.1775;12.0195;33.2126808166504;0.0815;4.8885
NED2012002_107;MFD_SETNO107;42.8962;-65.2185;385084;50;12-mar-12;05:47:39;31.1013;3.252;6.61512;0.98384776119403;3.0475;0.518;2.7135;NaN;0.2165;NaN
NED2012002_107;MFD_SETNO107;42.8962;-65.2185;385085;25;12-mar-12;05:47:39;31.0906;3.2696;6.65851;1.12049328358209;3.0725;0.5285;2.643;NaN;0.1475;NaN
NED2012002_107;MFD_SETNO107;42.8962;-65.2185;385086;5;12-mar-12;05:47:39;31.0897;3.2638;6.65378;0.942854104477612;2.7635;0.4575;2.4235;NaN;0.1655;7.186
NED2012002_108;MFD_SETNO108;42.734;-65.5608;385087;96;12-mar-12;09:41:06;32.078;5.1096;5.81841;0.724221268656716;5.175;0.6965;6.1465;32.0887260437012;0.2105;6.4285
NED2012002_108;MFD_SETNO108;42.734;-65.5608;385088;50;12-mar-12;09:41:06;31.9792;4.906;5.88705;0.683227611940299;5.3365;0.678;6.096;NaN;0.265;NaN
NED2012002_108;MFD_SETNO108;42.734;-65.5608;385089;26;12-mar-12;09:41:06;31.2181;3.5364;6.61428;1.42111343283582;3.383;0.519;2.7915;NaN;0.1685;NaN
NED2012002_108;MFD_SETNO108;42.734;-65.5608;385090;5;12-mar-12;09:41:06;31.2126;3.5211;6.62434;1.44844253731343;3.316;0.5415;2.7595;NaN;0.159;6.826
NED2012002_109;MFD_SETNO109;42.6877;-65.4293;385091;93;12-mar-12;11:17:20;32.1631;5.1544;5.5319;0.466183880597015;6.6885;0.8015;7.0955;32.1733283996582;0.1845;6.199
NED2012002_109;MFD_SETNO109;42.6877;-65.4293;385092;50;12-mar-12;11:17:20;31.8156;4.6206;5.81158;0.649681791044776;5.672;0.7265;6.427;NaN;0.2275;NaN
NED2012002_109;MFD_SETNO109;42.6877;-65.4293;385093;25;12-mar-12;11:17:20;31.1112;3.3203;6.64376;1.17515149253731;3.006;0.475;2.476;NaN;0.1395;NaN
NED2012002_109;MFD_SETNO109;42.6877;-65.4293;385094;4;12-mar-12;11:17:20;31.1106;3.3204;6.63864;1.05217052238806;2.9975;0.4775;2.5795;NaN;0.137;6.6165
NED2012002_110;MFD_SETNO110;42.5933;-65.1282;385095;105;12-mar-12;13:38:34;33.5701;7.4371;4.15733;0.0794421268656716;10.6265;1.1045;12.3415;33.5798149108887;0.109;4.8415
NED2012002_110;MFD_SETNO110;42.5933;-65.1282;385096;49;12-mar-12;13:38:34;31.3235;3.656;6.40003;0.806208582089552;4.3905;0.6265;4.0665;NaN;0.1835;NaN
NED2012002_110;MFD_SETNO110;42.5933;-65.1282;385097;25;12-mar-12;13:38:34;31.172;3.4285;6.6299;1.22980970149254;3.411;0.5275;2.9135;NaN;0.168;NaN
NED2012002_110;MFD_SETNO110;42.5933;-65.1282;385098;5;12-mar-12;13:38:34;31.1713;3.4557;6.62662;1.1478223880597;3.445;0.524;2.8515;NaN;0.1765;7.1215
NED2012002_111;MFD_SETNO111;42.4682;-64.9893;385099;123;12-mar-12;16:13:52;34.622;9.784;3.59723;0.0435650373134329;9.968;1.1265;15.971;34.6308937072754;0.1435;4.3725
NED2012002_111;MFD_SETNO111;42.4682;-64.9893;385100;51;12-mar-12;16:13:52;33.5167;8.4592;4.73985;0.426508656716418;6.6425;0.7915;8.5075;NaN;0.211;NaN
NED2012002_111;MFD_SETNO111;42.4682;-64.9893;385101;26;12-mar-12;16:13:52;32.3632;5.1636;5.18312;1.02484141791045;6.161;0.747;6.3545;NaN;0.175;NaN
NED2012002_111;MFD_SETNO111;42.4682;-64.9893;385102;6;12-mar-12;16:13:52;31.2893;3.8111;6.68181;1.5987526119403;3.124;0.512;2.2565;NaN;0.2045;6.8565
NED2012002_112;MFD_SETNO112;42.397;-64.9;385103;240;12-mar-12;18:04:54;35.0638;9.7847;3.18034;0.0256264925373135;10.9935;1.388;20.2085;35.0829925537109;0.1315;4.059
NED2012002_112;MFD_SETNO112;42.397;-64.9;385104;50;12-mar-12;18:04:54;32.797;6.9695;5.5974;0.758788656716418;4.096;0.662;5.637;NaN;0.236;NaN
NED2012002_112;MFD_SETNO112;42.397;-64.9;385105;25;12-mar-12;18:04:54;31.8354;4.727;6.38884;2.26895305970149;3.482;0.565;3.0795;NaN;0.1925;NaN
NED2012002_112;MFD_SETNO112;42.397;-64.9;385106;4;12-mar-12;18:04:54;31.3713;4.0529;6.73165;0.699275820895523;2.6315;0.459;1.705;NaN;0.173;7.091
NED2012002_113;MFD_SETNO113;42.3368;-65.2613;385107;120;12-mar-12;20:47:04;34.9551;10.4689;3.5163;0.0679102052238806;8.4025;1.152;16.399;34.9569854736328;0.094;4.1835
NED2012002_113;MFD_SETNO113;42.3368;-65.2613;385108;50;12-mar-12;20:47:04;32.8509;7.0929;5.30696;0.833537686567164;5.1725;0.8775;6.123;NaN;0.192;NaN
NED2012002_113;MFD_SETNO113;42.3368;-65.2613;385109;26;12-mar-12;20:47:04;31.6962;4.4833;6.54996;2.76055955597015;2.6825;0.4785;1.922;NaN;0.1635;NaN
NED2012002_113;MFD_SETNO113;42.3368;-65.2613;385110;6;12-mar-12;20:47:04;31.3209;4.1227;6.72684;1.91303731343284;2.723;0.4905;1.743;NaN;0.155;7.0375
NED2012002_114;MFD_SETNO114;42.2763;-65.8877;385111;229;13-mar-12;00:17:27;35.0739;8.1887;3.49321;0.0256264925373134;12.241;1.4515;21.1505;35.0842170715332;0.0865;4.093
NED2012002_114;MFD_SETNO114;42.2763;-65.8877;385112;51;13-mar-12;00:17:27;33.4184;8.4672;5.34016;2.02235373134328;2.8295;0.547;4.3395;NaN;0.1945;NaN
NED2012002_114;MFD_SETNO114;42.2763;-65.8877;385113;26;13-mar-12;00:17:27;32.6878;6.8282;5.95707;2.68492778731343;2.5715;0.499;3.149;NaN;0.1845;NaN
NED2012002_114;MFD_SETNO114;42.2763;-65.8877;385114;5;13-mar-12;00:17:27;32.1434;5.8206;6.42588;2.9874548619403;2.502;0.455;1.91;NaN;0.148;6.7495
NED2012002_115;MFD_SETNO115;42.4323;-65.8023;385115;110;13-mar-12;02:54:08;34.7671;9.884;3.63952;0.148633656716418;10.3685;1.188;16.5785;34.7708854675293;0.109;4.174
NED2012002_115;MFD_SETNO115;42.4323;-65.8023;385116;50;13-mar-12;02:54:08;32.9933;6.7847;5.08419;1.05217052238806;6.2695;0.824;8.0345;NaN;0.1635;NaN
NED2012002_115;MFD_SETNO115;42.4323;-65.8023;385117;25;13-mar-12;02:54:08;32.0973;5.1942;5.89918;1.6124171641791;4.63;0.66;5.0935;NaN;0.2;NaN
NED2012002_115;MFD_SETNO115;42.4323;-65.8023;385118;6;13-mar-12;02:54:08;31.6659;4.4272;6.26627;0.683227611940298;3.731;0.553;2.906;NaN;0.2065;6.731
NED2012002_116;MFD_SETNO116;42.5177;-65.6588;385119;91;13-mar-12;04:47:32;33.2257;7.1806;4.77142;0.580250149253731;7.793;0.9205;10.1585;NaN;0.173;5.154
NED2012002_116;MFD_SETNO116;42.5177;-65.6588;385120;50;13-mar-12;04:47:32;32.3151;5.4424;5.42844;1.44844253731343;5.3825;0.781;6.2085;NaN;0.1505;NaN
NED2012002_116;MFD_SETNO116;42.5177;-65.6588;385121;25;13-mar-12;04:47:32;31.4078;4.0873;6.70796;2.53366425;2.8695;0.498;2.129;NaN;0.1705;NaN
NED2012002_116;MFD_SETNO116;42.5177;-65.6588;385122;5;13-mar-12;04:47:32;31.3348;4.06;6.68294;2.57148013432836;2.8855;0.498;2.125;NaN;0.158;7.0245
NED2012002_117;MFD_SETNO117;42.5653;-65.8737;385123;85;13-mar-12;06:59:48;33.7496;8.1908;4.49653;0.573911194029851;7.0245;0.9325;10.597;33.7539520263672;0.1545;5.1175
NED2012002_117;MFD_SETNO117;42.5653;-65.8737;385124;50;13-mar-12;06:59:48;32.6402;6.1883;5.38575;1.18881604477612;5.278;0.7095;6.394;NaN;0.188;NaN
NED2012002_117;MFD_SETNO117;42.5653;-65.8737;385125;25;13-mar-12;06:59:48;31.7925;4.6537;6.23214;2.76055955597015;3.6645;0.576;3.298;NaN;0.174;NaN
NED2012002_117;MFD_SETNO117;42.5653;-65.8737;385126;5;13-mar-12;06:59:48;31.4397;4.2114;6.65665;2.79837544029851;2.9575;0.4965;2.03;NaN;0.197;7.064
NED2012002_118;MFD_SETNO118;42.4513;-65.8545;385127;119;13-mar-12;08:39:18;34.6288;9.7801;3.76867;0.228132537313433;7.7115;1.047;13.8315;34.6278381347656;0.118;4.315
NED2012002_118;MFD_SETNO118;42.4513;-65.8545;385128;50;13-mar-12;08:39:18;32.6568;6.6331;5.81759;2.0798736380597;3.402;0.518;4.443;NaN;0.1825;NaN
NED2012002_118;MFD_SETNO118;42.4513;-65.8545;385129;25;13-mar-12;08:39:18;31.7712;4.4998;5.97763;0.83818276119403;3.6075;0.581;3.946;NaN;0.1315;NaN
NED2012002_118;MFD_SETNO118;42.4513;-65.8545;385130;5;13-mar-12;08:39:18;31.3125;3.992;6.57836;1.42111343283582;2.644;0.435;2.1405;NaN;0.144;6.9155
NED2012002_119;MFD_SETNO119;42.597;-66.099;385131;71;13-mar-12;10:52:03;33.2195;7.1453;4.71989;0.436427462686567;7.114;0.8755;10.211;33.2302207946777;0.1655;5.291
NED2012002_119;MFD_SETNO119;42.597;-66.099;385132;50;13-mar-12;10:52:03;32.6897;6.184;5.08112;0.570331343283582;6.8565;0.826;8.9085;NaN;0.257;NaN
NED2012002_119;MFD_SETNO119;42.597;-66.099;385133;25;13-mar-12;10:52:03;31.5012;4.1853;6.58634;3.02527074626866;2.96;0.4615;2.595;NaN;0.1815;NaN
NED2012002_119;MFD_SETNO119;42.597;-66.099;385134;5;13-mar-12;10:52:03;31.3883;3.9692;6.65315;2.68492778731343;2.9975;0.5505;2.34;NaN;0.175;7.059
NED2012002_12;MFD_SETNO12;41.8928;-67.2628;384449;49;15-feb-12;05:28:54;32.8235;6.5262;6.87718;1.70806902985075;4.253;0.7805;7.875;32.8345756530762;0.183;6.4525
NED2012002_12;MFD_SETNO12;41.8928;-67.2628;384450;5;15-feb-12;05:28:54;32.86;6.5206;6.5535;1.58508805970149;4.459;0.8055;8.279;NaN;0.197;6.5115
NED2012002_120;MFD_SETNO120;42.72;-66.1067;385135;66;13-mar-12;12:29:00;32.0068;5.0651;6.1243;1.62608171641791;3.524;0.623;4.463;32.0171051025391;0.271;6.5665
NED2012002_120;MFD_SETNO120;42.72;-66.1067;385136;50;13-mar-12;12:29:00;32.0034;5.0586;6.12917;1.72173358208955;4.137;0.6315;5.13;NaN;0.317;NaN
NED2012002_120;MFD_SETNO120;42.72;-66.1067;385137;25;13-mar-12;12:29:00;31.9987;5.0487;6.13547;1.84471455223881;4.2465;0.4335;5.1955;NaN;0.2175;NaN
NED2012002_120;MFD_SETNO120;42.72;-66.1067;385138;6;13-mar-12;12:29:00;31.9917;5.044;6.15219;1.84471455223881;4.1745;0.6105;5.0355;NaN;0.2375;6.828
NED2012002_122;MFD_SETNO122;42.71;-66.2232;385139;62;13-mar-12;14:37:04;32.1822;5.3287;5.87053;1.10682873134328;4.823;0.674;6.158;32.188;0.211;6.5375
NED2012002_122;MFD_SETNO122;42.71;-66.2232;385140;50;13-mar-12;14:37:04;32.1755;5.3171;5.87633;1.35279067164179;4.8595;0.564;6.185;NaN;0.218;NaN
NED2012002_122;MFD_SETNO122;42.71;-66.2232;385141;26;13-mar-12;14:37:04;32.1021;5.2046;5.97809;1.43477798507463;4.5685;0.6235;5.575;NaN;0.2215;NaN
NED2012002_122;MFD_SETNO122;42.71;-66.2232;385142;5;13-mar-12;14:37:04;31.8143;4.8887;6.33565;2.26895305970149;3.754;0.5835;4.122;NaN;0.2185;7.0345
NED2012002_123;MFD_SETNO123;42.7758;-66.4532;385143;106;13-mar-12;16:38:37;33.6963;7.9824;4.53375;0.347158208955224;8.076;1.024;12.2595;33.697;0.1995;5.241
NED2012002_123;MFD_SETNO123;42.7758;-66.4532;385144;50;13-mar-12;16:38:37;32.5974;5.9779;5.46221;0.765214925373134;6.0395;0.7675;8.1905;NaN;0.213;NaN
NED2012002_123;MFD_SETNO123;42.7758;-66.4532;385145;26;13-mar-12;16:38:37;32.1869;5.2788;5.99528;1.39378432835821;4.8825;0.6675;5.952;NaN;0.2245;NaN
NED2012002_123;MFD_SETNO123;42.7758;-66.4532;385146;6;13-mar-12;16:38:37;31.6694;4.8155;6.5691;2.42021659701493;3.2125;0.506;2.845;NaN;0.1965;7.065
NED2012002_124;MFD_SETNO124;42.943;-66.7037;385147;201;13-mar-12;19:17:00;34.7172;9.0561;3.66005;0.0563782835820896;10.99;1.1925;17.3405;34.728;0.118;4.421
NED2012002_124;MFD_SETNO124;42.943;-66.7037;385148;51;13-mar-12;19:17:00;32.652;6.0356;5.83579;0.655898507462687;5.166;0.68;7.395;NaN;0.268;NaN
NED2012002_124;MFD_SETNO124;42.943;-66.7037;385149;26;13-mar-12;19:17:00;32.3223;5.5783;6.03329;0.806208582089552;4.2155;0.63;5.533;NaN;0.281;NaN
NED2012002_124;MFD_SETNO124;42.943;-66.7037;385150;5;13-mar-12;19:17:00;32.0837;5.4554;6.28941;1.27080335820895;4.3465;0.5795;4.4675;NaN;0.2215;6.917
NED2012002_125;MFD_SETNO125;42.8737;-66.9545;385151;197;13-mar-12;22:27:02;34.8175;8.663;3.61948;0.0333144402985075;11.4155;1.244;18.996;34.828;NaN;4.3515
NED2012002_125;MFD_SETNO125;42.8737;-66.9545;385152;51;13-mar-12;22:27:02;32.9129;6.3554;5.62701;0.560246641791045;7.5995;0.9505;10.775;NaN;0.246;NaN
NED2012002_125;MFD_SETNO125;42.8737;-66.9545;385153;25;13-mar-12;22:27:02;32.3966;5.6409;6.18156;1.24347425373134;4.8235;0.677;6.221;NaN;0.27;NaN
NED2012002_125;MFD_SETNO125;42.8737;-66.9545;385154;5;13-mar-12;22:27:02;32.3372;5.7749;6.31708;1.74906268656716;4.14;0.6345;4.7335;NaN;0.246;6.8575
NED2012002_126;MFD_SETNO126;42.7148;-66.8617;385155;167;14-mar-12;01:41:19;34.8144;8.6087;3.60563;0.0333144402985075;11.5935;1.275;19.1365;34.823;NaN;4.4615
NED2012002_126;MFD_SETNO126;42.7148;-66.8617;385156;50;14-mar-12;01:41:19;33.4196;7.3772;4.85729;0.456265074626866;8.776;0.9995;12.4585;NaN;NaN;NaN
NED2012002_126;MFD_SETNO126;42.7148;-66.8617;385157;26;14-mar-12;01:41:19;32.7601;6.0809;5.81411;1.10682873134328;5.78;0.7985;8.2115;NaN;0.297;NaN
NED2012002_126;MFD_SETNO126;42.7148;-66.8617;385158;5;14-mar-12;01:41:19;32.4462;5.8137;6.25984;1.09316417910448;4.0125;0.6045;5.714;NaN;NaN;6.757
NED2012002_127;MFD_SETNO127;42.5538;-66.6733;385159;234;14-mar-12;04:07:07;35.0425;8.738;3.49848;0.0205011940298508;9.826;1.1775;17.446;35.052;NaN;4.2955
NED2012002_127;MFD_SETNO127;42.5538;-66.6733;385160;51;14-mar-12;04:07:07;32.8595;6.1267;5.79018;1.02484141791045;5.113;0.7245;7.5815;NaN;NaN;NaN
NED2012002_127;MFD_SETNO127;42.5538;-66.6733;385161;26;14-mar-12;04:07:07;32.7039;5.9007;6.09739;0.929189552238806;3.4755;0.558;5.218;NaN;NaN;NaN
NED2012002_127;MFD_SETNO127;42.5538;-66.6733;385162;6;14-mar-12;04:07:07;32.4737;5.9594;6.20865;1.33912611940298;3.9465;0.6205;5.2785;NaN;NaN;6.7515
NED2012002_128;MFD_SETNO128;42.4278;-66.8778;385163;358;14-mar-12;06:32:17;35.0143;7.7949;3.69192;0.00896927238805969;12.124;1.234;20.4545;35.024;NaN;4.419
NED2012002_128;MFD_SETNO128;42.4278;-66.8778;385164;50;14-mar-12;06:32:17;32.7078;5.937;6.05758;1.09316417910448;5.513;0.756;8.2625;NaN;NaN;NaN
NED2012002_128;MFD_SETNO128;42.4278;-66.8778;385165;25;14-mar-12;06:32:17;32.5365;5.75;6.18784;1.33912611940298;4.185;0.6465;5.8825;NaN;NaN;NaN
NED2012002_128;MFD_SETNO128;42.4278;-66.8778;385166;4;14-mar-12;06:32:17;32.2241;5.6549;6.24659;1.46210708955224;3.97;0.5785;4.848;NaN;NaN;6.6765
NED2012002_129;MFD_SETNO129;42.3653;-67.2228;385167;323;14-mar-12;11:09:19;35.0151;7.9961;3.67119;0.737885820895522;11.3545;1.2925;18.9395;35.024;NaN;4.325
NED2012002_129;MFD_SETNO129;42.3653;-67.2228;385168;50;14-mar-12;11:09:19;32.8174;6.312;5.92083;0.0089692723880597;5.363;0.74;7.631;NaN;NaN;NaN
NED2012002_129;MFD_SETNO129;42.3653;-67.2228;385169;24;14-mar-12;11:09:19;32.682;6.1201;5.99445;0.737885820895522;4.3735;0.654;6.1685;NaN;NaN;NaN
NED2012002_129;MFD_SETNO129;42.3653;-67.2228;385170;6;14-mar-12;11:09:19;32.5899;5.9845;6.00777;0.901860447761194;4.2575;0.6435;5.784;NaN;NaN;6.4715
NED2012002_13;MFD_SETNO13;42.1043;-67.4982;384451;147;15-feb-12;08:10:08;33.1527;7.016;6.40521;0.450930223880597;8.4185;1.018;11.228;33.1176719665527;0.152;6.0185
NED2012002_13;MFD_SETNO13;42.1043;-67.4982;384452;4;15-feb-12;08:10:08;32.919;6.8619;6.58898;0.546582089552239;8.216;0.947;10.326;NaN;0.155;6.2675
NED2012002_130;MFD_SETNO130;42.6128;-67.4073;385171;260;14-mar-12;14:12:14;34.9922;8.1172;3.60488;0.00640662313432836;12.2335;1.3235;20.1575;35.001;NaN;4.257
NED2012002_130;MFD_SETNO130;42.6128;-67.4073;385172;51;14-mar-12;14:12:14;32.6795;5.8829;5.98306;0.532917537313433;4.566;0.702;6.619;NaN;NaN;NaN
NED2012002_130;MFD_SETNO130;42.6128;-67.4073;385173;25;14-mar-12;14:12:14;32.6218;6.0104;6.07755;0.737885820895522;4.352;0.6625;6.1185;NaN;NaN;NaN
NED2012002_130;MFD_SETNO130;42.6128;-67.4073;385174;6;14-mar-12;14:12:14;32.6138;6.0205;6.11222;1.02484141791045;5.258;0.699;7.1115;NaN;NaN;6.6305
NED2012002_131;MFD_SETNO131;43.0692;-67.5247;385175;214;14-mar-12;17:45:00;34.5943;8.638;3.64828;0.0217825186567164;11.934;1.211;18.1055;34.604;NaN;4.3575
NED2012002_131;MFD_SETNO131;43.0692;-67.5247;385176;51;14-mar-12;17:45:00;32.9747;6.2583;5.71676;0.500899701492537;6.6945;0.868;9.6235;NaN;NaN;NaN
NED2012002_131;MFD_SETNO131;43.0692;-67.5247;385177;23;14-mar-12;17:45:00;32.7198;6.0527;5.95518;0.669563059701493;5.1935;0.647;8.249;NaN;0.2915;NaN
NED2012002_131;MFD_SETNO131;43.0692;-67.5247;385178;5;14-mar-12;17:45:00;32.6725;5.9848;6.02914;0.806208582089552;5.0515;0.652;8.0175;NaN;0.2995;6.545
NED2012002_132;MFD_SETNO132;43.083;-67.3335;385179;184;14-mar-12;20:32:56;34.6826;8.6072;3.6407;0.0153758955223881;11.013;1.137;18.9605;34.692;0.1185;4.2995
NED2012002_132;MFD_SETNO132;43.083;-67.3335;385180;51;14-mar-12;20:32:56;32.8201;5.9788;5.8506;0.421549253731343;6.216;0.7455;10.0155;NaN;0.3415;NaN
NED2012002_132;MFD_SETNO132;43.083;-67.3335;385181;25;14-mar-12;20:32:56;32.6371;5.982;6.05352;0.929189552238806;4.9375;0.649;7.802;NaN;0.303;NaN
